,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,16582.0,33157.0,32257.0,33164.0,305.0,1027.0,25308.0,9523.0,341.0,82.0,2162.0,582.0,877.0,14586.0,9271.0,25.0,4889.0,6425.0,2403.0,33164.0,21771.0,33164.0,84.0,33164.0,33146.0,12016.0,33164.0,118.0,1358.0,32914.0,9458.0,46.0,358.0,33164.0,33164.0,1764.0,30861.0,8230.0,476.0,32695.0,33164.0,6950.0,33121.0,6145.0
Background,33157.0,16575.0,32250.0,33157.0,305.0,1027.0,25303.0,9521.0,340.0,82.0,2159.0,582.0,876.0,14582.0,9266.0,25.0,4887.0,6423.0,2403.0,33157.0,21769.0,33157.0,84.0,33157.0,33139.0,12014.0,33157.0,118.0,1358.0,32907.0,9456.0,46.0,358.0,33157.0,33157.0,1762.0,30854.0,8229.0,476.0,32688.0,33157.0,6949.0,33114.0,6141.0
Beta catenin,32257.0,32250.0,15687.0,32257.0,297.0,1004.0,24645.0,9262.0,334.0,76.0,2110.0,571.0,863.0,14203.0,9052.0,25.0,4766.0,6267.0,2348.0,32257.0,21263.0,32257.0,83.0,32257.0,32239.0,11705.0,32257.0,116.0,1332.0,32014.0,9221.0,46.0,350.0,32257.0,32257.0,1714.0,30012.0,8054.0,466.0,31800.0,32257.0,6767.0,32217.0,6007.0
Ca,33164.0,33157.0,32257.0,16582.0,305.0,1027.0,25308.0,9523.0,341.0,82.0,2162.0,582.0,877.0,14586.0,9271.0,25.0,4889.0,6425.0,2403.0,33164.0,21771.0,33164.0,84.0,33164.0,33146.0,12016.0,33164.0,118.0,1358.0,32914.0,9458.0,46.0,358.0,33164.0,33164.0,1764.0,30861.0,8230.0,476.0,32695.0,33164.0,6950.0,33121.0,6145.0
CD11b,305.0,305.0,297.0,305.0,2.0,13.0,239.0,84.0,2.0,0.0,15.0,6.0,8.0,138.0,88.0,0.0,37.0,59.0,18.0,305.0,212.0,305.0,0.0,305.0,305.0,121.0,305.0,0.0,14.0,305.0,78.0,0.0,6.0,305.0,305.0,15.0,288.0,82.0,7.0,301.0,305.0,68.0,305.0,66.0
CD11c,1027.0,1027.0,1004.0,1027.0,13.0,21.0,813.0,280.0,12.0,4.0,69.0,21.0,33.0,461.0,300.0,2.0,156.0,210.0,85.0,1027.0,731.0,1027.0,1.0,1027.0,1027.0,426.0,1027.0,3.0,40.0,1024.0,272.0,1.0,10.0,1027.0,1027.0,56.0,960.0,295.0,20.0,1025.0,1027.0,248.0,1026.0,217.0
CD138,25308.0,25303.0,24645.0,25308.0,239.0,813.0,9822.0,7256.0,252.0,59.0,1674.0,445.0,685.0,11183.0,7250.0,20.0,3771.0,4929.0,1868.0,25308.0,17048.0,25308.0,64.0,25308.0,25296.0,9229.0,25308.0,87.0,1073.0,25126.0,7360.0,32.0,269.0,25308.0,25308.0,1386.0,23621.0,6473.0,377.0,24977.0,25308.0,5327.0,25279.0,4718.0
CD16,9523.0,9521.0,9262.0,9523.0,84.0,280.0,7256.0,1406.0,104.0,26.0,607.0,159.0,242.0,4253.0,2664.0,8.0,1400.0,1898.0,722.0,9523.0,6222.0,9523.0,21.0,9523.0,9521.0,3541.0,9523.0,25.0,375.0,9453.0,2718.0,10.0,109.0,9523.0,9523.0,505.0,8846.0,2359.0,156.0,9397.0,9523.0,2035.0,9511.0,1843.0
CD20,341.0,340.0,334.0,341.0,2.0,12.0,252.0,104.0,6.0,2.0,24.0,7.0,9.0,147.0,101.0,2.0,56.0,68.0,27.0,341.0,233.0,341.0,1.0,341.0,340.0,131.0,341.0,3.0,17.0,338.0,105.0,1.0,4.0,341.0,341.0,20.0,319.0,84.0,7.0,339.0,341.0,78.0,340.0,78.0
CD209,82.0,82.0,76.0,82.0,0.0,4.0,59.0,26.0,2.0,0.0,3.0,0.0,1.0,41.0,30.0,0.0,9.0,21.0,8.0,82.0,57.0,82.0,0.0,82.0,82.0,36.0,82.0,0.0,0.0,81.0,25.0,0.0,0.0,82.0,82.0,8.0,76.0,24.0,2.0,81.0,82.0,19.0,82.0,16.0
