,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,13156.0,26312.0,25039.0,26312.0,20.0,1204.0,16484.0,1223.0,75.0,5.0,42.0,251.0,175.0,2412.0,912.0,3084.0,1178.0,2253.0,33.0,26312.0,36.0,26312.0,0.0,26312.0,25735.0,5615.0,26237.0,23.0,689.0,12926.0,535.0,0.0,40.0,26312.0,26312.0,7683.0,3735.0,24.0,29.0,21167.0,26312.0,2519.0,26312.0,15329.0
Background,26312.0,13156.0,25039.0,26312.0,20.0,1204.0,16484.0,1223.0,75.0,5.0,42.0,251.0,175.0,2412.0,912.0,3084.0,1178.0,2253.0,33.0,26312.0,36.0,26312.0,0.0,26312.0,25735.0,5615.0,26237.0,23.0,689.0,12926.0,535.0,0.0,40.0,26312.0,26312.0,7683.0,3735.0,24.0,29.0,21167.0,26312.0,2519.0,26312.0,15329.0
Beta catenin,25039.0,25039.0,11931.0,25039.0,18.0,1086.0,15736.0,1125.0,65.0,5.0,42.0,229.0,162.0,2239.0,837.0,2964.0,1088.0,2054.0,31.0,25039.0,35.0,25039.0,0.0,25039.0,24502.0,5271.0,24968.0,23.0,665.0,12369.0,522.0,0.0,33.0,25039.0,25039.0,7412.0,3604.0,22.0,29.0,20124.0,25039.0,2335.0,25039.0,14565.0
Ca,26312.0,26312.0,25039.0,13156.0,20.0,1204.0,16484.0,1223.0,75.0,5.0,42.0,251.0,175.0,2412.0,912.0,3084.0,1178.0,2253.0,33.0,26312.0,36.0,26312.0,0.0,26312.0,25735.0,5615.0,26237.0,23.0,689.0,12926.0,535.0,0.0,40.0,26312.0,26312.0,7683.0,3735.0,24.0,29.0,21167.0,26312.0,2519.0,26312.0,15329.0
CD11b,20.0,20.0,18.0,20.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,20.0,0.0,20.0,0.0,20.0,19.0,7.0,20.0,0.0,0.0,8.0,0.0,0.0,1.0,20.0,20.0,2.0,4.0,0.0,0.0,18.0,20.0,5.0,20.0,14.0
CD11c,1204.0,1204.0,1086.0,1204.0,1.0,67.0,702.0,116.0,9.0,0.0,1.0,20.0,18.0,206.0,86.0,99.0,97.0,215.0,1.0,1204.0,1.0,1204.0,0.0,1204.0,1157.0,325.0,1199.0,0.0,29.0,536.0,20.0,0.0,6.0,1204.0,1204.0,264.0,150.0,2.0,0.0,1016.0,1204.0,202.0,1204.0,730.0
CD138,16484.0,16484.0,15736.0,16484.0,11.0,702.0,5606.0,717.0,33.0,1.0,26.0,148.0,116.0,1420.0,561.0,2249.0,755.0,1330.0,23.0,16484.0,17.0,16484.0,0.0,16484.0,16121.0,3934.0,16440.0,17.0,447.0,8297.0,366.0,0.0,21.0,16484.0,16484.0,5140.0,2418.0,16.0,19.0,13297.0,16484.0,1396.0,16484.0,9815.0
CD16,1223.0,1223.0,1125.0,1223.0,3.0,116.0,717.0,53.0,6.0,0.0,2.0,16.0,14.0,194.0,82.0,82.0,87.0,185.0,2.0,1223.0,0.0,1223.0,0.0,1223.0,1189.0,290.0,1218.0,2.0,23.0,543.0,21.0,0.0,6.0,1223.0,1223.0,286.0,139.0,4.0,2.0,1031.0,1223.0,181.0,1223.0,694.0
CD20,75.0,75.0,65.0,75.0,0.0,9.0,33.0,6.0,2.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,5.0,10.0,0.0,75.0,0.0,75.0,0.0,75.0,71.0,22.0,75.0,0.0,7.0,45.0,1.0,0.0,2.0,75.0,75.0,10.0,12.0,0.0,0.0,61.0,75.0,11.0,75.0,47.0
CD209,5.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,5.0,1.0,5.0,3.0
