,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,16232.0,32464.0,30348.0,32464.0,1493.0,715.0,5663.0,5771.0,44.0,533.0,602.0,369.0,747.0,11187.0,7517.0,257.0,2731.0,3543.0,330.0,32464.0,24967.0,32464.0,18.0,32367.0,32399.0,2237.0,32428.0,103.0,16950.0,30516.0,7030.0,29.0,1986.0,32464.0,32464.0,3353.0,8701.0,2042.0,77.0,31855.0,32464.0,3389.0,32443.0,22922.0
Background,32464.0,16232.0,30348.0,32464.0,1493.0,715.0,5663.0,5771.0,44.0,533.0,602.0,369.0,747.0,11187.0,7517.0,257.0,2731.0,3543.0,330.0,32464.0,24967.0,32464.0,18.0,32367.0,32399.0,2237.0,32428.0,103.0,16950.0,30516.0,7030.0,29.0,1986.0,32464.0,32464.0,3353.0,8701.0,2042.0,77.0,31855.0,32464.0,3389.0,32443.0,22922.0
Beta catenin,30348.0,30348.0,14277.0,30348.0,1383.0,612.0,5463.0,5276.0,39.0,501.0,518.0,328.0,669.0,10296.0,6914.0,241.0,2516.0,3188.0,288.0,30348.0,23682.0,30348.0,18.0,30261.0,30291.0,1973.0,30319.0,97.0,15806.0,28661.0,6703.0,28.0,1843.0,30348.0,30348.0,3217.0,8280.0,1968.0,68.0,29799.0,30348.0,3012.0,30327.0,21540.0
Ca,32464.0,32464.0,30348.0,16232.0,1493.0,715.0,5663.0,5771.0,44.0,533.0,602.0,369.0,747.0,11187.0,7517.0,257.0,2731.0,3543.0,330.0,32464.0,24967.0,32464.0,18.0,32367.0,32399.0,2237.0,32428.0,103.0,16950.0,30516.0,7030.0,29.0,1986.0,32464.0,32464.0,3353.0,8701.0,2042.0,77.0,31855.0,32464.0,3389.0,32443.0,22922.0
CD11b,1493.0,1493.0,1383.0,1493.0,59.0,38.0,240.0,268.0,2.0,20.0,32.0,18.0,37.0,582.0,403.0,15.0,161.0,165.0,18.0,1493.0,1120.0,1493.0,1.0,1488.0,1491.0,99.0,1491.0,3.0,810.0,1399.0,323.0,3.0,158.0,1493.0,1493.0,167.0,393.0,65.0,4.0,1466.0,1493.0,149.0,1492.0,1013.0
CD11c,715.0,715.0,612.0,715.0,38.0,19.0,63.0,169.0,1.0,10.0,26.0,11.0,18.0,315.0,200.0,7.0,58.0,119.0,13.0,715.0,445.0,715.0,0.0,713.0,712.0,84.0,714.0,1.0,424.0,630.0,120.0,0.0,49.0,715.0,715.0,44.0,165.0,35.0,2.0,690.0,715.0,123.0,714.0,469.0
CD138,5663.0,5663.0,5463.0,5663.0,240.0,63.0,772.0,827.0,14.0,86.0,65.0,52.0,88.0,1667.0,1182.0,31.0,444.0,491.0,34.0,5663.0,4776.0,5663.0,1.0,5650.0,5655.0,265.0,5660.0,11.0,2624.0,5440.0,1401.0,3.0,298.0,5663.0,5663.0,731.0,1601.0,463.0,10.0,5586.0,5663.0,436.0,5661.0,4197.0
CD16,5771.0,5771.0,5276.0,5771.0,268.0,169.0,827.0,600.0,10.0,99.0,130.0,80.0,164.0,2188.0,1479.0,50.0,501.0,741.0,65.0,5771.0,4219.0,5771.0,4.0,5752.0,5758.0,483.0,5764.0,18.0,3082.0,5341.0,1163.0,2.0,354.0,5771.0,5771.0,550.0,1514.0,347.0,20.0,5652.0,5771.0,710.0,5767.0,4010.0
CD20,44.0,44.0,39.0,44.0,2.0,1.0,14.0,10.0,1.0,0.0,1.0,0.0,2.0,16.0,12.0,0.0,5.0,4.0,0.0,44.0,31.0,44.0,0.0,44.0,44.0,5.0,44.0,0.0,13.0,35.0,9.0,0.0,2.0,44.0,44.0,6.0,2.0,3.0,0.0,43.0,44.0,10.0,44.0,27.0
CD209,533.0,533.0,501.0,533.0,20.0,10.0,86.0,99.0,0.0,10.0,11.0,7.0,12.0,177.0,117.0,0.0,41.0,66.0,6.0,533.0,400.0,533.0,0.0,532.0,533.0,45.0,532.0,3.0,244.0,498.0,135.0,1.0,31.0,533.0,533.0,67.0,153.0,39.0,5.0,523.0,533.0,71.0,532.0,388.0
CD3,602.0,602.0,518.0,602.0,32.0,26.0,65.0,130.0,1.0,11.0,12.0,7.0,20.0,256.0,168.0,5.0,61.0,95.0,14.0,602.0,383.0,602.0,1.0,600.0,599.0,68.0,600.0,2.0,306.0,528.0,113.0,0.0,45.0,602.0,602.0,50.0,120.0,25.0,0.0,585.0,602.0,106.0,602.0,390.0
CD31,369.0,369.0,328.0,369.0,18.0,11.0,52.0,80.0,0.0,7.0,7.0,3.0,10.0,140.0,96.0,0.0,30.0,52.0,4.0,369.0,232.0,369.0,0.0,368.0,369.0,42.0,369.0,0.0,171.0,338.0,63.0,0.0,27.0,369.0,369.0,29.0,79.0,11.0,1.0,358.0,369.0,64.0,368.0,270.0
CD4,747.0,747.0,669.0,747.0,37.0,18.0,88.0,164.0,2.0,12.0,20.0,10.0,10.0,294.0,210.0,4.0,58.0,99.0,5.0,747.0,521.0,747.0,0.0,744.0,744.0,59.0,744.0,0.0,359.0,673.0,147.0,0.0,43.0,747.0,747.0,77.0,166.0,47.0,2.0,732.0,747.0,110.0,746.0,510.0
CD45,11187.0,11187.0,10296.0,11187.0,582.0,315.0,1667.0,2188.0,16.0,177.0,256.0,140.0,294.0,2126.0,2878.0,109.0,1022.0,1390.0,140.0,11187.0,8241.0,11187.0,7.0,11150.0,11162.0,915.0,11171.0,38.0,5943.0,10386.0,2300.0,7.0,780.0,11187.0,11187.0,1072.0,2909.0,630.0,34.0,10966.0,11187.0,1308.0,11181.0,7800.0
CD45RO,7517.0,7517.0,6914.0,7517.0,403.0,200.0,1182.0,1479.0,12.0,117.0,168.0,96.0,210.0,2878.0,983.0,70.0,692.0,946.0,79.0,7517.0,5534.0,7517.0,4.0,7494.0,7503.0,628.0,7507.0,21.0,4010.0,6982.0,1557.0,7.0,543.0,7517.0,7517.0,756.0,1938.0,421.0,22.0,7365.0,7517.0,870.0,7513.0,5239.0
CD56,257.0,257.0,241.0,257.0,15.0,7.0,31.0,50.0,0.0,0.0,5.0,0.0,4.0,109.0,70.0,4.0,28.0,34.0,0.0,257.0,211.0,257.0,0.0,255.0,255.0,23.0,255.0,0.0,153.0,242.0,72.0,0.0,20.0,257.0,257.0,28.0,76.0,17.0,1.0,251.0,257.0,33.0,257.0,171.0
CD63,2731.0,2731.0,2516.0,2731.0,161.0,58.0,444.0,501.0,5.0,41.0,61.0,30.0,58.0,1022.0,692.0,28.0,133.0,304.0,34.0,2731.0,2028.0,2731.0,3.0,2721.0,2725.0,178.0,2727.0,8.0,1464.0,2548.0,576.0,5.0,224.0,2731.0,2731.0,282.0,726.0,146.0,9.0,2674.0,2731.0,291.0,2729.0,1910.0
CD68,3543.0,3543.0,3188.0,3543.0,165.0,119.0,491.0,741.0,4.0,66.0,95.0,52.0,99.0,1390.0,946.0,34.0,304.0,246.0,51.0,3543.0,2522.0,3543.0,1.0,3528.0,3532.0,336.0,3539.0,12.0,1944.0,3248.0,692.0,4.0,219.0,3543.0,3543.0,323.0,899.0,197.0,17.0,3467.0,3543.0,454.0,3540.0,2487.0
CD8,330.0,330.0,288.0,330.0,18.0,13.0,34.0,65.0,0.0,6.0,14.0,4.0,5.0,140.0,79.0,0.0,34.0,51.0,5.0,330.0,210.0,330.0,0.0,328.0,330.0,33.0,330.0,1.0,169.0,292.0,52.0,0.0,27.0,330.0,330.0,22.0,67.0,12.0,1.0,320.0,330.0,51.0,330.0,223.0
dsDNA,32464.0,32464.0,30348.0,32464.0,1493.0,715.0,5663.0,5771.0,44.0,533.0,602.0,369.0,747.0,11187.0,7517.0,257.0,2731.0,3543.0,330.0,16232.0,24967.0,32464.0,18.0,32367.0,32399.0,2237.0,32428.0,103.0,16950.0,30516.0,7030.0,29.0,1986.0,32464.0,32464.0,3353.0,8701.0,2042.0,77.0,31855.0,32464.0,3389.0,32443.0,22922.0
EGFR,24967.0,24967.0,23682.0,24967.0,1120.0,445.0,4776.0,4219.0,31.0,400.0,383.0,232.0,521.0,8241.0,5534.0,211.0,2028.0,2522.0,210.0,24967.0,10000.0,24967.0,16.0,24905.0,24920.0,1500.0,24945.0,78.0,12931.0,23722.0,5756.0,26.0,1465.0,24967.0,24967.0,2759.0,7072.0,1731.0,46.0,24557.0,24967.0,2292.0,24954.0,17863.0
Fe,32464.0,32464.0,30348.0,32464.0,1493.0,715.0,5663.0,5771.0,44.0,533.0,602.0,369.0,747.0,11187.0,7517.0,257.0,2731.0,3543.0,330.0,32464.0,24967.0,16232.0,18.0,32367.0,32399.0,2237.0,32428.0,103.0,16950.0,30516.0,7030.0,29.0,1986.0,32464.0,32464.0,3353.0,8701.0,2042.0,77.0,31855.0,32464.0,3389.0,32443.0,22922.0
FoxP3,18.0,18.0,18.0,18.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,3.0,1.0,0.0,18.0,16.0,18.0,0.0,18.0,18.0,0.0,18.0,0.0,14.0,18.0,8.0,0.0,2.0,18.0,18.0,1.0,11.0,0.0,0.0,18.0,18.0,2.0,18.0,15.0
H3K27me3,32367.0,32367.0,30261.0,32367.0,1488.0,713.0,5650.0,5752.0,44.0,532.0,600.0,368.0,744.0,11150.0,7494.0,255.0,2721.0,3528.0,328.0,32367.0,24905.0,32367.0,18.0,16136.0,32302.0,2227.0,32331.0,103.0,16901.0,30431.0,7015.0,29.0,1977.0,32367.0,32367.0,3346.0,8680.0,2032.0,77.0,31761.0,32367.0,3377.0,32346.0,22861.0
H3K9ac,32399.0,32399.0,30291.0,32399.0,1491.0,712.0,5655.0,5758.0,44.0,533.0,599.0,369.0,744.0,11162.0,7503.0,255.0,2725.0,3532.0,330.0,32399.0,24920.0,32399.0,18.0,32302.0,16167.0,2228.0,32363.0,103.0,16913.0,30456.0,7017.0,29.0,1984.0,32399.0,32399.0,3349.0,8689.0,2034.0,77.0,31791.0,32399.0,3382.0,32378.0,22878.0
HLA-DR,2237.0,2237.0,1973.0,2237.0,99.0,84.0,265.0,483.0,5.0,45.0,68.0,42.0,59.0,915.0,628.0,23.0,178.0,336.0,33.0,2237.0,1500.0,2237.0,0.0,2227.0,2228.0,126.0,2234.0,4.0,1265.0,2020.0,404.0,3.0,130.0,2237.0,2237.0,174.0,526.0,107.0,12.0,2170.0,2237.0,341.0,2235.0,1558.0
HLA_Class_1,32428.0,32428.0,30319.0,32428.0,1491.0,714.0,5660.0,5764.0,44.0,532.0,600.0,369.0,744.0,11171.0,7507.0,255.0,2727.0,3539.0,330.0,32428.0,24945.0,32428.0,18.0,32331.0,32363.0,2234.0,16196.0,103.0,16931.0,30485.0,7024.0,29.0,1984.0,32428.0,32428.0,3351.0,8698.0,2042.0,77.0,31820.0,32428.0,3384.0,32407.0,22900.0
IDO,103.0,103.0,97.0,103.0,3.0,1.0,11.0,18.0,0.0,3.0,2.0,0.0,0.0,38.0,21.0,0.0,8.0,12.0,1.0,103.0,78.0,103.0,0.0,103.0,103.0,4.0,103.0,0.0,41.0,93.0,25.0,0.0,6.0,103.0,103.0,13.0,23.0,9.0,1.0,101.0,103.0,13.0,103.0,75.0
Keratin17,16950.0,16950.0,15806.0,16950.0,810.0,424.0,2624.0,3082.0,13.0,244.0,306.0,171.0,359.0,5943.0,4010.0,153.0,1464.0,1944.0,169.0,16950.0,12931.0,16950.0,14.0,16901.0,16913.0,1265.0,16931.0,41.0,4751.0,15956.0,3581.0,16.0,1101.0,16950.0,16950.0,1705.0,4611.0,962.0,38.0,16619.0,16950.0,1704.0,16936.0,11807.0
Keratin6,30516.0,30516.0,28661.0,30516.0,1399.0,630.0,5440.0,5341.0,35.0,498.0,528.0,338.0,673.0,10386.0,6982.0,242.0,2548.0,3248.0,292.0,30516.0,23722.0,30516.0,18.0,30431.0,30456.0,2020.0,30485.0,93.0,15956.0,14395.0,6709.0,27.0,1855.0,30516.0,30516.0,3200.0,8327.0,1968.0,67.0,29959.0,30516.0,3065.0,30498.0,21623.0
Ki67,7030.0,7030.0,6703.0,7030.0,323.0,120.0,1401.0,1163.0,9.0,135.0,113.0,63.0,147.0,2300.0,1557.0,72.0,576.0,692.0,52.0,7030.0,5756.0,7030.0,8.0,7015.0,7017.0,404.0,7024.0,25.0,3581.0,6709.0,849.0,9.0,416.0,7030.0,7030.0,838.0,2027.0,472.0,12.0,6930.0,7030.0,649.0,7026.0,5068.0
Lag3,29.0,29.0,28.0,29.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,4.0,0.0,29.0,26.0,29.0,0.0,29.0,29.0,3.0,29.0,0.0,16.0,27.0,9.0,0.0,3.0,29.0,29.0,2.0,7.0,2.0,0.0,29.0,29.0,3.0,29.0,19.0
MPO,1986.0,1986.0,1843.0,1986.0,158.0,49.0,298.0,354.0,2.0,31.0,45.0,27.0,43.0,780.0,543.0,20.0,224.0,219.0,27.0,1986.0,1465.0,1986.0,2.0,1977.0,1984.0,130.0,1984.0,6.0,1101.0,1855.0,416.0,3.0,107.0,1986.0,1986.0,217.0,527.0,84.0,3.0,1946.0,1986.0,206.0,1986.0,1357.0
Na,32464.0,32464.0,30348.0,32464.0,1493.0,715.0,5663.0,5771.0,44.0,533.0,602.0,369.0,747.0,11187.0,7517.0,257.0,2731.0,3543.0,330.0,32464.0,24967.0,32464.0,18.0,32367.0,32399.0,2237.0,32428.0,103.0,16950.0,30516.0,7030.0,29.0,1986.0,16232.0,32464.0,3353.0,8701.0,2042.0,77.0,31855.0,32464.0,3389.0,32443.0,22922.0
P,32464.0,32464.0,30348.0,32464.0,1493.0,715.0,5663.0,5771.0,44.0,533.0,602.0,369.0,747.0,11187.0,7517.0,257.0,2731.0,3543.0,330.0,32464.0,24967.0,32464.0,18.0,32367.0,32399.0,2237.0,32428.0,103.0,16950.0,30516.0,7030.0,29.0,1986.0,32464.0,16232.0,3353.0,8701.0,2042.0,77.0,31855.0,32464.0,3389.0,32443.0,22922.0
