,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,7948.0,15896.0,14694.0,15896.0,203.0,2289.0,10350.0,3819.0,0.0,10.0,736.0,132.0,817.0,6935.0,3487.0,34.0,2143.0,1673.0,166.0,15882.0,8300.0,15896.0,44.0,15827.0,15118.0,4025.0,15836.0,4.0,8197.0,8564.0,814.0,25.0,206.0,15896.0,15896.0,1139.0,8770.0,355.0,363.0,10695.0,15896.0,9177.0,15896.0,12085.0
Background,15896.0,7948.0,14694.0,15896.0,203.0,2289.0,10350.0,3819.0,0.0,10.0,736.0,132.0,817.0,6935.0,3487.0,34.0,2143.0,1673.0,166.0,15882.0,8300.0,15896.0,44.0,15827.0,15118.0,4025.0,15836.0,4.0,8197.0,8564.0,814.0,25.0,206.0,15896.0,15896.0,1139.0,8770.0,355.0,363.0,10695.0,15896.0,9177.0,15896.0,12085.0
Beta catenin,14694.0,14694.0,6913.0,14694.0,162.0,2137.0,9551.0,3665.0,0.0,6.0,709.0,124.0,785.0,6490.0,3311.0,25.0,2029.0,1562.0,151.0,14684.0,7992.0,14694.0,40.0,14645.0,14163.0,3799.0,14655.0,0.0,7699.0,8143.0,789.0,19.0,142.0,14694.0,14694.0,1105.0,8001.0,341.0,345.0,10145.0,14694.0,8603.0,14694.0,11371.0
Ca,15896.0,15896.0,14694.0,7948.0,203.0,2289.0,10350.0,3819.0,0.0,10.0,736.0,132.0,817.0,6935.0,3487.0,34.0,2143.0,1673.0,166.0,15882.0,8300.0,15896.0,44.0,15827.0,15118.0,4025.0,15836.0,4.0,8197.0,8564.0,814.0,25.0,206.0,15896.0,15896.0,1139.0,8770.0,355.0,363.0,10695.0,15896.0,9177.0,15896.0,12085.0
CD11b,203.0,203.0,162.0,203.0,8.0,32.0,130.0,42.0,0.0,2.0,10.0,3.0,10.0,90.0,49.0,3.0,30.0,27.0,2.0,202.0,79.0,203.0,2.0,199.0,181.0,44.0,203.0,2.0,83.0,86.0,8.0,2.0,20.0,203.0,203.0,10.0,108.0,3.0,6.0,112.0,203.0,112.0,203.0,145.0
CD11c,2289.0,2289.0,2137.0,2289.0,32.0,179.0,1538.0,611.0,0.0,1.0,128.0,11.0,137.0,1069.0,590.0,9.0,367.0,269.0,26.0,2286.0,1206.0,2289.0,7.0,2279.0,2184.0,606.0,2285.0,1.0,1155.0,1219.0,132.0,5.0,25.0,2289.0,2289.0,174.0,1179.0,57.0,68.0,1600.0,2289.0,1354.0,2289.0,1810.0
CD138,10350.0,10350.0,9551.0,10350.0,130.0,1538.0,3553.0,2542.0,0.0,4.0,493.0,71.0,526.0,4574.0,2370.0,13.0,1576.0,1121.0,100.0,10340.0,5240.0,10350.0,30.0,10310.0,9810.0,2655.0,10310.0,2.0,5111.0,5327.0,504.0,10.0,127.0,10350.0,10350.0,737.0,5448.0,207.0,237.0,7034.0,10350.0,6235.0,10350.0,7983.0
CD16,3819.0,3819.0,3665.0,3819.0,42.0,611.0,2542.0,544.0,0.0,1.0,193.0,30.0,209.0,1789.0,945.0,10.0,584.0,433.0,45.0,3818.0,2178.0,3819.0,14.0,3804.0,3748.0,1052.0,3816.0,1.0,1962.0,2159.0,243.0,9.0,29.0,3819.0,3819.0,348.0,1945.0,92.0,95.0,2823.0,3819.0,2355.0,3819.0,3108.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,10.0,10.0,6.0,10.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,10.0,5.0,10.0,0.0,10.0,8.0,1.0,10.0,0.0,4.0,5.0,0.0,0.0,3.0,10.0,10.0,0.0,8.0,0.0,0.0,4.0,10.0,5.0,10.0,7.0
