,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,18778.0,37556.0,35408.0,37556.0,819.0,2430.0,2726.0,10904.0,145.0,35.0,8082.0,843.0,2293.0,19573.0,12905.0,139.0,5512.0,6331.0,10124.0,37556.0,7400.0,37556.0,56.0,37556.0,37540.0,18482.0,37556.0,590.0,734.0,33286.0,4319.0,1155.0,931.0,37556.0,37556.0,29774.0,31076.0,23870.0,5910.0,34062.0,37556.0,4142.0,37556.0,10335.0
Background,37556.0,18778.0,35408.0,37556.0,819.0,2430.0,2726.0,10904.0,145.0,35.0,8082.0,843.0,2293.0,19573.0,12905.0,139.0,5512.0,6331.0,10124.0,37556.0,7400.0,37556.0,56.0,37556.0,37540.0,18482.0,37556.0,590.0,734.0,33286.0,4319.0,1155.0,931.0,37556.0,37556.0,29774.0,31076.0,23870.0,5910.0,34062.0,37556.0,4142.0,37556.0,10335.0
Beta catenin,35408.0,35408.0,16776.0,35408.0,740.0,2197.0,2607.0,10215.0,121.0,28.0,7538.0,771.0,2043.0,18416.0,12126.0,128.0,5141.0,5870.0,9466.0,35408.0,7108.0,35408.0,45.0,35408.0,35394.0,17431.0,35408.0,567.0,705.0,31553.0,4119.0,1074.0,858.0,35408.0,35408.0,28275.0,29564.0,22749.0,5555.0,32131.0,35408.0,3758.0,35408.0,9590.0
Ca,37556.0,37556.0,35408.0,18778.0,819.0,2430.0,2726.0,10904.0,145.0,35.0,8082.0,843.0,2293.0,19573.0,12905.0,139.0,5512.0,6331.0,10124.0,37556.0,7400.0,37556.0,56.0,37556.0,37540.0,18482.0,37556.0,590.0,734.0,33286.0,4319.0,1155.0,931.0,37556.0,37556.0,29774.0,31076.0,23870.0,5910.0,34062.0,37556.0,4142.0,37556.0,10335.0
CD11b,819.0,819.0,740.0,819.0,18.0,101.0,60.0,283.0,13.0,2.0,221.0,25.0,101.0,470.0,329.0,6.0,178.0,191.0,244.0,819.0,147.0,819.0,3.0,819.0,819.0,443.0,819.0,18.0,14.0,704.0,86.0,34.0,33.0,819.0,819.0,607.0,633.0,483.0,143.0,742.0,819.0,142.0,819.0,278.0
CD11c,2430.0,2430.0,2197.0,2430.0,101.0,143.0,210.0,841.0,27.0,7.0,615.0,90.0,265.0,1410.0,946.0,10.0,517.0,576.0,725.0,2430.0,536.0,2430.0,9.0,2430.0,2429.0,1278.0,2430.0,42.0,47.0,2076.0,284.0,94.0,91.0,2430.0,2430.0,1784.0,1898.0,1520.0,440.0,2226.0,2430.0,396.0,2430.0,859.0
CD138,2726.0,2726.0,2607.0,2726.0,60.0,210.0,184.0,851.0,13.0,7.0,632.0,67.0,171.0,1557.0,1024.0,9.0,502.0,523.0,786.0,2726.0,642.0,2726.0,4.0,2726.0,2724.0,1424.0,2726.0,59.0,86.0,2437.0,426.0,90.0,85.0,2726.0,2726.0,2180.0,2316.0,1901.0,446.0,2539.0,2726.0,360.0,2726.0,822.0
CD16,10904.0,10904.0,10215.0,10904.0,283.0,841.0,851.0,1720.0,49.0,14.0,2482.0,263.0,775.0,5939.0,3950.0,42.0,1777.0,2043.0,3055.0,10904.0,2245.0,10904.0,18.0,10904.0,10893.0,5613.0,10904.0,170.0,221.0,9612.0,1283.0,360.0,307.0,10904.0,10904.0,8523.0,8921.0,6932.0,1783.0,9919.0,10904.0,1345.0,10904.0,3228.0
CD20,145.0,145.0,121.0,145.0,13.0,27.0,13.0,49.0,3.0,1.0,49.0,8.0,30.0,87.0,65.0,1.0,43.0,36.0,40.0,145.0,18.0,145.0,0.0,145.0,144.0,73.0,145.0,4.0,3.0,117.0,9.0,5.0,6.0,145.0,145.0,91.0,99.0,72.0,26.0,133.0,145.0,40.0,145.0,58.0
CD209,35.0,35.0,28.0,35.0,2.0,7.0,7.0,14.0,1.0,0.0,13.0,0.0,6.0,23.0,17.0,0.0,11.0,10.0,12.0,35.0,6.0,35.0,0.0,35.0,35.0,25.0,35.0,0.0,0.0,25.0,8.0,1.0,2.0,35.0,35.0,21.0,25.0,22.0,6.0,33.0,35.0,8.0,35.0,16.0
