,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,19886.0,39748.0,22380.0,39772.0,2901.0,16227.0,8320.0,11687.0,10052.0,693.0,18961.0,4610.0,17045.0,35086.0,27203.0,119.0,4106.0,18384.0,8303.0,39772.0,4220.0,39772.0,1270.0,39772.0,39692.0,35626.0,39772.0,3606.0,8026.0,11432.0,2572.0,932.0,2118.0,39772.0,39772.0,15.0,3014.0,6997.0,1782.0,37379.0,39772.0,4057.0,39646.0,28524.0
Background,39748.0,19862.0,22367.0,39748.0,2899.0,16220.0,8315.0,11679.0,10051.0,693.0,18948.0,4607.0,17032.0,35065.0,27185.0,119.0,4105.0,18372.0,8297.0,39748.0,4216.0,39748.0,1270.0,39748.0,39668.0,35606.0,39748.0,3603.0,8022.0,11425.0,2572.0,932.0,2118.0,39748.0,39748.0,15.0,3013.0,6991.0,1781.0,37357.0,39748.0,4056.0,39622.0,28508.0
Beta catenin,22380.0,22367.0,6769.0,22380.0,1569.0,8842.0,4049.0,5945.0,5438.0,326.0,10248.0,2194.0,9193.0,19409.0,14887.0,61.0,2222.0,9502.0,4576.0,22380.0,2837.0,22380.0,717.0,22380.0,22329.0,20202.0,22380.0,1933.0,5289.0,7345.0,1495.0,514.0,1122.0,22380.0,22380.0,4.0,2101.0,3984.0,1020.0,20913.0,22380.0,2140.0,22300.0,15198.0
Ca,39772.0,39748.0,22380.0,19886.0,2901.0,16227.0,8320.0,11687.0,10052.0,693.0,18961.0,4610.0,17045.0,35086.0,27203.0,119.0,4106.0,18384.0,8303.0,39772.0,4220.0,39772.0,1270.0,39772.0,39692.0,35626.0,39772.0,3606.0,8026.0,11432.0,2572.0,932.0,2118.0,39772.0,39772.0,15.0,3014.0,6997.0,1782.0,37379.0,39772.0,4057.0,39646.0,28524.0
CD11b,2901.0,2899.0,1569.0,2901.0,184.0,1277.0,502.0,873.0,828.0,63.0,1585.0,294.0,1395.0,2631.0,2140.0,15.0,377.0,1397.0,697.0,2901.0,281.0,2901.0,87.0,2901.0,2892.0,2576.0,2901.0,358.0,589.0,837.0,205.0,90.0,232.0,2901.0,2901.0,1.0,236.0,643.0,169.0,2755.0,2901.0,268.0,2894.0,2188.0
CD11c,16227.0,16220.0,8842.0,16227.0,1277.0,3585.0,3457.0,4894.0,4419.0,262.0,8095.0,1792.0,7266.0,14385.0,11327.0,57.0,1721.0,7793.0,3587.0,16227.0,1601.0,16227.0,515.0,16227.0,16199.0,14649.0,16227.0,1495.0,2899.0,4303.0,1004.0,461.0,906.0,16227.0,16227.0,8.0,1085.0,2954.0,845.0,15339.0,16227.0,1707.0,16174.0,11994.0
CD138,8320.0,8315.0,4049.0,8320.0,502.0,3457.0,1390.0,3154.0,1894.0,226.0,3884.0,1528.0,3476.0,7530.0,5700.0,7.0,923.0,4539.0,1535.0,8320.0,410.0,8320.0,257.0,8320.0,8307.0,7220.0,8320.0,666.0,923.0,1520.0,453.0,154.0,437.0,8320.0,8320.0,0.0,236.0,1250.0,280.0,7871.0,8320.0,1045.0,8305.0,6420.0
CD16,11687.0,11679.0,5945.0,11687.0,873.0,4894.0,3154.0,2184.0,2753.0,300.0,5658.0,1776.0,5133.0,10544.0,8212.0,21.0,1259.0,6111.0,2423.0,11687.0,916.0,11687.0,399.0,11687.0,11674.0,10309.0,11687.0,1117.0,1892.0,2725.0,711.0,236.0,603.0,11687.0,11687.0,0.0,632.0,2029.0,495.0,11062.0,11687.0,1284.0,11650.0,8917.0
CD20,10052.0,10051.0,5438.0,10052.0,828.0,4419.0,1894.0,2753.0,1558.0,125.0,5334.0,1028.0,4822.0,9033.0,7226.0,55.0,1113.0,4764.0,2325.0,10052.0,1032.0,10052.0,333.0,10052.0,10035.0,9128.0,10052.0,992.0,1857.0,2777.0,702.0,298.0,568.0,10052.0,10052.0,10.0,664.0,1862.0,552.0,9542.0,10052.0,1028.0,10027.0,7578.0
CD209,693.0,693.0,326.0,693.0,63.0,262.0,226.0,300.0,125.0,19.0,338.0,160.0,323.0,643.0,495.0,2.0,74.0,406.0,139.0,693.0,36.0,693.0,29.0,693.0,693.0,594.0,693.0,87.0,108.0,143.0,55.0,8.0,39.0,693.0,693.0,0.0,27.0,133.0,23.0,665.0,693.0,76.0,691.0,561.0
