,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,9378.0,18724.0,14140.0,18756.0,56.0,826.0,4425.0,4696.0,235.0,0.0,1044.0,17.0,127.0,6557.0,1634.0,0.0,585.0,3665.0,1063.0,18756.0,3289.0,18756.0,0.0,18694.0,17790.0,4457.0,15722.0,41.0,290.0,7261.0,490.0,0.0,169.0,18756.0,18756.0,0.0,5949.0,3011.0,56.0,11691.0,18756.0,1014.0,18650.0,7718.0
Background,18724.0,9346.0,14121.0,18724.0,56.0,825.0,4420.0,4690.0,233.0,0.0,1040.0,17.0,127.0,6544.0,1629.0,0.0,585.0,3662.0,1058.0,18724.0,3283.0,18724.0,0.0,18662.0,17759.0,4451.0,15693.0,40.0,290.0,7252.0,489.0,0.0,169.0,18724.0,18724.0,0.0,5941.0,3006.0,56.0,11674.0,18724.0,1012.0,18618.0,7703.0
Beta catenin,14140.0,14121.0,5479.0,14140.0,45.0,592.0,3558.0,3319.0,162.0,0.0,657.0,12.0,76.0,4652.0,1103.0,0.0,451.0,2683.0,693.0,14140.0,2642.0,14140.0,0.0,14093.0,13420.0,3059.0,11828.0,24.0,202.0,5699.0,387.0,0.0,134.0,14140.0,14140.0,0.0,4652.0,2403.0,36.0,8908.0,14140.0,800.0,14052.0,5673.0
Ca,18756.0,18724.0,14140.0,9378.0,56.0,826.0,4425.0,4696.0,235.0,0.0,1044.0,17.0,127.0,6557.0,1634.0,0.0,585.0,3665.0,1063.0,18756.0,3289.0,18756.0,0.0,18694.0,17790.0,4457.0,15722.0,41.0,290.0,7261.0,490.0,0.0,169.0,18756.0,18756.0,0.0,5949.0,3011.0,56.0,11691.0,18756.0,1014.0,18650.0,7718.0
CD11b,56.0,56.0,45.0,56.0,0.0,2.0,12.0,9.0,1.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,1.0,8.0,0.0,56.0,9.0,56.0,0.0,56.0,55.0,12.0,38.0,0.0,0.0,24.0,2.0,0.0,1.0,56.0,56.0,0.0,20.0,9.0,0.0,33.0,56.0,4.0,56.0,17.0
CD11c,826.0,825.0,592.0,826.0,2.0,16.0,175.0,247.0,8.0,0.0,67.0,0.0,6.0,311.0,87.0,0.0,26.0,179.0,48.0,826.0,148.0,826.0,0.0,822.0,784.0,236.0,714.0,4.0,16.0,310.0,26.0,0.0,3.0,826.0,826.0,0.0,258.0,99.0,2.0,498.0,826.0,44.0,826.0,372.0
CD138,4425.0,4420.0,3558.0,4425.0,12.0,175.0,637.0,981.0,44.0,0.0,175.0,6.0,14.0,1384.0,307.0,0.0,158.0,841.0,191.0,4425.0,951.0,4425.0,0.0,4415.0,4184.0,895.0,3760.0,7.0,57.0,1928.0,139.0,0.0,34.0,4425.0,4425.0,0.0,1607.0,793.0,18.0,2867.0,4425.0,262.0,4398.0,1709.0
CD16,4696.0,4690.0,3319.0,4696.0,9.0,247.0,981.0,717.0,52.0,0.0,351.0,6.0,41.0,1859.0,530.0,0.0,150.0,1058.0,342.0,4696.0,731.0,4696.0,0.0,4679.0,4450.0,1360.0,3995.0,19.0,89.0,1692.0,129.0,0.0,31.0,4696.0,4696.0,0.0,1398.0,693.0,19.0,2905.0,4696.0,240.0,4679.0,2092.0
CD20,235.0,233.0,162.0,235.0,1.0,8.0,44.0,52.0,2.0,0.0,21.0,0.0,4.0,83.0,20.0,0.0,2.0,51.0,20.0,235.0,36.0,235.0,0.0,235.0,224.0,61.0,191.0,1.0,7.0,86.0,10.0,0.0,2.0,235.0,235.0,0.0,71.0,31.0,1.0,137.0,235.0,13.0,235.0,101.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3,1044.0,1040.0,657.0,1044.0,1.0,67.0,175.0,351.0,21.0,0.0,60.0,1.0,19.0,497.0,151.0,0.0,24.0,242.0,102.0,1044.0,128.0,1044.0,0.0,1038.0,975.0,362.0,921.0,3.0,17.0,329.0,31.0,0.0,11.0,1044.0,1044.0,0.0,282.0,119.0,4.0,620.0,1044.0,42.0,1043.0,493.0
CD31,17.0,17.0,12.0,17.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,7.0,0.0,17.0,6.0,17.0,0.0,17.0,16.0,6.0,15.0,0.0,0.0,8.0,1.0,0.0,0.0,17.0,17.0,0.0,4.0,2.0,0.0,12.0,17.0,0.0,17.0,4.0
CD4,127.0,127.0,76.0,127.0,0.0,6.0,14.0,41.0,4.0,0.0,19.0,0.0,0.0,56.0,13.0,0.0,4.0,30.0,12.0,127.0,14.0,127.0,0.0,126.0,119.0,40.0,113.0,0.0,3.0,41.0,5.0,0.0,0.0,127.0,127.0,0.0,37.0,12.0,1.0,73.0,127.0,8.0,127.0,58.0
CD45,6557.0,6544.0,4652.0,6557.0,10.0,311.0,1384.0,1859.0,83.0,0.0,497.0,9.0,56.0,1288.0,726.0,0.0,198.0,1361.0,456.0,6557.0,1022.0,6557.0,0.0,6533.0,6208.0,1821.0,5539.0,27.0,115.0,2349.0,175.0,0.0,50.0,6557.0,6557.0,0.0,1928.0,947.0,24.0,4033.0,6557.0,312.0,6534.0,2855.0
CD45RO,1634.0,1629.0,1103.0,1634.0,2.0,87.0,307.0,530.0,20.0,0.0,151.0,1.0,13.0,726.0,98.0,0.0,48.0,380.0,133.0,1634.0,224.0,1634.0,0.0,1628.0,1539.0,517.0,1420.0,5.0,31.0,544.0,50.0,0.0,11.0,1634.0,1634.0,0.0,459.0,201.0,5.0,998.0,1634.0,69.0,1629.0,755.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,585.0,585.0,451.0,585.0,1.0,26.0,158.0,150.0,2.0,0.0,24.0,0.0,4.0,198.0,48.0,0.0,16.0,140.0,29.0,585.0,123.0,585.0,0.0,583.0,552.0,144.0,490.0,1.0,7.0,251.0,18.0,0.0,5.0,585.0,585.0,0.0,216.0,88.0,1.0,369.0,585.0,46.0,582.0,224.0
CD68,3665.0,3662.0,2683.0,3665.0,8.0,179.0,841.0,1058.0,51.0,0.0,242.0,7.0,30.0,1361.0,380.0,0.0,140.0,418.0,227.0,3665.0,644.0,3665.0,0.0,3653.0,3476.0,980.0,3094.0,13.0,59.0,1370.0,106.0,0.0,31.0,3665.0,3665.0,0.0,1132.0,554.0,17.0,2309.0,3665.0,187.0,3649.0,1570.0
CD8,1063.0,1058.0,693.0,1063.0,0.0,48.0,191.0,342.0,20.0,0.0,102.0,0.0,12.0,456.0,133.0,0.0,29.0,227.0,54.0,1063.0,136.0,1063.0,0.0,1060.0,994.0,342.0,911.0,7.0,18.0,328.0,22.0,0.0,9.0,1063.0,1063.0,0.0,281.0,131.0,0.0,632.0,1063.0,41.0,1062.0,499.0
dsDNA,18756.0,18724.0,14140.0,18756.0,56.0,826.0,4425.0,4696.0,235.0,0.0,1044.0,17.0,127.0,6557.0,1634.0,0.0,585.0,3665.0,1063.0,9378.0,3289.0,18756.0,0.0,18694.0,17790.0,4457.0,15722.0,41.0,290.0,7261.0,490.0,0.0,169.0,18756.0,18756.0,0.0,5949.0,3011.0,56.0,11691.0,18756.0,1014.0,18650.0,7718.0
EGFR,3289.0,3283.0,2642.0,3289.0,9.0,148.0,951.0,731.0,36.0,0.0,128.0,6.0,14.0,1022.0,224.0,0.0,123.0,644.0,136.0,3289.0,383.0,3289.0,0.0,3279.0,3128.0,658.0,2796.0,3.0,44.0,1434.0,115.0,0.0,30.0,3289.0,3289.0,0.0,1218.0,610.0,7.0,2148.0,3289.0,204.0,3271.0,1293.0
Fe,18756.0,18724.0,14140.0,18756.0,56.0,826.0,4425.0,4696.0,235.0,0.0,1044.0,17.0,127.0,6557.0,1634.0,0.0,585.0,3665.0,1063.0,18756.0,3289.0,9378.0,0.0,18694.0,17790.0,4457.0,15722.0,41.0,290.0,7261.0,490.0,0.0,169.0,18756.0,18756.0,0.0,5949.0,3011.0,56.0,11691.0,18756.0,1014.0,18650.0,7718.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3K27me3,18694.0,18662.0,14093.0,18694.0,56.0,822.0,4415.0,4679.0,235.0,0.0,1038.0,17.0,126.0,6533.0,1628.0,0.0,583.0,3653.0,1060.0,18694.0,3279.0,18694.0,0.0,9316.0,17730.0,4440.0,15673.0,41.0,289.0,7242.0,487.0,0.0,166.0,18694.0,18694.0,0.0,5934.0,3007.0,56.0,11655.0,18694.0,1010.0,18588.0,7690.0
H3K9ac,17790.0,17759.0,13420.0,17790.0,55.0,784.0,4184.0,4450.0,224.0,0.0,975.0,16.0,119.0,6208.0,1539.0,0.0,552.0,3476.0,994.0,17790.0,3128.0,17790.0,0.0,17730.0,8435.0,4224.0,14924.0,40.0,274.0,6895.0,463.0,0.0,163.0,17790.0,17790.0,0.0,5652.0,2858.0,55.0,11086.0,17790.0,977.0,17686.0,7317.0
