,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,13561.0,27122.0,16609.0,27122.0,102.0,13384.0,934.0,13137.0,3597.0,27.0,10966.0,1522.0,5238.0,23164.0,17509.0,215.0,1675.0,8780.0,6050.0,27122.0,15.0,27122.0,0.0,26936.0,23757.0,18660.0,27116.0,998.0,6312.0,4829.0,68.0,172.0,1653.0,27122.0,27116.0,26.0,7404.0,621.0,179.0,14685.0,27122.0,14987.0,27122.0,21897.0
Background,27122.0,13561.0,16609.0,27122.0,102.0,13384.0,934.0,13137.0,3597.0,27.0,10966.0,1522.0,5238.0,23164.0,17509.0,215.0,1675.0,8780.0,6050.0,27122.0,15.0,27122.0,0.0,26936.0,23757.0,18660.0,27116.0,998.0,6312.0,4829.0,68.0,172.0,1653.0,27122.0,27116.0,26.0,7404.0,621.0,179.0,14685.0,27122.0,14987.0,27122.0,21897.0
Beta catenin,16609.0,16609.0,5247.0,16609.0,63.0,8230.0,541.0,7999.0,2013.0,9.0,6656.0,917.0,3180.0,14029.0,10608.0,139.0,1041.0,5351.0,3679.0,16609.0,8.0,16609.0,0.0,16510.0,14565.0,11366.0,16604.0,631.0,4119.0,3155.0,47.0,92.0,1035.0,16609.0,16607.0,15.0,4825.0,386.0,121.0,9188.0,16609.0,9500.0,16609.0,13316.0
Ca,27122.0,27122.0,16609.0,13561.0,102.0,13384.0,934.0,13137.0,3597.0,27.0,10966.0,1522.0,5238.0,23164.0,17509.0,215.0,1675.0,8780.0,6050.0,27122.0,15.0,27122.0,0.0,26936.0,23757.0,18660.0,27116.0,998.0,6312.0,4829.0,68.0,172.0,1653.0,27122.0,27116.0,26.0,7404.0,621.0,179.0,14685.0,27122.0,14987.0,27122.0,21897.0
CD11b,102.0,102.0,63.0,102.0,1.0,56.0,2.0,51.0,17.0,0.0,31.0,8.0,15.0,87.0,60.0,4.0,11.0,41.0,21.0,102.0,0.0,102.0,0.0,102.0,87.0,73.0,102.0,5.0,23.0,18.0,0.0,1.0,9.0,102.0,102.0,0.0,26.0,4.0,1.0,58.0,102.0,57.0,102.0,83.0
CD11c,13384.0,13384.0,8230.0,13384.0,56.0,3484.0,444.0,6661.0,1850.0,14.0,5570.0,718.0,2730.0,11588.0,8852.0,110.0,866.0,4537.0,3116.0,13384.0,6.0,13384.0,0.0,13286.0,11841.0,9383.0,13380.0,562.0,3020.0,2332.0,26.0,97.0,885.0,13384.0,13382.0,13.0,3568.0,359.0,90.0,7382.0,13384.0,7357.0,13384.0,11011.0
CD138,934.0,934.0,541.0,934.0,2.0,444.0,21.0,502.0,96.0,0.0,387.0,54.0,178.0,829.0,624.0,5.0,66.0,301.0,210.0,934.0,0.0,934.0,0.0,929.0,819.0,683.0,934.0,32.0,177.0,128.0,2.0,11.0,59.0,934.0,934.0,2.0,209.0,16.0,9.0,544.0,934.0,505.0,934.0,775.0
CD16,13137.0,13137.0,7999.0,13137.0,51.0,6661.0,502.0,3300.0,1733.0,14.0,5398.0,790.0,2551.0,11361.0,8612.0,114.0,833.0,4435.0,2964.0,13137.0,6.0,13137.0,0.0,13046.0,11575.0,9182.0,13133.0,484.0,2916.0,2239.0,27.0,92.0,820.0,13137.0,13136.0,14.0,3438.0,325.0,95.0,7204.0,13137.0,7276.0,13137.0,10756.0
CD20,3597.0,3597.0,2013.0,3597.0,17.0,1850.0,96.0,1733.0,381.0,7.0,1670.0,201.0,873.0,3178.0,2541.0,41.0,239.0,1165.0,984.0,3597.0,4.0,3597.0,0.0,3559.0,3207.0,2645.0,3597.0,153.0,692.0,527.0,8.0,24.0,216.0,3597.0,3594.0,5.0,833.0,90.0,35.0,1858.0,3597.0,1794.0,3597.0,3012.0
CD209,27.0,27.0,9.0,27.0,0.0,14.0,0.0,14.0,7.0,0.0,11.0,2.0,7.0,25.0,16.0,1.0,2.0,12.0,5.0,27.0,0.0,27.0,0.0,27.0,24.0,19.0,27.0,0.0,3.0,1.0,0.0,0.0,1.0,27.0,27.0,0.0,4.0,1.0,0.0,15.0,27.0,9.0,27.0,23.0
