,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,10199.0,20392.0,16320.0,20398.0,1660.0,2871.0,16313.0,2752.0,0.0,0.0,47.0,454.0,15.0,4794.0,2096.0,0.0,8408.0,3117.0,71.0,20398.0,1058.0,20398.0,0.0,20323.0,19071.0,241.0,15619.0,3.0,1110.0,15347.0,200.0,0.0,3063.0,20398.0,20392.0,51.0,13628.0,182.0,6.0,15127.0,20398.0,1559.0,20398.0,5708.0
Background,20392.0,10193.0,16314.0,20392.0,1659.0,2870.0,16308.0,2750.0,0.0,0.0,47.0,454.0,15.0,4792.0,2095.0,0.0,8406.0,3116.0,71.0,20392.0,1056.0,20392.0,0.0,20317.0,19065.0,241.0,15613.0,3.0,1109.0,15341.0,200.0,0.0,3061.0,20392.0,20386.0,51.0,13623.0,182.0,6.0,15121.0,20392.0,1558.0,20392.0,5706.0
Beta catenin,16320.0,16314.0,6621.0,16320.0,1333.0,2234.0,13084.0,2139.0,0.0,0.0,30.0,374.0,10.0,3770.0,1673.0,0.0,6759.0,2368.0,46.0,16320.0,864.0,16320.0,0.0,16263.0,15280.0,189.0,12510.0,1.0,874.0,12470.0,170.0,0.0,2439.0,16320.0,16315.0,38.0,11016.0,139.0,6.0,12187.0,16320.0,1241.0,16320.0,4415.0
Ca,20398.0,20392.0,16320.0,10199.0,1660.0,2871.0,16313.0,2752.0,0.0,0.0,47.0,454.0,15.0,4794.0,2096.0,0.0,8408.0,3117.0,71.0,20398.0,1058.0,20398.0,0.0,20323.0,19071.0,241.0,15619.0,3.0,1110.0,15347.0,200.0,0.0,3063.0,20398.0,20392.0,51.0,13628.0,182.0,6.0,15127.0,20398.0,1559.0,20398.0,5708.0
CD11b,1660.0,1659.0,1333.0,1660.0,84.0,290.0,1376.0,291.0,0.0,0.0,3.0,35.0,0.0,478.0,200.0,0.0,732.0,306.0,6.0,1660.0,91.0,1660.0,0.0,1656.0,1547.0,19.0,1320.0,0.0,98.0,1225.0,22.0,0.0,284.0,1660.0,1660.0,3.0,1109.0,14.0,0.0,1248.0,1660.0,134.0,1660.0,525.0
CD11c,2871.0,2870.0,2234.0,2871.0,290.0,234.0,2403.0,481.0,0.0,0.0,2.0,67.0,2.0,799.0,344.0,0.0,1324.0,552.0,11.0,2871.0,156.0,2871.0,0.0,2860.0,2683.0,29.0,2246.0,0.0,138.0,2057.0,23.0,0.0,499.0,2871.0,2871.0,8.0,1946.0,32.0,0.0,2157.0,2871.0,251.0,2871.0,909.0
CD138,16313.0,16308.0,13084.0,16313.0,1376.0,2403.0,6656.0,2302.0,0.0,0.0,36.0,387.0,13.0,3939.0,1773.0,0.0,6963.0,2582.0,68.0,16313.0,885.0,16313.0,0.0,16256.0,15309.0,197.0,12655.0,3.0,903.0,12314.0,166.0,0.0,2496.0,16313.0,16308.0,45.0,11014.0,158.0,6.0,12330.0,16313.0,1297.0,16313.0,4690.0
CD16,2752.0,2750.0,2139.0,2752.0,291.0,481.0,2302.0,249.0,0.0,0.0,8.0,67.0,3.0,794.0,353.0,0.0,1269.0,574.0,16.0,2752.0,158.0,2752.0,0.0,2741.0,2574.0,29.0,2155.0,0.0,150.0,1975.0,19.0,0.0,481.0,2752.0,2751.0,6.0,1861.0,16.0,0.0,2071.0,2752.0,254.0,2752.0,933.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3,47.0,47.0,30.0,47.0,3.0,2.0,36.0,8.0,0.0,0.0,1.0,2.0,0.0,16.0,7.0,0.0,19.0,7.0,0.0,47.0,1.0,47.0,0.0,46.0,45.0,0.0,40.0,0.0,3.0,28.0,0.0,0.0,9.0,47.0,47.0,0.0,23.0,0.0,0.0,35.0,47.0,3.0,47.0,19.0
CD31,454.0,454.0,374.0,454.0,35.0,67.0,387.0,67.0,0.0,0.0,2.0,8.0,0.0,114.0,61.0,0.0,207.0,66.0,4.0,454.0,21.0,454.0,0.0,452.0,431.0,6.0,355.0,0.0,25.0,358.0,6.0,0.0,70.0,454.0,454.0,0.0,302.0,5.0,0.0,351.0,454.0,32.0,454.0,124.0
CD4,15.0,15.0,10.0,15.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,4.0,0.0,15.0,1.0,15.0,0.0,15.0,15.0,0.0,10.0,0.0,1.0,10.0,0.0,0.0,1.0,15.0,15.0,0.0,11.0,0.0,0.0,11.0,15.0,0.0,15.0,5.0
CD45,4794.0,4792.0,3770.0,4794.0,478.0,799.0,3939.0,794.0,0.0,0.0,16.0,114.0,4.0,648.0,579.0,0.0,2121.0,897.0,25.0,4794.0,250.0,4794.0,0.0,4777.0,4470.0,50.0,3739.0,1.0,269.0,3487.0,50.0,0.0,801.0,4794.0,4794.0,10.0,3182.0,44.0,0.0,3541.0,4794.0,404.0,4794.0,1518.0
CD45RO,2096.0,2095.0,1673.0,2096.0,200.0,344.0,1773.0,353.0,0.0,0.0,7.0,61.0,1.0,579.0,129.0,0.0,975.0,397.0,10.0,2096.0,109.0,2096.0,0.0,2091.0,1967.0,27.0,1695.0,0.0,127.0,1546.0,17.0,0.0,345.0,2096.0,2096.0,5.0,1401.0,23.0,0.0,1616.0,2096.0,184.0,2096.0,673.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,8408.0,8406.0,6759.0,8408.0,732.0,1324.0,6963.0,1269.0,0.0,0.0,19.0,207.0,7.0,2121.0,975.0,0.0,1889.0,1431.0,27.0,8408.0,431.0,8408.0,0.0,8373.0,7902.0,99.0,6596.0,0.0,474.0,6344.0,85.0,0.0,1321.0,8408.0,8405.0,22.0,5624.0,79.0,5.0,6420.0,8408.0,702.0,8408.0,2494.0
CD68,3117.0,3116.0,2368.0,3117.0,306.0,552.0,2582.0,574.0,0.0,0.0,7.0,66.0,4.0,897.0,397.0,0.0,1431.0,333.0,17.0,3117.0,168.0,3117.0,0.0,3103.0,2893.0,37.0,2432.0,0.0,183.0,2202.0,22.0,0.0,536.0,3117.0,3115.0,5.0,2080.0,30.0,0.0,2298.0,3117.0,288.0,3117.0,1077.0
CD8,71.0,71.0,46.0,71.0,6.0,11.0,68.0,16.0,0.0,0.0,0.0,4.0,0.0,25.0,10.0,0.0,27.0,17.0,2.0,71.0,1.0,71.0,0.0,70.0,66.0,0.0,60.0,0.0,5.0,45.0,0.0,0.0,14.0,71.0,71.0,1.0,32.0,0.0,0.0,59.0,71.0,9.0,71.0,36.0
dsDNA,20398.0,20392.0,16320.0,20398.0,1660.0,2871.0,16313.0,2752.0,0.0,0.0,47.0,454.0,15.0,4794.0,2096.0,0.0,8408.0,3117.0,71.0,10199.0,1058.0,20398.0,0.0,20323.0,19071.0,241.0,15619.0,3.0,1110.0,15347.0,200.0,0.0,3063.0,20398.0,20392.0,51.0,13628.0,182.0,6.0,15127.0,20398.0,1559.0,20398.0,5708.0
EGFR,1058.0,1056.0,864.0,1058.0,91.0,156.0,885.0,158.0,0.0,0.0,1.0,21.0,1.0,250.0,109.0,0.0,431.0,168.0,1.0,1058.0,38.0,1058.0,0.0,1051.0,964.0,12.0,790.0,1.0,50.0,817.0,15.0,0.0,161.0,1058.0,1055.0,3.0,779.0,8.0,1.0,770.0,1058.0,73.0,1058.0,280.0
Fe,20398.0,20392.0,16320.0,20398.0,1660.0,2871.0,16313.0,2752.0,0.0,0.0,47.0,454.0,15.0,4794.0,2096.0,0.0,8408.0,3117.0,71.0,20398.0,1058.0,10199.0,0.0,20323.0,19071.0,241.0,15619.0,3.0,1110.0,15347.0,200.0,0.0,3063.0,20398.0,20392.0,51.0,13628.0,182.0,6.0,15127.0,20398.0,1559.0,20398.0,5708.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3K27me3,20323.0,20317.0,16263.0,20323.0,1656.0,2860.0,16256.0,2741.0,0.0,0.0,46.0,452.0,15.0,4777.0,2091.0,0.0,8373.0,3103.0,70.0,20323.0,1051.0,20323.0,0.0,10124.0,19000.0,238.0,15560.0,3.0,1107.0,15295.0,200.0,0.0,3053.0,20323.0,20317.0,51.0,13580.0,181.0,6.0,15071.0,20323.0,1554.0,20323.0,5684.0
H3K9ac,19071.0,19065.0,15280.0,19071.0,1547.0,2683.0,15309.0,2574.0,0.0,0.0,45.0,431.0,15.0,4470.0,1967.0,0.0,7902.0,2893.0,66.0,19071.0,964.0,19071.0,0.0,19000.0,8954.0,228.0,14686.0,3.0,1049.0,14419.0,191.0,0.0,2854.0,19071.0,19066.0,49.0,12724.0,165.0,6.0,14284.0,19071.0,1487.0,19071.0,5354.0
HLA-DR,241.0,241.0,189.0,241.0,19.0,29.0,197.0,29.0,0.0,0.0,0.0,6.0,0.0,50.0,27.0,0.0,99.0,37.0,0.0,241.0,12.0,241.0,0.0,238.0,228.0,1.0,186.0,0.0,15.0,185.0,1.0,0.0,34.0,241.0,241.0,0.0,154.0,0.0,0.0,168.0,241.0,23.0,241.0,81.0
HLA_Class_1,15619.0,15613.0,12510.0,15619.0,1320.0,2246.0,12655.0,2155.0,0.0,0.0,40.0,355.0,10.0,3739.0,1695.0,0.0,6596.0,2432.0,60.0,15619.0,790.0,15619.0,0.0,15560.0,14686.0,186.0,6112.0,2.0,923.0,11826.0,168.0,0.0,2385.0,15619.0,15613.0,42.0,10460.0,137.0,6.0,11819.0,15619.0,1266.0,15619.0,4519.0
IDO,3.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0
Keratin17,1110.0,1109.0,874.0,1110.0,98.0,138.0,903.0,150.0,0.0,0.0,3.0,25.0,1.0,269.0,127.0,0.0,474.0,183.0,5.0,1110.0,50.0,1110.0,0.0,1107.0,1049.0,15.0,923.0,0.0,53.0,857.0,10.0,0.0,181.0,1110.0,1109.0,3.0,713.0,10.0,0.0,848.0,1110.0,99.0,1110.0,364.0
Keratin6,15347.0,15341.0,12470.0,15347.0,1225.0,2057.0,12314.0,1975.0,0.0,0.0,28.0,358.0,10.0,3487.0,1546.0,0.0,6344.0,2202.0,45.0,15347.0,817.0,15347.0,0.0,15295.0,14419.0,185.0,11826.0,2.0,857.0,5902.0,163.0,0.0,2261.0,15347.0,15343.0,39.0,10351.0,130.0,6.0,11582.0,15347.0,1198.0,15347.0,4192.0
Ki67,200.0,200.0,170.0,200.0,22.0,23.0,166.0,19.0,0.0,0.0,0.0,6.0,0.0,50.0,17.0,0.0,85.0,22.0,0.0,200.0,15.0,200.0,0.0,200.0,191.0,1.0,168.0,0.0,10.0,163.0,2.0,0.0,37.0,200.0,200.0,1.0,132.0,0.0,0.0,160.0,200.0,17.0,200.0,59.0
Lag3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPO,3063.0,3061.0,2439.0,3063.0,284.0,499.0,2496.0,481.0,0.0,0.0,9.0,70.0,1.0,801.0,345.0,0.0,1321.0,536.0,14.0,3063.0,161.0,3063.0,0.0,3053.0,2854.0,34.0,2385.0,1.0,181.0,2261.0,37.0,0.0,254.0,3063.0,3063.0,9.0,2006.0,38.0,0.0,2254.0,3063.0,250.0,3063.0,931.0
Na,20398.0,20392.0,16320.0,20398.0,1660.0,2871.0,16313.0,2752.0,0.0,0.0,47.0,454.0,15.0,4794.0,2096.0,0.0,8408.0,3117.0,71.0,20398.0,1058.0,20398.0,0.0,20323.0,19071.0,241.0,15619.0,3.0,1110.0,15347.0,200.0,0.0,3063.0,10199.0,20392.0,51.0,13628.0,182.0,6.0,15127.0,20398.0,1559.0,20398.0,5708.0
P,20392.0,20386.0,16315.0,20392.0,1660.0,2871.0,16308.0,2751.0,0.0,0.0,47.0,454.0,15.0,4794.0,2096.0,0.0,8405.0,3115.0,71.0,20392.0,1055.0,20392.0,0.0,20317.0,19066.0,241.0,15613.0,3.0,1109.0,15343.0,200.0,0.0,3063.0,20392.0,10193.0,51.0,13624.0,182.0,6.0,15122.0,20392.0,1558.0,20392.0,5705.0
p53,51.0,51.0,38.0,51.0,3.0,8.0,45.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,22.0,5.0,1.0,51.0,3.0,51.0,0.0,51.0,49.0,0.0,42.0,0.0,3.0,39.0,1.0,0.0,9.0,51.0,51.0,0.0,26.0,1.0,0.0,45.0,51.0,9.0,51.0,18.0
Pan-Keratin,13628.0,13623.0,11016.0,13628.0,1109.0,1946.0,11014.0,1861.0,0.0,0.0,23.0,302.0,11.0,3182.0,1401.0,0.0,5624.0,2080.0,32.0,13628.0,779.0,13628.0,0.0,13580.0,12724.0,154.0,10460.0,1.0,713.0,10351.0,132.0,0.0,2006.0,13628.0,13624.0,26.0,4682.0,124.0,6.0,10201.0,13628.0,1033.0,13628.0,3738.0
PD-L1,182.0,182.0,139.0,182.0,14.0,32.0,158.0,16.0,0.0,0.0,0.0,5.0,0.0,44.0,23.0,0.0,79.0,30.0,0.0,182.0,8.0,182.0,0.0,181.0,165.0,0.0,137.0,0.0,10.0,130.0,0.0,0.0,38.0,182.0,182.0,1.0,124.0,1.0,0.0,133.0,182.0,13.0,182.0,52.0
PD1,6.0,6.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,6.0,0.0
phospho-S6,15127.0,15121.0,12187.0,15127.0,1248.0,2157.0,12330.0,2071.0,0.0,0.0,35.0,351.0,11.0,3541.0,1616.0,0.0,6420.0,2298.0,59.0,15127.0,770.0,15127.0,0.0,15071.0,14284.0,168.0,11819.0,2.0,848.0,11582.0,160.0,0.0,2254.0,15127.0,15122.0,45.0,10201.0,133.0,4.0,5814.0,15127.0,1219.0,15127.0,4276.0
