,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,12959.0,25918.0,22054.0,25918.0,300.0,4729.0,2956.0,8173.0,19.0,187.0,1895.0,1080.0,1099.0,10392.0,7983.0,110.0,9945.0,5398.0,689.0,25918.0,8905.0,25918.0,7.0,25902.0,24646.0,8442.0,25918.0,347.0,170.0,17290.0,1449.0,42.0,305.0,25918.0,25918.0,420.0,18148.0,2368.0,844.0,25066.0,25918.0,7343.0,25918.0,7044.0
Background,25918.0,12959.0,22054.0,25918.0,300.0,4729.0,2956.0,8173.0,19.0,187.0,1895.0,1080.0,1099.0,10392.0,7983.0,110.0,9945.0,5398.0,689.0,25918.0,8905.0,25918.0,7.0,25902.0,24646.0,8442.0,25918.0,347.0,170.0,17290.0,1449.0,42.0,305.0,25918.0,25918.0,420.0,18148.0,2368.0,844.0,25066.0,25918.0,7343.0,25918.0,7044.0
Beta catenin,22054.0,22054.0,9455.0,22054.0,244.0,3968.0,2493.0,6883.0,16.0,154.0,1565.0,882.0,880.0,8715.0,6714.0,90.0,8555.0,4505.0,585.0,22054.0,7626.0,22054.0,5.0,22041.0,20981.0,7040.0,22054.0,284.0,145.0,14886.0,1256.0,33.0,258.0,22054.0,22054.0,366.0,15626.0,2067.0,685.0,21348.0,22054.0,6131.0,22054.0,5885.0
Ca,25918.0,25918.0,22054.0,12959.0,300.0,4729.0,2956.0,8173.0,19.0,187.0,1895.0,1080.0,1099.0,10392.0,7983.0,110.0,9945.0,5398.0,689.0,25918.0,8905.0,25918.0,7.0,25902.0,24646.0,8442.0,25918.0,347.0,170.0,17290.0,1449.0,42.0,305.0,25918.0,25918.0,420.0,18148.0,2368.0,844.0,25066.0,25918.0,7343.0,25918.0,7044.0
CD11b,300.0,300.0,244.0,300.0,8.0,89.0,58.0,137.0,1.0,8.0,39.0,33.0,27.0,158.0,143.0,3.0,134.0,94.0,13.0,300.0,75.0,300.0,1.0,299.0,294.0,150.0,300.0,12.0,1.0,181.0,22.0,1.0,6.0,300.0,300.0,16.0,187.0,25.0,19.0,295.0,300.0,115.0,300.0,120.0
CD11c,4729.0,4729.0,3968.0,4729.0,89.0,526.0,657.0,1730.0,4.0,52.0,399.0,279.0,287.0,2156.0,1731.0,33.0,1804.0,1167.0,124.0,4729.0,1609.0,4729.0,2.0,4725.0,4536.0,1858.0,4729.0,97.0,42.0,3014.0,288.0,12.0,55.0,4729.0,4729.0,92.0,3133.0,447.0,181.0,4624.0,4729.0,1528.0,4729.0,1497.0
CD138,2956.0,2956.0,2493.0,2956.0,58.0,657.0,240.0,1072.0,4.0,42.0,268.0,170.0,164.0,1341.0,1123.0,22.0,1253.0,705.0,100.0,2956.0,984.0,2956.0,2.0,2956.0,2858.0,1125.0,2956.0,76.0,35.0,1946.0,191.0,9.0,37.0,2956.0,2956.0,74.0,1992.0,321.0,129.0,2899.0,2956.0,923.0,2956.0,919.0
CD16,8173.0,8173.0,6883.0,8173.0,137.0,1730.0,1072.0,1434.0,6.0,93.0,670.0,434.0,451.0,3620.0,2827.0,45.0,3170.0,1924.0,224.0,8173.0,2800.0,8173.0,3.0,8169.0,7834.0,3047.0,8173.0,148.0,64.0,5299.0,480.0,21.0,96.0,8173.0,8173.0,157.0,5508.0,794.0,315.0,7953.0,8173.0,2539.0,8173.0,2474.0
CD20,19.0,19.0,16.0,19.0,1.0,4.0,4.0,6.0,0.0,1.0,4.0,1.0,3.0,9.0,8.0,0.0,8.0,2.0,0.0,19.0,6.0,19.0,0.0,19.0,19.0,6.0,19.0,2.0,0.0,10.0,0.0,0.0,0.0,19.0,19.0,0.0,12.0,2.0,0.0,19.0,19.0,4.0,19.0,5.0
CD209,187.0,187.0,154.0,187.0,8.0,52.0,42.0,93.0,1.0,4.0,22.0,25.0,14.0,108.0,88.0,3.0,71.0,49.0,5.0,187.0,38.0,187.0,1.0,187.0,180.0,95.0,187.0,13.0,1.0,105.0,12.0,1.0,3.0,187.0,187.0,9.0,115.0,11.0,8.0,184.0,187.0,79.0,187.0,77.0
