,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,21184.0,42359.0,38391.0,42368.0,5384.0,16543.0,28927.0,17396.0,16040.0,569.0,22019.0,1629.0,18425.0,34773.0,33540.0,286.0,24957.0,15705.0,14622.0,42368.0,11151.0,42368.0,1185.0,42368.0,42356.0,39868.0,42368.0,4849.0,6625.0,34912.0,5192.0,1647.0,2436.0,42368.0,42368.0,2331.0,29400.0,14808.0,8223.0,42340.0,42368.0,18030.0,42318.0,28848.0
Background,42359.0,21175.0,38383.0,42359.0,5384.0,16542.0,28922.0,17391.0,16037.0,569.0,22015.0,1629.0,18424.0,34764.0,33534.0,286.0,24953.0,15700.0,14620.0,42359.0,11151.0,42359.0,1184.0,42359.0,42347.0,39860.0,42359.0,4849.0,6625.0,34908.0,5191.0,1647.0,2435.0,42359.0,42359.0,2331.0,29395.0,14807.0,8222.0,42331.0,42359.0,18027.0,42309.0,28842.0
Beta catenin,38391.0,38383.0,17527.0,38391.0,4890.0,15084.0,26436.0,15631.0,14434.0,514.0,19784.0,1503.0,16646.0,31443.0,30419.0,268.0,22796.0,14226.0,13121.0,38391.0,10312.0,38391.0,1067.0,38391.0,38379.0,36142.0,38391.0,4318.0,6061.0,31824.0,4745.0,1483.0,2170.0,38391.0,38391.0,2157.0,26845.0,13636.0,7437.0,38364.0,38391.0,16463.0,38346.0,26058.0
Ca,42368.0,42359.0,38391.0,21184.0,5384.0,16543.0,28927.0,17396.0,16040.0,569.0,22019.0,1629.0,18425.0,34773.0,33540.0,286.0,24957.0,15705.0,14622.0,42368.0,11151.0,42368.0,1185.0,42368.0,42356.0,39868.0,42368.0,4849.0,6625.0,34912.0,5192.0,1647.0,2436.0,42368.0,42368.0,2331.0,29400.0,14808.0,8223.0,42340.0,42368.0,18030.0,42318.0,28848.0
CD11b,5384.0,5384.0,4890.0,5384.0,766.0,2399.0,3006.0,1849.0,2691.0,77.0,3188.0,222.0,2894.0,4610.0,4586.0,28.0,3130.0,1987.0,2131.0,5384.0,1573.0,5384.0,172.0,5384.0,5384.0,5220.0,5384.0,679.0,787.0,4363.0,901.0,186.0,289.0,5384.0,5384.0,468.0,3229.0,1980.0,1595.0,5381.0,5384.0,2377.0,5377.0,3887.0
CD11c,16543.0,16542.0,15084.0,16543.0,2399.0,3550.0,11252.0,6779.0,6553.0,238.0,8866.0,657.0,7712.0,13814.0,13438.0,112.0,10020.0,6345.0,6022.0,16543.0,4786.0,16543.0,538.0,16543.0,16540.0,15738.0,16543.0,1965.0,2699.0,13855.0,2073.0,703.0,984.0,16543.0,16543.0,1001.0,11419.0,6268.0,3451.0,16528.0,16543.0,7467.0,16520.0,11515.0
CD138,28927.0,28922.0,26436.0,28927.0,3006.0,11252.0,10298.0,12060.0,10338.0,378.0,14613.0,1122.0,12152.0,23530.0,22698.0,205.0,17315.0,10737.0,9677.0,28927.0,7751.0,28927.0,790.0,28927.0,28919.0,27136.0,28927.0,3199.0,4652.0,24158.0,3416.0,1139.0,1648.0,28927.0,28927.0,1518.0,20753.0,10368.0,5130.0,28914.0,28927.0,12380.0,28891.0,19410.0
CD16,17396.0,17391.0,15631.0,17396.0,1849.0,6779.0,12060.0,3962.0,6387.0,241.0,9013.0,716.0,7473.0,14376.0,13698.0,119.0,10326.0,6875.0,6130.0,17396.0,4282.0,17396.0,491.0,17396.0,17391.0,16289.0,17396.0,2064.0,2688.0,14241.0,1965.0,697.0,1103.0,17396.0,17396.0,863.0,12055.0,6047.0,3088.0,17385.0,17396.0,7653.0,17376.0,11954.0
CD20,16040.0,16037.0,14434.0,16040.0,2691.0,6553.0,10338.0,6387.0,3445.0,203.0,8866.0,596.0,7568.0,13479.0,13035.0,90.0,9453.0,5964.0,6019.0,16040.0,4254.0,16040.0,473.0,16040.0,16038.0,15254.0,16040.0,1953.0,2450.0,13156.0,2144.0,620.0,916.0,16040.0,16040.0,995.0,10639.0,5689.0,3634.0,16026.0,16040.0,7021.0,16022.0,11260.0
CD209,569.0,569.0,514.0,569.0,77.0,238.0,378.0,241.0,203.0,18.0,296.0,37.0,238.0,492.0,470.0,3.0,352.0,222.0,203.0,569.0,163.0,569.0,14.0,569.0,569.0,545.0,569.0,64.0,108.0,463.0,82.0,19.0,23.0,569.0,569.0,42.0,398.0,212.0,92.0,568.0,569.0,271.0,569.0,400.0
CD3,22019.0,22015.0,19784.0,22019.0,3188.0,8866.0,14613.0,9013.0,8866.0,296.0,5979.0,827.0,10099.0,18330.0,17642.0,138.0,12911.0,8297.0,8080.0,22019.0,5729.0,22019.0,644.0,22019.0,22016.0,20793.0,22019.0,2638.0,3341.0,18031.0,2823.0,876.0,1327.0,22019.0,22019.0,1270.0,14901.0,7664.0,4585.0,22003.0,22019.0,9557.0,21991.0,15258.0
