,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,18389.0,36778.0,23028.0,36778.0,12346.0,13710.0,9060.0,20091.0,3860.0,10035.0,16317.0,4600.0,10660.0,29286.0,25551.0,178.0,15013.0,17318.0,11336.0,36778.0,3520.0,36778.0,446.0,36778.0,36511.0,35030.0,36778.0,6097.0,589.0,20439.0,4713.0,1407.0,2661.0,36778.0,36778.0,250.0,19575.0,8600.0,3955.0,35881.0,36778.0,3513.0,36733.0,18461.0
Background,36778.0,18389.0,23028.0,36778.0,12346.0,13710.0,9060.0,20091.0,3860.0,10035.0,16317.0,4600.0,10660.0,29286.0,25551.0,178.0,15013.0,17318.0,11336.0,36778.0,3520.0,36778.0,446.0,36778.0,36511.0,35030.0,36778.0,6097.0,589.0,20439.0,4713.0,1407.0,2661.0,36778.0,36778.0,250.0,19575.0,8600.0,3955.0,35881.0,36778.0,3513.0,36733.0,18461.0
Beta catenin,23028.0,23028.0,8290.0,23028.0,7539.0,8165.0,5087.0,11444.0,2198.0,5012.0,9056.0,2149.0,5799.0,17323.0,14861.0,112.0,10018.0,9543.0,6577.0,23028.0,2424.0,23028.0,269.0,23028.0,22806.0,22125.0,23028.0,3416.0,441.0,14443.0,3216.0,882.0,1871.0,23028.0,23028.0,175.0,14613.0,4903.0,2324.0,22392.0,23028.0,1759.0,23008.0,9927.0
Ca,36778.0,36778.0,23028.0,18389.0,12346.0,13710.0,9060.0,20091.0,3860.0,10035.0,16317.0,4600.0,10660.0,29286.0,25551.0,178.0,15013.0,17318.0,11336.0,36778.0,3520.0,36778.0,446.0,36778.0,36511.0,35030.0,36778.0,6097.0,589.0,20439.0,4713.0,1407.0,2661.0,36778.0,36778.0,250.0,19575.0,8600.0,3955.0,35881.0,36778.0,3513.0,36733.0,18461.0
CD11b,12346.0,12346.0,7539.0,12346.0,2182.0,4856.0,3038.0,7006.0,1394.0,3568.0,5723.0,1606.0,3875.0,9978.0,8763.0,63.0,5088.0,5983.0,3950.0,12346.0,1137.0,12346.0,163.0,12346.0,12260.0,11795.0,12346.0,2216.0,203.0,6718.0,1512.0,479.0,945.0,12346.0,12346.0,75.0,6361.0,3139.0,1399.0,12053.0,12346.0,1202.0,12333.0,6413.0
CD11c,13710.0,13710.0,8165.0,13710.0,4856.0,2752.0,3270.0,7921.0,1600.0,4071.0,6532.0,1817.0,4423.0,11242.0,9886.0,67.0,5528.0,6783.0,4536.0,13710.0,1215.0,13710.0,183.0,13710.0,13617.0,13078.0,13710.0,2541.0,228.0,7283.0,1619.0,536.0,1023.0,13710.0,13710.0,80.0,6845.0,3602.0,1560.0,13410.0,13710.0,1341.0,13691.0,7329.0
CD138,9060.0,9060.0,5087.0,9060.0,3038.0,3270.0,1427.0,5112.0,900.0,2739.0,4118.0,1389.0,2695.0,7375.0,6394.0,44.0,3608.0,4565.0,2776.0,9060.0,946.0,9060.0,105.0,9060.0,8996.0,8563.0,9060.0,1494.0,85.0,4707.0,1156.0,324.0,532.0,9060.0,9060.0,58.0,4273.0,2039.0,1010.0,8830.0,9060.0,1014.0,9038.0,4799.0
CD16,20091.0,20091.0,11444.0,20091.0,7006.0,7921.0,5112.0,5918.0,2279.0,6286.0,9639.0,2945.0,6417.0,16650.0,14703.0,98.0,7945.0,10296.0,6586.0,20091.0,1725.0,20091.0,259.0,20091.0,19962.0,19089.0,20091.0,3625.0,301.0,10230.0,2367.0,764.0,1415.0,20091.0,20091.0,122.0,9400.0,5129.0,2256.0,19674.0,20091.0,2168.0,20062.0,11135.0
CD20,3860.0,3860.0,2198.0,3860.0,1394.0,1600.0,900.0,2279.0,328.0,1199.0,2003.0,589.0,1353.0,3286.0,2924.0,14.0,1538.0,1941.0,1398.0,3860.0,296.0,3860.0,58.0,3860.0,3845.0,3701.0,3860.0,734.0,73.0,2012.0,440.0,175.0,305.0,3860.0,3860.0,29.0,1763.0,1032.0,508.0,3795.0,3860.0,427.0,3854.0,2251.0
CD209,10035.0,10035.0,5012.0,10035.0,3568.0,4071.0,2739.0,6286.0,1199.0,1846.0,5191.0,1723.0,3580.0,8634.0,7688.0,49.0,3835.0,5615.0,3532.0,10035.0,801.0,10035.0,146.0,10035.0,9983.0,9478.0,10035.0,1945.0,136.0,4625.0,1107.0,362.0,642.0,10035.0,10035.0,55.0,3920.0,2750.0,1200.0,9823.0,10035.0,1247.0,10017.0,6139.0
