,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,15440.0,30880.0,22140.0,30880.0,10551.0,22499.0,1385.0,22941.0,4839.0,413.0,24404.0,8340.0,14361.0,29812.0,27238.0,1183.0,9830.0,20696.0,24494.0,30880.0,678.0,30880.0,118.0,30875.0,30533.0,30229.0,30880.0,27525.0,10235.0,19536.0,4461.0,2429.0,1788.0,30880.0,30880.0,5380.0,17940.0,19555.0,3447.0,30414.0,30880.0,1532.0,30880.0,26100.0
Background,30880.0,15440.0,22140.0,30880.0,10551.0,22499.0,1385.0,22941.0,4839.0,413.0,24404.0,8340.0,14361.0,29812.0,27238.0,1183.0,9830.0,20696.0,24494.0,30880.0,678.0,30880.0,118.0,30875.0,30533.0,30229.0,30880.0,27525.0,10235.0,19536.0,4461.0,2429.0,1788.0,30880.0,30880.0,5380.0,17940.0,19555.0,3447.0,30414.0,30880.0,1532.0,30880.0,26100.0
Beta catenin,22140.0,22140.0,8216.0,22140.0,7358.0,15837.0,915.0,16237.0,3171.0,314.0,17274.0,5695.0,9798.0,21326.0,19353.0,861.0,6921.0,14462.0,17477.0,22140.0,538.0,22140.0,81.0,22138.0,21866.0,21631.0,22140.0,20006.0,7839.0,14689.0,3236.0,1739.0,1216.0,22140.0,22140.0,4053.0,13587.0,13975.0,2415.0,21811.0,22140.0,1064.0,22140.0,18531.0
Ca,30880.0,30880.0,22140.0,15440.0,10551.0,22499.0,1385.0,22941.0,4839.0,413.0,24404.0,8340.0,14361.0,29812.0,27238.0,1183.0,9830.0,20696.0,24494.0,30880.0,678.0,30880.0,118.0,30875.0,30533.0,30229.0,30880.0,27525.0,10235.0,19536.0,4461.0,2429.0,1788.0,30880.0,30880.0,5380.0,17940.0,19555.0,3447.0,30414.0,30880.0,1532.0,30880.0,26100.0
CD11b,10551.0,10551.0,7358.0,10551.0,2007.0,8007.0,492.0,8015.0,1803.0,115.0,8451.0,3124.0,5316.0,10221.0,9469.0,442.0,3667.0,7368.0,8523.0,10551.0,241.0,10551.0,36.0,10548.0,10452.0,10392.0,10551.0,9428.0,3425.0,6433.0,1569.0,899.0,692.0,10551.0,10551.0,1713.0,5803.0,7105.0,1223.0,10413.0,10551.0,495.0,10551.0,9111.0
CD11c,22499.0,22499.0,15837.0,22499.0,8007.0,8405.0,1060.0,16966.0,3650.0,290.0,17982.0,6366.0,10895.0,21793.0,20065.0,874.0,7417.0,15440.0,18019.0,22499.0,495.0,22499.0,87.0,22494.0,22269.0,22088.0,22499.0,19974.0,7316.0,13887.0,3290.0,1847.0,1364.0,22499.0,22499.0,3822.0,12667.0,14561.0,2548.0,22181.0,22499.0,1150.0,22499.0,19245.0
CD138,1385.0,1385.0,915.0,1385.0,492.0,1060.0,51.0,1082.0,247.0,16.0,1154.0,464.0,724.0,1346.0,1263.0,50.0,478.0,1004.0,1134.0,1385.0,25.0,1385.0,3.0,1385.0,1375.0,1354.0,1385.0,1208.0,385.0,792.0,209.0,130.0,95.0,1385.0,1385.0,232.0,697.0,868.0,172.0,1363.0,1385.0,78.0,1385.0,1192.0
CD16,22941.0,22941.0,16237.0,22941.0,8015.0,16966.0,1082.0,8622.0,3680.0,311.0,18244.0,6412.0,10937.0,22202.0,20373.0,883.0,7485.0,15645.0,18310.0,22941.0,488.0,22941.0,89.0,22936.0,22685.0,22486.0,22941.0,20346.0,7443.0,14212.0,3318.0,1852.0,1348.0,22941.0,22941.0,3929.0,13039.0,14628.0,2552.0,22606.0,22941.0,1152.0,22941.0,19526.0
CD20,4839.0,4839.0,3171.0,4839.0,1803.0,3650.0,247.0,3680.0,550.0,46.0,3950.0,1347.0,2556.0,4702.0,4338.0,179.0,1565.0,3433.0,3868.0,4839.0,76.0,4839.0,20.0,4838.0,4783.0,4768.0,4839.0,4233.0,1412.0,2731.0,698.0,365.0,291.0,4839.0,4839.0,738.0,2422.0,3080.0,604.0,4755.0,4839.0,252.0,4839.0,4210.0
CD209,413.0,413.0,314.0,413.0,115.0,290.0,16.0,311.0,46.0,3.0,318.0,130.0,171.0,404.0,363.0,13.0,132.0,283.0,317.0,413.0,10.0,413.0,2.0,412.0,409.0,404.0,413.0,369.0,125.0,283.0,56.0,36.0,21.0,413.0,413.0,81.0,256.0,238.0,27.0,406.0,413.0,24.0,413.0,356.0
