,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,8786.0,17572.0,10085.0,17572.0,1458.0,2631.0,847.0,1689.0,327.0,545.0,5929.0,943.0,2543.0,12616.0,8808.0,232.0,5587.0,6519.0,5438.0,17572.0,1064.0,17572.0,22.0,17527.0,15936.0,9915.0,17535.0,148.0,2132.0,2040.0,35.0,34.0,929.0,17572.0,17572.0,394.0,2481.0,707.0,179.0,9970.0,17572.0,5841.0,17572.0,15343.0
Background,17572.0,8786.0,10085.0,17572.0,1458.0,2631.0,847.0,1689.0,327.0,545.0,5929.0,943.0,2543.0,12616.0,8808.0,232.0,5587.0,6519.0,5438.0,17572.0,1064.0,17572.0,22.0,17527.0,15936.0,9915.0,17535.0,148.0,2132.0,2040.0,35.0,34.0,929.0,17572.0,17572.0,394.0,2481.0,707.0,179.0,9970.0,17572.0,5841.0,17572.0,15343.0
Beta catenin,10085.0,10085.0,2917.0,10085.0,834.0,1492.0,445.0,999.0,199.0,307.0,3375.0,536.0,1463.0,7223.0,5034.0,128.0,3272.0,3712.0,3084.0,10085.0,667.0,10085.0,9.0,10055.0,9144.0,5694.0,10069.0,77.0,1283.0,1252.0,16.0,14.0,538.0,10085.0,10085.0,244.0,1488.0,427.0,104.0,5767.0,10085.0,3429.0,10085.0,8816.0
Ca,17572.0,17572.0,10085.0,8786.0,1458.0,2631.0,847.0,1689.0,327.0,545.0,5929.0,943.0,2543.0,12616.0,8808.0,232.0,5587.0,6519.0,5438.0,17572.0,1064.0,17572.0,22.0,17527.0,15936.0,9915.0,17535.0,148.0,2132.0,2040.0,35.0,34.0,929.0,17572.0,17572.0,394.0,2481.0,707.0,179.0,9970.0,17572.0,5841.0,17572.0,15343.0
CD11b,1458.0,1458.0,834.0,1458.0,77.0,246.0,77.0,149.0,28.0,42.0,532.0,88.0,236.0,1059.0,760.0,12.0,500.0,582.0,501.0,1458.0,65.0,1458.0,0.0,1456.0,1332.0,857.0,1456.0,18.0,132.0,112.0,0.0,1.0,85.0,1458.0,1458.0,18.0,154.0,44.0,18.0,827.0,1458.0,487.0,1458.0,1306.0
CD11c,2631.0,2631.0,1492.0,2631.0,246.0,218.0,127.0,265.0,58.0,70.0,935.0,153.0,438.0,1910.0,1378.0,24.0,857.0,975.0,851.0,2631.0,164.0,2631.0,3.0,2625.0,2380.0,1493.0,2626.0,28.0,329.0,310.0,5.0,3.0,149.0,2631.0,2631.0,55.0,375.0,97.0,30.0,1474.0,2631.0,868.0,2631.0,2310.0
CD138,847.0,847.0,445.0,847.0,77.0,127.0,23.0,88.0,10.0,30.0,294.0,40.0,122.0,611.0,436.0,10.0,278.0,325.0,262.0,847.0,33.0,847.0,0.0,845.0,759.0,495.0,846.0,8.0,65.0,62.0,0.0,0.0,45.0,847.0,847.0,11.0,78.0,20.0,7.0,461.0,847.0,267.0,847.0,729.0
CD16,1689.0,1689.0,999.0,1689.0,149.0,265.0,88.0,86.0,35.0,52.0,580.0,89.0,271.0,1210.0,864.0,17.0,547.0,624.0,525.0,1689.0,98.0,1689.0,2.0,1688.0,1516.0,952.0,1689.0,19.0,227.0,214.0,4.0,3.0,106.0,1689.0,1689.0,28.0,266.0,72.0,15.0,964.0,1689.0,528.0,1689.0,1492.0
CD20,327.0,327.0,199.0,327.0,28.0,58.0,10.0,35.0,9.0,11.0,134.0,27.0,64.0,249.0,185.0,4.0,119.0,124.0,122.0,327.0,27.0,327.0,0.0,326.0,311.0,191.0,327.0,2.0,36.0,35.0,0.0,0.0,17.0,327.0,327.0,8.0,45.0,5.0,6.0,204.0,327.0,112.0,327.0,289.0
CD209,545.0,545.0,307.0,545.0,42.0,70.0,30.0,52.0,11.0,17.0,184.0,43.0,80.0,394.0,262.0,10.0,187.0,209.0,148.0,545.0,47.0,545.0,1.0,543.0,490.0,304.0,545.0,5.0,63.0,66.0,1.0,1.0,26.0,545.0,545.0,15.0,71.0,16.0,7.0,315.0,545.0,204.0,545.0,482.0
CD3,5929.0,5929.0,3375.0,5929.0,532.0,935.0,294.0,580.0,134.0,184.0,1103.0,343.0,1033.0,4348.0,3152.0,77.0,1853.0,2210.0,1991.0,5929.0,365.0,5929.0,4.0,5919.0,5430.0,3355.0,5913.0,50.0,685.0,637.0,12.0,4.0,326.0,5929.0,5929.0,105.0,779.0,228.0,79.0,3369.0,5929.0,1900.0,5929.0,5211.0
CD31,943.0,943.0,536.0,943.0,88.0,153.0,40.0,89.0,27.0,43.0,343.0,37.0,160.0,704.0,504.0,13.0,324.0,355.0,315.0,943.0,75.0,943.0,1.0,938.0,862.0,542.0,940.0,13.0,103.0,99.0,1.0,1.0,51.0,943.0,943.0,23.0,118.0,42.0,19.0,545.0,943.0,338.0,943.0,846.0
CD4,2543.0,2543.0,1463.0,2543.0,236.0,438.0,122.0,271.0,64.0,80.0,1033.0,160.0,275.0,1908.0,1434.0,32.0,799.0,984.0,901.0,2543.0,194.0,2543.0,2.0,2540.0,2339.0,1464.0,2538.0,23.0,287.0,266.0,5.0,2.0,140.0,2543.0,2543.0,46.0,332.0,97.0,42.0,1454.0,2543.0,814.0,2543.0,2265.0
CD45,12616.0,12616.0,7223.0,12616.0,1059.0,1910.0,611.0,1210.0,249.0,394.0,4348.0,704.0,1908.0,4555.0,6415.0,159.0,3996.0,4698.0,3966.0,12616.0,777.0,12616.0,14.0,12590.0,11462.0,7141.0,12588.0,114.0,1493.0,1406.0,24.0,22.0,668.0,12616.0,12616.0,269.0,1735.0,503.0,139.0,7139.0,12616.0,4184.0,12616.0,11032.0
CD45RO,8808.0,8808.0,5034.0,8808.0,760.0,1378.0,436.0,864.0,185.0,262.0,3152.0,504.0,1434.0,6415.0,2297.0,108.0,2855.0,3349.0,2817.0,8808.0,562.0,8808.0,7.0,8792.0,8034.0,5010.0,8787.0,80.0,1033.0,970.0,16.0,10.0,479.0,8808.0,8808.0,178.0,1187.0,344.0,109.0,5024.0,8808.0,2871.0,8808.0,7725.0
CD56,232.0,232.0,128.0,232.0,12.0,24.0,10.0,17.0,4.0,10.0,77.0,13.0,32.0,159.0,108.0,2.0,77.0,74.0,57.0,232.0,20.0,232.0,0.0,231.0,209.0,116.0,232.0,1.0,26.0,22.0,0.0,0.0,13.0,232.0,232.0,2.0,30.0,9.0,3.0,109.0,232.0,73.0,232.0,203.0
CD63,5587.0,5587.0,3272.0,5587.0,500.0,857.0,278.0,547.0,119.0,187.0,1853.0,324.0,799.0,3996.0,2855.0,77.0,971.0,2185.0,1663.0,5587.0,424.0,5587.0,6.0,5569.0,5096.0,3205.0,5576.0,52.0,692.0,684.0,11.0,8.0,321.0,5587.0,5587.0,153.0,799.0,256.0,66.0,3298.0,5587.0,2015.0,5587.0,4921.0
CD68,6519.0,6519.0,3712.0,6519.0,582.0,975.0,325.0,624.0,124.0,209.0,2210.0,355.0,984.0,4698.0,3349.0,74.0,2185.0,1260.0,2001.0,6519.0,406.0,6519.0,6.0,6502.0,5905.0,3795.0,6503.0,63.0,755.0,738.0,10.0,9.0,363.0,6519.0,6519.0,145.0,869.0,254.0,67.0,3703.0,6519.0,2234.0,6519.0,5718.0
CD8,5438.0,5438.0,3084.0,5438.0,501.0,851.0,262.0,525.0,122.0,148.0,1991.0,315.0,901.0,3966.0,2817.0,57.0,1663.0,2001.0,916.0,5438.0,288.0,5438.0,1.0,5424.0,4952.0,3082.0,5421.0,46.0,622.0,563.0,10.0,3.0,292.0,5438.0,5438.0,80.0,714.0,194.0,62.0,3119.0,5438.0,1746.0,5438.0,4794.0
dsDNA,17572.0,17572.0,10085.0,17572.0,1458.0,2631.0,847.0,1689.0,327.0,545.0,5929.0,943.0,2543.0,12616.0,8808.0,232.0,5587.0,6519.0,5438.0,8786.0,1064.0,17572.0,22.0,17527.0,15936.0,9915.0,17535.0,148.0,2132.0,2040.0,35.0,34.0,929.0,17572.0,17572.0,394.0,2481.0,707.0,179.0,9970.0,17572.0,5841.0,17572.0,15343.0
EGFR,1064.0,1064.0,667.0,1064.0,65.0,164.0,33.0,98.0,27.0,47.0,365.0,75.0,194.0,777.0,562.0,20.0,424.0,406.0,288.0,1064.0,93.0,1064.0,1.0,1063.0,1006.0,587.0,1062.0,10.0,190.0,200.0,3.0,1.0,72.0,1064.0,1064.0,70.0,214.0,89.0,19.0,645.0,1064.0,420.0,1064.0,957.0
Fe,17572.0,17572.0,10085.0,17572.0,1458.0,2631.0,847.0,1689.0,327.0,545.0,5929.0,943.0,2543.0,12616.0,8808.0,232.0,5587.0,6519.0,5438.0,17572.0,1064.0,8786.0,22.0,17527.0,15936.0,9915.0,17535.0,148.0,2132.0,2040.0,35.0,34.0,929.0,17572.0,17572.0,394.0,2481.0,707.0,179.0,9970.0,17572.0,5841.0,17572.0,15343.0
FoxP3,22.0,22.0,9.0,22.0,0.0,3.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,14.0,7.0,0.0,6.0,6.0,1.0,22.0,1.0,22.0,0.0,22.0,20.0,9.0,22.0,0.0,1.0,2.0,0.0,0.0,2.0,22.0,22.0,1.0,5.0,0.0,1.0,10.0,22.0,6.0,22.0,20.0
H3K27me3,17527.0,17527.0,10055.0,17527.0,1456.0,2625.0,845.0,1688.0,326.0,543.0,5919.0,938.0,2540.0,12590.0,8792.0,231.0,5569.0,6502.0,5424.0,17527.0,1063.0,17527.0,22.0,8741.0,15894.0,9890.0,17490.0,147.0,2124.0,2033.0,35.0,34.0,928.0,17527.0,17527.0,393.0,2474.0,705.0,179.0,9938.0,17527.0,5823.0,17527.0,15305.0
H3K9ac,15936.0,15936.0,9144.0,15936.0,1332.0,2380.0,759.0,1516.0,311.0,490.0,5430.0,862.0,2339.0,11462.0,8034.0,209.0,5096.0,5905.0,4952.0,15936.0,1006.0,15936.0,20.0,15894.0,7227.0,8971.0,15900.0,131.0,1947.0,1868.0,34.0,30.0,851.0,15936.0,15936.0,376.0,2262.0,666.0,170.0,9054.0,15936.0,5296.0,15936.0,13906.0
HLA-DR,9915.0,9915.0,5694.0,9915.0,857.0,1493.0,495.0,952.0,191.0,304.0,3355.0,542.0,1464.0,7141.0,5010.0,116.0,3205.0,3795.0,3082.0,9915.0,587.0,9915.0,9.0,9890.0,8971.0,2839.0,9894.0,87.0,1146.0,1093.0,14.0,16.0,503.0,9915.0,9915.0,224.0,1321.0,383.0,97.0,5627.0,9915.0,3330.0,9915.0,8712.0
HLA_Class_1,17535.0,17535.0,10069.0,17535.0,1456.0,2626.0,846.0,1689.0,327.0,545.0,5913.0,940.0,2538.0,12588.0,8787.0,232.0,5576.0,6503.0,5421.0,17535.0,1062.0,17535.0,22.0,17490.0,15900.0,9894.0,8749.0,148.0,2127.0,2036.0,35.0,34.0,926.0,17535.0,17535.0,392.0,2476.0,705.0,177.0,9951.0,17535.0,5828.0,17535.0,15311.0
IDO,148.0,148.0,77.0,148.0,18.0,28.0,8.0,19.0,2.0,5.0,50.0,13.0,23.0,114.0,80.0,1.0,52.0,63.0,46.0,148.0,10.0,148.0,0.0,147.0,131.0,87.0,148.0,0.0,15.0,13.0,0.0,0.0,10.0,148.0,148.0,5.0,20.0,10.0,1.0,93.0,148.0,49.0,148.0,132.0
Keratin17,2132.0,2132.0,1283.0,2132.0,132.0,329.0,65.0,227.0,36.0,63.0,685.0,103.0,287.0,1493.0,1033.0,26.0,692.0,755.0,622.0,2132.0,190.0,2132.0,1.0,2124.0,1947.0,1146.0,2127.0,15.0,161.0,333.0,1.0,1.0,103.0,2132.0,2132.0,79.0,378.0,112.0,23.0,1209.0,2132.0,748.0,2132.0,1855.0
Keratin6,2040.0,2040.0,1252.0,2040.0,112.0,310.0,62.0,214.0,35.0,66.0,637.0,99.0,266.0,1406.0,970.0,22.0,684.0,738.0,563.0,2040.0,200.0,2040.0,2.0,2033.0,1868.0,1093.0,2036.0,13.0,333.0,173.0,3.0,2.0,100.0,2040.0,2040.0,84.0,388.0,121.0,22.0,1200.0,2040.0,749.0,2040.0,1779.0
Ki67,35.0,35.0,16.0,35.0,0.0,5.0,0.0,4.0,0.0,1.0,12.0,1.0,5.0,24.0,16.0,0.0,11.0,10.0,10.0,35.0,3.0,35.0,0.0,35.0,34.0,14.0,35.0,0.0,1.0,3.0,0.0,0.0,4.0,35.0,35.0,1.0,5.0,0.0,2.0,18.0,35.0,9.0,35.0,33.0
Lag3,34.0,34.0,14.0,34.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0,22.0,10.0,0.0,8.0,9.0,3.0,34.0,1.0,34.0,0.0,34.0,30.0,16.0,34.0,0.0,1.0,2.0,0.0,0.0,3.0,34.0,34.0,1.0,7.0,0.0,1.0,16.0,34.0,10.0,34.0,29.0
MPO,929.0,929.0,538.0,929.0,85.0,149.0,45.0,106.0,17.0,26.0,326.0,51.0,140.0,668.0,479.0,13.0,321.0,363.0,292.0,929.0,72.0,929.0,2.0,928.0,851.0,503.0,926.0,10.0,103.0,100.0,4.0,3.0,35.0,929.0,929.0,17.0,122.0,38.0,13.0,537.0,929.0,322.0,929.0,821.0
Na,17572.0,17572.0,10085.0,17572.0,1458.0,2631.0,847.0,1689.0,327.0,545.0,5929.0,943.0,2543.0,12616.0,8808.0,232.0,5587.0,6519.0,5438.0,17572.0,1064.0,17572.0,22.0,17527.0,15936.0,9915.0,17535.0,148.0,2132.0,2040.0,35.0,34.0,929.0,8786.0,17572.0,394.0,2481.0,707.0,179.0,9970.0,17572.0,5841.0,17572.0,15343.0
P,17572.0,17572.0,10085.0,17572.0,1458.0,2631.0,847.0,1689.0,327.0,545.0,5929.0,943.0,2543.0,12616.0,8808.0,232.0,5587.0,6519.0,5438.0,17572.0,1064.0,17572.0,22.0,17527.0,15936.0,9915.0,17535.0,148.0,2132.0,2040.0,35.0,34.0,929.0,17572.0,8786.0,394.0,2481.0,707.0,179.0,9970.0,17572.0,5841.0,17572.0,15343.0
p53,394.0,394.0,244.0,394.0,18.0,55.0,11.0,28.0,8.0,15.0,105.0,23.0,46.0,269.0,178.0,2.0,153.0,145.0,80.0,394.0,70.0,394.0,1.0,393.0,376.0,224.0,392.0,5.0,79.0,84.0,1.0,1.0,17.0,394.0,394.0,16.0,90.0,37.0,6.0,238.0,394.0,167.0,394.0,348.0
