,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,12960.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
Background,25920.0,12960.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
Beta catenin,19146.0,19146.0,7169.0,19146.0,2025.0,3431.0,13538.0,8700.0,39.0,27.0,1459.0,381.0,1343.0,12569.0,6062.0,0.0,4597.0,6639.0,936.0,19146.0,9290.0,19146.0,10.0,19146.0,19081.0,11002.0,19041.0,171.0,7391.0,15842.0,3397.0,86.0,90.0,19146.0,19146.0,7142.0,16583.0,12774.0,441.0,18712.0,19146.0,7453.0,19146.0,10860.0
Ca,25920.0,25920.0,19146.0,12960.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
CD11b,2782.0,2782.0,2025.0,2782.0,177.0,617.0,1970.0,1436.0,4.0,2.0,202.0,68.0,234.0,1964.0,986.0,0.0,681.0,1088.0,118.0,2782.0,1260.0,2782.0,2.0,2782.0,2775.0,1777.0,2778.0,33.0,1088.0,2206.0,462.0,8.0,14.0,2782.0,2782.0,973.0,2349.0,1804.0,45.0,2728.0,2782.0,1276.0,2782.0,1727.0
CD11c,4772.0,4772.0,3431.0,4772.0,617.0,529.0,3332.0,2435.0,11.0,5.0,358.0,100.0,393.0,3351.0,1663.0,0.0,1073.0,1867.0,231.0,4772.0,2197.0,4772.0,3.0,4772.0,4756.0,3002.0,4751.0,52.0,1809.0,3761.0,815.0,20.0,26.0,4772.0,4772.0,1664.0,3988.0,3035.0,88.0,4661.0,4772.0,2141.0,4772.0,2907.0
CD138,18173.0,18173.0,13538.0,18173.0,1970.0,3332.0,6509.0,8380.0,27.0,27.0,1343.0,369.0,1302.0,12042.0,5839.0,0.0,4519.0,6365.0,865.0,18173.0,8865.0,18173.0,8.0,18173.0,18111.0,10609.0,18090.0,172.0,6968.0,14961.0,3215.0,82.0,67.0,18173.0,18173.0,6813.0,15709.0,12167.0,411.0,17752.0,18173.0,7223.0,18173.0,10422.0
CD16,12019.0,12019.0,8700.0,12019.0,1436.0,2435.0,8380.0,2986.0,23.0,20.0,976.0,253.0,949.0,8341.0,4187.0,0.0,2844.0,4538.0,649.0,12019.0,5638.0,12019.0,6.0,12019.0,11982.0,7431.0,11963.0,128.0,4488.0,9646.0,2043.0,56.0,61.0,12019.0,12019.0,4204.0,10237.0,7746.0,276.0,11709.0,12019.0,5144.0,12019.0,7333.0
CD20,52.0,52.0,39.0,52.0,4.0,11.0,27.0,23.0,0.0,0.0,4.0,2.0,3.0,30.0,18.0,0.0,7.0,18.0,2.0,52.0,21.0,52.0,0.0,52.0,52.0,27.0,51.0,1.0,20.0,42.0,7.0,0.0,1.0,52.0,52.0,16.0,46.0,30.0,0.0,51.0,52.0,19.0,52.0,26.0
CD209,42.0,42.0,27.0,42.0,2.0,5.0,27.0,20.0,0.0,0.0,2.0,2.0,2.0,29.0,11.0,0.0,12.0,14.0,1.0,42.0,18.0,42.0,0.0,42.0,42.0,28.0,42.0,1.0,12.0,34.0,12.0,0.0,0.0,42.0,42.0,18.0,34.0,23.0,1.0,41.0,42.0,17.0,42.0,27.0
CD3,2029.0,2029.0,1459.0,2029.0,202.0,358.0,1343.0,976.0,4.0,2.0,110.0,38.0,168.0,1374.0,702.0,0.0,435.0,707.0,144.0,2029.0,935.0,2029.0,0.0,2029.0,2025.0,1172.0,2013.0,14.0,735.0,1633.0,346.0,8.0,9.0,2029.0,2029.0,717.0,1721.0,1275.0,64.0,1971.0,2029.0,775.0,2029.0,1137.0
CD31,519.0,519.0,381.0,519.0,68.0,100.0,369.0,253.0,2.0,2.0,38.0,13.0,53.0,353.0,181.0,0.0,122.0,197.0,34.0,519.0,251.0,519.0,0.0,519.0,518.0,312.0,519.0,8.0,211.0,413.0,101.0,3.0,3.0,519.0,519.0,202.0,439.0,331.0,17.0,506.0,519.0,215.0,519.0,321.0
CD4,1861.0,1861.0,1343.0,1861.0,234.0,393.0,1302.0,949.0,3.0,2.0,168.0,53.0,82.0,1303.0,674.0,0.0,452.0,686.0,94.0,1861.0,872.0,1861.0,2.0,1861.0,1857.0,1146.0,1856.0,29.0,719.0,1477.0,315.0,6.0,9.0,1861.0,1861.0,658.0,1566.0,1185.0,53.0,1807.0,1861.0,819.0,1861.0,1134.0
CD45,17173.0,17173.0,12569.0,17173.0,1964.0,3351.0,12042.0,8341.0,30.0,29.0,1374.0,353.0,1303.0,5881.0,5855.0,0.0,4141.0,6299.0,896.0,17173.0,8173.0,17173.0,8.0,17173.0,17112.0,10436.0,17087.0,168.0,6394.0,13924.0,2923.0,83.0,78.0,17173.0,17173.0,6173.0,14706.0,11211.0,392.0,16736.0,17173.0,7106.0,17173.0,10243.0
CD45RO,8428.0,8428.0,6062.0,8428.0,986.0,1663.0,5839.0,4187.0,18.0,11.0,702.0,181.0,674.0,5855.0,1461.0,0.0,1951.0,3167.0,441.0,8428.0,3936.0,8428.0,4.0,8428.0,8401.0,5192.0,8390.0,92.0,3078.0,6734.0,1378.0,39.0,52.0,8428.0,8428.0,2915.0,7143.0,5413.0,186.0,8203.0,8428.0,3618.0,8428.0,5100.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,6167.0,6167.0,4597.0,6167.0,681.0,1073.0,4519.0,2844.0,7.0,12.0,435.0,122.0,452.0,4141.0,1951.0,0.0,834.0,2094.0,276.0,6167.0,3122.0,6167.0,4.0,6167.0,6147.0,3641.0,6148.0,70.0,2331.0,5139.0,1146.0,29.0,17.0,6167.0,6167.0,2362.0,5378.0,4240.0,131.0,6027.0,6167.0,2370.0,6167.0,3507.0
CD68,9166.0,9166.0,6639.0,9166.0,1088.0,1867.0,6365.0,4538.0,18.0,14.0,707.0,197.0,686.0,6299.0,3167.0,0.0,2094.0,1728.0,470.0,9166.0,4246.0,9166.0,4.0,9166.0,9140.0,5629.0,9122.0,90.0,3462.0,7369.0,1574.0,40.0,47.0,9166.0,9166.0,3211.0,7805.0,5896.0,185.0,8930.0,9166.0,3910.0,9166.0,5544.0
CD8,1327.0,1327.0,936.0,1327.0,118.0,231.0,865.0,649.0,2.0,1.0,144.0,34.0,94.0,896.0,441.0,0.0,276.0,470.0,55.0,1327.0,597.0,1327.0,0.0,1327.0,1324.0,768.0,1317.0,9.0,469.0,1063.0,206.0,5.0,6.0,1327.0,1327.0,444.0,1119.0,836.0,43.0,1289.0,1327.0,520.0,1327.0,759.0
dsDNA,25920.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,12960.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
EGFR,12374.0,12374.0,9290.0,12374.0,1260.0,2197.0,8865.0,5638.0,21.0,18.0,935.0,251.0,872.0,8173.0,3936.0,0.0,3122.0,4246.0,597.0,12374.0,3080.0,12374.0,7.0,12374.0,12332.0,7128.0,12305.0,115.0,4811.0,10286.0,2186.0,60.0,51.0,12374.0,12374.0,4659.0,10766.0,8348.0,262.0,12090.0,12374.0,4768.0,12374.0,6996.0
Fe,25920.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,12960.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
FoxP3,11.0,11.0,10.0,11.0,2.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,4.0,4.0,0.0,11.0,7.0,11.0,0.0,11.0,11.0,7.0,11.0,0.0,8.0,10.0,0.0,0.0,0.0,11.0,11.0,6.0,10.0,9.0,0.0,11.0,11.0,4.0,11.0,6.0
H3K27me3,25920.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,12960.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
H3K9ac,25832.0,25832.0,19081.0,25832.0,2775.0,4756.0,18111.0,11982.0,52.0,42.0,2025.0,518.0,1857.0,17112.0,8401.0,0.0,6147.0,9140.0,1324.0,25832.0,12332.0,25832.0,11.0,25832.0,12872.0,15054.0,25689.0,231.0,9791.0,21164.0,4511.0,118.0,123.0,25832.0,25832.0,9413.0,22267.0,17044.0,604.0,25209.0,25832.0,10267.0,25832.0,14861.0
HLA-DR,15105.0,15105.0,11002.0,15105.0,1777.0,3002.0,10609.0,7431.0,27.0,28.0,1172.0,312.0,1146.0,10436.0,5192.0,0.0,3641.0,5629.0,768.0,15105.0,7128.0,15105.0,7.0,15105.0,15054.0,4656.0,15039.0,154.0,5607.0,12175.0,2595.0,68.0,70.0,15105.0,15105.0,5388.0,12890.0,9856.0,328.0,14709.0,15105.0,6418.0,15105.0,9155.0
HLA_Class_1,25776.0,25776.0,19041.0,25776.0,2778.0,4751.0,18090.0,11963.0,51.0,42.0,2013.0,519.0,1856.0,17087.0,8390.0,0.0,6148.0,9122.0,1317.0,25776.0,12305.0,25776.0,11.0,25776.0,25689.0,15039.0,12816.0,230.0,9758.0,21121.0,4506.0,117.0,123.0,25776.0,25776.0,9389.0,22217.0,17019.0,602.0,25153.0,25776.0,10255.0,25776.0,14843.0
IDO,231.0,231.0,171.0,231.0,33.0,52.0,172.0,128.0,1.0,1.0,14.0,8.0,29.0,168.0,92.0,0.0,70.0,90.0,9.0,231.0,115.0,231.0,0.0,231.0,231.0,154.0,230.0,4.0,95.0,180.0,37.0,2.0,0.0,231.0,231.0,81.0,183.0,143.0,6.0,227.0,231.0,106.0,231.0,149.0
Keratin17,9815.0,9815.0,7391.0,9815.0,1088.0,1809.0,6968.0,4488.0,20.0,12.0,735.0,211.0,719.0,6394.0,3078.0,0.0,2331.0,3462.0,469.0,9815.0,4811.0,9815.0,8.0,9815.0,9791.0,5607.0,9758.0,95.0,2031.0,8118.0,1746.0,45.0,48.0,9815.0,9815.0,3728.0,8481.0,6584.0,214.0,9605.0,9815.0,3787.0,9815.0,5479.0
Keratin6,21243.0,21243.0,15842.0,21243.0,2206.0,3761.0,14961.0,9646.0,42.0,34.0,1633.0,413.0,1477.0,13924.0,6734.0,0.0,5139.0,7369.0,1063.0,21243.0,10286.0,21243.0,10.0,21243.0,21164.0,12175.0,21121.0,180.0,8118.0,8811.0,3742.0,100.0,101.0,21243.0,21243.0,7871.0,18462.0,14149.0,504.0,20742.0,21243.0,8215.0,21243.0,11988.0
Ki67,4528.0,4528.0,3397.0,4528.0,462.0,815.0,3215.0,2043.0,7.0,12.0,346.0,101.0,315.0,2923.0,1378.0,0.0,1146.0,1574.0,206.0,4528.0,2186.0,4528.0,0.0,4528.0,4511.0,2595.0,4506.0,37.0,1746.0,3742.0,460.0,29.0,16.0,4528.0,4528.0,1763.0,3904.0,3053.0,113.0,4446.0,4528.0,1726.0,4528.0,2535.0
Lag3,118.0,118.0,86.0,118.0,8.0,20.0,82.0,56.0,0.0,0.0,8.0,3.0,6.0,83.0,39.0,0.0,29.0,40.0,5.0,118.0,60.0,118.0,0.0,118.0,118.0,68.0,117.0,2.0,45.0,100.0,29.0,1.0,0.0,118.0,118.0,58.0,103.0,85.0,4.0,115.0,118.0,36.0,118.0,57.0
MPO,124.0,124.0,90.0,124.0,14.0,26.0,67.0,61.0,1.0,0.0,9.0,3.0,9.0,78.0,52.0,0.0,17.0,47.0,6.0,124.0,51.0,124.0,0.0,124.0,123.0,70.0,123.0,0.0,48.0,101.0,16.0,0.0,0.0,124.0,124.0,31.0,112.0,72.0,0.0,121.0,124.0,47.0,124.0,74.0
Na,25920.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,12960.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
P,25920.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,12960.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,25920.0,14913.0
p53,9448.0,9448.0,7142.0,9448.0,973.0,1664.0,6813.0,4204.0,16.0,18.0,717.0,202.0,658.0,6173.0,2915.0,0.0,2362.0,3211.0,444.0,9448.0,4659.0,9448.0,6.0,9448.0,9413.0,5388.0,9389.0,81.0,3728.0,7871.0,1763.0,58.0,31.0,9448.0,9448.0,1865.0,8233.0,6401.0,231.0,9243.0,9448.0,3642.0,9448.0,5262.0
Pan-Keratin,22347.0,22347.0,16583.0,22347.0,2349.0,3988.0,15709.0,10237.0,46.0,34.0,1721.0,439.0,1566.0,14706.0,7143.0,0.0,5378.0,7805.0,1119.0,22347.0,10766.0,22347.0,10.0,22347.0,22267.0,12890.0,22217.0,183.0,8481.0,18462.0,3904.0,103.0,112.0,22347.0,22347.0,8233.0,9697.0,14844.0,525.0,21808.0,22347.0,8717.0,22347.0,12705.0
PD-L1,17105.0,17105.0,12774.0,17105.0,1804.0,3035.0,12167.0,7746.0,30.0,23.0,1275.0,331.0,1185.0,11211.0,5413.0,0.0,4240.0,5896.0,836.0,17105.0,8348.0,17105.0,9.0,17105.0,17044.0,9856.0,17019.0,143.0,6584.0,14149.0,3053.0,85.0,72.0,17105.0,17105.0,6401.0,14844.0,5760.0,395.0,16719.0,17105.0,6674.0,17105.0,9685.0
PD1,607.0,607.0,441.0,607.0,45.0,88.0,411.0,276.0,0.0,1.0,64.0,17.0,53.0,392.0,186.0,0.0,131.0,185.0,43.0,607.0,262.0,607.0,0.0,607.0,604.0,328.0,602.0,6.0,214.0,504.0,113.0,4.0,0.0,607.0,607.0,231.0,525.0,395.0,13.0,587.0,607.0,213.0,607.0,328.0
phospho-S6,25297.0,25297.0,18712.0,25297.0,2728.0,4661.0,17752.0,11709.0,51.0,41.0,1971.0,506.0,1807.0,16736.0,8203.0,0.0,6027.0,8930.0,1289.0,25297.0,12090.0,25297.0,11.0,25297.0,25209.0,14709.0,25153.0,227.0,9605.0,20742.0,4446.0,115.0,121.0,25297.0,25297.0,9243.0,21808.0,16719.0,587.0,12348.0,25297.0,10042.0,25297.0,14535.0
Si,25920.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,12960.0,10299.0,25920.0,14913.0
SMA,10299.0,10299.0,7453.0,10299.0,1276.0,2141.0,7223.0,5144.0,19.0,17.0,775.0,215.0,819.0,7106.0,3618.0,0.0,2370.0,3910.0,520.0,10299.0,4768.0,10299.0,4.0,10299.0,10267.0,6418.0,10255.0,106.0,3787.0,8215.0,1726.0,36.0,47.0,10299.0,10299.0,3642.0,8717.0,6674.0,213.0,10042.0,10299.0,2295.0,10299.0,6384.0
Ta,25920.0,25920.0,19146.0,25920.0,2782.0,4772.0,18173.0,12019.0,52.0,42.0,2029.0,519.0,1861.0,17173.0,8428.0,0.0,6167.0,9166.0,1327.0,25920.0,12374.0,25920.0,11.0,25920.0,25832.0,15105.0,25776.0,231.0,9815.0,21243.0,4528.0,118.0,124.0,25920.0,25920.0,9448.0,22347.0,17105.0,607.0,25297.0,25920.0,10299.0,12960.0,14913.0
Vimentin,14913.0,14913.0,10860.0,14913.0,1727.0,2907.0,10422.0,7333.0,26.0,27.0,1137.0,321.0,1134.0,10243.0,5100.0,0.0,3507.0,5544.0,759.0,14913.0,6996.0,14913.0,6.0,14913.0,14861.0,9155.0,14843.0,149.0,5479.0,11988.0,2535.0,57.0,74.0,14913.0,14913.0,5262.0,12705.0,9685.0,328.0,14535.0,14913.0,6384.0,14913.0,4546.0
