,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,18799.0,37587.0,12178.0,37598.0,1285.0,8141.0,14436.0,14059.0,8184.0,846.0,19587.0,8632.0,8442.0,34161.0,24672.0,159.0,2861.0,18941.0,16856.0,37598.0,1136.0,37598.0,58.0,37598.0,37522.0,30222.0,37598.0,7151.0,7532.0,8397.0,1690.0,303.0,663.0,37598.0,37598.0,208.0,9038.0,3369.0,790.0,37415.0,37598.0,13586.0,37598.0,29821.0
Background,37587.0,18788.0,12173.0,37587.0,1285.0,8141.0,14431.0,14056.0,8182.0,846.0,19584.0,8631.0,8442.0,34153.0,24669.0,159.0,2861.0,18939.0,16854.0,37587.0,1134.0,37587.0,58.0,37587.0,37512.0,30217.0,37587.0,7151.0,7527.0,8392.0,1689.0,303.0,663.0,37587.0,37587.0,208.0,9033.0,3369.0,790.0,37404.0,37587.0,13579.0,37587.0,29817.0
Beta catenin,12178.0,12173.0,2304.0,12178.0,363.0,2503.0,4936.0,4445.0,2423.0,287.0,5944.0,2630.0,2459.0,10722.0,7667.0,46.0,935.0,5740.0,5222.0,12178.0,498.0,12178.0,11.0,12178.0,12146.0,9609.0,12178.0,2225.0,3054.0,3307.0,568.0,117.0,230.0,12178.0,12178.0,68.0,3620.0,964.0,233.0,12117.0,12178.0,4855.0,12178.0,9411.0
Ca,37598.0,37587.0,12178.0,18799.0,1285.0,8141.0,14436.0,14059.0,8184.0,846.0,19587.0,8632.0,8442.0,34161.0,24672.0,159.0,2861.0,18941.0,16856.0,37598.0,1136.0,37598.0,58.0,37598.0,37522.0,30222.0,37598.0,7151.0,7532.0,8397.0,1690.0,303.0,663.0,37598.0,37598.0,208.0,9038.0,3369.0,790.0,37415.0,37598.0,13586.0,37598.0,29821.0
CD11b,1285.0,1285.0,363.0,1285.0,74.0,453.0,425.0,537.0,374.0,29.0,882.0,304.0,537.0,1234.0,1027.0,10.0,107.0,664.0,765.0,1285.0,27.0,1285.0,2.0,1285.0,1281.0,1098.0,1285.0,444.0,176.0,202.0,81.0,15.0,22.0,1285.0,1285.0,7.0,212.0,282.0,45.0,1282.0,1285.0,365.0,1285.0,1134.0
CD11c,8141.0,8141.0,2503.0,8141.0,453.0,1117.0,2955.0,3174.0,2013.0,169.0,4771.0,1948.0,2392.0,7564.0,5807.0,53.0,643.0,4207.0,4105.0,8141.0,223.0,8141.0,19.0,8141.0,8125.0,6728.0,8141.0,2029.0,1445.0,1637.0,404.0,75.0,135.0,8141.0,8141.0,50.0,1738.0,1056.0,198.0,8118.0,8141.0,2730.0,8141.0,6717.0
CD138,14436.0,14431.0,4936.0,14436.0,425.0,2955.0,3046.0,5321.0,3112.0,340.0,7135.0,3164.0,2928.0,12939.0,9171.0,35.0,1041.0,7108.0,6096.0,14436.0,505.0,14436.0,18.0,14436.0,14399.0,11566.0,14436.0,2555.0,3201.0,3492.0,628.0,113.0,283.0,14436.0,14436.0,69.0,3790.0,1161.0,259.0,14360.0,14436.0,5569.0,14436.0,11235.0
CD16,14059.0,14056.0,4445.0,14059.0,537.0,3174.0,5321.0,2719.0,3031.0,320.0,7431.0,3340.0,3293.0,12887.0,9421.0,58.0,1127.0,7340.0,6406.0,14059.0,417.0,14059.0,22.0,14059.0,14036.0,11359.0,14059.0,2764.0,2706.0,3021.0,645.0,108.0,273.0,14059.0,14059.0,79.0,3226.0,1318.0,300.0,13995.0,14059.0,5021.0,14059.0,11257.0
CD20,8184.0,8182.0,2423.0,8184.0,374.0,2013.0,3112.0,3031.0,1152.0,154.0,4651.0,1783.0,2252.0,7606.0,5660.0,57.0,600.0,4053.0,4004.0,8184.0,213.0,8184.0,7.0,8184.0,8165.0,6753.0,8184.0,1894.0,1377.0,1600.0,386.0,72.0,153.0,8184.0,8184.0,43.0,1685.0,906.0,194.0,8159.0,8184.0,2763.0,8184.0,6715.0
CD209,846.0,846.0,287.0,846.0,29.0,169.0,340.0,320.0,154.0,17.0,433.0,196.0,196.0,768.0,554.0,3.0,67.0,452.0,365.0,846.0,47.0,846.0,1.0,846.0,846.0,654.0,846.0,132.0,181.0,202.0,38.0,4.0,20.0,846.0,846.0,8.0,198.0,57.0,18.0,837.0,846.0,337.0,846.0,694.0
