,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,15458.0,30904.0,469.0,30916.0,391.0,1929.0,6114.0,1229.0,13031.0,114.0,10555.0,1481.0,4903.0,25058.0,13075.0,106.0,12092.0,6819.0,4361.0,30916.0,0.0,30916.0,0.0,30916.0,30765.0,22337.0,30635.0,167.0,37.0,22293.0,435.0,36.0,298.0,30916.0,30916.0,57.0,22721.0,0.0,360.0,29414.0,30916.0,4666.0,30916.0,3302.0
Background,30904.0,15446.0,469.0,30904.0,391.0,1928.0,6109.0,1229.0,13020.0,114.0,10551.0,1481.0,4901.0,25048.0,13070.0,106.0,12087.0,6818.0,4359.0,30904.0,0.0,30904.0,0.0,30904.0,30753.0,22327.0,30623.0,167.0,37.0,22286.0,435.0,36.0,298.0,30904.0,30904.0,57.0,22715.0,0.0,360.0,29402.0,30904.0,4664.0,30904.0,3300.0
Beta catenin,469.0,469.0,8.0,469.0,6.0,32.0,129.0,21.0,180.0,6.0,185.0,36.0,76.0,376.0,202.0,3.0,224.0,115.0,84.0,469.0,0.0,469.0,0.0,469.0,469.0,339.0,467.0,2.0,1.0,373.0,13.0,0.0,2.0,469.0,469.0,4.0,364.0,0.0,3.0,446.0,469.0,106.0,469.0,80.0
Ca,30916.0,30904.0,469.0,15458.0,391.0,1929.0,6114.0,1229.0,13031.0,114.0,10555.0,1481.0,4903.0,25058.0,13075.0,106.0,12092.0,6819.0,4361.0,30916.0,0.0,30916.0,0.0,30916.0,30765.0,22337.0,30635.0,167.0,37.0,22293.0,435.0,36.0,298.0,30916.0,30916.0,57.0,22721.0,0.0,360.0,29414.0,30916.0,4666.0,30916.0,3302.0
CD11b,391.0,391.0,6.0,391.0,4.0,39.0,87.0,22.0,165.0,1.0,168.0,29.0,86.0,333.0,188.0,1.0,166.0,108.0,48.0,391.0,0.0,391.0,0.0,391.0,389.0,295.0,388.0,2.0,0.0,299.0,8.0,0.0,6.0,391.0,391.0,0.0,286.0,0.0,5.0,381.0,391.0,73.0,391.0,45.0
CD11c,1929.0,1928.0,32.0,1929.0,39.0,86.0,445.0,94.0,764.0,11.0,683.0,112.0,317.0,1568.0,807.0,9.0,874.0,485.0,314.0,1929.0,0.0,1929.0,0.0,1929.0,1922.0,1383.0,1916.0,15.0,6.0,1473.0,19.0,2.0,23.0,1929.0,1929.0,6.0,1490.0,0.0,17.0,1830.0,1929.0,341.0,1929.0,219.0
CD138,6114.0,6109.0,129.0,6114.0,87.0,445.0,874.0,313.0,2160.0,35.0,2149.0,375.0,976.0,4841.0,2437.0,18.0,3007.0,1582.0,863.0,6114.0,0.0,6114.0,0.0,6114.0,6077.0,4311.0,6080.0,23.0,15.0,5057.0,110.0,2.0,67.0,6114.0,6114.0,11.0,5117.0,0.0,29.0,5886.0,6114.0,1230.0,6114.0,859.0
CD16,1229.0,1229.0,21.0,1229.0,22.0,94.0,313.0,38.0,375.0,5.0,415.0,79.0,187.0,980.0,458.0,7.0,608.0,352.0,174.0,1229.0,0.0,1229.0,0.0,1229.0,1221.0,832.0,1219.0,4.0,3.0,1003.0,26.0,2.0,13.0,1229.0,1229.0,3.0,1032.0,0.0,1.0,1172.0,1229.0,263.0,1229.0,170.0
CD20,13031.0,13020.0,180.0,13031.0,165.0,764.0,2160.0,375.0,3633.0,27.0,4731.0,540.0,2299.0,11179.0,6513.0,30.0,4101.0,2420.0,2023.0,13031.0,0.0,13031.0,0.0,13031.0,12967.0,10156.0,12924.0,77.0,11.0,8015.0,131.0,19.0,100.0,13031.0,13031.0,22.0,8140.0,0.0,283.0,12496.0,13031.0,1510.0,13031.0,1209.0
CD209,114.0,114.0,6.0,114.0,1.0,11.0,35.0,5.0,27.0,2.0,34.0,12.0,20.0,85.0,44.0,0.0,54.0,29.0,17.0,114.0,0.0,114.0,0.0,114.0,112.0,73.0,114.0,1.0,0.0,94.0,1.0,0.0,0.0,114.0,114.0,0.0,93.0,0.0,0.0,110.0,114.0,26.0,114.0,25.0
CD3,10555.0,10551.0,185.0,10555.0,168.0,683.0,2149.0,415.0,4731.0,34.0,1960.0,548.0,1920.0,8760.0,4754.0,34.0,4020.0,2330.0,1612.0,10555.0,0.0,10555.0,0.0,10555.0,10504.0,7736.0,10483.0,67.0,17.0,7529.0,145.0,11.0,110.0,10555.0,10555.0,25.0,7663.0,0.0,127.0,10080.0,10555.0,1548.0,10555.0,1147.0
CD31,1481.0,1481.0,36.0,1481.0,29.0,112.0,375.0,79.0,540.0,12.0,548.0,53.0,265.0,1202.0,636.0,9.0,696.0,409.0,220.0,1481.0,0.0,1481.0,0.0,1481.0,1473.0,1062.0,1469.0,5.0,1.0,1188.0,35.0,1.0,19.0,1481.0,1481.0,11.0,1203.0,0.0,5.0,1399.0,1481.0,283.0,1481.0,214.0
CD4,4903.0,4901.0,76.0,4903.0,86.0,317.0,976.0,187.0,2299.0,20.0,1920.0,265.0,509.0,4143.0,2309.0,13.0,1847.0,1053.0,783.0,4903.0,0.0,4903.0,0.0,4903.0,4883.0,3645.0,4872.0,33.0,9.0,3463.0,60.0,5.0,59.0,4903.0,4903.0,9.0,3506.0,0.0,57.0,4693.0,4903.0,669.0,4903.0,554.0
CD45,25058.0,25048.0,376.0,25058.0,333.0,1568.0,4841.0,980.0,11179.0,85.0,8760.0,1202.0,4143.0,10308.0,11004.0,83.0,9419.0,5429.0,3622.0,25058.0,0.0,25058.0,0.0,25058.0,24936.0,18420.0,24837.0,137.0,35.0,17589.0,337.0,33.0,240.0,25058.0,25058.0,49.0,17941.0,0.0,329.0,23880.0,25058.0,3607.0,25058.0,2623.0
CD45RO,13075.0,13070.0,202.0,13075.0,188.0,807.0,2437.0,458.0,6513.0,44.0,4754.0,636.0,2309.0,11004.0,3068.0,39.0,4592.0,2682.0,1979.0,13075.0,0.0,13075.0,0.0,13075.0,13017.0,9886.0,12985.0,84.0,26.0,8693.0,165.0,22.0,126.0,13075.0,13075.0,30.0,8848.0,0.0,211.0,12517.0,13075.0,1706.0,13075.0,1296.0
CD56,106.0,106.0,3.0,106.0,1.0,9.0,18.0,7.0,30.0,0.0,34.0,9.0,13.0,83.0,39.0,0.0,42.0,24.0,16.0,106.0,0.0,106.0,0.0,106.0,105.0,72.0,106.0,1.0,0.0,84.0,2.0,0.0,1.0,106.0,106.0,0.0,86.0,0.0,0.0,100.0,106.0,19.0,106.0,20.0
CD63,12092.0,12087.0,224.0,12092.0,166.0,874.0,3007.0,608.0,4101.0,54.0,4020.0,696.0,1847.0,9419.0,4592.0,42.0,2910.0,3073.0,1674.0,12092.0,0.0,12092.0,0.0,12092.0,12037.0,8362.0,11981.0,47.0,19.0,9868.0,208.0,14.0,126.0,12092.0,12092.0,21.0,10000.0,0.0,72.0,11542.0,12092.0,2335.0,12092.0,1597.0
CD68,6819.0,6818.0,115.0,6819.0,108.0,485.0,1582.0,352.0,2420.0,29.0,2330.0,409.0,1053.0,5429.0,2682.0,24.0,3073.0,907.0,992.0,6819.0,0.0,6819.0,0.0,6819.0,6782.0,4847.0,6759.0,29.0,12.0,5362.0,113.0,9.0,85.0,6819.0,6819.0,24.0,5465.0,0.0,33.0,6486.0,6819.0,1234.0,6819.0,831.0
CD8,4361.0,4359.0,84.0,4361.0,48.0,314.0,863.0,174.0,2023.0,17.0,1612.0,220.0,783.0,3622.0,1979.0,16.0,1674.0,992.0,389.0,4361.0,0.0,4361.0,0.0,4361.0,4334.0,3225.0,4336.0,26.0,6.0,3105.0,62.0,4.0,29.0,4361.0,4361.0,16.0,3126.0,0.0,64.0,4154.0,4361.0,657.0,4361.0,512.0
dsDNA,30916.0,30904.0,469.0,30916.0,391.0,1929.0,6114.0,1229.0,13031.0,114.0,10555.0,1481.0,4903.0,25058.0,13075.0,106.0,12092.0,6819.0,4361.0,15458.0,0.0,30916.0,0.0,30916.0,30765.0,22337.0,30635.0,167.0,37.0,22293.0,435.0,36.0,298.0,30916.0,30916.0,57.0,22721.0,0.0,360.0,29414.0,30916.0,4666.0,30916.0,3302.0
EGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fe,30916.0,30904.0,469.0,30916.0,391.0,1929.0,6114.0,1229.0,13031.0,114.0,10555.0,1481.0,4903.0,25058.0,13075.0,106.0,12092.0,6819.0,4361.0,30916.0,0.0,15458.0,0.0,30916.0,30765.0,22337.0,30635.0,167.0,37.0,22293.0,435.0,36.0,298.0,30916.0,30916.0,57.0,22721.0,0.0,360.0,29414.0,30916.0,4666.0,30916.0,3302.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3K27me3,30916.0,30904.0,469.0,30916.0,391.0,1929.0,6114.0,1229.0,13031.0,114.0,10555.0,1481.0,4903.0,25058.0,13075.0,106.0,12092.0,6819.0,4361.0,30916.0,0.0,30916.0,0.0,15458.0,30765.0,22337.0,30635.0,167.0,37.0,22293.0,435.0,36.0,298.0,30916.0,30916.0,57.0,22721.0,0.0,360.0,29414.0,30916.0,4666.0,30916.0,3302.0
H3K9ac,30765.0,30753.0,469.0,30765.0,389.0,1922.0,6077.0,1221.0,12967.0,112.0,10504.0,1473.0,4883.0,24936.0,13017.0,105.0,12037.0,6782.0,4334.0,30765.0,0.0,30765.0,0.0,30765.0,15307.0,22235.0,30485.0,167.0,37.0,22178.0,433.0,36.0,297.0,30765.0,30765.0,57.0,22604.0,0.0,357.0,29267.0,30765.0,4647.0,30765.0,3289.0
HLA-DR,22337.0,22327.0,339.0,22337.0,295.0,1383.0,4311.0,832.0,10156.0,73.0,7736.0,1062.0,3645.0,18420.0,9886.0,72.0,8362.0,4847.0,3225.0,22337.0,0.0,22337.0,0.0,22337.0,22235.0,8298.0,22161.0,117.0,27.0,15480.0,299.0,30.0,213.0,22337.0,22337.0,45.0,15759.0,0.0,321.0,21300.0,22337.0,3229.0,22337.0,2341.0
HLA_Class_1,30635.0,30623.0,467.0,30635.0,388.0,1916.0,6080.0,1219.0,12924.0,114.0,10483.0,1469.0,4872.0,24837.0,12985.0,106.0,11981.0,6759.0,4336.0,30635.0,0.0,30635.0,0.0,30635.0,30485.0,22161.0,15177.0,166.0,37.0,22088.0,431.0,36.0,293.0,30635.0,30635.0,56.0,22507.0,0.0,360.0,29148.0,30635.0,4629.0,30635.0,3279.0
IDO,167.0,167.0,2.0,167.0,2.0,15.0,23.0,4.0,77.0,1.0,67.0,5.0,33.0,137.0,84.0,1.0,47.0,29.0,26.0,167.0,0.0,167.0,0.0,167.0,167.0,117.0,166.0,2.0,1.0,109.0,0.0,0.0,1.0,167.0,167.0,0.0,103.0,0.0,3.0,154.0,167.0,19.0,167.0,19.0
Keratin17,37.0,37.0,1.0,37.0,0.0,6.0,15.0,3.0,11.0,0.0,17.0,1.0,9.0,35.0,26.0,0.0,19.0,12.0,6.0,37.0,0.0,37.0,0.0,37.0,37.0,27.0,37.0,1.0,0.0,29.0,0.0,0.0,0.0,37.0,37.0,0.0,30.0,0.0,0.0,37.0,37.0,11.0,37.0,11.0
Keratin6,22293.0,22286.0,373.0,22293.0,299.0,1473.0,5057.0,1003.0,8015.0,94.0,7529.0,1188.0,3463.0,17589.0,8693.0,84.0,9868.0,5362.0,3105.0,22293.0,0.0,22293.0,0.0,22293.0,22178.0,15480.0,22088.0,109.0,29.0,8849.0,347.0,21.0,236.0,22293.0,22293.0,41.0,17996.0,0.0,124.0,21199.0,22293.0,3849.0,22293.0,2658.0
Ki67,435.0,435.0,13.0,435.0,8.0,19.0,110.0,26.0,131.0,1.0,145.0,35.0,60.0,337.0,165.0,2.0,208.0,113.0,62.0,435.0,0.0,435.0,0.0,435.0,433.0,299.0,431.0,0.0,0.0,347.0,6.0,0.0,5.0,435.0,435.0,3.0,352.0,0.0,0.0,417.0,435.0,103.0,435.0,57.0
Lag3,36.0,36.0,0.0,36.0,0.0,2.0,2.0,2.0,19.0,0.0,11.0,1.0,5.0,33.0,22.0,0.0,14.0,9.0,4.0,36.0,0.0,36.0,0.0,36.0,36.0,30.0,36.0,0.0,0.0,21.0,0.0,0.0,0.0,36.0,36.0,0.0,22.0,0.0,0.0,34.0,36.0,2.0,36.0,7.0
MPO,298.0,298.0,2.0,298.0,6.0,23.0,67.0,13.0,100.0,0.0,110.0,19.0,59.0,240.0,126.0,1.0,126.0,85.0,29.0,298.0,0.0,298.0,0.0,298.0,297.0,213.0,293.0,1.0,0.0,236.0,5.0,0.0,3.0,298.0,298.0,0.0,240.0,0.0,0.0,279.0,298.0,45.0,298.0,21.0
Na,30916.0,30904.0,469.0,30916.0,391.0,1929.0,6114.0,1229.0,13031.0,114.0,10555.0,1481.0,4903.0,25058.0,13075.0,106.0,12092.0,6819.0,4361.0,30916.0,0.0,30916.0,0.0,30916.0,30765.0,22337.0,30635.0,167.0,37.0,22293.0,435.0,36.0,298.0,15458.0,30916.0,57.0,22721.0,0.0,360.0,29414.0,30916.0,4666.0,30916.0,3302.0
P,30916.0,30904.0,469.0,30916.0,391.0,1929.0,6114.0,1229.0,13031.0,114.0,10555.0,1481.0,4903.0,25058.0,13075.0,106.0,12092.0,6819.0,4361.0,30916.0,0.0,30916.0,0.0,30916.0,30765.0,22337.0,30635.0,167.0,37.0,22293.0,435.0,36.0,298.0,30916.0,15458.0,57.0,22721.0,0.0,360.0,29414.0,30916.0,4666.0,30916.0,3302.0
p53,57.0,57.0,4.0,57.0,0.0,6.0,11.0,3.0,22.0,0.0,25.0,11.0,9.0,49.0,30.0,0.0,21.0,24.0,16.0,57.0,0.0,57.0,0.0,57.0,57.0,45.0,56.0,0.0,0.0,41.0,3.0,0.0,0.0,57.0,57.0,0.0,40.0,0.0,0.0,54.0,57.0,21.0,57.0,17.0
