,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,10213.0,20426.0,20185.0,20426.0,1131.0,2467.0,8549.0,2979.0,0.0,0.0,204.0,1515.0,633.0,8073.0,2772.0,57.0,2621.0,4080.0,465.0,20426.0,15216.0,20426.0,0.0,20421.0,20280.0,4607.0,20391.0,149.0,8999.0,16910.0,4286.0,9.0,194.0,20426.0,20426.0,9383.0,15436.0,16377.0,45.0,19089.0,20426.0,7122.0,20426.0,8397.0
Background,20426.0,10213.0,20185.0,20426.0,1131.0,2467.0,8549.0,2979.0,0.0,0.0,204.0,1515.0,633.0,8073.0,2772.0,57.0,2621.0,4080.0,465.0,20426.0,15216.0,20426.0,0.0,20421.0,20280.0,4607.0,20391.0,149.0,8999.0,16910.0,4286.0,9.0,194.0,20426.0,20426.0,9383.0,15436.0,16377.0,45.0,19089.0,20426.0,7122.0,20426.0,8397.0
Beta catenin,20185.0,20185.0,9973.0,20185.0,1118.0,2438.0,8464.0,2943.0,0.0,0.0,203.0,1492.0,626.0,7972.0,2739.0,56.0,2594.0,4022.0,460.0,20185.0,15064.0,20185.0,0.0,20180.0,20042.0,4538.0,20151.0,148.0,8890.0,16716.0,4233.0,9.0,193.0,20185.0,20185.0,9280.0,15251.0,16193.0,45.0,18865.0,20185.0,7037.0,20185.0,8290.0
Ca,20426.0,20426.0,20185.0,10213.0,1131.0,2467.0,8549.0,2979.0,0.0,0.0,204.0,1515.0,633.0,8073.0,2772.0,57.0,2621.0,4080.0,465.0,20426.0,15216.0,20426.0,0.0,20421.0,20280.0,4607.0,20391.0,149.0,8999.0,16910.0,4286.0,9.0,194.0,20426.0,20426.0,9383.0,15436.0,16377.0,45.0,19089.0,20426.0,7122.0,20426.0,8397.0
CD11b,1131.0,1131.0,1118.0,1131.0,32.0,126.0,506.0,159.0,0.0,0.0,6.0,83.0,43.0,458.0,162.0,2.0,154.0,241.0,36.0,1131.0,873.0,1131.0,0.0,1130.0,1123.0,273.0,1130.0,8.0,496.0,950.0,243.0,0.0,13.0,1131.0,1131.0,534.0,874.0,918.0,2.0,1065.0,1131.0,427.0,1131.0,492.0
CD11c,2467.0,2467.0,2438.0,2467.0,126.0,144.0,1048.0,366.0,0.0,0.0,24.0,176.0,84.0,978.0,331.0,9.0,311.0,501.0,65.0,2467.0,1854.0,2467.0,0.0,2466.0,2452.0,570.0,2467.0,23.0,1085.0,2062.0,550.0,2.0,30.0,2467.0,2467.0,1137.0,1886.0,1994.0,6.0,2318.0,2467.0,859.0,2467.0,1029.0
CD138,8549.0,8549.0,8464.0,8549.0,506.0,1048.0,1974.0,1298.0,0.0,0.0,95.0,687.0,313.0,3412.0,1212.0,29.0,1106.0,1763.0,200.0,8549.0,6433.0,8549.0,0.0,8547.0,8482.0,1961.0,8542.0,75.0,3976.0,7131.0,1831.0,6.0,89.0,8549.0,8549.0,4016.0,6559.0,6858.0,16.0,8029.0,8549.0,3089.0,8549.0,3531.0
CD16,2979.0,2979.0,2943.0,2979.0,159.0,366.0,1298.0,230.0,0.0,0.0,33.0,242.0,98.0,1187.0,408.0,12.0,359.0,636.0,74.0,2979.0,2207.0,2979.0,0.0,2978.0,2965.0,699.0,2979.0,20.0,1306.0,2467.0,646.0,2.0,29.0,2979.0,2979.0,1357.0,2299.0,2372.0,7.0,2790.0,2979.0,1077.0,2979.0,1282.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3,204.0,204.0,203.0,204.0,6.0,24.0,95.0,33.0,0.0,0.0,2.0,8.0,7.0,86.0,25.0,0.0,24.0,48.0,5.0,204.0,153.0,204.0,0.0,204.0,202.0,56.0,203.0,2.0,105.0,176.0,37.0,0.0,1.0,204.0,204.0,100.0,169.0,163.0,0.0,198.0,204.0,75.0,204.0,100.0
CD31,1515.0,1515.0,1492.0,1515.0,83.0,176.0,687.0,242.0,0.0,0.0,8.0,71.0,57.0,621.0,229.0,1.0,207.0,318.0,36.0,1515.0,1116.0,1515.0,0.0,1513.0,1499.0,362.0,1513.0,4.0,656.0,1220.0,289.0,2.0,21.0,1515.0,1515.0,649.0,1108.0,1176.0,4.0,1415.0,1515.0,585.0,1515.0,669.0
CD4,633.0,633.0,626.0,633.0,43.0,84.0,313.0,98.0,0.0,0.0,7.0,57.0,14.0,234.0,82.0,2.0,90.0,124.0,16.0,633.0,503.0,633.0,0.0,633.0,630.0,155.0,633.0,4.0,257.0,525.0,131.0,0.0,8.0,633.0,633.0,282.0,482.0,516.0,0.0,601.0,633.0,245.0,633.0,271.0
CD45,8073.0,8073.0,7972.0,8073.0,458.0,978.0,3412.0,1187.0,0.0,0.0,86.0,621.0,234.0,1620.0,1113.0,24.0,1014.0,1632.0,181.0,8073.0,5995.0,8073.0,0.0,8071.0,8028.0,1859.0,8064.0,57.0,3627.0,6704.0,1720.0,3.0,73.0,8073.0,8073.0,3706.0,6131.0,6467.0,21.0,7552.0,8073.0,2811.0,8073.0,3345.0
CD45RO,2772.0,2772.0,2739.0,2772.0,162.0,331.0,1212.0,408.0,0.0,0.0,25.0,229.0,82.0,1113.0,190.0,8.0,357.0,583.0,67.0,2772.0,2107.0,2772.0,0.0,2772.0,2757.0,681.0,2769.0,23.0,1211.0,2345.0,591.0,2.0,32.0,2772.0,2772.0,1269.0,2140.0,2246.0,6.0,2604.0,2772.0,1002.0,2772.0,1169.0
CD56,57.0,57.0,56.0,57.0,2.0,9.0,29.0,12.0,0.0,0.0,0.0,1.0,2.0,24.0,8.0,0.0,6.0,14.0,3.0,57.0,39.0,57.0,0.0,57.0,57.0,13.0,57.0,0.0,25.0,51.0,11.0,0.0,1.0,57.0,57.0,23.0,45.0,45.0,0.0,56.0,57.0,25.0,57.0,25.0
CD63,2621.0,2621.0,2594.0,2621.0,154.0,311.0,1106.0,359.0,0.0,0.0,24.0,207.0,90.0,1014.0,357.0,6.0,193.0,523.0,56.0,2621.0,2003.0,2621.0,0.0,2621.0,2604.0,614.0,2616.0,20.0,1102.0,2167.0,533.0,0.0,30.0,2621.0,2621.0,1237.0,1993.0,2129.0,5.0,2456.0,2621.0,907.0,2621.0,1064.0
