,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,15306.0,30600.0,30255.0,30612.0,1168.0,7377.0,488.0,17483.0,126.0,939.0,10309.0,1321.0,5592.0,25321.0,19571.0,150.0,4180.0,8715.0,8942.0,30612.0,13048.0,30612.0,863.0,30612.0,30544.0,28479.0,30612.0,1546.0,3938.0,22684.0,7756.0,1787.0,3382.0,30612.0,30612.0,658.0,23152.0,21511.0,2535.0,29609.0,30612.0,2397.0,30525.0,15371.0
Background,30600.0,15294.0,30243.0,30600.0,1167.0,7373.0,488.0,17476.0,126.0,938.0,10306.0,1319.0,5592.0,25314.0,19566.0,150.0,4178.0,8710.0,8940.0,30600.0,13045.0,30600.0,863.0,30600.0,30532.0,28468.0,30600.0,1545.0,3938.0,22676.0,7756.0,1787.0,3380.0,30600.0,30600.0,658.0,23143.0,21505.0,2535.0,29598.0,30600.0,2396.0,30513.0,15363.0
Beta catenin,30255.0,30243.0,14950.0,30255.0,1151.0,7285.0,482.0,17273.0,123.0,927.0,10179.0,1312.0,5519.0,25020.0,19333.0,146.0,4136.0,8622.0,8838.0,30255.0,12902.0,30255.0,851.0,30255.0,30188.0,28148.0,30255.0,1520.0,3885.0,22430.0,7645.0,1765.0,3343.0,30255.0,30255.0,649.0,22904.0,21271.0,2499.0,29261.0,30255.0,2367.0,30168.0,15193.0
Ca,30612.0,30600.0,30255.0,15306.0,1168.0,7377.0,488.0,17483.0,126.0,939.0,10309.0,1321.0,5592.0,25321.0,19571.0,150.0,4180.0,8715.0,8942.0,30612.0,13048.0,30612.0,863.0,30612.0,30544.0,28479.0,30612.0,1546.0,3938.0,22684.0,7756.0,1787.0,3382.0,30612.0,30612.0,658.0,23152.0,21511.0,2535.0,29609.0,30612.0,2397.0,30525.0,15371.0
CD11b,1168.0,1167.0,1151.0,1168.0,41.0,318.0,31.0,675.0,4.0,57.0,400.0,63.0,258.0,983.0,779.0,12.0,211.0,369.0,356.0,1168.0,526.0,1168.0,40.0,1168.0,1167.0,1091.0,1168.0,61.0,155.0,928.0,321.0,77.0,119.0,1168.0,1168.0,32.0,910.0,878.0,101.0,1136.0,1168.0,111.0,1164.0,614.0
CD11c,7377.0,7373.0,7285.0,7377.0,318.0,955.0,138.0,4292.0,43.0,256.0,2519.0,340.0,1434.0,6154.0,4790.0,51.0,1087.0,2232.0,2145.0,7377.0,3274.0,7377.0,203.0,7377.0,7366.0,6852.0,7377.0,376.0,959.0,5538.0,1900.0,428.0,823.0,7377.0,7377.0,176.0,5639.0,5394.0,636.0,7144.0,7377.0,631.0,7357.0,3828.0
CD138,488.0,488.0,482.0,488.0,31.0,138.0,11.0,267.0,4.0,18.0,175.0,18.0,112.0,411.0,321.0,1.0,86.0,148.0,164.0,488.0,235.0,488.0,19.0,488.0,486.0,458.0,488.0,28.0,76.0,382.0,129.0,42.0,56.0,488.0,488.0,18.0,380.0,358.0,51.0,478.0,488.0,45.0,485.0,255.0
CD16,17483.0,17476.0,17273.0,17483.0,675.0,4292.0,267.0,5130.0,74.0,573.0,5896.0,743.0,3289.0,14573.0,11278.0,84.0,2436.0,5131.0,5118.0,17483.0,7412.0,17483.0,493.0,17483.0,17448.0,16264.0,17483.0,893.0,2233.0,12941.0,4457.0,997.0,1904.0,17483.0,17483.0,359.0,13176.0,12296.0,1455.0,16921.0,17483.0,1374.0,17434.0,8846.0
CD20,126.0,126.0,123.0,126.0,4.0,43.0,4.0,74.0,0.0,7.0,45.0,7.0,25.0,104.0,86.0,1.0,18.0,39.0,38.0,126.0,66.0,126.0,6.0,126.0,124.0,118.0,126.0,10.0,22.0,96.0,30.0,8.0,18.0,126.0,126.0,2.0,101.0,93.0,10.0,122.0,126.0,10.0,126.0,72.0
CD209,939.0,938.0,927.0,939.0,57.0,256.0,18.0,573.0,7.0,28.0,320.0,41.0,220.0,799.0,637.0,6.0,170.0,310.0,270.0,939.0,438.0,939.0,26.0,939.0,938.0,870.0,939.0,52.0,141.0,755.0,258.0,60.0,92.0,939.0,939.0,20.0,755.0,721.0,80.0,914.0,939.0,83.0,934.0,478.0
