,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,13435.0,26865.0,22794.0,26870.0,1112.0,4094.0,17044.0,5507.0,133.0,51.0,1542.0,2583.0,1236.0,7921.0,7055.0,1175.0,1189.0,6222.0,1060.0,26870.0,4875.0,26870.0,42.0,26831.0,26690.0,6601.0,26845.0,82.0,1595.0,22257.0,1848.0,58.0,150.0,26870.0,26870.0,427.0,17514.0,1591.0,239.0,25469.0,26870.0,5688.0,26870.0,7209.0
Background,26865.0,13430.0,22789.0,26865.0,1112.0,4094.0,17042.0,5506.0,133.0,51.0,1542.0,2583.0,1236.0,7919.0,7055.0,1175.0,1189.0,6221.0,1060.0,26865.0,4875.0,26865.0,42.0,26826.0,26686.0,6600.0,26840.0,82.0,1595.0,22252.0,1848.0,58.0,150.0,26865.0,26865.0,427.0,17510.0,1591.0,239.0,25465.0,26865.0,5688.0,26865.0,7209.0
Beta catenin,22794.0,22789.0,9719.0,22794.0,915.0,3424.0,14562.0,4623.0,112.0,47.0,1297.0,2167.0,1037.0,6675.0,6016.0,996.0,977.0,5214.0,877.0,22794.0,4213.0,22794.0,35.0,22762.0,22638.0,5484.0,22774.0,71.0,1420.0,18937.0,1595.0,53.0,126.0,22794.0,22794.0,337.0,14976.0,1394.0,194.0,21634.0,22794.0,4784.0,22794.0,6045.0
Ca,26870.0,26865.0,22794.0,13435.0,1112.0,4094.0,17044.0,5507.0,133.0,51.0,1542.0,2583.0,1236.0,7921.0,7055.0,1175.0,1189.0,6222.0,1060.0,26870.0,4875.0,26870.0,42.0,26831.0,26690.0,6601.0,26845.0,82.0,1595.0,22257.0,1848.0,58.0,150.0,26870.0,26870.0,427.0,17514.0,1591.0,239.0,25469.0,26870.0,5688.0,26870.0,7209.0
CD11b,1112.0,1112.0,915.0,1112.0,51.0,272.0,749.0,323.0,27.0,2.0,127.0,144.0,113.0,441.0,417.0,62.0,90.0,332.0,99.0,1112.0,249.0,1112.0,7.0,1110.0,1110.0,397.0,1111.0,4.0,43.0,865.0,106.0,3.0,9.0,1112.0,1112.0,38.0,721.0,65.0,32.0,1098.0,1112.0,295.0,1112.0,384.0
CD11c,4094.0,4094.0,3424.0,4094.0,272.0,415.0,2675.0,1017.0,45.0,10.0,331.0,484.0,293.0,1450.0,1309.0,207.0,266.0,1129.0,238.0,4094.0,812.0,4094.0,12.0,4089.0,4081.0,1230.0,4093.0,21.0,232.0,3262.0,339.0,9.0,22.0,4094.0,4094.0,102.0,2636.0,256.0,60.0,3974.0,4094.0,1052.0,4094.0,1305.0
CD138,17044.0,17042.0,14562.0,17044.0,749.0,2675.0,5671.0,3556.0,107.0,23.0,995.0,1736.0,825.0,5212.0,4767.0,799.0,780.0,4046.0,702.0,17044.0,3290.0,17044.0,27.0,17018.0,16958.0,4218.0,17033.0,49.0,1091.0,14054.0,1261.0,32.0,90.0,17044.0,17044.0,283.0,11292.0,1132.0,162.0,16376.0,17044.0,3856.0,17044.0,4755.0
CD16,5507.0,5506.0,4623.0,5507.0,323.0,1017.0,3556.0,657.0,52.0,12.0,415.0,637.0,348.0,1900.0,1740.0,253.0,329.0,1476.0,291.0,5507.0,1084.0,5507.0,11.0,5498.0,5486.0,1595.0,5505.0,27.0,297.0,4405.0,446.0,16.0,36.0,5507.0,5507.0,128.0,3533.0,345.0,72.0,5316.0,5507.0,1410.0,5507.0,1692.0
CD20,133.0,133.0,112.0,133.0,27.0,45.0,107.0,52.0,5.0,0.0,18.0,18.0,24.0,72.0,62.0,8.0,22.0,54.0,16.0,133.0,26.0,133.0,0.0,133.0,133.0,61.0,133.0,0.0,6.0,92.0,13.0,0.0,0.0,133.0,133.0,7.0,72.0,10.0,5.0,132.0,133.0,52.0,133.0,59.0
CD209,51.0,51.0,47.0,51.0,2.0,10.0,23.0,12.0,0.0,1.0,4.0,5.0,2.0,19.0,14.0,2.0,1.0,13.0,1.0,51.0,7.0,51.0,0.0,51.0,51.0,13.0,51.0,0.0,1.0,42.0,5.0,0.0,0.0,51.0,51.0,2.0,37.0,3.0,0.0,50.0,51.0,12.0,51.0,13.0
CD3,1542.0,1542.0,1297.0,1542.0,127.0,331.0,995.0,415.0,18.0,4.0,71.0,200.0,130.0,581.0,550.0,97.0,110.0,467.0,113.0,1542.0,332.0,1542.0,8.0,1538.0,1539.0,527.0,1541.0,17.0,100.0,1187.0,123.0,6.0,11.0,1542.0,1542.0,48.0,969.0,84.0,27.0,1517.0,1542.0,449.0,1542.0,562.0
CD31,2583.0,2583.0,2167.0,2583.0,144.0,484.0,1736.0,637.0,18.0,5.0,200.0,172.0,152.0,927.0,832.0,126.0,149.0,731.0,148.0,2583.0,499.0,2583.0,7.0,2577.0,2569.0,779.0,2582.0,16.0,148.0,2023.0,228.0,10.0,16.0,2583.0,2583.0,66.0,1642.0,183.0,37.0,2500.0,2583.0,726.0,2583.0,870.0
CD4,1236.0,1236.0,1037.0,1236.0,113.0,293.0,825.0,348.0,24.0,2.0,130.0,152.0,60.0,480.0,453.0,85.0,90.0,367.0,105.0,1236.0,272.0,1236.0,8.0,1232.0,1234.0,430.0,1235.0,15.0,66.0,953.0,120.0,5.0,12.0,1236.0,1236.0,46.0,782.0,66.0,28.0,1218.0,1236.0,356.0,1236.0,438.0
CD45,7921.0,7919.0,6675.0,7921.0,441.0,1450.0,5212.0,1900.0,72.0,19.0,581.0,927.0,480.0,1371.0,2480.0,408.0,486.0,2098.0,410.0,7921.0,1581.0,7921.0,19.0,7908.0,7890.0,2296.0,7919.0,41.0,468.0,6333.0,621.0,22.0,46.0,7921.0,7921.0,188.0,5106.0,504.0,100.0,7669.0,7921.0,2045.0,7921.0,2487.0
CD45RO,7055.0,7055.0,6016.0,7055.0,417.0,1309.0,4767.0,1740.0,62.0,14.0,550.0,832.0,453.0,2480.0,1233.0,388.0,414.0,1932.0,386.0,7055.0,1597.0,7055.0,18.0,7042.0,7035.0,2071.0,7053.0,36.0,483.0,5675.0,658.0,21.0,38.0,7055.0,7055.0,180.0,4701.0,520.0,99.0,6923.0,7055.0,1856.0,7055.0,2223.0
CD56,1175.0,1175.0,996.0,1175.0,62.0,207.0,799.0,253.0,8.0,2.0,97.0,126.0,85.0,408.0,388.0,40.0,68.0,302.0,69.0,1175.0,269.0,1175.0,5.0,1173.0,1171.0,329.0,1175.0,3.0,99.0,958.0,114.0,6.0,6.0,1175.0,1175.0,23.0,814.0,91.0,17.0,1146.0,1175.0,293.0,1175.0,361.0
CD63,1189.0,1189.0,977.0,1189.0,90.0,266.0,780.0,329.0,22.0,1.0,110.0,149.0,90.0,486.0,414.0,68.0,41.0,362.0,93.0,1189.0,253.0,1189.0,5.0,1184.0,1184.0,413.0,1189.0,7.0,73.0,920.0,92.0,2.0,10.0,1189.0,1189.0,33.0,741.0,87.0,24.0,1164.0,1189.0,355.0,1189.0,433.0
CD68,6222.0,6221.0,5214.0,6222.0,332.0,1129.0,4046.0,1476.0,54.0,13.0,467.0,731.0,367.0,2098.0,1932.0,302.0,362.0,817.0,329.0,6222.0,1227.0,6222.0,13.0,6208.0,6196.0,1802.0,6221.0,28.0,347.0,4981.0,464.0,13.0,42.0,6222.0,6222.0,146.0,3991.0,390.0,73.0,6008.0,6222.0,1607.0,6222.0,1947.0
CD8,1060.0,1060.0,877.0,1060.0,99.0,238.0,702.0,291.0,16.0,1.0,113.0,148.0,105.0,410.0,386.0,69.0,93.0,329.0,47.0,1060.0,233.0,1060.0,7.0,1057.0,1057.0,374.0,1060.0,9.0,77.0,812.0,86.0,4.0,5.0,1060.0,1060.0,36.0,657.0,63.0,21.0,1047.0,1060.0,326.0,1060.0,400.0
dsDNA,26870.0,26865.0,22794.0,26870.0,1112.0,4094.0,17044.0,5507.0,133.0,51.0,1542.0,2583.0,1236.0,7921.0,7055.0,1175.0,1189.0,6222.0,1060.0,13435.0,4875.0,26870.0,42.0,26831.0,26690.0,6601.0,26845.0,82.0,1595.0,22257.0,1848.0,58.0,150.0,26870.0,26870.0,427.0,17514.0,1591.0,239.0,25469.0,26870.0,5688.0,26870.0,7209.0
EGFR,4875.0,4875.0,4213.0,4875.0,249.0,812.0,3290.0,1084.0,26.0,7.0,332.0,499.0,272.0,1581.0,1597.0,269.0,253.0,1227.0,233.0,4875.0,556.0,4875.0,11.0,4869.0,4855.0,1284.0,4872.0,15.0,352.0,4000.0,428.0,12.0,38.0,4875.0,4875.0,93.0,3336.0,331.0,53.0,4750.0,4875.0,1167.0,4875.0,1419.0
Fe,26870.0,26865.0,22794.0,26870.0,1112.0,4094.0,17044.0,5507.0,133.0,51.0,1542.0,2583.0,1236.0,7921.0,7055.0,1175.0,1189.0,6222.0,1060.0,26870.0,4875.0,13435.0,42.0,26831.0,26690.0,6601.0,26845.0,82.0,1595.0,22257.0,1848.0,58.0,150.0,26870.0,26870.0,427.0,17514.0,1591.0,239.0,25469.0,26870.0,5688.0,26870.0,7209.0
