,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,15332.0,30652.0,29359.0,30664.0,33.0,439.0,1594.0,600.0,0.0,31.0,28.0,304.0,70.0,1577.0,2171.0,0.0,1099.0,1165.0,30.0,30664.0,4012.0,30664.0,0.0,30646.0,29733.0,359.0,24938.0,0.0,135.0,7840.0,4220.0,0.0,186.0,30664.0,30664.0,23782.0,7005.0,523.0,73.0,24977.0,30664.0,875.0,30660.0,18450.0
Background,30652.0,15320.0,29348.0,30652.0,33.0,439.0,1594.0,600.0,0.0,31.0,28.0,304.0,70.0,1574.0,2171.0,0.0,1099.0,1165.0,30.0,30652.0,4012.0,30652.0,0.0,30634.0,29721.0,359.0,24928.0,0.0,135.0,7836.0,4219.0,0.0,186.0,30652.0,30652.0,23771.0,7003.0,523.0,73.0,24967.0,30652.0,875.0,30648.0,18443.0
Beta catenin,29359.0,29348.0,14089.0,29359.0,30.0,395.0,1541.0,569.0,0.0,27.0,26.0,291.0,60.0,1476.0,2068.0,0.0,1019.0,1071.0,27.0,29359.0,3876.0,29359.0,0.0,29344.0,28479.0,331.0,23860.0,0.0,121.0,7552.0,4055.0,0.0,178.0,29359.0,29359.0,22822.0,6755.0,494.0,70.0,23917.0,29359.0,832.0,29355.0,17686.0
Ca,30664.0,30652.0,29359.0,15332.0,33.0,439.0,1594.0,600.0,0.0,31.0,28.0,304.0,70.0,1577.0,2171.0,0.0,1099.0,1165.0,30.0,30664.0,4012.0,30664.0,0.0,30646.0,29733.0,359.0,24938.0,0.0,135.0,7840.0,4220.0,0.0,186.0,30664.0,30664.0,23782.0,7005.0,523.0,73.0,24977.0,30664.0,875.0,30660.0,18450.0
CD11b,33.0,33.0,30.0,33.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,33.0,2.0,33.0,0.0,33.0,30.0,0.0,24.0,0.0,0.0,5.0,7.0,0.0,1.0,33.0,33.0,20.0,4.0,0.0,0.0,23.0,33.0,1.0,33.0,22.0
CD11c,439.0,439.0,395.0,439.0,1.0,14.0,14.0,25.0,0.0,1.0,1.0,5.0,8.0,58.0,41.0,0.0,44.0,67.0,2.0,439.0,37.0,439.0,0.0,439.0,414.0,23.0,369.0,0.0,7.0,107.0,56.0,0.0,5.0,439.0,439.0,296.0,99.0,10.0,2.0,361.0,439.0,15.0,439.0,286.0
CD138,1594.0,1594.0,1541.0,1594.0,2.0,14.0,104.0,21.0,0.0,4.0,2.0,9.0,1.0,79.0,103.0,0.0,69.0,46.0,1.0,1594.0,359.0,1594.0,0.0,1593.0,1550.0,9.0,1309.0,0.0,5.0,529.0,271.0,0.0,9.0,1594.0,1594.0,1234.0,504.0,35.0,2.0,1308.0,1594.0,40.0,1594.0,1081.0
CD16,600.0,600.0,569.0,600.0,0.0,25.0,21.0,11.0,0.0,0.0,0.0,8.0,8.0,49.0,46.0,0.0,39.0,55.0,1.0,600.0,76.0,600.0,0.0,599.0,577.0,20.0,517.0,0.0,7.0,148.0,88.0,0.0,1.0,600.0,600.0,462.0,129.0,16.0,1.0,498.0,600.0,27.0,600.0,389.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,31.0,31.0,27.0,31.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,31.0,5.0,31.0,0.0,31.0,31.0,0.0,26.0,0.0,0.0,5.0,6.0,0.0,0.0,31.0,31.0,24.0,7.0,0.0,0.0,23.0,31.0,1.0,31.0,23.0
CD3,28.0,28.0,26.0,28.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,28.0,1.0,28.0,0.0,28.0,26.0,0.0,16.0,0.0,0.0,4.0,1.0,0.0,0.0,28.0,28.0,17.0,9.0,0.0,0.0,21.0,28.0,0.0,28.0,14.0
CD31,304.0,304.0,291.0,304.0,1.0,5.0,9.0,8.0,0.0,0.0,0.0,4.0,0.0,13.0,19.0,0.0,14.0,17.0,0.0,304.0,37.0,304.0,0.0,304.0,296.0,5.0,258.0,0.0,2.0,64.0,49.0,0.0,2.0,304.0,304.0,241.0,58.0,4.0,0.0,247.0,304.0,15.0,304.0,186.0
CD4,70.0,70.0,60.0,70.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0,0.0,9.0,14.0,0.0,70.0,4.0,70.0,0.0,70.0,67.0,7.0,60.0,0.0,0.0,18.0,7.0,0.0,0.0,70.0,70.0,46.0,10.0,2.0,0.0,59.0,70.0,1.0,70.0,51.0
CD45,1577.0,1574.0,1476.0,1577.0,2.0,58.0,79.0,49.0,0.0,3.0,2.0,13.0,13.0,81.0,135.0,0.0,105.0,149.0,3.0,1577.0,172.0,1577.0,0.0,1577.0,1492.0,54.0,1273.0,0.0,14.0,438.0,237.0,0.0,10.0,1577.0,1577.0,1140.0,410.0,31.0,3.0,1314.0,1577.0,53.0,1577.0,1022.0
CD45RO,2171.0,2171.0,2068.0,2171.0,0.0,41.0,103.0,46.0,0.0,0.0,1.0,19.0,8.0,135.0,98.0,0.0,107.0,135.0,1.0,2171.0,269.0,2171.0,0.0,2171.0,2071.0,35.0,1730.0,0.0,17.0,607.0,348.0,0.0,17.0,2171.0,2171.0,1580.0,551.0,31.0,7.0,1800.0,2171.0,64.0,2171.0,1368.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,1099.0,1099.0,1019.0,1099.0,3.0,44.0,69.0,39.0,0.0,3.0,1.0,14.0,9.0,105.0,107.0,0.0,39.0,103.0,1.0,1099.0,138.0,1099.0,0.0,1099.0,1045.0,36.0,908.0,0.0,15.0,281.0,170.0,0.0,11.0,1099.0,1099.0,778.0,273.0,23.0,3.0,901.0,1099.0,41.0,1099.0,714.0
CD68,1165.0,1165.0,1071.0,1165.0,1.0,67.0,46.0,55.0,0.0,4.0,2.0,17.0,14.0,149.0,135.0,0.0,103.0,85.0,2.0,1165.0,116.0,1165.0,0.0,1165.0,1085.0,59.0,945.0,0.0,19.0,308.0,177.0,0.0,11.0,1165.0,1165.0,772.0,288.0,29.0,3.0,964.0,1165.0,59.0,1165.0,773.0
CD8,30.0,30.0,27.0,30.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,30.0,2.0,30.0,0.0,30.0,29.0,1.0,25.0,0.0,0.0,7.0,4.0,0.0,0.0,30.0,30.0,24.0,5.0,0.0,0.0,23.0,30.0,0.0,30.0,19.0
dsDNA,30664.0,30652.0,29359.0,30664.0,33.0,439.0,1594.0,600.0,0.0,31.0,28.0,304.0,70.0,1577.0,2171.0,0.0,1099.0,1165.0,30.0,15332.0,4012.0,30664.0,0.0,30646.0,29733.0,359.0,24938.0,0.0,135.0,7840.0,4220.0,0.0,186.0,30664.0,30664.0,23782.0,7005.0,523.0,73.0,24977.0,30664.0,875.0,30660.0,18450.0
EGFR,4012.0,4012.0,3876.0,4012.0,2.0,37.0,359.0,76.0,0.0,5.0,1.0,37.0,4.0,172.0,269.0,0.0,138.0,116.0,2.0,4012.0,386.0,4012.0,0.0,4012.0,3908.0,35.0,3299.0,0.0,11.0,1160.0,623.0,0.0,17.0,4012.0,4012.0,3142.0,1039.0,78.0,8.0,3293.0,4012.0,123.0,4012.0,2543.0
Fe,30664.0,30652.0,29359.0,30664.0,33.0,439.0,1594.0,600.0,0.0,31.0,28.0,304.0,70.0,1577.0,2171.0,0.0,1099.0,1165.0,30.0,30664.0,4012.0,15332.0,0.0,30646.0,29733.0,359.0,24938.0,0.0,135.0,7840.0,4220.0,0.0,186.0,30664.0,30664.0,23782.0,7005.0,523.0,73.0,24977.0,30664.0,875.0,30660.0,18450.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
