,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,13801.0,27602.0,26128.0,27602.0,353.0,315.0,13906.0,4384.0,41.0,20.0,212.0,156.0,209.0,4946.0,10376.0,0.0,3970.0,1263.0,55.0,27602.0,15164.0,27602.0,53.0,27602.0,26570.0,12410.0,27569.0,269.0,26076.0,27408.0,3817.0,25.0,580.0,27602.0,27602.0,10517.0,24563.0,17.0,419.0,24445.0,27602.0,705.0,27602.0,6977.0
Background,27602.0,13801.0,26128.0,27602.0,353.0,315.0,13906.0,4384.0,41.0,20.0,212.0,156.0,209.0,4946.0,10376.0,0.0,3970.0,1263.0,55.0,27602.0,15164.0,27602.0,53.0,27602.0,26570.0,12410.0,27569.0,269.0,26076.0,27408.0,3817.0,25.0,580.0,27602.0,27602.0,10517.0,24563.0,17.0,419.0,24445.0,27602.0,705.0,27602.0,6977.0
Beta catenin,26128.0,26128.0,12373.0,26128.0,331.0,299.0,13227.0,4208.0,40.0,20.0,201.0,140.0,203.0,4687.0,9925.0,0.0,3800.0,1192.0,54.0,26128.0,14454.0,26128.0,50.0,26128.0,25152.0,11772.0,26095.0,262.0,24703.0,25946.0,3635.0,24.0,545.0,26128.0,26128.0,10035.0,23291.0,17.0,403.0,23182.0,26128.0,668.0,26128.0,6628.0
Ca,27602.0,27602.0,26128.0,13801.0,353.0,315.0,13906.0,4384.0,41.0,20.0,212.0,156.0,209.0,4946.0,10376.0,0.0,3970.0,1263.0,55.0,27602.0,15164.0,27602.0,53.0,27602.0,26570.0,12410.0,27569.0,269.0,26076.0,27408.0,3817.0,25.0,580.0,27602.0,27602.0,10517.0,24563.0,17.0,419.0,24445.0,27602.0,705.0,27602.0,6977.0
CD11b,353.0,353.0,331.0,353.0,2.0,4.0,183.0,65.0,1.0,0.0,0.0,2.0,2.0,67.0,142.0,0.0,77.0,14.0,1.0,353.0,190.0,353.0,1.0,353.0,316.0,148.0,353.0,5.0,333.0,350.0,51.0,0.0,16.0,353.0,353.0,134.0,320.0,0.0,4.0,302.0,353.0,9.0,353.0,84.0
CD11c,315.0,315.0,299.0,315.0,4.0,2.0,166.0,52.0,0.0,0.0,7.0,3.0,5.0,62.0,123.0,0.0,52.0,21.0,0.0,315.0,191.0,315.0,2.0,315.0,308.0,155.0,315.0,7.0,295.0,310.0,45.0,1.0,4.0,315.0,315.0,127.0,279.0,0.0,5.0,293.0,315.0,11.0,315.0,80.0
CD138,13906.0,13906.0,13227.0,13906.0,183.0,166.0,3906.0,2443.0,17.0,9.0,123.0,80.0,124.0,2683.0,5890.0,0.0,2319.0,718.0,30.0,13906.0,8498.0,13906.0,25.0,13906.0,13477.0,6667.0,13895.0,154.0,13119.0,13825.0,2108.0,10.0,287.0,13906.0,13906.0,5792.0,12521.0,12.0,243.0,12463.0,13906.0,403.0,13906.0,3690.0
CD16,4384.0,4384.0,4208.0,4384.0,65.0,52.0,2443.0,406.0,6.0,3.0,43.0,25.0,40.0,848.0,1919.0,0.0,771.0,209.0,13.0,4384.0,2708.0,4384.0,7.0,4384.0,4242.0,2158.0,4382.0,59.0,4156.0,4366.0,705.0,5.0,98.0,4384.0,4384.0,1914.0,3960.0,2.0,81.0,3988.0,4384.0,125.0,4384.0,1136.0
CD20,41.0,41.0,40.0,41.0,1.0,0.0,17.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,0.0,2.0,1.0,0.0,41.0,20.0,41.0,0.0,41.0,41.0,17.0,41.0,2.0,41.0,41.0,7.0,0.0,1.0,41.0,41.0,23.0,38.0,0.0,1.0,40.0,41.0,0.0,41.0,9.0
CD209,20.0,20.0,20.0,20.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,3.0,1.0,0.0,20.0,14.0,20.0,0.0,20.0,19.0,10.0,20.0,1.0,19.0,20.0,2.0,0.0,0.0,20.0,20.0,10.0,18.0,0.0,0.0,20.0,20.0,0.0,20.0,4.0
CD3,212.0,212.0,201.0,212.0,0.0,7.0,123.0,43.0,0.0,1.0,2.0,9.0,2.0,56.0,93.0,0.0,32.0,20.0,1.0,212.0,127.0,212.0,0.0,212.0,206.0,110.0,211.0,5.0,194.0,210.0,47.0,1.0,2.0,212.0,212.0,88.0,184.0,0.0,6.0,198.0,212.0,6.0,212.0,61.0
CD31,156.0,156.0,140.0,156.0,2.0,3.0,80.0,25.0,1.0,0.0,9.0,1.0,5.0,41.0,77.0,0.0,19.0,12.0,2.0,156.0,80.0,156.0,0.0,156.0,147.0,85.0,155.0,1.0,139.0,155.0,31.0,1.0,4.0,156.0,156.0,60.0,134.0,0.0,2.0,140.0,156.0,7.0,156.0,45.0
