,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,16183.0,32366.0,23522.0,32366.0,3254.0,10257.0,8896.0,16812.0,256.0,1900.0,13245.0,5889.0,8100.0,23469.0,16520.0,66.0,10362.0,14612.0,10822.0,32366.0,12525.0,32366.0,370.0,32366.0,30979.0,18967.0,32157.0,5288.0,21.0,13733.0,2385.0,1276.0,1321.0,32366.0,32366.0,14.0,13046.0,10184.0,3466.0,31256.0,32366.0,10467.0,32336.0,20113.0
Background,32366.0,16183.0,23522.0,32366.0,3254.0,10257.0,8896.0,16812.0,256.0,1900.0,13245.0,5889.0,8100.0,23469.0,16520.0,66.0,10362.0,14612.0,10822.0,32366.0,12525.0,32366.0,370.0,32366.0,30979.0,18967.0,32157.0,5288.0,21.0,13733.0,2385.0,1276.0,1321.0,32366.0,32366.0,14.0,13046.0,10184.0,3466.0,31256.0,32366.0,10467.0,32336.0,20113.0
Beta catenin,23522.0,23522.0,8836.0,23522.0,2325.0,7293.0,6503.0,12073.0,207.0,1402.0,9652.0,4365.0,5836.0,16946.0,11970.0,50.0,7630.0,10390.0,7920.0,23522.0,9504.0,23522.0,270.0,23522.0,22752.0,13575.0,23393.0,3909.0,19.0,10386.0,1801.0,923.0,949.0,23522.0,23522.0,10.0,9722.0,7462.0,2534.0,22905.0,23522.0,7824.0,23508.0,14483.0
Ca,32366.0,32366.0,23522.0,16183.0,3254.0,10257.0,8896.0,16812.0,256.0,1900.0,13245.0,5889.0,8100.0,23469.0,16520.0,66.0,10362.0,14612.0,10822.0,32366.0,12525.0,32366.0,370.0,32366.0,30979.0,18967.0,32157.0,5288.0,21.0,13733.0,2385.0,1276.0,1321.0,32366.0,32366.0,14.0,13046.0,10184.0,3466.0,31256.0,32366.0,10467.0,32336.0,20113.0
CD11b,3254.0,3254.0,2325.0,3254.0,315.0,1419.0,914.0,1960.0,34.0,235.0,1513.0,619.0,1141.0,2497.0,1959.0,7.0,1167.0,1667.0,1164.0,3254.0,1090.0,3254.0,46.0,3254.0,3099.0,2201.0,3224.0,686.0,3.0,1280.0,274.0,131.0,133.0,3254.0,3254.0,3.0,1136.0,1226.0,442.0,3138.0,3254.0,1122.0,3253.0,2265.0
CD11c,10257.0,10257.0,7293.0,10257.0,1419.0,1920.0,2827.0,5820.0,94.0,692.0,4528.0,1935.0,3126.0,7721.0,5733.0,15.0,3501.0,5021.0,3592.0,10257.0,3587.0,10257.0,126.0,10257.0,9805.0,6544.0,10184.0,1923.0,7.0,4034.0,784.0,399.0,394.0,10257.0,10257.0,7.0,3753.0,3520.0,1238.0,9918.0,10257.0,3409.0,10251.0,6801.0
CD138,8896.0,8896.0,6503.0,8896.0,914.0,2827.0,1464.0,4651.0,83.0,611.0,3550.0,1757.0,2255.0,6484.0,4453.0,20.0,2956.0,4149.0,2851.0,8896.0,3361.0,8896.0,97.0,8896.0,8451.0,5317.0,8826.0,1532.0,1.0,3682.0,663.0,347.0,268.0,8896.0,8896.0,5.0,3475.0,2685.0,900.0,8529.0,8896.0,2976.0,8883.0,5614.0
CD16,16812.0,16812.0,12073.0,16812.0,1960.0,5820.0,4651.0,4686.0,138.0,1113.0,7249.0,3322.0,4749.0,12668.0,9156.0,31.0,5668.0,8071.0,5785.0,16812.0,5930.0,16812.0,210.0,16812.0,16157.0,10555.0,16717.0,3022.0,11.0,6620.0,1241.0,686.0,691.0,16812.0,16812.0,8.0,6158.0,5540.0,1963.0,16315.0,16812.0,5848.0,16799.0,11141.0
CD20,256.0,256.0,207.0,256.0,34.0,94.0,83.0,138.0,6.0,21.0,113.0,56.0,76.0,193.0,138.0,1.0,93.0,120.0,100.0,256.0,98.0,256.0,2.0,256.0,252.0,159.0,254.0,55.0,2.0,104.0,17.0,9.0,6.0,256.0,256.0,0.0,98.0,90.0,24.0,254.0,256.0,95.0,256.0,169.0
CD209,1900.0,1900.0,1402.0,1900.0,235.0,692.0,611.0,1113.0,21.0,89.0,883.0,426.0,587.0,1485.0,1092.0,9.0,732.0,1001.0,673.0,1900.0,624.0,1900.0,20.0,1900.0,1827.0,1261.0,1886.0,379.0,0.0,721.0,151.0,75.0,55.0,1900.0,1900.0,0.0,622.0,663.0,241.0,1847.0,1900.0,714.0,1897.0,1352.0
