,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,12055.0,24106.0,16067.0,24110.0,8836.0,2827.0,12104.0,9671.0,2268.0,1319.0,13725.0,2788.0,4026.0,22744.0,18690.0,178.0,6343.0,10817.0,11354.0,24110.0,156.0,24110.0,21.0,24104.0,22581.0,22993.0,24110.0,8144.0,2442.0,13849.0,1623.0,723.0,2678.0,24110.0,24110.0,76.0,17372.0,2384.0,406.0,22501.0,24110.0,709.0,24110.0,3232.0
Background,24106.0,12051.0,16063.0,24106.0,8835.0,2827.0,12102.0,9670.0,2268.0,1319.0,13722.0,2788.0,4026.0,22740.0,18687.0,178.0,6342.0,10816.0,11350.0,24106.0,156.0,24106.0,21.0,24100.0,22577.0,22989.0,24106.0,8144.0,2441.0,13845.0,1622.0,722.0,2678.0,24106.0,24106.0,76.0,17368.0,2384.0,406.0,22497.0,24106.0,709.0,24106.0,3232.0
Beta catenin,16067.0,16063.0,5692.0,16067.0,5833.0,1958.0,8494.0,6438.0,1556.0,845.0,9058.0,1524.0,2524.0,15095.0,12374.0,115.0,4318.0,6867.0,7837.0,16067.0,106.0,16067.0,12.0,16064.0,15095.0,15483.0,16067.0,5930.0,1884.0,9895.0,1077.0,515.0,1759.0,16067.0,16067.0,57.0,12140.0,1707.0,283.0,15101.0,16067.0,438.0,16067.0,2242.0
Ca,24110.0,24106.0,16067.0,12055.0,8836.0,2827.0,12104.0,9671.0,2268.0,1319.0,13725.0,2788.0,4026.0,22744.0,18690.0,178.0,6343.0,10817.0,11354.0,24110.0,156.0,24110.0,21.0,24104.0,22581.0,22993.0,24110.0,8144.0,2442.0,13849.0,1623.0,723.0,2678.0,24110.0,24110.0,76.0,17372.0,2384.0,406.0,22501.0,24110.0,709.0,24110.0,3232.0
CD11b,8836.0,8835.0,5833.0,8836.0,1837.0,1202.0,4587.0,3644.0,799.0,441.0,5042.0,782.0,1545.0,8320.0,6977.0,80.0,2699.0,4151.0,4011.0,8836.0,69.0,8836.0,7.0,8833.0,8183.0,8523.0,8836.0,2965.0,962.0,5025.0,503.0,256.0,1229.0,8836.0,8836.0,25.0,6636.0,914.0,140.0,8101.0,8836.0,210.0,8836.0,1168.0
CD11c,2827.0,2827.0,1958.0,2827.0,1202.0,228.0,1502.0,1234.0,265.0,130.0,1606.0,258.0,490.0,2668.0,2228.0,23.0,867.0,1313.0,1361.0,2827.0,26.0,2827.0,1.0,2826.0,2654.0,2732.0,2827.0,1112.0,391.0,1697.0,168.0,94.0,369.0,2827.0,2827.0,10.0,2163.0,333.0,55.0,2651.0,2827.0,78.0,2827.0,468.0
CD138,12104.0,12102.0,8494.0,12104.0,4587.0,1502.0,3498.0,4867.0,1133.0,615.0,6903.0,1262.0,2102.0,11410.0,9441.0,96.0,3536.0,5359.0,5785.0,12104.0,107.0,12104.0,12.0,12102.0,11396.0,11610.0,12104.0,4535.0,1579.0,7432.0,844.0,434.0,1462.0,12104.0,12104.0,57.0,9111.0,1273.0,253.0,11415.0,12104.0,358.0,12104.0,1882.0
CD16,9671.0,9670.0,6438.0,9671.0,3644.0,1234.0,4867.0,2042.0,921.0,556.0,5508.0,1118.0,1665.0,9128.0,7575.0,80.0,2665.0,4425.0,4567.0,9671.0,64.0,9671.0,6.0,9670.0,9097.0,9229.0,9671.0,3409.0,1053.0,5573.0,644.0,307.0,1105.0,9671.0,9671.0,25.0,7006.0,955.0,160.0,9082.0,9671.0,291.0,9671.0,1318.0
CD20,2268.0,2268.0,1556.0,2268.0,799.0,265.0,1133.0,921.0,127.0,155.0,1281.0,273.0,392.0,2151.0,1730.0,13.0,537.0,967.0,1075.0,2268.0,10.0,2268.0,2.0,2268.0,2132.0,2157.0,2268.0,799.0,205.0,1303.0,156.0,74.0,217.0,2268.0,2268.0,7.0,1604.0,240.0,45.0,2135.0,2268.0,75.0,2268.0,306.0
CD209,1319.0,1319.0,845.0,1319.0,441.0,130.0,615.0,556.0,155.0,50.0,800.0,193.0,260.0,1261.0,1035.0,10.0,303.0,594.0,637.0,1319.0,10.0,1319.0,0.0,1318.0,1242.0,1245.0,1319.0,410.0,105.0,726.0,98.0,54.0,131.0,1319.0,1319.0,3.0,875.0,117.0,28.0,1239.0,1319.0,52.0,1319.0,150.0
CD3,13725.0,13722.0,9058.0,13725.0,5042.0,1606.0,6903.0,5508.0,1281.0,800.0,3965.0,1608.0,2331.0,12987.0,10708.0,108.0,3620.0,6263.0,6601.0,13725.0,97.0,13725.0,12.0,13722.0,12849.0,13092.0,13725.0,4691.0,1372.0,7817.0,937.0,458.0,1564.0,13725.0,13725.0,49.0,9862.0,1377.0,243.0,12793.0,13725.0,404.0,13725.0,1843.0
CD31,2788.0,2788.0,1524.0,2788.0,782.0,258.0,1262.0,1118.0,273.0,193.0,1608.0,368.0,541.0,2681.0,2141.0,18.0,535.0,1385.0,1270.0,2788.0,14.0,2788.0,7.0,2788.0,2686.0,2469.0,2788.0,761.0,201.0,1277.0,270.0,94.0,181.0,2788.0,2788.0,13.0,1489.0,245.0,44.0,2692.0,2788.0,155.0,2788.0,409.0
CD4,4026.0,4026.0,2524.0,4026.0,1545.0,490.0,2102.0,1665.0,392.0,260.0,2331.0,541.0,409.0,3822.0,3177.0,39.0,1151.0,1956.0,1869.0,4026.0,28.0,4026.0,2.0,4026.0,3787.0,3791.0,4026.0,1359.0,424.0,2170.0,283.0,124.0,491.0,4026.0,4026.0,10.0,2753.0,394.0,85.0,3778.0,4026.0,128.0,4026.0,606.0
CD45,22744.0,22740.0,15095.0,22744.0,8320.0,2668.0,11410.0,9128.0,2151.0,1261.0,12987.0,2681.0,3822.0,10734.0,17661.0,167.0,5966.0,10247.0,10701.0,22744.0,144.0,22744.0,21.0,22739.0,21302.0,21668.0,22744.0,7667.0,2283.0,13008.0,1542.0,689.0,2535.0,22744.0,22744.0,73.0,16334.0,2243.0,383.0,21229.0,22744.0,682.0,22744.0,3046.0
