,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5157.0,3697.0,5157.0,1763.0,3756.0,232.0,3832.0,811.0,66.0,4083.0,1391.0,2400.0,4976.0,4553.0,200.0,1641.0,3462.0,4099.0,5157.0,116.0,5157.0,19.0,5156.0,5099.0,5052.0,5157.0,4593.0,1706.0,3262.0,741.0,409.0,303.0,5157.0,5157.0,900.0,2989.0,3268.0,578.0,5079.0,5157.0,255.0,5157.0,4357.0
Background,5157.0,0.0,3697.0,5157.0,1763.0,3756.0,232.0,3832.0,811.0,66.0,4083.0,1391.0,2400.0,4976.0,4553.0,200.0,1641.0,3462.0,4099.0,5157.0,116.0,5157.0,19.0,5156.0,5099.0,5052.0,5157.0,4593.0,1706.0,3262.0,741.0,409.0,303.0,5157.0,5157.0,900.0,2989.0,3268.0,578.0,5079.0,5157.0,255.0,5157.0,4357.0
Beta catenin,3697.0,3697.0,0.0,3697.0,984.0,2372.0,125.0,2478.0,366.0,37.0,2746.0,719.0,1245.0,3519.0,3111.0,129.0,957.0,2087.0,2829.0,3697.0,114.0,3697.0,13.0,3697.0,3641.0,3614.0,3697.0,3531.0,1660.0,2953.0,577.0,281.0,196.0,3697.0,3697.0,881.0,2864.0,2229.0,295.0,3667.0,3697.0,212.0,3697.0,2974.0
Ca,5157.0,5157.0,3697.0,0.0,1763.0,3756.0,232.0,3832.0,811.0,66.0,4083.0,1391.0,2400.0,4976.0,4553.0,200.0,1641.0,3462.0,4099.0,5157.0,116.0,5157.0,19.0,5156.0,5099.0,5052.0,5157.0,4593.0,1706.0,3262.0,741.0,409.0,303.0,5157.0,5157.0,900.0,2989.0,3268.0,578.0,5079.0,5157.0,255.0,5157.0,4357.0
CD11b,1763.0,1763.0,984.0,1763.0,0.0,1757.0,91.0,1741.0,482.0,50.0,1596.0,817.0,1478.0,1763.0,1763.0,106.0,1083.0,1701.0,1651.0,1763.0,21.0,1763.0,13.0,1763.0,1762.0,1763.0,1763.0,1602.0,268.0,866.0,198.0,178.0,185.0,1763.0,1763.0,61.0,616.0,1604.0,320.0,1755.0,1763.0,102.0,1763.0,1729.0
CD11c,3756.0,3756.0,2372.0,3756.0,1757.0,0.0,198.0,3533.0,775.0,63.0,3273.0,1307.0,2340.0,3754.0,3716.0,171.0,1585.0,3245.0,3272.0,3756.0,74.0,3756.0,19.0,3756.0,3748.0,3750.0,3756.0,3287.0,851.0,2008.0,478.0,343.0,291.0,3756.0,3756.0,360.0,1730.0,2744.0,535.0,3710.0,3756.0,213.0,3756.0,3508.0
CD138,232.0,232.0,125.0,232.0,91.0,198.0,0.0,215.0,53.0,8.0,197.0,150.0,148.0,231.0,226.0,13.0,107.0,211.0,190.0,232.0,6.0,232.0,3.0,232.0,232.0,230.0,232.0,182.0,32.0,84.0,23.0,35.0,14.0,232.0,232.0,10.0,73.0,142.0,41.0,227.0,232.0,26.0,232.0,211.0
CD16,3832.0,3832.0,2478.0,3832.0,1741.0,3533.0,215.0,0.0,752.0,66.0,3300.0,1317.0,2298.0,3827.0,3757.0,171.0,1590.0,3274.0,3311.0,3832.0,76.0,3832.0,17.0,3832.0,3823.0,3823.0,3832.0,3351.0,913.0,2106.0,483.0,351.0,278.0,3832.0,3832.0,387.0,1839.0,2746.0,535.0,3771.0,3832.0,226.0,3832.0,3538.0
CD20,811.0,811.0,366.0,811.0,482.0,775.0,53.0,752.0,0.0,23.0,764.0,312.0,680.0,811.0,805.0,38.0,326.0,737.0,736.0,811.0,11.0,811.0,3.0,811.0,811.0,810.0,811.0,673.0,80.0,269.0,93.0,68.0,58.0,811.0,811.0,26.0,169.0,618.0,179.0,804.0,811.0,37.0,811.0,782.0
CD209,66.0,66.0,37.0,66.0,50.0,63.0,8.0,66.0,23.0,0.0,60.0,39.0,62.0,66.0,65.0,4.0,39.0,66.0,64.0,66.0,1.0,66.0,1.0,66.0,66.0,66.0,66.0,53.0,8.0,27.0,5.0,8.0,4.0,66.0,66.0,2.0,27.0,60.0,18.0,66.0,66.0,3.0,66.0,66.0
CD3,4083.0,4083.0,2746.0,4083.0,1596.0,3273.0,197.0,3300.0,764.0,60.0,0.0,1220.0,2263.0,4077.0,3968.0,164.0,1426.0,3018.0,3738.0,4083.0,82.0,4083.0,19.0,4082.0,4072.0,4036.0,4083.0,3611.0,1140.0,2394.0,579.0,408.0,257.0,4083.0,4083.0,550.0,2123.0,2737.0,574.0,4028.0,4083.0,209.0,4083.0,3719.0
CD31,1391.0,1391.0,719.0,1391.0,817.0,1307.0,150.0,1317.0,312.0,39.0,1220.0,0.0,1063.0,1387.0,1361.0,78.0,723.0,1315.0,1209.0,1391.0,14.0,1391.0,7.0,1391.0,1391.0,1381.0,1391.0,1127.0,126.0,527.0,139.0,142.0,128.0,1391.0,1391.0,26.0,328.0,1075.0,249.0,1373.0,1391.0,142.0,1391.0,1339.0
CD4,2400.0,2400.0,1245.0,2400.0,1478.0,2340.0,148.0,2298.0,680.0,62.0,2263.0,1063.0,0.0,2400.0,2400.0,122.0,1176.0,2235.0,2176.0,2400.0,30.0,2400.0,17.0,2400.0,2399.0,2394.0,2400.0,2067.0,312.0,990.0,278.0,241.0,199.0,2400.0,2400.0,87.0,721.0,1967.0,507.0,2379.0,2400.0,160.0,2400.0,2337.0
CD45,4976.0,4976.0,3519.0,4976.0,1763.0,3754.0,231.0,3827.0,811.0,66.0,4077.0,1387.0,2400.0,0.0,4542.0,196.0,1636.0,3454.0,4090.0,4976.0,109.0,4976.0,19.0,4975.0,4945.0,4896.0,4976.0,4416.0,1585.0,3089.0,717.0,409.0,303.0,4976.0,4976.0,833.0,2815.0,3187.0,578.0,4903.0,4976.0,251.0,4976.0,4296.0
CD45RO,4553.0,4553.0,3111.0,4553.0,1763.0,3716.0,226.0,3757.0,805.0,65.0,3968.0,1361.0,2400.0,4542.0,0.0,190.0,1629.0,3416.0,3948.0,4553.0,94.0,4553.0,19.0,4552.0,4537.0,4510.0,4553.0,4014.0,1321.0,2696.0,634.0,408.0,300.0,4553.0,4553.0,645.0,2420.0,3027.0,577.0,4486.0,4553.0,243.0,4553.0,4083.0
CD56,200.0,200.0,129.0,200.0,106.0,171.0,13.0,171.0,38.0,4.0,164.0,78.0,122.0,196.0,190.0,0.0,93.0,157.0,162.0,200.0,6.0,200.0,2.0,200.0,200.0,199.0,200.0,178.0,51.0,95.0,14.0,21.0,11.0,200.0,200.0,15.0,80.0,139.0,27.0,196.0,200.0,21.0,200.0,183.0
CD63,1641.0,1641.0,957.0,1641.0,1083.0,1585.0,107.0,1590.0,326.0,39.0,1426.0,723.0,1176.0,1636.0,1629.0,93.0,0.0,1592.0,1501.0,1641.0,32.0,1641.0,9.0,1641.0,1638.0,1640.0,1641.0,1446.0,302.0,909.0,186.0,185.0,153.0,1641.0,1641.0,95.0,697.0,1384.0,238.0,1636.0,1641.0,95.0,1641.0,1607.0
CD68,3462.0,3462.0,2087.0,3462.0,1701.0,3245.0,211.0,3274.0,737.0,66.0,3018.0,1315.0,2235.0,3454.0,3416.0,157.0,1592.0,0.0,3018.0,3462.0,61.0,3462.0,15.0,3462.0,3456.0,3450.0,3462.0,2970.0,692.0,1745.0,423.0,331.0,282.0,3462.0,3462.0,271.0,1479.0,2566.0,518.0,3417.0,3462.0,220.0,3462.0,3275.0
CD8,4099.0,4099.0,2829.0,4099.0,1651.0,3272.0,190.0,3311.0,736.0,64.0,3738.0,1209.0,2176.0,4090.0,3948.0,162.0,1501.0,3018.0,0.0,4099.0,69.0,4099.0,19.0,4098.0,4083.0,4050.0,4099.0,3677.0,1187.0,2503.0,579.0,399.0,261.0,4099.0,4099.0,581.0,2225.0,2776.0,552.0,4052.0,4099.0,202.0,4099.0,3709.0
dsDNA,5157.0,5157.0,3697.0,5157.0,1763.0,3756.0,232.0,3832.0,811.0,66.0,4083.0,1391.0,2400.0,4976.0,4553.0,200.0,1641.0,3462.0,4099.0,0.0,116.0,5157.0,19.0,5156.0,5099.0,5052.0,5157.0,4593.0,1706.0,3262.0,741.0,409.0,303.0,5157.0,5157.0,900.0,2989.0,3268.0,578.0,5079.0,5157.0,255.0,5157.0,4357.0
EGFR,116.0,116.0,114.0,116.0,21.0,74.0,6.0,76.0,11.0,1.0,82.0,14.0,30.0,109.0,94.0,6.0,32.0,61.0,69.0,116.0,0.0,116.0,3.0,116.0,113.0,115.0,116.0,115.0,87.0,103.0,20.0,8.0,7.0,116.0,116.0,29.0,101.0,83.0,5.0,116.0,116.0,5.0,116.0,95.0
Fe,5157.0,5157.0,3697.0,5157.0,1763.0,3756.0,232.0,3832.0,811.0,66.0,4083.0,1391.0,2400.0,4976.0,4553.0,200.0,1641.0,3462.0,4099.0,5157.0,116.0,0.0,19.0,5156.0,5099.0,5052.0,5157.0,4593.0,1706.0,3262.0,741.0,409.0,303.0,5157.0,5157.0,900.0,2989.0,3268.0,578.0,5079.0,5157.0,255.0,5157.0,4357.0
