,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,2045.0,1698.0,2045.0,71.0,378.0,561.0,191.0,10.0,32.0,119.0,48.0,100.0,871.0,348.0,2.0,359.0,398.0,92.0,2045.0,789.0,2045.0,0.0,2045.0,2022.0,746.0,1920.0,78.0,572.0,951.0,59.0,0.0,85.0,2045.0,2045.0,130.0,1348.0,810.0,8.0,2019.0,2045.0,1297.0,2045.0,1547.0
Background,2045.0,0.0,1698.0,2045.0,71.0,378.0,561.0,191.0,10.0,32.0,119.0,48.0,100.0,871.0,348.0,2.0,359.0,398.0,92.0,2045.0,789.0,2045.0,0.0,2045.0,2022.0,746.0,1920.0,78.0,572.0,951.0,59.0,0.0,85.0,2045.0,2045.0,130.0,1348.0,810.0,8.0,2019.0,2045.0,1297.0,2045.0,1547.0
Beta catenin,1698.0,1698.0,0.0,1698.0,49.0,290.0,532.0,144.0,7.0,20.0,82.0,39.0,63.0,671.0,246.0,2.0,310.0,286.0,65.0,1698.0,788.0,1698.0,0.0,1698.0,1679.0,564.0,1654.0,74.0,561.0,938.0,55.0,0.0,78.0,1698.0,1698.0,129.0,1253.0,800.0,6.0,1689.0,1698.0,1171.0,1698.0,1239.0
Ca,2045.0,2045.0,1698.0,0.0,71.0,378.0,561.0,191.0,10.0,32.0,119.0,48.0,100.0,871.0,348.0,2.0,359.0,398.0,92.0,2045.0,789.0,2045.0,0.0,2045.0,2022.0,746.0,1920.0,78.0,572.0,951.0,59.0,0.0,85.0,2045.0,2045.0,130.0,1348.0,810.0,8.0,2019.0,2045.0,1297.0,2045.0,1547.0
CD11b,71.0,71.0,49.0,71.0,0.0,69.0,11.0,45.0,4.0,7.0,8.0,2.0,37.0,71.0,56.0,1.0,22.0,69.0,5.0,71.0,7.0,71.0,0.0,71.0,71.0,70.0,71.0,1.0,11.0,8.0,3.0,0.0,4.0,71.0,71.0,2.0,41.0,13.0,1.0,71.0,71.0,49.0,71.0,70.0
CD11c,378.0,378.0,290.0,378.0,69.0,0.0,64.0,153.0,6.0,11.0,44.0,7.0,63.0,335.0,150.0,1.0,84.0,241.0,35.0,378.0,64.0,378.0,0.0,378.0,370.0,359.0,377.0,6.0,62.0,70.0,16.0,0.0,9.0,378.0,378.0,10.0,223.0,61.0,4.0,377.0,378.0,282.0,378.0,369.0
CD138,561.0,561.0,532.0,561.0,11.0,64.0,0.0,32.0,3.0,9.0,16.0,9.0,21.0,207.0,74.0,1.0,105.0,68.0,17.0,561.0,392.0,561.0,0.0,561.0,556.0,140.0,558.0,43.0,291.0,451.0,21.0,0.0,43.0,561.0,561.0,52.0,530.0,394.0,1.0,560.0,561.0,293.0,561.0,307.0
CD16,191.0,191.0,144.0,191.0,45.0,153.0,32.0,0.0,5.0,2.0,17.0,6.0,35.0,170.0,79.0,1.0,42.0,153.0,14.0,191.0,30.0,191.0,0.0,191.0,186.0,188.0,191.0,3.0,32.0,37.0,4.0,0.0,2.0,191.0,191.0,5.0,129.0,36.0,2.0,191.0,191.0,136.0,191.0,182.0
CD20,10.0,10.0,7.0,10.0,4.0,6.0,3.0,5.0,0.0,1.0,1.0,2.0,2.0,7.0,4.0,1.0,1.0,5.0,1.0,10.0,3.0,10.0,0.0,10.0,9.0,7.0,9.0,1.0,2.0,3.0,1.0,0.0,1.0,10.0,10.0,1.0,4.0,3.0,1.0,9.0,10.0,7.0,10.0,8.0
CD209,32.0,32.0,20.0,32.0,7.0,11.0,9.0,2.0,1.0,0.0,9.0,5.0,22.0,30.0,24.0,1.0,18.0,27.0,6.0,32.0,5.0,32.0,0.0,32.0,32.0,31.0,32.0,1.0,6.0,1.0,2.0,0.0,1.0,32.0,32.0,2.0,31.0,1.0,1.0,32.0,32.0,17.0,32.0,30.0
CD3,119.0,119.0,82.0,119.0,8.0,44.0,16.0,17.0,1.0,9.0,0.0,3.0,44.0,115.0,97.0,1.0,20.0,45.0,70.0,119.0,23.0,119.0,0.0,119.0,119.0,80.0,119.0,3.0,15.0,21.0,6.0,0.0,2.0,119.0,119.0,8.0,64.0,14.0,8.0,116.0,119.0,79.0,119.0,107.0
CD31,48.0,48.0,39.0,48.0,2.0,7.0,9.0,6.0,2.0,5.0,3.0,0.0,4.0,36.0,12.0,1.0,21.0,25.0,1.0,48.0,9.0,48.0,0.0,48.0,48.0,33.0,48.0,2.0,8.0,10.0,4.0,0.0,2.0,48.0,48.0,2.0,26.0,5.0,1.0,48.0,48.0,41.0,48.0,47.0
CD4,100.0,100.0,63.0,100.0,37.0,63.0,21.0,35.0,2.0,22.0,44.0,4.0,0.0,97.0,88.0,1.0,29.0,70.0,19.0,100.0,10.0,100.0,0.0,100.0,100.0,85.0,100.0,3.0,9.0,4.0,6.0,0.0,1.0,100.0,100.0,3.0,69.0,12.0,4.0,100.0,100.0,68.0,100.0,95.0
CD45,871.0,871.0,671.0,871.0,71.0,335.0,207.0,170.0,7.0,30.0,115.0,36.0,97.0,0.0,298.0,1.0,202.0,367.0,87.0,871.0,241.0,871.0,0.0,871.0,864.0,599.0,867.0,32.0,215.0,275.0,32.0,0.0,50.0,871.0,871.0,64.0,555.0,252.0,8.0,865.0,871.0,595.0,871.0,763.0
CD45RO,348.0,348.0,246.0,348.0,56.0,150.0,74.0,79.0,4.0,24.0,97.0,12.0,88.0,298.0,0.0,1.0,116.0,165.0,64.0,348.0,79.0,348.0,0.0,348.0,347.0,242.0,345.0,5.0,92.0,78.0,17.0,0.0,16.0,348.0,348.0,28.0,211.0,71.0,8.0,345.0,348.0,243.0,348.0,326.0
CD56,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
CD63,359.0,359.0,310.0,359.0,22.0,84.0,105.0,42.0,1.0,18.0,20.0,21.0,29.0,202.0,116.0,1.0,0.0,105.0,18.0,359.0,147.0,359.0,0.0,359.0,354.0,157.0,358.0,15.0,127.0,176.0,12.0,0.0,26.0,359.0,359.0,33.0,260.0,168.0,3.0,359.0,359.0,242.0,359.0,283.0
CD68,398.0,398.0,286.0,398.0,69.0,241.0,68.0,153.0,5.0,27.0,45.0,25.0,70.0,367.0,165.0,1.0,105.0,0.0,32.0,398.0,62.0,398.0,0.0,398.0,394.0,365.0,395.0,8.0,66.0,72.0,18.0,0.0,8.0,398.0,398.0,12.0,262.0,66.0,5.0,398.0,398.0,286.0,398.0,380.0
CD8,92.0,92.0,65.0,92.0,5.0,35.0,17.0,14.0,1.0,6.0,70.0,1.0,19.0,87.0,64.0,1.0,18.0,32.0,0.0,92.0,22.0,92.0,0.0,92.0,92.0,64.0,91.0,5.0,11.0,19.0,2.0,0.0,2.0,92.0,92.0,3.0,51.0,11.0,5.0,90.0,92.0,60.0,92.0,87.0
dsDNA,2045.0,2045.0,1698.0,2045.0,71.0,378.0,561.0,191.0,10.0,32.0,119.0,48.0,100.0,871.0,348.0,2.0,359.0,398.0,92.0,0.0,789.0,2045.0,0.0,2045.0,2022.0,746.0,1920.0,78.0,572.0,951.0,59.0,0.0,85.0,2045.0,2045.0,130.0,1348.0,810.0,8.0,2019.0,2045.0,1297.0,2045.0,1547.0
EGFR,789.0,789.0,788.0,789.0,7.0,64.0,392.0,30.0,3.0,5.0,23.0,9.0,10.0,241.0,79.0,1.0,147.0,62.0,22.0,789.0,0.0,789.0,0.0,789.0,782.0,144.0,786.0,63.0,423.0,712.0,42.0,0.0,64.0,789.0,789.0,94.0,771.0,628.0,2.0,786.0,789.0,425.0,789.0,418.0
Fe,2045.0,2045.0,1698.0,2045.0,71.0,378.0,561.0,191.0,10.0,32.0,119.0,48.0,100.0,871.0,348.0,2.0,359.0,398.0,92.0,2045.0,789.0,0.0,0.0,2045.0,2022.0,746.0,1920.0,78.0,572.0,951.0,59.0,0.0,85.0,2045.0,2045.0,130.0,1348.0,810.0,8.0,2019.0,2045.0,1297.0,2045.0,1547.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3K27me3,2045.0,2045.0,1698.0,2045.0,71.0,378.0,561.0,191.0,10.0,32.0,119.0,48.0,100.0,871.0,348.0,2.0,359.0,398.0,92.0,2045.0,789.0,2045.0,0.0,0.0,2022.0,746.0,1920.0,78.0,572.0,951.0,59.0,0.0,85.0,2045.0,2045.0,130.0,1348.0,810.0,8.0,2019.0,2045.0,1297.0,2045.0,1547.0
H3K9ac,2022.0,2022.0,1679.0,2022.0,71.0,370.0,556.0,186.0,9.0,32.0,119.0,48.0,100.0,864.0,347.0,2.0,354.0,394.0,92.0,2022.0,782.0,2022.0,0.0,2022.0,0.0,736.0,1898.0,77.0,569.0,944.0,59.0,0.0,85.0,2022.0,2022.0,130.0,1333.0,799.0,8.0,1997.0,2022.0,1285.0,2022.0,1532.0
HLA-DR,746.0,746.0,564.0,746.0,70.0,359.0,140.0,188.0,7.0,31.0,80.0,33.0,85.0,599.0,242.0,1.0,157.0,365.0,64.0,746.0,144.0,746.0,0.0,746.0,736.0,0.0,737.0,13.0,123.0,167.0,25.0,0.0,19.0,746.0,746.0,23.0,447.0,142.0,6.0,742.0,746.0,537.0,746.0,694.0
HLA_Class_1,1920.0,1920.0,1654.0,1920.0,71.0,377.0,558.0,191.0,9.0,32.0,119.0,48.0,100.0,867.0,345.0,2.0,358.0,395.0,91.0,1920.0,786.0,1920.0,0.0,1920.0,1898.0,737.0,0.0,78.0,570.0,940.0,59.0,0.0,85.0,1920.0,1920.0,128.0,1328.0,806.0,8.0,1904.0,1920.0,1238.0,1920.0,1438.0
IDO,78.0,78.0,74.0,78.0,1.0,6.0,43.0,3.0,1.0,1.0,3.0,2.0,3.0,32.0,5.0,1.0,15.0,8.0,5.0,78.0,63.0,78.0,0.0,78.0,77.0,13.0,78.0,0.0,47.0,67.0,3.0,0.0,10.0,78.0,78.0,7.0,75.0,62.0,1.0,78.0,78.0,33.0,78.0,33.0
Keratin17,572.0,572.0,561.0,572.0,11.0,62.0,291.0,32.0,2.0,6.0,15.0,8.0,9.0,215.0,92.0,1.0,127.0,66.0,11.0,572.0,423.0,572.0,0.0,572.0,569.0,123.0,570.0,47.0,0.0,494.0,33.0,0.0,75.0,572.0,572.0,115.0,536.0,457.0,3.0,571.0,572.0,305.0,572.0,297.0
Keratin6,951.0,951.0,938.0,951.0,8.0,70.0,451.0,37.0,3.0,1.0,21.0,10.0,4.0,275.0,78.0,1.0,176.0,72.0,19.0,951.0,712.0,951.0,0.0,951.0,944.0,167.0,940.0,67.0,494.0,0.0,45.0,0.0,76.0,951.0,951.0,116.0,942.0,757.0,2.0,949.0,951.0,500.0,951.0,502.0
Ki67,59.0,59.0,55.0,59.0,3.0,16.0,21.0,4.0,1.0,2.0,6.0,4.0,6.0,32.0,17.0,1.0,12.0,18.0,2.0,59.0,42.0,59.0,0.0,59.0,59.0,25.0,59.0,3.0,33.0,45.0,0.0,0.0,7.0,59.0,59.0,15.0,53.0,43.0,2.0,59.0,59.0,35.0,59.0,34.0
Lag3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
