,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5164.0,80.0,5166.0,64.0,322.0,1012.0,208.0,2179.0,19.0,1772.0,248.0,830.0,4194.0,2194.0,18.0,2014.0,1143.0,723.0,5166.0,0.0,5166.0,0.0,5166.0,5142.0,3739.0,5120.0,28.0,6.0,3722.0,71.0,6.0,47.0,5166.0,5166.0,9.0,3793.0,0.0,57.0,4915.0,5166.0,775.0,5166.0,553.0
Background,5164.0,0.0,80.0,5164.0,64.0,322.0,1011.0,208.0,2177.0,19.0,1772.0,248.0,830.0,4192.0,2193.0,18.0,2014.0,1143.0,723.0,5164.0,0.0,5164.0,0.0,5164.0,5140.0,3737.0,5118.0,28.0,6.0,3722.0,71.0,6.0,47.0,5164.0,5164.0,9.0,3793.0,0.0,57.0,4913.0,5164.0,775.0,5164.0,553.0
Beta catenin,80.0,80.0,0.0,80.0,8.0,8.0,20.0,9.0,32.0,2.0,25.0,46.0,11.0,66.0,33.0,2.0,29.0,32.0,11.0,80.0,0.0,80.0,0.0,80.0,79.0,62.0,80.0,3.0,1.0,44.0,7.0,1.0,4.0,80.0,80.0,1.0,49.0,0.0,1.0,79.0,80.0,32.0,80.0,46.0
Ca,5166.0,5164.0,80.0,0.0,64.0,322.0,1012.0,208.0,2179.0,19.0,1772.0,248.0,830.0,4194.0,2194.0,18.0,2014.0,1143.0,723.0,5166.0,0.0,5166.0,0.0,5166.0,5142.0,3739.0,5120.0,28.0,6.0,3722.0,71.0,6.0,47.0,5166.0,5166.0,9.0,3793.0,0.0,57.0,4915.0,5166.0,775.0,5166.0,553.0
CD11b,64.0,64.0,8.0,64.0,0.0,31.0,17.0,24.0,28.0,2.0,26.0,4.0,10.0,64.0,49.0,4.0,45.0,53.0,8.0,64.0,0.0,64.0,0.0,64.0,64.0,59.0,64.0,5.0,1.0,38.0,2.0,1.0,25.0,64.0,64.0,2.0,44.0,0.0,3.0,64.0,64.0,19.0,64.0,23.0
CD11c,322.0,322.0,8.0,322.0,31.0,0.0,62.0,49.0,152.0,2.0,136.0,16.0,88.0,321.0,195.0,4.0,150.0,172.0,47.0,322.0,0.0,322.0,0.0,322.0,322.0,321.0,322.0,4.0,3.0,222.0,3.0,1.0,13.0,322.0,322.0,1.0,223.0,0.0,8.0,319.0,322.0,74.0,322.0,47.0
CD138,1012.0,1011.0,20.0,1012.0,17.0,62.0,0.0,54.0,344.0,5.0,386.0,68.0,185.0,778.0,415.0,2.0,649.0,221.0,150.0,1012.0,0.0,1012.0,0.0,1012.0,1009.0,714.0,1010.0,4.0,5.0,924.0,27.0,2.0,13.0,1012.0,1012.0,5.0,925.0,0.0,5.0,982.0,1012.0,221.0,1012.0,122.0
CD16,208.0,208.0,9.0,208.0,24.0,49.0,54.0,0.0,61.0,1.0,68.0,15.0,40.0,202.0,93.0,2.0,116.0,160.0,24.0,208.0,0.0,208.0,0.0,208.0,208.0,205.0,208.0,3.0,2.0,166.0,5.0,1.0,6.0,208.0,208.0,2.0,167.0,0.0,1.0,207.0,208.0,55.0,208.0,32.0
CD20,2179.0,2177.0,32.0,2179.0,28.0,152.0,344.0,61.0,0.0,9.0,980.0,85.0,478.0,2164.0,1360.0,9.0,612.0,372.0,424.0,2179.0,0.0,2179.0,0.0,2179.0,2179.0,2062.0,2179.0,16.0,4.0,1179.0,23.0,1.0,16.0,2179.0,2179.0,3.0,1184.0,0.0,57.0,2167.0,2179.0,254.0,2179.0,246.0
CD209,19.0,19.0,2.0,19.0,2.0,2.0,5.0,1.0,9.0,0.0,15.0,10.0,14.0,19.0,15.0,1.0,4.0,8.0,6.0,19.0,0.0,19.0,0.0,19.0,19.0,15.0,19.0,1.0,1.0,13.0,2.0,1.0,1.0,19.0,19.0,2.0,12.0,0.0,1.0,19.0,19.0,3.0,19.0,7.0
CD3,1772.0,1772.0,25.0,1772.0,26.0,136.0,386.0,68.0,980.0,15.0,0.0,87.0,791.0,1769.0,1455.0,11.0,642.0,351.0,546.0,1772.0,0.0,1772.0,0.0,1772.0,1772.0,1405.0,1772.0,15.0,3.0,1187.0,15.0,6.0,20.0,1772.0,1772.0,3.0,1204.0,0.0,45.0,1758.0,1772.0,259.0,1772.0,217.0
CD31,248.0,248.0,46.0,248.0,4.0,16.0,68.0,15.0,85.0,10.0,87.0,0.0,48.0,213.0,93.0,1.0,68.0,93.0,36.0,248.0,0.0,248.0,0.0,248.0,247.0,192.0,248.0,2.0,1.0,137.0,11.0,1.0,6.0,248.0,248.0,2.0,140.0,0.0,2.0,245.0,248.0,59.0,248.0,95.0
CD4,830.0,830.0,11.0,830.0,10.0,88.0,185.0,40.0,478.0,14.0,791.0,48.0,0.0,830.0,714.0,7.0,281.0,175.0,162.0,830.0,0.0,830.0,0.0,830.0,830.0,689.0,830.0,12.0,3.0,540.0,6.0,6.0,6.0,830.0,830.0,2.0,540.0,0.0,23.0,822.0,830.0,120.0,830.0,108.0
CD45,4194.0,4192.0,66.0,4194.0,64.0,321.0,778.0,202.0,2164.0,19.0,1769.0,213.0,830.0,0.0,2168.0,18.0,1531.0,1044.0,720.0,4194.0,0.0,4194.0,0.0,4194.0,4189.0,3470.0,4193.0,28.0,5.0,2821.0,50.0,6.0,47.0,4194.0,4194.0,7.0,2866.0,0.0,57.0,4100.0,4194.0,636.0,4194.0,490.0
CD45RO,2194.0,2193.0,33.0,2194.0,49.0,195.0,415.0,93.0,1360.0,15.0,1455.0,93.0,714.0,2168.0,0.0,8.0,753.0,465.0,580.0,2194.0,0.0,2194.0,0.0,2194.0,2194.0,1841.0,2194.0,23.0,4.0,1311.0,19.0,6.0,31.0,2194.0,2194.0,5.0,1331.0,0.0,56.0,2174.0,2194.0,284.0,2194.0,255.0
CD56,18.0,18.0,2.0,18.0,4.0,4.0,2.0,2.0,9.0,1.0,11.0,1.0,7.0,18.0,8.0,0.0,10.0,5.0,1.0,18.0,0.0,18.0,0.0,18.0,18.0,14.0,18.0,3.0,1.0,12.0,1.0,1.0,1.0,18.0,18.0,1.0,14.0,0.0,1.0,18.0,18.0,5.0,18.0,3.0
CD63,2014.0,2014.0,29.0,2014.0,45.0,150.0,649.0,116.0,612.0,4.0,642.0,68.0,281.0,1531.0,753.0,10.0,0.0,514.0,274.0,2014.0,0.0,2014.0,0.0,2014.0,2004.0,1352.0,2001.0,7.0,5.0,1852.0,33.0,3.0,31.0,2014.0,2014.0,6.0,1868.0,0.0,5.0,1924.0,2014.0,431.0,2014.0,244.0
CD68,1143.0,1143.0,32.0,1143.0,53.0,172.0,221.0,160.0,372.0,8.0,351.0,93.0,175.0,1044.0,465.0,5.0,514.0,0.0,149.0,1143.0,0.0,1143.0,0.0,1143.0,1141.0,1093.0,1142.0,6.0,2.0,836.0,28.0,3.0,36.0,1143.0,1143.0,5.0,869.0,0.0,5.0,1119.0,1143.0,233.0,1143.0,151.0
CD8,723.0,723.0,11.0,723.0,8.0,47.0,150.0,24.0,424.0,6.0,546.0,36.0,162.0,720.0,580.0,1.0,274.0,149.0,0.0,723.0,0.0,723.0,0.0,723.0,723.0,585.0,723.0,6.0,2.0,484.0,9.0,1.0,10.0,723.0,723.0,1.0,486.0,0.0,6.0,712.0,723.0,100.0,723.0,85.0
dsDNA,5166.0,5164.0,80.0,5166.0,64.0,322.0,1012.0,208.0,2179.0,19.0,1772.0,248.0,830.0,4194.0,2194.0,18.0,2014.0,1143.0,723.0,0.0,0.0,5166.0,0.0,5166.0,5142.0,3739.0,5120.0,28.0,6.0,3722.0,71.0,6.0,47.0,5166.0,5166.0,9.0,3793.0,0.0,57.0,4915.0,5166.0,775.0,5166.0,553.0
EGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fe,5166.0,5164.0,80.0,5166.0,64.0,322.0,1012.0,208.0,2179.0,19.0,1772.0,248.0,830.0,4194.0,2194.0,18.0,2014.0,1143.0,723.0,5166.0,0.0,0.0,0.0,5166.0,5142.0,3739.0,5120.0,28.0,6.0,3722.0,71.0,6.0,47.0,5166.0,5166.0,9.0,3793.0,0.0,57.0,4915.0,5166.0,775.0,5166.0,553.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3K27me3,5166.0,5164.0,80.0,5166.0,64.0,322.0,1012.0,208.0,2179.0,19.0,1772.0,248.0,830.0,4194.0,2194.0,18.0,2014.0,1143.0,723.0,5166.0,0.0,5166.0,0.0,0.0,5142.0,3739.0,5120.0,28.0,6.0,3722.0,71.0,6.0,47.0,5166.0,5166.0,9.0,3793.0,0.0,57.0,4915.0,5166.0,775.0,5166.0,553.0
H3K9ac,5142.0,5140.0,79.0,5142.0,64.0,322.0,1009.0,208.0,2179.0,19.0,1772.0,247.0,830.0,4189.0,2194.0,18.0,2004.0,1141.0,723.0,5142.0,0.0,5142.0,0.0,5142.0,0.0,3730.0,5098.0,28.0,6.0,3702.0,71.0,6.0,47.0,5142.0,5142.0,9.0,3771.0,0.0,57.0,4900.0,5142.0,774.0,5142.0,552.0
