,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,6993.0,6168.0,6993.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6763.0,6336.0,31.0,1740.0,5097.0,3345.0,6993.0,1135.0,6993.0,377.0,6993.0,6992.0,6939.0,6993.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6993.0,6993.0,5021.0,4099.0,3163.0,1075.0,6951.0,6993.0,488.0,6992.0,5885.0
Background,6993.0,0.0,6168.0,6994.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6764.0,6336.0,31.0,1740.0,5098.0,3345.0,6994.0,1135.0,6994.0,377.0,6994.0,6993.0,6939.0,6994.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6994.0,6994.0,5022.0,4100.0,3163.0,1075.0,6951.0,6994.0,488.0,6992.0,5885.0
Beta catenin,6168.0,6168.0,0.0,6168.0,1724.0,4167.0,224.0,4001.0,633.0,5.0,3343.0,860.0,3831.0,5954.0,5548.0,30.0,1580.0,4424.0,2791.0,6168.0,1135.0,6168.0,325.0,6168.0,6167.0,6131.0,6168.0,2044.0,445.0,4957.0,1145.0,534.0,535.0,6168.0,6168.0,4843.0,4004.0,2920.0,870.0,6128.0,6168.0,446.0,6168.0,5098.0
Ca,6993.0,6994.0,6168.0,0.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6764.0,6336.0,31.0,1740.0,5098.0,3345.0,6994.0,1135.0,6994.0,377.0,6994.0,6993.0,6939.0,6994.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6994.0,6994.0,5022.0,4100.0,3163.0,1075.0,6951.0,6994.0,488.0,6992.0,5885.0
CD11b,1993.0,1993.0,1724.0,1993.0,0.0,1917.0,99.0,1774.0,282.0,3.0,1368.0,612.0,1812.0,1993.0,1991.0,25.0,1010.0,1920.0,1244.0,1993.0,346.0,1993.0,131.0,1993.0,1993.0,1993.0,1993.0,983.0,100.0,1643.0,292.0,224.0,374.0,1993.0,1993.0,1144.0,1106.0,1257.0,431.0,1993.0,1993.0,175.0,1993.0,1928.0
CD11c,4796.0,4796.0,4167.0,4796.0,1917.0,0.0,217.0,3673.0,700.0,4.0,3069.0,877.0,3859.0,4789.0,4716.0,30.0,1523.0,4177.0,2595.0,4796.0,790.0,4796.0,291.0,4796.0,4796.0,4795.0,4796.0,1773.0,278.0,3648.0,801.0,467.0,534.0,4796.0,4796.0,3153.0,2733.0,2404.0,887.0,4788.0,4796.0,389.0,4795.0,4482.0
CD138,262.0,262.0,224.0,262.0,99.0,217.0,0.0,203.0,34.0,1.0,182.0,155.0,198.0,260.0,255.0,5.0,80.0,239.0,158.0,262.0,56.0,262.0,18.0,262.0,262.0,262.0,262.0,84.0,18.0,216.0,45.0,23.0,44.0,262.0,262.0,107.0,135.0,141.0,50.0,262.0,262.0,68.0,262.0,252.0
CD16,4438.0,4438.0,4001.0,4438.0,1774.0,3673.0,203.0,0.0,553.0,3.0,2669.0,868.0,3298.0,4420.0,4293.0,30.0,1453.0,3947.0,2276.0,4438.0,803.0,4438.0,246.0,4438.0,4438.0,4434.0,4438.0,1597.0,266.0,3453.0,709.0,403.0,454.0,4438.0,4438.0,3073.0,2643.0,2280.0,747.0,4428.0,4438.0,327.0,4437.0,4048.0
CD20,880.0,880.0,633.0,880.0,282.0,700.0,34.0,553.0,0.0,1.0,702.0,113.0,686.0,880.0,853.0,10.0,220.0,715.0,598.0,880.0,91.0,880.0,48.0,880.0,880.0,880.0,880.0,347.0,36.0,535.0,135.0,76.0,107.0,880.0,880.0,417.0,405.0,376.0,215.0,879.0,880.0,118.0,880.0,843.0
CD209,6.0,6.0,5.0,6.0,3.0,4.0,1.0,3.0,1.0,0.0,3.0,1.0,4.0,6.0,5.0,1.0,3.0,4.0,3.0,6.0,2.0,6.0,1.0,6.0,6.0,5.0,6.0,4.0,1.0,4.0,4.0,1.0,3.0,6.0,6.0,6.0,3.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0
CD3,4006.0,4006.0,3343.0,4006.0,1368.0,3069.0,182.0,2669.0,702.0,3.0,0.0,696.0,3206.0,4003.0,3959.0,22.0,1044.0,3180.0,2811.0,4006.0,597.0,4006.0,371.0,4006.0,4006.0,3995.0,4006.0,1457.0,210.0,2995.0,806.0,601.0,418.0,4006.0,4006.0,2465.0,2194.0,1945.0,1017.0,4003.0,4006.0,367.0,4006.0,3713.0
CD31,990.0,990.0,860.0,990.0,612.0,877.0,155.0,868.0,113.0,1.0,696.0,0.0,850.0,989.0,979.0,9.0,391.0,930.0,620.0,990.0,160.0,990.0,59.0,990.0,990.0,986.0,990.0,430.0,48.0,783.0,162.0,108.0,160.0,990.0,990.0,493.0,508.0,526.0,193.0,990.0,990.0,191.0,990.0,956.0
CD4,4489.0,4489.0,3831.0,4489.0,1812.0,3859.0,198.0,3298.0,686.0,4.0,3206.0,850.0,0.0,4488.0,4448.0,27.0,1372.0,3834.0,2463.0,4489.0,683.0,4489.0,345.0,4489.0,4489.0,4487.0,4489.0,1663.0,243.0,3395.0,769.0,514.0,463.0,4489.0,4489.0,2827.0,2485.0,2233.0,954.0,4486.0,4489.0,379.0,4488.0,4264.0
CD45,6763.0,6764.0,5954.0,6764.0,1993.0,4789.0,260.0,4420.0,880.0,6.0,4003.0,989.0,4488.0,0.0,6284.0,31.0,1738.0,5087.0,3342.0,6764.0,1107.0,6764.0,377.0,6764.0,6764.0,6731.0,6764.0,2208.0,432.0,5145.0,1209.0,608.0,611.0,6764.0,6764.0,4796.0,3968.0,3087.0,1075.0,6732.0,6764.0,487.0,6762.0,5837.0
CD45RO,6336.0,6336.0,5548.0,6336.0,1991.0,4716.0,255.0,4293.0,853.0,5.0,3959.0,979.0,4448.0,6284.0,0.0,31.0,1709.0,4959.0,3259.0,6336.0,1041.0,6336.0,376.0,6336.0,6336.0,6315.0,6336.0,2147.0,400.0,4838.0,1154.0,607.0,609.0,6336.0,6336.0,4400.0,3704.0,2931.0,1073.0,6323.0,6336.0,480.0,6335.0,5624.0
CD56,31.0,31.0,30.0,31.0,25.0,30.0,5.0,30.0,10.0,1.0,22.0,9.0,27.0,31.0,31.0,0.0,17.0,30.0,21.0,31.0,4.0,31.0,5.0,31.0,31.0,31.0,31.0,16.0,4.0,26.0,7.0,2.0,3.0,31.0,31.0,18.0,25.0,20.0,10.0,31.0,31.0,2.0,31.0,29.0
CD63,1740.0,1740.0,1580.0,1740.0,1010.0,1523.0,80.0,1453.0,220.0,3.0,1044.0,391.0,1372.0,1738.0,1709.0,17.0,0.0,1615.0,972.0,1740.0,347.0,1740.0,80.0,1740.0,1740.0,1740.0,1740.0,745.0,113.0,1499.0,266.0,181.0,437.0,1740.0,1740.0,1141.0,1118.0,1030.0,298.0,1740.0,1740.0,194.0,1740.0,1665.0
CD68,5097.0,5098.0,4424.0,5098.0,1920.0,4177.0,239.0,3947.0,715.0,4.0,3180.0,930.0,3834.0,5087.0,4959.0,30.0,1615.0,0.0,2675.0,5098.0,820.0,5098.0,303.0,5098.0,5098.0,5093.0,5098.0,1790.0,286.0,3879.0,851.0,480.0,559.0,5098.0,5098.0,3380.0,2879.0,2467.0,870.0,5090.0,5098.0,428.0,5096.0,4786.0
CD8,3345.0,3345.0,2791.0,3345.0,1244.0,2595.0,158.0,2276.0,598.0,3.0,2811.0,620.0,2463.0,3342.0,3259.0,21.0,972.0,2675.0,0.0,3345.0,536.0,3345.0,207.0,3345.0,3345.0,3337.0,3345.0,1315.0,183.0,2573.0,657.0,502.0,370.0,3345.0,3345.0,2053.0,1867.0,1684.0,806.0,3340.0,3345.0,313.0,3345.0,3072.0
dsDNA,6993.0,6994.0,6168.0,6994.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6764.0,6336.0,31.0,1740.0,5098.0,3345.0,0.0,1135.0,6994.0,377.0,6994.0,6993.0,6939.0,6994.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6994.0,6994.0,5022.0,4100.0,3163.0,1075.0,6951.0,6994.0,488.0,6992.0,5885.0
EGFR,1135.0,1135.0,1135.0,1135.0,346.0,790.0,56.0,803.0,91.0,2.0,597.0,160.0,683.0,1107.0,1041.0,4.0,347.0,820.0,536.0,1135.0,0.0,1135.0,33.0,1135.0,1135.0,1135.0,1135.0,522.0,149.0,1093.0,235.0,94.0,115.0,1135.0,1135.0,982.0,996.0,788.0,182.0,1131.0,1135.0,77.0,1135.0,930.0
Fe,6993.0,6994.0,6168.0,6994.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6764.0,6336.0,31.0,1740.0,5098.0,3345.0,6994.0,1135.0,0.0,377.0,6994.0,6993.0,6939.0,6994.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6994.0,6994.0,5022.0,4100.0,3163.0,1075.0,6951.0,6994.0,488.0,6992.0,5885.0
FoxP3,377.0,377.0,325.0,377.0,131.0,291.0,18.0,246.0,48.0,1.0,371.0,59.0,345.0,377.0,376.0,5.0,80.0,303.0,207.0,377.0,33.0,377.0,0.0,377.0,377.0,377.0,377.0,127.0,11.0,288.0,111.0,91.0,35.0,377.0,377.0,223.0,233.0,175.0,85.0,377.0,377.0,37.0,377.0,360.0
H3K27me3,6993.0,6994.0,6168.0,6994.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6764.0,6336.0,31.0,1740.0,5098.0,3345.0,6994.0,1135.0,6994.0,377.0,0.0,6993.0,6939.0,6994.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6994.0,6994.0,5022.0,4100.0,3163.0,1075.0,6951.0,6994.0,488.0,6992.0,5885.0
H3K9ac,6992.0,6993.0,6167.0,6993.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6764.0,6336.0,31.0,1740.0,5098.0,3345.0,6993.0,1135.0,6993.0,377.0,6993.0,0.0,6938.0,6993.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6993.0,6993.0,5021.0,4100.0,3163.0,1075.0,6950.0,6993.0,488.0,6991.0,5885.0
HLA-DR,6939.0,6939.0,6131.0,6939.0,1993.0,4795.0,262.0,4434.0,880.0,5.0,3995.0,986.0,4487.0,6731.0,6315.0,31.0,1740.0,5093.0,3337.0,6939.0,1135.0,6939.0,377.0,6939.0,6938.0,0.0,6939.0,2240.0,451.0,5289.0,1257.0,608.0,612.0,6939.0,6939.0,4976.0,4088.0,3159.0,1075.0,6899.0,6939.0,485.0,6938.0,5866.0
HLA_Class_1,6993.0,6994.0,6168.0,6994.0,1993.0,4796.0,262.0,4438.0,880.0,6.0,4006.0,990.0,4489.0,6764.0,6336.0,31.0,1740.0,5098.0,3345.0,6994.0,1135.0,6994.0,377.0,6994.0,6993.0,6939.0,0.0,2247.0,454.0,5310.0,1272.0,608.0,612.0,6994.0,6994.0,5022.0,4100.0,3163.0,1075.0,6951.0,6994.0,488.0,6992.0,5885.0
IDO,2247.0,2247.0,2044.0,2247.0,983.0,1773.0,84.0,1597.0,347.0,4.0,1457.0,430.0,1663.0,2208.0,2147.0,16.0,745.0,1790.0,1315.0,2247.0,522.0,2247.0,127.0,2247.0,2247.0,2240.0,2247.0,0.0,162.0,1896.0,407.0,254.0,268.0,2247.0,2247.0,1641.0,1433.0,1394.0,470.0,2241.0,2247.0,151.0,2247.0,2021.0
Keratin17,454.0,454.0,445.0,454.0,100.0,278.0,18.0,266.0,36.0,1.0,210.0,48.0,243.0,432.0,400.0,4.0,113.0,286.0,183.0,454.0,149.0,454.0,11.0,454.0,454.0,451.0,454.0,162.0,0.0,429.0,110.0,28.0,37.0,454.0,454.0,414.0,378.0,245.0,58.0,452.0,454.0,17.0,454.0,358.0
