,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,5538.0,14.0,5538.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
Background,5537.0,0.0,5388.0,5537.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5537.0,3645.0,5537.0,14.0,5537.0,5534.0,2021.0,5537.0,20.0,229.0,5495.0,1584.0,8.0,62.0,5537.0,5537.0,298.0,5152.0,1382.0,80.0,5459.0,5537.0,1159.0,5530.0,1027.0
Beta catenin,5389.0,5388.0,0.0,5389.0,53.0,171.0,4196.0,1565.0,54.0,13.0,352.0,97.0,145.0,2392.0,1531.0,5.0,812.0,1049.0,394.0,5389.0,3631.0,5389.0,14.0,5389.0,5386.0,1981.0,5389.0,20.0,218.0,5357.0,1543.0,8.0,58.0,5389.0,5389.0,292.0,5067.0,1365.0,80.0,5312.0,5389.0,1145.0,5382.0,997.0
Ca,5538.0,5537.0,5389.0,0.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,5538.0,14.0,5538.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
CD11b,53.0,53.0,53.0,53.0,0.0,30.0,47.0,47.0,2.0,4.0,9.0,3.0,24.0,53.0,51.0,1.0,44.0,49.0,29.0,53.0,39.0,53.0,1.0,53.0,53.0,50.0,53.0,8.0,5.0,53.0,17.0,1.0,12.0,53.0,53.0,7.0,50.0,17.0,5.0,53.0,53.0,13.0,53.0,42.0
CD11c,176.0,176.0,171.0,176.0,30.0,0.0,150.0,132.0,10.0,6.0,27.0,8.0,42.0,157.0,135.0,1.0,78.0,124.0,60.0,176.0,128.0,176.0,2.0,176.0,176.0,156.0,176.0,6.0,8.0,174.0,46.0,1.0,11.0,176.0,176.0,13.0,163.0,54.0,7.0,175.0,176.0,53.0,176.0,102.0
CD138,4228.0,4228.0,4196.0,4228.0,47.0,150.0,0.0,1342.0,49.0,12.0,307.0,92.0,138.0,2008.0,1289.0,2.0,691.0,868.0,362.0,4228.0,3257.0,4228.0,13.0,4228.0,4226.0,1660.0,4228.0,19.0,187.0,4207.0,1253.0,7.0,43.0,4228.0,4228.0,235.0,4058.0,1172.0,68.0,4181.0,4228.0,992.0,4225.0,840.0
CD16,1597.0,1597.0,1565.0,1597.0,47.0,132.0,1342.0,0.0,26.0,11.0,178.0,59.0,108.0,1419.0,809.0,2.0,479.0,868.0,266.0,1597.0,1114.0,1597.0,6.0,1597.0,1595.0,1253.0,1597.0,17.0,72.0,1577.0,489.0,4.0,32.0,1597.0,1597.0,108.0,1475.0,405.0,37.0,1591.0,1597.0,373.0,1596.0,592.0
CD20,56.0,56.0,54.0,56.0,2.0,10.0,49.0,26.0,0.0,1.0,8.0,10.0,2.0,52.0,35.0,1.0,27.0,23.0,12.0,56.0,44.0,56.0,1.0,56.0,56.0,48.0,56.0,2.0,1.0,56.0,11.0,1.0,2.0,56.0,56.0,7.0,55.0,25.0,4.0,56.0,56.0,18.0,56.0,26.0
CD209,15.0,15.0,13.0,15.0,4.0,6.0,12.0,11.0,1.0,0.0,2.0,1.0,3.0,12.0,9.0,1.0,10.0,10.0,9.0,15.0,9.0,15.0,1.0,15.0,15.0,11.0,15.0,1.0,1.0,15.0,7.0,1.0,1.0,15.0,15.0,2.0,14.0,5.0,1.0,15.0,15.0,2.0,15.0,9.0
CD3,362.0,362.0,352.0,362.0,9.0,27.0,307.0,178.0,8.0,2.0,0.0,13.0,106.0,358.0,343.0,1.0,94.0,139.0,153.0,362.0,233.0,362.0,14.0,362.0,362.0,214.0,362.0,7.0,9.0,359.0,78.0,7.0,10.0,362.0,362.0,14.0,340.0,76.0,45.0,360.0,362.0,104.0,362.0,170.0
CD31,98.0,98.0,97.0,98.0,3.0,8.0,92.0,59.0,10.0,1.0,13.0,0.0,6.0,78.0,48.0,1.0,28.0,48.0,17.0,98.0,53.0,98.0,2.0,98.0,98.0,65.0,98.0,2.0,1.0,93.0,15.0,1.0,8.0,98.0,98.0,2.0,83.0,18.0,1.0,98.0,98.0,43.0,98.0,79.0
CD4,149.0,149.0,145.0,149.0,24.0,42.0,138.0,108.0,2.0,3.0,106.0,6.0,0.0,149.0,143.0,1.0,66.0,98.0,62.0,149.0,110.0,149.0,7.0,149.0,149.0,118.0,149.0,9.0,4.0,148.0,31.0,3.0,4.0,149.0,149.0,5.0,142.0,31.0,20.0,149.0,149.0,45.0,149.0,93.0
CD45,2448.0,2448.0,2392.0,2448.0,53.0,157.0,2008.0,1419.0,52.0,12.0,358.0,78.0,149.0,0.0,1205.0,3.0,594.0,1009.0,397.0,2448.0,1659.0,2448.0,14.0,2448.0,2446.0,1591.0,2448.0,20.0,103.0,2419.0,734.0,8.0,53.0,2448.0,2448.0,156.0,2273.0,615.0,70.0,2438.0,2448.0,602.0,2447.0,797.0
CD45RO,1551.0,1551.0,1531.0,1551.0,51.0,135.0,1289.0,809.0,35.0,9.0,343.0,48.0,143.0,1205.0,0.0,2.0,436.0,636.0,333.0,1551.0,1086.0,1551.0,14.0,1551.0,1551.0,926.0,1551.0,15.0,87.0,1544.0,540.0,8.0,48.0,1551.0,1551.0,144.0,1466.0,418.0,66.0,1549.0,1551.0,361.0,1551.0,562.0
CD56,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0
CD63,822.0,822.0,812.0,822.0,44.0,78.0,691.0,479.0,27.0,10.0,94.0,28.0,66.0,594.0,436.0,2.0,0.0,454.0,169.0,822.0,624.0,822.0,7.0,822.0,822.0,590.0,822.0,11.0,44.0,813.0,237.0,3.0,26.0,822.0,822.0,49.0,774.0,268.0,23.0,821.0,822.0,158.0,822.0,342.0
CD68,1079.0,1079.0,1049.0,1079.0,49.0,124.0,868.0,868.0,23.0,10.0,139.0,48.0,98.0,1009.0,636.0,2.0,454.0,0.0,237.0,1079.0,683.0,1079.0,7.0,1079.0,1079.0,977.0,1079.0,14.0,36.0,1062.0,301.0,4.0,35.0,1079.0,1079.0,60.0,990.0,267.0,27.0,1079.0,1079.0,255.0,1078.0,522.0
CD8,404.0,404.0,394.0,404.0,29.0,60.0,362.0,266.0,12.0,9.0,153.0,17.0,62.0,397.0,333.0,1.0,169.0,237.0,0.0,404.0,282.0,404.0,4.0,404.0,404.0,285.0,404.0,10.0,12.0,400.0,114.0,6.0,7.0,404.0,404.0,20.0,375.0,97.0,48.0,402.0,404.0,99.0,404.0,205.0
dsDNA,5538.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,0.0,3645.0,5538.0,14.0,5538.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
EGFR,3645.0,3645.0,3631.0,3645.0,39.0,128.0,3257.0,1114.0,44.0,9.0,233.0,53.0,110.0,1659.0,1086.0,5.0,624.0,683.0,282.0,3645.0,0.0,3645.0,12.0,3645.0,3644.0,1420.0,3645.0,18.0,170.0,3642.0,1105.0,7.0,30.0,3645.0,3645.0,226.0,3540.0,1079.0,65.0,3605.0,3645.0,837.0,3641.0,642.0
Fe,5538.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,0.0,14.0,5538.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
FoxP3,14.0,14.0,14.0,14.0,1.0,2.0,13.0,6.0,1.0,1.0,14.0,2.0,7.0,14.0,14.0,1.0,7.0,7.0,4.0,14.0,12.0,14.0,0.0,14.0,14.0,12.0,14.0,1.0,1.0,14.0,3.0,2.0,1.0,14.0,14.0,1.0,13.0,3.0,1.0,14.0,14.0,2.0,14.0,7.0
H3K27me3,5538.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,5538.0,14.0,0.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
H3K9ac,5535.0,5534.0,5386.0,5535.0,53.0,176.0,4226.0,1595.0,56.0,15.0,362.0,98.0,149.0,2446.0,1551.0,5.0,822.0,1079.0,404.0,5535.0,3644.0,5535.0,14.0,5535.0,0.0,2019.0,5535.0,20.0,229.0,5493.0,1584.0,8.0,62.0,5535.0,5535.0,298.0,5150.0,1383.0,80.0,5457.0,5535.0,1158.0,5528.0,1027.0
HLA-DR,2021.0,2021.0,1981.0,2021.0,50.0,156.0,1660.0,1253.0,48.0,11.0,214.0,65.0,118.0,1591.0,926.0,2.0,590.0,977.0,285.0,2021.0,1420.0,2021.0,12.0,2021.0,2019.0,0.0,2021.0,17.0,94.0,1997.0,590.0,4.0,40.0,2021.0,2021.0,122.0,1889.0,552.0,45.0,2012.0,2021.0,506.0,2020.0,701.0
HLA_Class_1,5538.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,5538.0,14.0,5538.0,5535.0,2021.0,0.0,20.0,229.0,5496.0,1584.0,8.0,62.0,5538.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
IDO,20.0,20.0,20.0,20.0,8.0,6.0,19.0,17.0,2.0,1.0,7.0,2.0,9.0,20.0,15.0,1.0,11.0,14.0,10.0,20.0,18.0,20.0,1.0,20.0,20.0,17.0,20.0,0.0,3.0,20.0,5.0,1.0,2.0,20.0,20.0,3.0,20.0,4.0,2.0,20.0,20.0,4.0,20.0,11.0
Keratin17,229.0,229.0,218.0,229.0,5.0,8.0,187.0,72.0,1.0,1.0,9.0,1.0,4.0,103.0,87.0,1.0,44.0,36.0,12.0,229.0,170.0,229.0,1.0,229.0,229.0,94.0,229.0,3.0,0.0,220.0,86.0,1.0,6.0,229.0,229.0,30.0,218.0,69.0,4.0,229.0,229.0,68.0,229.0,38.0
Keratin6,5496.0,5495.0,5357.0,5496.0,53.0,174.0,4207.0,1577.0,56.0,15.0,359.0,93.0,148.0,2419.0,1544.0,4.0,813.0,1062.0,400.0,5496.0,3642.0,5496.0,14.0,5496.0,5493.0,1997.0,5496.0,20.0,220.0,0.0,1578.0,8.0,60.0,5496.0,5496.0,298.0,5148.0,1383.0,80.0,5417.0,5496.0,1153.0,5489.0,1006.0
Ki67,1584.0,1584.0,1543.0,1584.0,17.0,46.0,1253.0,489.0,11.0,7.0,78.0,15.0,31.0,734.0,540.0,5.0,237.0,301.0,114.0,1584.0,1105.0,1584.0,3.0,1584.0,1584.0,590.0,1584.0,5.0,86.0,1578.0,0.0,1.0,16.0,1584.0,1584.0,155.0,1486.0,391.0,33.0,1584.0,1584.0,316.0,1584.0,271.0
Lag3,8.0,8.0,8.0,8.0,1.0,1.0,7.0,4.0,1.0,1.0,7.0,1.0,3.0,8.0,8.0,1.0,3.0,4.0,6.0,8.0,7.0,8.0,2.0,8.0,8.0,4.0,8.0,1.0,1.0,8.0,1.0,0.0,1.0,8.0,8.0,1.0,8.0,2.0,3.0,8.0,8.0,4.0,8.0,3.0
MPO,62.0,62.0,58.0,62.0,12.0,11.0,43.0,32.0,2.0,1.0,10.0,8.0,4.0,53.0,48.0,1.0,26.0,35.0,7.0,62.0,30.0,62.0,1.0,62.0,62.0,40.0,62.0,2.0,6.0,60.0,16.0,1.0,0.0,62.0,62.0,9.0,54.0,18.0,1.0,62.0,62.0,20.0,62.0,39.0
Na,5538.0,5537.0,5389.0,5538.0,53.0,176.0,4228.0,1597.0,56.0,15.0,362.0,98.0,149.0,2448.0,1551.0,5.0,822.0,1079.0,404.0,5538.0,3645.0,5538.0,14.0,5538.0,5535.0,2021.0,5538.0,20.0,229.0,5496.0,1584.0,8.0,62.0,0.0,5538.0,298.0,5153.0,1383.0,80.0,5459.0,5538.0,1159.0,5531.0,1027.0
