,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,3071.0,199.0,3071.0,35.0,81.0,1651.0,79.0,6.0,10.0,27.0,54.0,21.0,214.0,1557.0,0.0,3006.0,422.0,21.0,3071.0,6.0,3071.0,1.0,3071.0,3064.0,621.0,2608.0,1.0,74.0,1891.0,23.0,0.0,12.0,3071.0,3071.0,60.0,2711.0,7.0,9.0,2853.0,3071.0,326.0,3071.0,94.0
Background,3071.0,0.0,199.0,3071.0,35.0,81.0,1651.0,79.0,6.0,10.0,27.0,54.0,21.0,214.0,1557.0,0.0,3006.0,422.0,21.0,3071.0,6.0,3071.0,1.0,3071.0,3064.0,621.0,2608.0,1.0,74.0,1891.0,23.0,0.0,12.0,3071.0,3071.0,60.0,2711.0,7.0,9.0,2853.0,3071.0,326.0,3071.0,94.0
Beta catenin,199.0,199.0,0.0,199.0,3.0,4.0,136.0,13.0,1.0,1.0,7.0,46.0,1.0,25.0,95.0,0.0,181.0,38.0,7.0,199.0,2.0,199.0,1.0,199.0,199.0,63.0,199.0,1.0,5.0,101.0,2.0,0.0,5.0,199.0,199.0,5.0,137.0,1.0,1.0,190.0,199.0,68.0,199.0,40.0
Ca,3071.0,3071.0,199.0,0.0,35.0,81.0,1651.0,79.0,6.0,10.0,27.0,54.0,21.0,214.0,1557.0,0.0,3006.0,422.0,21.0,3071.0,6.0,3071.0,1.0,3071.0,3064.0,621.0,2608.0,1.0,74.0,1891.0,23.0,0.0,12.0,3071.0,3071.0,60.0,2711.0,7.0,9.0,2853.0,3071.0,326.0,3071.0,94.0
CD11b,35.0,35.0,3.0,35.0,0.0,3.0,22.0,18.0,1.0,5.0,4.0,3.0,7.0,23.0,30.0,0.0,35.0,30.0,2.0,35.0,1.0,35.0,1.0,35.0,35.0,30.0,35.0,1.0,1.0,12.0,1.0,0.0,2.0,35.0,35.0,1.0,25.0,1.0,1.0,33.0,35.0,7.0,35.0,3.0
CD11c,81.0,81.0,4.0,81.0,3.0,0.0,57.0,2.0,1.0,1.0,3.0,2.0,3.0,7.0,63.0,0.0,81.0,3.0,1.0,81.0,1.0,81.0,1.0,81.0,81.0,6.0,73.0,1.0,6.0,61.0,2.0,0.0,1.0,81.0,81.0,5.0,80.0,1.0,2.0,77.0,81.0,7.0,81.0,4.0
CD138,1651.0,1651.0,136.0,1651.0,22.0,57.0,0.0,55.0,3.0,9.0,18.0,39.0,17.0,140.0,1077.0,0.0,1642.0,208.0,15.0,1651.0,5.0,1651.0,1.0,1651.0,1647.0,328.0,1475.0,1.0,59.0,1127.0,16.0,0.0,8.0,1651.0,1651.0,44.0,1522.0,4.0,4.0,1583.0,1651.0,196.0,1651.0,57.0
CD16,79.0,79.0,13.0,79.0,18.0,2.0,55.0,0.0,1.0,6.0,3.0,3.0,6.0,43.0,60.0,0.0,76.0,57.0,3.0,79.0,1.0,79.0,1.0,79.0,79.0,67.0,79.0,1.0,5.0,45.0,2.0,0.0,1.0,79.0,79.0,3.0,61.0,1.0,1.0,79.0,79.0,24.0,79.0,7.0
CD20,6.0,6.0,1.0,6.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,2.0,6.0,1.0,4.0,4.0,1.0,0.0,2.0,6.0,6.0,1.0,5.0,1.0,1.0,6.0,6.0,3.0,6.0,1.0
CD209,10.0,10.0,1.0,10.0,5.0,1.0,9.0,6.0,1.0,0.0,1.0,1.0,5.0,5.0,9.0,0.0,10.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,5.0,1.0,0.0,1.0,10.0,10.0,1.0,8.0,1.0,1.0,10.0,10.0,7.0,10.0,2.0
