,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,3409.0,2724.0,3410.0,270.0,477.0,2724.0,460.0,0.0,0.0,9.0,74.0,3.0,799.0,346.0,0.0,1396.0,518.0,13.0,3410.0,176.0,3410.0,0.0,3398.0,3187.0,42.0,2606.0,1.0,184.0,2568.0,32.0,0.0,505.0,3410.0,3409.0,9.0,2280.0,30.0,1.0,2522.0,3410.0,259.0,3410.0,951.0
Background,3409.0,0.0,2723.0,3409.0,270.0,477.0,2723.0,460.0,0.0,0.0,9.0,73.0,3.0,799.0,346.0,0.0,1396.0,518.0,13.0,3409.0,176.0,3409.0,0.0,3397.0,3186.0,42.0,2606.0,1.0,184.0,2567.0,32.0,0.0,505.0,3409.0,3408.0,9.0,2280.0,30.0,1.0,2521.0,3409.0,259.0,3409.0,951.0
Beta catenin,2724.0,2723.0,0.0,2724.0,150.0,262.0,2156.0,226.0,0.0,0.0,2.0,71.0,1.0,426.0,200.0,0.0,1098.0,243.0,3.0,2724.0,176.0,2724.0,0.0,2720.0,2570.0,19.0,2053.0,1.0,168.0,2417.0,32.0,0.0,293.0,2724.0,2724.0,9.0,2080.0,30.0,0.0,2130.0,2724.0,195.0,2724.0,560.0
Ca,3410.0,3409.0,2724.0,0.0,270.0,477.0,2724.0,460.0,0.0,0.0,9.0,74.0,3.0,799.0,346.0,0.0,1396.0,518.0,13.0,3410.0,176.0,3410.0,0.0,3398.0,3187.0,42.0,2606.0,1.0,184.0,2568.0,32.0,0.0,505.0,3410.0,3409.0,9.0,2280.0,30.0,1.0,2522.0,3410.0,259.0,3410.0,951.0
CD11b,270.0,270.0,150.0,270.0,0.0,86.0,243.0,79.0,0.0,0.0,2.0,9.0,2.0,263.0,200.0,0.0,242.0,87.0,3.0,270.0,12.0,270.0,0.0,269.0,257.0,4.0,231.0,1.0,10.0,118.0,2.0,0.0,256.0,270.0,270.0,4.0,106.0,1.0,0.0,187.0,270.0,53.0,270.0,145.0
CD11c,477.0,477.0,262.0,477.0,86.0,0.0,463.0,255.0,0.0,0.0,3.0,12.0,2.0,304.0,130.0,0.0,325.0,249.0,7.0,477.0,16.0,477.0,0.0,476.0,448.0,27.0,405.0,1.0,10.0,234.0,1.0,0.0,131.0,477.0,477.0,2.0,256.0,4.0,0.0,351.0,477.0,62.0,477.0,281.0
CD138,2724.0,2723.0,2156.0,2724.0,243.0,463.0,0.0,419.0,0.0,0.0,7.0,68.0,3.0,724.0,319.0,0.0,1250.0,458.0,12.0,2724.0,165.0,2724.0,0.0,2716.0,2569.0,40.0,2175.0,1.0,139.0,2022.0,28.0,0.0,440.0,2724.0,2723.0,8.0,1845.0,24.0,1.0,2064.0,2724.0,249.0,2724.0,836.0
CD16,460.0,460.0,226.0,460.0,79.0,255.0,419.0,0.0,0.0,0.0,5.0,12.0,2.0,370.0,106.0,0.0,260.0,371.0,9.0,460.0,22.0,460.0,0.0,459.0,430.0,39.0,456.0,1.0,15.0,192.0,3.0,0.0,124.0,460.0,460.0,1.0,209.0,3.0,1.0,373.0,460.0,94.0,460.0,394.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
