,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,4028.0,2693.0,4029.0,1465.0,475.0,2024.0,1610.0,379.0,216.0,2288.0,466.0,668.0,3799.0,3114.0,30.0,1061.0,1797.0,1886.0,4029.0,25.0,4029.0,3.0,4028.0,3777.0,3840.0,4029.0,1366.0,414.0,2314.0,274.0,123.0,445.0,4029.0,4029.0,14.0,2901.0,399.0,69.0,3764.0,4029.0,118.0,4029.0,540.0
Background,4028.0,0.0,2692.0,4028.0,1465.0,475.0,2023.0,1610.0,379.0,216.0,2288.0,466.0,668.0,3798.0,3113.0,30.0,1061.0,1797.0,1886.0,4028.0,25.0,4028.0,3.0,4027.0,3776.0,3839.0,4028.0,1366.0,414.0,2313.0,274.0,123.0,445.0,4028.0,4028.0,14.0,2900.0,399.0,69.0,3763.0,4028.0,118.0,4028.0,540.0
Beta catenin,2693.0,2692.0,0.0,2693.0,690.0,266.0,1674.0,1039.0,288.0,102.0,1484.0,139.0,343.0,2477.0,1951.0,13.0,587.0,716.0,1512.0,2693.0,24.0,2693.0,3.0,2693.0,2617.0,2650.0,2693.0,1234.0,395.0,2233.0,189.0,95.0,139.0,2693.0,2693.0,14.0,2391.0,329.0,62.0,2654.0,2693.0,89.0,2693.0,414.0
Ca,4029.0,4028.0,2693.0,0.0,1465.0,475.0,2024.0,1610.0,379.0,216.0,2288.0,466.0,668.0,3799.0,3114.0,30.0,1061.0,1797.0,1886.0,4029.0,25.0,4029.0,3.0,4028.0,3777.0,3840.0,4029.0,1366.0,414.0,2314.0,274.0,123.0,445.0,4029.0,4029.0,14.0,2901.0,399.0,69.0,3764.0,4029.0,118.0,4029.0,540.0
CD11b,1465.0,1465.0,690.0,1465.0,0.0,360.0,738.0,950.0,144.0,139.0,991.0,105.0,419.0,1460.0,1431.0,22.0,839.0,1217.0,601.0,1465.0,9.0,1465.0,1.0,1464.0,1283.0,1463.0,1465.0,461.0,120.0,570.0,55.0,43.0,425.0,1465.0,1465.0,2.0,1072.0,161.0,29.0,1230.0,1465.0,35.0,1465.0,247.0
CD11c,475.0,475.0,266.0,475.0,360.0,0.0,254.0,335.0,49.0,29.0,337.0,24.0,130.0,473.0,465.0,11.0,238.0,327.0,256.0,475.0,5.0,475.0,1.0,475.0,457.0,473.0,475.0,202.0,40.0,219.0,17.0,22.0,102.0,475.0,475.0,1.0,353.0,98.0,11.0,437.0,475.0,13.0,475.0,93.0
CD138,2024.0,2023.0,1674.0,2024.0,738.0,254.0,0.0,817.0,189.0,101.0,1175.0,124.0,344.0,1886.0,1550.0,14.0,649.0,757.0,1034.0,2024.0,23.0,2024.0,1.0,2024.0,1930.0,1989.0,2024.0,850.0,294.0,1505.0,155.0,77.0,209.0,2024.0,2024.0,11.0,1771.0,255.0,46.0,1930.0,2024.0,65.0,2024.0,308.0
CD16,1610.0,1610.0,1039.0,1610.0,950.0,335.0,817.0,0.0,198.0,191.0,1012.0,229.0,409.0,1606.0,1440.0,19.0,606.0,1080.0,878.0,1610.0,12.0,1610.0,1.0,1610.0,1572.0,1601.0,1610.0,605.0,134.0,856.0,105.0,50.0,164.0,1610.0,1610.0,4.0,1080.0,183.0,41.0,1549.0,1610.0,51.0,1610.0,314.0
CD20,379.0,379.0,288.0,379.0,144.0,49.0,189.0,198.0,0.0,38.0,264.0,46.0,111.0,377.0,336.0,4.0,87.0,154.0,258.0,379.0,4.0,379.0,1.0,379.0,376.0,376.0,379.0,183.0,31.0,236.0,35.0,19.0,9.0,379.0,379.0,2.0,266.0,56.0,13.0,372.0,379.0,17.0,379.0,71.0
CD209,216.0,216.0,102.0,216.0,139.0,29.0,101.0,191.0,38.0,0.0,163.0,63.0,82.0,216.0,206.0,3.0,67.0,179.0,138.0,216.0,4.0,216.0,1.0,215.0,214.0,215.0,216.0,83.0,11.0,73.0,21.0,14.0,11.0,216.0,216.0,1.0,88.0,25.0,9.0,210.0,216.0,10.0,216.0,38.0
