,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,6638.0,3737.0,6642.0,484.0,2703.0,1386.0,1936.0,1677.0,117.0,3168.0,770.0,2846.0,5856.0,4546.0,21.0,685.0,3069.0,1391.0,6642.0,706.0,6642.0,216.0,6642.0,6628.0,5947.0,6642.0,608.0,1340.0,1906.0,430.0,155.0,351.0,6642.0,6642.0,3.0,498.0,1159.0,304.0,6243.0,6642.0,673.0,6622.0,4769.0
Background,6638.0,0.0,3734.0,6638.0,482.0,2699.0,1386.0,1933.0,1677.0,117.0,3167.0,770.0,2843.0,5852.0,4542.0,21.0,683.0,3066.0,1390.0,6638.0,706.0,6638.0,216.0,6638.0,6624.0,5943.0,6638.0,607.0,1340.0,1906.0,430.0,155.0,350.0,6638.0,6638.0,3.0,498.0,1158.0,304.0,6241.0,6638.0,673.0,6618.0,4766.0
Beta catenin,3737.0,3734.0,0.0,3737.0,273.0,1121.0,458.0,699.0,589.0,38.0,1200.0,341.0,1072.0,2963.0,2056.0,10.0,258.0,998.0,509.0,3737.0,693.0,3737.0,102.0,3737.0,3724.0,3473.0,3737.0,340.0,1318.0,1755.0,247.0,56.0,179.0,3737.0,3737.0,1.0,489.0,676.0,110.0,3359.0,3737.0,489.0,3721.0,2018.0
Ca,6642.0,6638.0,3737.0,0.0,484.0,2703.0,1386.0,1936.0,1677.0,117.0,3168.0,770.0,2846.0,5856.0,4546.0,21.0,685.0,3069.0,1391.0,6642.0,706.0,6642.0,216.0,6642.0,6628.0,5947.0,6642.0,608.0,1340.0,1906.0,430.0,155.0,351.0,6642.0,6642.0,3.0,498.0,1159.0,304.0,6243.0,6642.0,673.0,6622.0,4769.0
CD11b,484.0,482.0,273.0,484.0,0.0,328.0,71.0,195.0,158.0,13.0,305.0,50.0,326.0,483.0,472.0,12.0,222.0,284.0,152.0,484.0,22.0,484.0,25.0,484.0,483.0,456.0,484.0,152.0,52.0,86.0,35.0,17.0,235.0,484.0,484.0,1.0,23.0,176.0,30.0,475.0,484.0,33.0,484.0,436.0
CD11c,2703.0,2699.0,1121.0,2703.0,328.0,0.0,516.0,1235.0,1024.0,34.0,1853.0,285.0,1945.0,2701.0,2545.0,19.0,487.0,1869.0,863.0,2703.0,139.0,2703.0,121.0,2703.0,2701.0,2629.0,2703.0,464.0,146.0,339.0,199.0,93.0,199.0,2703.0,2703.0,2.0,67.0,742.0,227.0,2653.0,2703.0,332.0,2702.0,2523.0
CD138,1386.0,1386.0,458.0,1386.0,71.0,516.0,0.0,679.0,360.0,64.0,696.0,409.0,560.0,1374.0,1034.0,3.0,168.0,975.0,256.0,1386.0,9.0,1386.0,35.0,1386.0,1386.0,1064.0,1386.0,87.0,8.0,62.0,81.0,22.0,74.0,1386.0,1386.0,1.0,6.0,110.0,46.0,1373.0,1386.0,240.0,1386.0,1295.0
CD16,1936.0,1933.0,699.0,1936.0,195.0,1235.0,679.0,0.0,444.0,109.0,1095.0,304.0,1149.0,1932.0,1714.0,9.0,348.0,1562.0,459.0,1936.0,76.0,1936.0,80.0,1936.0,1935.0,1861.0,1936.0,230.0,138.0,231.0,133.0,46.0,127.0,1936.0,1936.0,1.0,55.0,420.0,97.0,1901.0,1936.0,217.0,1936.0,1798.0
CD20,1677.0,1677.0,589.0,1677.0,158.0,1024.0,360.0,444.0,0.0,18.0,1269.0,187.0,1151.0,1675.0,1531.0,14.0,195.0,990.0,577.0,1677.0,65.0,1677.0,71.0,1677.0,1677.0,1589.0,1677.0,225.0,34.0,121.0,158.0,60.0,93.0,1677.0,1677.0,3.0,19.0,310.0,147.0,1668.0,1677.0,172.0,1677.0,1608.0
CD209,117.0,117.0,38.0,117.0,13.0,34.0,64.0,109.0,18.0,0.0,62.0,24.0,89.0,117.0,110.0,1.0,29.0,109.0,16.0,117.0,5.0,117.0,3.0,117.0,117.0,117.0,117.0,12.0,2.0,5.0,11.0,4.0,4.0,117.0,117.0,1.0,3.0,32.0,5.0,117.0,117.0,6.0,117.0,115.0
