,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,7069.0,6403.0,7070.0,902.0,2756.0,4834.0,2901.0,2665.0,97.0,3672.0,275.0,3072.0,5799.0,5591.0,50.0,4167.0,2623.0,2431.0,7070.0,1853.0,7070.0,201.0,7070.0,7068.0,6647.0,7070.0,808.0,1097.0,5827.0,868.0,273.0,406.0,7070.0,7070.0,388.0,4905.0,2472.0,1370.0,7065.0,7070.0,3001.0,7062.0,4816.0
Background,7069.0,0.0,6402.0,7069.0,902.0,2756.0,4833.0,2901.0,2664.0,97.0,3672.0,275.0,3072.0,5798.0,5591.0,50.0,4167.0,2623.0,2431.0,7069.0,1853.0,7069.0,201.0,7069.0,7067.0,6646.0,7069.0,808.0,1097.0,5826.0,868.0,273.0,406.0,7069.0,7069.0,388.0,4904.0,2472.0,1370.0,7064.0,7069.0,3001.0,7061.0,4816.0
Beta catenin,6403.0,6402.0,0.0,6403.0,781.0,2390.0,4711.0,2523.0,2177.0,88.0,3064.0,272.0,2554.0,5132.0,4933.0,41.0,3932.0,2231.0,1989.0,6403.0,1850.0,6403.0,159.0,6403.0,6401.0,6003.0,6403.0,685.0,1092.0,5483.0,775.0,228.0,321.0,6403.0,6403.0,379.0,4808.0,2349.0,1140.0,6399.0,6403.0,2688.0,6395.0,4160.0
Ca,7070.0,7069.0,6403.0,0.0,902.0,2756.0,4834.0,2901.0,2665.0,97.0,3672.0,275.0,3072.0,5799.0,5591.0,50.0,4167.0,2623.0,2431.0,7070.0,1853.0,7070.0,201.0,7070.0,7068.0,6647.0,7070.0,808.0,1097.0,5827.0,868.0,273.0,406.0,7070.0,7070.0,388.0,4905.0,2472.0,1370.0,7065.0,7070.0,3001.0,7062.0,4816.0
CD11b,902.0,902.0,781.0,902.0,0.0,641.0,268.0,374.0,739.0,13.0,788.0,26.0,775.0,900.0,898.0,21.0,504.0,470.0,591.0,902.0,188.0,902.0,37.0,902.0,902.0,900.0,902.0,261.0,54.0,657.0,200.0,42.0,154.0,902.0,902.0,117.0,291.0,313.0,465.0,902.0,902.0,468.0,902.0,830.0
CD11c,2756.0,2756.0,2390.0,2756.0,641.0,0.0,1604.0,1786.0,1507.0,48.0,1983.0,105.0,2014.0,2732.0,2678.0,39.0,1880.0,1757.0,1436.0,2756.0,804.0,2756.0,122.0,2756.0,2756.0,2737.0,2756.0,568.0,391.0,2236.0,351.0,156.0,298.0,2756.0,2756.0,140.0,1537.0,1109.0,762.0,2756.0,2756.0,1716.0,2755.0,2495.0
CD138,4834.0,4833.0,4711.0,4834.0,268.0,1604.0,0.0,1923.0,1171.0,64.0,1859.0,118.0,1553.0,3635.0,3471.0,18.0,3184.0,1518.0,1141.0,4834.0,1614.0,4834.0,109.0,4834.0,4832.0,4499.0,4834.0,409.0,965.0,4461.0,515.0,166.0,219.0,4834.0,4834.0,230.0,4280.0,2040.0,564.0,4830.0,4834.0,1761.0,4827.0,2765.0
CD16,2901.0,2901.0,2523.0,2901.0,374.0,1786.0,1923.0,0.0,1306.0,73.0,1877.0,141.0,1699.0,2840.0,2689.0,34.0,2001.0,1900.0,1326.0,2901.0,629.0,2901.0,102.0,2901.0,2901.0,2842.0,2901.0,469.0,398.0,2292.0,357.0,151.0,300.0,2901.0,2901.0,128.0,1749.0,1024.0,566.0,2901.0,2901.0,1865.0,2900.0,2562.0
CD20,2665.0,2664.0,2177.0,2665.0,739.0,1507.0,1171.0,1306.0,0.0,55.0,2191.0,118.0,1904.0,2661.0,2605.0,28.0,1430.0,1381.0,1542.0,2665.0,533.0,2665.0,104.0,2665.0,2665.0,2649.0,2665.0,419.0,266.0,1925.0,453.0,132.0,235.0,2665.0,2665.0,201.0,1170.0,714.0,956.0,2664.0,2665.0,1632.0,2665.0,2495.0
CD209,97.0,97.0,88.0,97.0,13.0,48.0,64.0,73.0,55.0,0.0,68.0,31.0,65.0,97.0,95.0,1.0,66.0,62.0,43.0,97.0,18.0,97.0,4.0,97.0,97.0,93.0,97.0,10.0,12.0,67.0,13.0,3.0,11.0,97.0,97.0,7.0,47.0,26.0,13.0,97.0,97.0,77.0,97.0,97.0
CD3,3672.0,3672.0,3064.0,3672.0,788.0,1983.0,1859.0,1877.0,2191.0,68.0,0.0,173.0,2695.0,3672.0,3621.0,40.0,1981.0,1857.0,2242.0,3672.0,726.0,3672.0,196.0,3672.0,3671.0,3553.0,3672.0,645.0,379.0,2744.0,553.0,271.0,337.0,3672.0,3672.0,214.0,1858.0,1086.0,1303.0,3671.0,3672.0,2177.0,3671.0,3398.0
CD31,275.0,275.0,272.0,275.0,26.0,105.0,118.0,141.0,118.0,31.0,173.0,0.0,125.0,260.0,245.0,5.0,131.0,115.0,123.0,275.0,29.0,275.0,4.0,275.0,275.0,258.0,275.0,27.0,18.0,159.0,26.0,10.0,26.0,275.0,275.0,14.0,101.0,57.0,48.0,274.0,275.0,229.0,275.0,273.0
CD4,3072.0,3072.0,2554.0,3072.0,775.0,2014.0,1553.0,1699.0,1904.0,65.0,2695.0,125.0,0.0,3072.0,3055.0,40.0,1804.0,1754.0,1692.0,3072.0,705.0,3072.0,176.0,3072.0,3072.0,3025.0,3072.0,626.0,330.0,2364.0,464.0,251.0,292.0,3072.0,3072.0,180.0,1539.0,1049.0,1208.0,3072.0,3072.0,1830.0,3070.0,2890.0
CD45,5799.0,5798.0,5132.0,5799.0,900.0,2732.0,3635.0,2840.0,2661.0,97.0,3672.0,260.0,3072.0,0.0,5212.0,49.0,3422.0,2597.0,2429.0,5799.0,1480.0,5799.0,201.0,5799.0,5798.0,5575.0,5799.0,769.0,879.0,4610.0,751.0,273.0,406.0,5799.0,5799.0,332.0,3664.0,1924.0,1370.0,5795.0,5799.0,2928.0,5795.0,4681.0
CD45RO,5591.0,5591.0,4933.0,5591.0,898.0,2678.0,3471.0,2689.0,2605.0,95.0,3621.0,245.0,3055.0,5212.0,0.0,50.0,3342.0,2514.0,2374.0,5591.0,1466.0,5591.0,201.0,5591.0,5590.0,5408.0,5591.0,768.0,850.0,4450.0,769.0,271.0,402.0,5591.0,5591.0,353.0,3503.0,1897.0,1368.0,5589.0,5591.0,2824.0,5589.0,4466.0
CD56,50.0,50.0,41.0,50.0,21.0,39.0,18.0,34.0,28.0,1.0,40.0,5.0,40.0,49.0,50.0,0.0,29.0,34.0,35.0,50.0,7.0,50.0,3.0,50.0,50.0,50.0,50.0,26.0,6.0,40.0,9.0,8.0,11.0,50.0,50.0,4.0,22.0,16.0,14.0,50.0,50.0,39.0,50.0,49.0
CD63,4167.0,4167.0,3932.0,4167.0,504.0,1880.0,3184.0,2001.0,1430.0,66.0,1981.0,131.0,1804.0,3422.0,3342.0,29.0,0.0,1907.0,1333.0,4167.0,1419.0,4167.0,112.0,4167.0,4165.0,4049.0,4167.0,449.0,809.0,3709.0,504.0,160.0,309.0,4167.0,4167.0,255.0,3160.0,1807.0,709.0,4166.0,4167.0,1890.0,4164.0,2814.0
CD68,2623.0,2623.0,2231.0,2623.0,470.0,1757.0,1518.0,1900.0,1381.0,62.0,1857.0,115.0,1754.0,2597.0,2514.0,34.0,1907.0,0.0,1340.0,2623.0,527.0,2623.0,116.0,2623.0,2623.0,2599.0,2623.0,443.0,296.0,2053.0,332.0,136.0,312.0,2623.0,2623.0,128.0,1452.0,902.0,621.0,2623.0,2623.0,1704.0,2622.0,2497.0
CD8,2431.0,2431.0,1989.0,2431.0,591.0,1436.0,1141.0,1326.0,1542.0,43.0,2242.0,123.0,1692.0,2429.0,2374.0,35.0,1333.0,1340.0,0.0,2431.0,417.0,2431.0,102.0,2431.0,2431.0,2360.0,2431.0,511.0,205.0,1823.0,336.0,150.0,264.0,2431.0,2431.0,130.0,1131.0,738.0,795.0,2430.0,2431.0,1527.0,2431.0,2316.0
dsDNA,7070.0,7069.0,6403.0,7070.0,902.0,2756.0,4834.0,2901.0,2665.0,97.0,3672.0,275.0,3072.0,5799.0,5591.0,50.0,4167.0,2623.0,2431.0,0.0,1853.0,7070.0,201.0,7070.0,7068.0,6647.0,7070.0,808.0,1097.0,5827.0,868.0,273.0,406.0,7070.0,7070.0,388.0,4905.0,2472.0,1370.0,7065.0,7070.0,3001.0,7062.0,4816.0
EGFR,1853.0,1853.0,1850.0,1853.0,188.0,804.0,1614.0,629.0,533.0,18.0,726.0,29.0,705.0,1480.0,1466.0,7.0,1419.0,527.0,417.0,1853.0,0.0,1853.0,49.0,1853.0,1853.0,1823.0,1853.0,182.0,820.0,1778.0,259.0,70.0,52.0,1853.0,1853.0,143.0,1658.0,943.0,310.0,1853.0,1853.0,646.0,1853.0,1105.0
Fe,7070.0,7069.0,6403.0,7070.0,902.0,2756.0,4834.0,2901.0,2665.0,97.0,3672.0,275.0,3072.0,5799.0,5591.0,50.0,4167.0,2623.0,2431.0,7070.0,1853.0,0.0,201.0,7070.0,7068.0,6647.0,7070.0,808.0,1097.0,5827.0,868.0,273.0,406.0,7070.0,7070.0,388.0,4905.0,2472.0,1370.0,7065.0,7070.0,3001.0,7062.0,4816.0
FoxP3,201.0,201.0,159.0,201.0,37.0,122.0,109.0,102.0,104.0,4.0,196.0,4.0,176.0,201.0,201.0,3.0,112.0,116.0,102.0,201.0,49.0,201.0,0.0,201.0,201.0,199.0,201.0,38.0,31.0,163.0,33.0,30.0,19.0,201.0,201.0,8.0,126.0,68.0,54.0,201.0,201.0,118.0,201.0,189.0
H3K27me3,7070.0,7069.0,6403.0,7070.0,902.0,2756.0,4834.0,2901.0,2665.0,97.0,3672.0,275.0,3072.0,5799.0,5591.0,50.0,4167.0,2623.0,2431.0,7070.0,1853.0,7070.0,201.0,0.0,7068.0,6647.0,7070.0,808.0,1097.0,5827.0,868.0,273.0,406.0,7070.0,7070.0,388.0,4905.0,2472.0,1370.0,7065.0,7070.0,3001.0,7062.0,4816.0
