,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,6269.0,5908.0,6269.0,138.0,409.0,461.0,1825.0,25.0,5.0,1356.0,136.0,379.0,3279.0,2159.0,23.0,922.0,1060.0,1693.0,6269.0,1241.0,6269.0,9.0,6269.0,6266.0,3102.0,6269.0,100.0,126.0,5561.0,722.0,191.0,155.0,6269.0,6269.0,4961.0,5182.0,3985.0,992.0,5690.0,6269.0,693.0,6269.0,1732.0
Background,6269.0,0.0,5908.0,6269.0,138.0,409.0,461.0,1825.0,25.0,5.0,1356.0,136.0,379.0,3279.0,2159.0,23.0,922.0,1060.0,1693.0,6269.0,1241.0,6269.0,9.0,6269.0,6266.0,3102.0,6269.0,100.0,126.0,5561.0,722.0,191.0,155.0,6269.0,6269.0,4961.0,5182.0,3985.0,992.0,5690.0,6269.0,693.0,6269.0,1732.0
Beta catenin,5908.0,5908.0,0.0,5908.0,117.0,287.0,438.0,1565.0,17.0,5.0,1141.0,109.0,243.0,2956.0,1886.0,17.0,795.0,813.0,1514.0,5908.0,1240.0,5908.0,6.0,5908.0,5906.0,2799.0,5908.0,93.0,125.0,5475.0,711.0,170.0,140.0,5908.0,5908.0,4909.0,5144.0,3931.0,907.0,5351.0,5908.0,543.0,5908.0,1417.0
Ca,6269.0,6269.0,5908.0,0.0,138.0,409.0,461.0,1825.0,25.0,5.0,1356.0,136.0,379.0,3279.0,2159.0,23.0,922.0,1060.0,1693.0,6269.0,1241.0,6269.0,9.0,6269.0,6266.0,3102.0,6269.0,100.0,126.0,5561.0,722.0,191.0,155.0,6269.0,6269.0,4961.0,5182.0,3985.0,992.0,5690.0,6269.0,693.0,6269.0,1732.0
CD11b,138.0,138.0,117.0,138.0,0.0,71.0,20.0,95.0,6.0,1.0,52.0,12.0,47.0,114.0,109.0,2.0,86.0,82.0,53.0,138.0,24.0,138.0,3.0,138.0,138.0,127.0,138.0,15.0,2.0,103.0,12.0,8.0,37.0,138.0,138.0,76.0,84.0,76.0,34.0,134.0,138.0,44.0,138.0,90.0
CD11c,409.0,409.0,287.0,409.0,71.0,0.0,62.0,396.0,12.0,1.0,204.0,50.0,187.0,405.0,375.0,7.0,252.0,332.0,206.0,409.0,53.0,409.0,4.0,409.0,409.0,402.0,409.0,26.0,8.0,233.0,29.0,28.0,46.0,409.0,409.0,154.0,176.0,178.0,107.0,402.0,409.0,197.0,409.0,347.0
CD138,461.0,461.0,438.0,461.0,20.0,62.0,0.0,222.0,5.0,1.0,110.0,11.0,31.0,314.0,204.0,3.0,147.0,137.0,130.0,461.0,127.0,461.0,2.0,461.0,461.0,277.0,461.0,11.0,25.0,396.0,71.0,16.0,34.0,461.0,461.0,350.0,390.0,316.0,81.0,442.0,461.0,86.0,461.0,181.0
CD16,1825.0,1825.0,1565.0,1825.0,95.0,396.0,222.0,0.0,21.0,2.0,569.0,94.0,293.0,1565.0,1104.0,12.0,610.0,906.0,623.0,1825.0,333.0,1825.0,6.0,1825.0,1824.0,1454.0,1825.0,63.0,40.0,1385.0,194.0,63.0,118.0,1825.0,1825.0,1148.0,1242.0,993.0,357.0,1726.0,1825.0,492.0,1825.0,1100.0
CD20,25.0,25.0,17.0,25.0,6.0,12.0,5.0,21.0,0.0,1.0,15.0,3.0,14.0,25.0,24.0,3.0,13.0,19.0,17.0,25.0,1.0,25.0,1.0,25.0,25.0,23.0,25.0,5.0,1.0,9.0,1.0,1.0,4.0,25.0,25.0,2.0,2.0,6.0,6.0,25.0,25.0,19.0,25.0,25.0
CD209,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0
