,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,6138.0,3837.0,6138.0,2049.0,2279.0,1504.0,3343.0,646.0,1673.0,2713.0,768.0,1782.0,4879.0,4248.0,30.0,2507.0,2880.0,1877.0,6138.0,583.0,6138.0,73.0,6138.0,6094.0,5847.0,6138.0,1010.0,97.0,3412.0,780.0,231.0,444.0,6138.0,6138.0,41.0,3263.0,1433.0,656.0,5986.0,6138.0,590.0,6130.0,3070.0
Background,6138.0,0.0,3837.0,6138.0,2049.0,2279.0,1504.0,3343.0,646.0,1673.0,2713.0,768.0,1782.0,4879.0,4248.0,30.0,2507.0,2880.0,1877.0,6138.0,583.0,6138.0,73.0,6138.0,6094.0,5847.0,6138.0,1010.0,97.0,3412.0,780.0,231.0,444.0,6138.0,6138.0,41.0,3263.0,1433.0,656.0,5986.0,6138.0,590.0,6130.0,3070.0
Beta catenin,3837.0,3837.0,0.0,3837.0,1179.0,1261.0,721.0,1550.0,270.0,516.0,1230.0,289.0,729.0,2591.0,2139.0,19.0,1687.0,1148.0,997.0,3837.0,580.0,3837.0,26.0,3837.0,3800.0,3699.0,3837.0,499.0,81.0,3018.0,637.0,145.0,324.0,3837.0,3837.0,36.0,3187.0,669.0,357.0,3726.0,3837.0,271.0,3831.0,1207.0
Ca,6138.0,6138.0,3837.0,0.0,2049.0,2279.0,1504.0,3343.0,646.0,1673.0,2713.0,768.0,1782.0,4879.0,4248.0,30.0,2507.0,2880.0,1877.0,6138.0,583.0,6138.0,73.0,6138.0,6094.0,5847.0,6138.0,1010.0,97.0,3412.0,780.0,231.0,444.0,6138.0,6138.0,41.0,3263.0,1433.0,656.0,5986.0,6138.0,590.0,6130.0,3070.0
CD11b,2049.0,2049.0,1179.0,2049.0,0.0,1623.0,354.0,1778.0,330.0,1009.0,1224.0,201.0,1090.0,1991.0,1927.0,30.0,1374.0,1559.0,988.0,2049.0,187.0,2049.0,31.0,2049.0,2030.0,2042.0,2049.0,757.0,27.0,1129.0,191.0,143.0,372.0,2049.0,2049.0,9.0,969.0,1178.0,371.0,2016.0,2049.0,196.0,2049.0,1493.0
CD11c,2279.0,2279.0,1261.0,2279.0,1623.0,0.0,360.0,2107.0,404.0,1049.0,1497.0,256.0,1268.0,2274.0,2212.0,29.0,1403.0,1764.0,1158.0,2279.0,157.0,2279.0,39.0,2279.0,2264.0,2273.0,2279.0,803.0,47.0,1172.0,210.0,164.0,324.0,2279.0,2279.0,14.0,969.0,1266.0,443.0,2250.0,2279.0,261.0,2279.0,1754.0
CD138,1504.0,1504.0,721.0,1504.0,354.0,360.0,0.0,854.0,120.0,487.0,617.0,420.0,336.0,1254.0,1036.0,4.0,561.0,779.0,345.0,1504.0,251.0,1504.0,18.0,1504.0,1502.0,1410.0,1504.0,131.0,8.0,730.0,163.0,29.0,57.0,1504.0,1504.0,6.0,617.0,201.0,135.0,1475.0,1504.0,189.0,1502.0,760.0
CD16,3343.0,3343.0,1550.0,3343.0,1778.0,2107.0,854.0,0.0,509.0,1599.0,2001.0,564.0,1524.0,3303.0,3080.0,29.0,1703.0,2569.0,1382.0,3343.0,200.0,3343.0,60.0,3343.0,3324.0,3312.0,3343.0,867.0,63.0,1447.0,302.0,175.0,325.0,3343.0,3343.0,18.0,1171.0,1377.0,514.0,3290.0,3343.0,443.0,3341.0,2499.0
CD20,646.0,646.0,270.0,646.0,330.0,404.0,120.0,509.0,0.0,261.0,500.0,91.0,380.0,646.0,624.0,2.0,276.0,421.0,360.0,646.0,22.0,646.0,12.0,646.0,645.0,641.0,646.0,215.0,23.0,281.0,66.0,46.0,64.0,646.0,646.0,2.0,169.0,289.0,129.0,644.0,646.0,74.0,646.0,529.0
CD209,1673.0,1673.0,516.0,1673.0,1009.0,1049.0,487.0,1599.0,261.0,0.0,1150.0,332.0,990.0,1670.0,1609.0,24.0,890.0,1493.0,789.0,1673.0,68.0,1673.0,40.0,1673.0,1672.0,1671.0,1673.0,508.0,28.0,578.0,119.0,99.0,129.0,1673.0,1673.0,8.0,325.0,944.0,322.0,1656.0,1673.0,260.0,1673.0,1439.0
CD3,2713.0,2713.0,1230.0,2713.0,1224.0,1497.0,617.0,2001.0,500.0,1150.0,0.0,465.0,1617.0,2713.0,2654.0,23.0,1175.0,1771.0,1514.0,2713.0,145.0,2713.0,72.0,2713.0,2713.0,2614.0,2713.0,725.0,56.0,1150.0,246.0,226.0,228.0,2713.0,2713.0,9.0,819.0,1095.0,633.0,2695.0,2713.0,415.0,2713.0,2100.0
CD31,768.0,768.0,289.0,768.0,201.0,256.0,420.0,564.0,91.0,332.0,465.0,0.0,288.0,764.0,694.0,4.0,213.0,553.0,247.0,768.0,3.0,768.0,16.0,768.0,768.0,715.0,768.0,106.0,4.0,160.0,42.0,21.0,38.0,768.0,768.0,4.0,33.0,180.0,88.0,764.0,768.0,231.0,768.0,667.0
CD4,1782.0,1782.0,729.0,1782.0,1090.0,1268.0,336.0,1524.0,380.0,990.0,1617.0,288.0,0.0,1782.0,1779.0,26.0,917.0,1366.0,995.0,1782.0,88.0,1782.0,55.0,1782.0,1782.0,1753.0,1782.0,660.0,47.0,747.0,161.0,136.0,181.0,1782.0,1782.0,7.0,441.0,1062.0,513.0,1772.0,1782.0,263.0,1782.0,1524.0
CD45,4879.0,4879.0,2591.0,4879.0,1991.0,2274.0,1254.0,3303.0,646.0,1670.0,2713.0,764.0,1782.0,0.0,4186.0,30.0,2090.0,2865.0,1871.0,4879.0,357.0,4879.0,73.0,4879.0,4851.0,4674.0,4879.0,974.0,82.0,2304.0,518.0,231.0,442.0,4879.0,4879.0,32.0,2057.0,1430.0,656.0,4786.0,4879.0,587.0,4877.0,3063.0
CD45RO,4248.0,4248.0,2139.0,4248.0,1927.0,2212.0,1036.0,3080.0,624.0,1609.0,2654.0,694.0,1779.0,4186.0,0.0,30.0,1932.0,2699.0,1792.0,4248.0,261.0,4248.0,73.0,4248.0,4223.0,4089.0,4248.0,944.0,76.0,1921.0,422.0,223.0,429.0,4248.0,4248.0,18.0,1637.0,1426.0,654.0,4191.0,4248.0,544.0,4247.0,2912.0
