,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5997.0,3838.0,5997.0,521.0,950.0,146.0,2520.0,365.0,47.0,1405.0,553.0,692.0,3374.0,2182.0,0.0,138.0,1444.0,877.0,5997.0,644.0,5997.0,3.0,5996.0,5915.0,2991.0,5953.0,505.0,3324.0,3616.0,53.0,47.0,48.0,5997.0,5997.0,767.0,2018.0,244.0,129.0,4213.0,5997.0,728.0,5994.0,2911.0
Background,5997.0,0.0,3838.0,5997.0,521.0,950.0,146.0,2520.0,365.0,47.0,1405.0,553.0,692.0,3374.0,2182.0,0.0,138.0,1444.0,877.0,5997.0,644.0,5997.0,3.0,5996.0,5915.0,2991.0,5953.0,505.0,3324.0,3616.0,53.0,47.0,48.0,5997.0,5997.0,767.0,2018.0,244.0,129.0,4213.0,5997.0,728.0,5994.0,2911.0
Beta catenin,3838.0,3838.0,0.0,3838.0,131.0,213.0,116.0,820.0,79.0,14.0,408.0,168.0,162.0,1320.0,668.0,0.0,41.0,363.0,321.0,3838.0,641.0,3838.0,1.0,3838.0,3794.0,1110.0,3803.0,151.0,3218.0,3427.0,52.0,16.0,27.0,3838.0,3838.0,749.0,2011.0,62.0,48.0,2888.0,3838.0,473.0,3836.0,1272.0
Ca,5997.0,5997.0,3838.0,0.0,521.0,950.0,146.0,2520.0,365.0,47.0,1405.0,553.0,692.0,3374.0,2182.0,0.0,138.0,1444.0,877.0,5997.0,644.0,5997.0,3.0,5996.0,5915.0,2991.0,5953.0,505.0,3324.0,3616.0,53.0,47.0,48.0,5997.0,5997.0,767.0,2018.0,244.0,129.0,4213.0,5997.0,728.0,5994.0,2911.0
CD11b,521.0,521.0,131.0,521.0,0.0,360.0,7.0,515.0,110.0,18.0,298.0,88.0,232.0,521.0,482.0,0.0,62.0,407.0,153.0,521.0,10.0,521.0,0.0,521.0,520.0,519.0,521.0,155.0,44.0,72.0,1.0,12.0,11.0,521.0,521.0,12.0,28.0,152.0,26.0,393.0,521.0,57.0,521.0,461.0
CD11c,950.0,950.0,213.0,950.0,360.0,0.0,9.0,895.0,176.0,8.0,543.0,147.0,335.0,949.0,848.0,0.0,99.0,623.0,297.0,950.0,17.0,950.0,1.0,949.0,944.0,945.0,950.0,266.0,95.0,145.0,2.0,12.0,22.0,950.0,950.0,27.0,53.0,171.0,43.0,674.0,950.0,105.0,950.0,815.0
CD138,146.0,146.0,116.0,146.0,7.0,9.0,0.0,59.0,5.0,2.0,22.0,19.0,13.0,75.0,39.0,0.0,5.0,32.0,14.0,146.0,41.0,146.0,0.0,146.0,144.0,58.0,146.0,4.0,93.0,101.0,2.0,1.0,4.0,146.0,146.0,12.0,63.0,5.0,7.0,110.0,146.0,32.0,146.0,72.0
CD16,2520.0,2520.0,820.0,2520.0,515.0,895.0,59.0,0.0,294.0,46.0,1107.0,408.0,620.0,2464.0,1745.0,0.0,124.0,1331.0,619.0,2520.0,81.0,2520.0,2.0,2519.0,2482.0,2349.0,2520.0,418.0,476.0,620.0,4.0,34.0,39.0,2520.0,2520.0,90.0,274.0,226.0,103.0,1695.0,2520.0,434.0,2520.0,1999.0
CD20,365.0,365.0,79.0,365.0,110.0,176.0,5.0,294.0,0.0,7.0,250.0,51.0,140.0,364.0,317.0,0.0,22.0,186.0,107.0,365.0,6.0,365.0,0.0,365.0,364.0,354.0,365.0,80.0,37.0,60.0,2.0,2.0,7.0,365.0,365.0,9.0,25.0,60.0,19.0,285.0,365.0,37.0,365.0,310.0
CD209,47.0,47.0,14.0,47.0,18.0,8.0,2.0,46.0,7.0,0.0,25.0,8.0,21.0,45.0,34.0,0.0,1.0,38.0,11.0,47.0,1.0,47.0,0.0,47.0,47.0,45.0,47.0,5.0,8.0,8.0,1.0,1.0,1.0,47.0,47.0,2.0,5.0,6.0,4.0,30.0,47.0,7.0,47.0,41.0
CD3,1405.0,1405.0,408.0,1405.0,298.0,543.0,22.0,1107.0,250.0,25.0,0.0,208.0,630.0,1404.0,1346.0,0.0,67.0,663.0,567.0,1405.0,40.0,1405.0,1.0,1405.0,1401.0,1275.0,1405.0,284.0,196.0,284.0,5.0,35.0,23.0,1405.0,1405.0,42.0,142.0,171.0,121.0,1052.0,1405.0,207.0,1405.0,1147.0
CD31,553.0,553.0,168.0,553.0,88.0,147.0,19.0,408.0,51.0,8.0,208.0,0.0,109.0,525.0,350.0,0.0,22.0,282.0,110.0,553.0,2.0,553.0,1.0,553.0,550.0,458.0,553.0,42.0,20.0,35.0,1.0,9.0,6.0,553.0,553.0,7.0,6.0,36.0,17.0,407.0,553.0,108.0,553.0,445.0
CD4,692.0,692.0,162.0,692.0,232.0,335.0,13.0,620.0,140.0,21.0,630.0,109.0,0.0,692.0,688.0,0.0,43.0,407.0,191.0,692.0,16.0,692.0,2.0,692.0,692.0,683.0,692.0,165.0,56.0,83.0,1.0,30.0,7.0,692.0,692.0,8.0,35.0,129.0,90.0,527.0,692.0,94.0,692.0,596.0
CD45,3374.0,3374.0,1320.0,3374.0,521.0,949.0,75.0,2464.0,364.0,45.0,1404.0,525.0,692.0,0.0,2178.0,0.0,134.0,1420.0,869.0,3374.0,147.0,3374.0,3.0,3373.0,3324.0,2759.0,3374.0,494.0,890.0,1091.0,14.0,47.0,48.0,3374.0,3374.0,217.0,539.0,241.0,129.0,2305.0,3374.0,550.0,3373.0,2463.0
CD45RO,2182.0,2182.0,668.0,2182.0,482.0,848.0,39.0,1745.0,317.0,34.0,1346.0,350.0,688.0,2178.0,0.0,0.0,117.0,1085.0,735.0,2182.0,60.0,2182.0,3.0,2182.0,2168.0,1978.0,2182.0,421.0,347.0,466.0,8.0,45.0,38.0,2182.0,2182.0,97.0,231.0,236.0,127.0,1574.0,2182.0,331.0,2182.0,1744.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,138.0,138.0,41.0,138.0,62.0,99.0,5.0,124.0,22.0,1.0,67.0,22.0,43.0,134.0,117.0,0.0,0.0,128.0,40.0,138.0,8.0,138.0,0.0,138.0,138.0,131.0,138.0,57.0,19.0,28.0,2.0,1.0,12.0,138.0,138.0,9.0,13.0,40.0,10.0,103.0,138.0,9.0,138.0,137.0
CD68,1444.0,1444.0,363.0,1444.0,407.0,623.0,32.0,1331.0,186.0,38.0,663.0,282.0,407.0,1420.0,1085.0,0.0,128.0,0.0,352.0,1444.0,40.0,1444.0,1.0,1444.0,1432.0,1363.0,1444.0,288.0,185.0,272.0,3.0,22.0,30.0,1444.0,1444.0,44.0,109.0,177.0,66.0,1010.0,1444.0,199.0,1444.0,1240.0
CD8,877.0,877.0,321.0,877.0,153.0,297.0,14.0,619.0,107.0,11.0,567.0,110.0,191.0,869.0,735.0,0.0,40.0,352.0,0.0,877.0,31.0,877.0,1.0,877.0,869.0,723.0,877.0,176.0,208.0,266.0,5.0,14.0,16.0,877.0,877.0,58.0,147.0,90.0,50.0,636.0,877.0,125.0,877.0,668.0
dsDNA,5997.0,5997.0,3838.0,5997.0,521.0,950.0,146.0,2520.0,365.0,47.0,1405.0,553.0,692.0,3374.0,2182.0,0.0,138.0,1444.0,877.0,0.0,644.0,5997.0,3.0,5996.0,5915.0,2991.0,5953.0,505.0,3324.0,3616.0,53.0,47.0,48.0,5997.0,5997.0,767.0,2018.0,244.0,129.0,4213.0,5997.0,728.0,5994.0,2911.0
EGFR,644.0,644.0,641.0,644.0,10.0,17.0,41.0,81.0,6.0,1.0,40.0,2.0,16.0,147.0,60.0,0.0,8.0,40.0,31.0,644.0,0.0,644.0,0.0,644.0,642.0,123.0,644.0,12.0,626.0,636.0,15.0,4.0,6.0,644.0,644.0,138.0,522.0,12.0,8.0,565.0,644.0,71.0,644.0,206.0
Fe,5997.0,5997.0,3838.0,5997.0,521.0,950.0,146.0,2520.0,365.0,47.0,1405.0,553.0,692.0,3374.0,2182.0,0.0,138.0,1444.0,877.0,5997.0,644.0,0.0,3.0,5996.0,5915.0,2991.0,5953.0,505.0,3324.0,3616.0,53.0,47.0,48.0,5997.0,5997.0,767.0,2018.0,244.0,129.0,4213.0,5997.0,728.0,5994.0,2911.0
FoxP3,3.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0
H3K27me3,5996.0,5996.0,3838.0,5996.0,521.0,949.0,146.0,2519.0,365.0,47.0,1405.0,553.0,692.0,3373.0,2182.0,0.0,138.0,1444.0,877.0,5996.0,644.0,5996.0,3.0,0.0,5915.0,2990.0,5952.0,505.0,3324.0,3616.0,53.0,47.0,48.0,5996.0,5996.0,767.0,2018.0,244.0,129.0,4212.0,5996.0,728.0,5993.0,2910.0
H3K9ac,5915.0,5915.0,3794.0,5915.0,520.0,944.0,144.0,2482.0,364.0,47.0,1401.0,550.0,692.0,3324.0,2168.0,0.0,138.0,1432.0,869.0,5915.0,642.0,5915.0,3.0,5915.0,0.0,2946.0,5873.0,502.0,3293.0,3576.0,53.0,47.0,47.0,5915.0,5915.0,767.0,2010.0,244.0,128.0,4203.0,5915.0,715.0,5912.0,2876.0
HLA-DR,2991.0,2991.0,1110.0,2991.0,519.0,945.0,58.0,2349.0,354.0,45.0,1275.0,458.0,683.0,2759.0,1978.0,0.0,131.0,1363.0,723.0,2991.0,123.0,2991.0,3.0,2990.0,2946.0,0.0,2991.0,460.0,736.0,900.0,10.0,45.0,41.0,2991.0,2991.0,172.0,452.0,238.0,120.0,2067.0,2991.0,480.0,2991.0,2225.0
HLA_Class_1,5953.0,5953.0,3803.0,5953.0,521.0,950.0,146.0,2520.0,365.0,47.0,1405.0,553.0,692.0,3374.0,2182.0,0.0,138.0,1444.0,877.0,5953.0,644.0,5953.0,3.0,5952.0,5873.0,2991.0,0.0,505.0,3281.0,3574.0,53.0,47.0,48.0,5953.0,5953.0,767.0,2017.0,244.0,129.0,4210.0,5953.0,728.0,5950.0,2908.0
IDO,505.0,505.0,151.0,505.0,155.0,266.0,4.0,418.0,80.0,5.0,284.0,42.0,165.0,494.0,421.0,0.0,57.0,288.0,176.0,505.0,12.0,505.0,0.0,505.0,502.0,460.0,505.0,0.0,80.0,117.0,4.0,8.0,10.0,505.0,505.0,23.0,58.0,139.0,30.0,388.0,505.0,44.0,505.0,443.0
Keratin17,3324.0,3324.0,3218.0,3324.0,44.0,95.0,93.0,476.0,37.0,8.0,196.0,20.0,56.0,890.0,347.0,0.0,19.0,185.0,208.0,3324.0,626.0,3324.0,1.0,3324.0,3293.0,736.0,3281.0,80.0,0.0,3261.0,52.0,10.0,17.0,3324.0,3324.0,700.0,1963.0,27.0,28.0,2498.0,3324.0,270.0,3323.0,831.0
Keratin6,3616.0,3616.0,3427.0,3616.0,72.0,145.0,101.0,620.0,60.0,8.0,284.0,35.0,83.0,1091.0,466.0,0.0,28.0,272.0,266.0,3616.0,636.0,3616.0,1.0,3616.0,3576.0,900.0,3574.0,117.0,3261.0,0.0,52.0,12.0,23.0,3616.0,3616.0,752.0,2008.0,37.0,38.0,2702.0,3616.0,342.0,3614.0,1015.0
Ki67,53.0,53.0,52.0,53.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,14.0,8.0,0.0,2.0,3.0,5.0,53.0,15.0,53.0,0.0,53.0,53.0,10.0,53.0,4.0,52.0,52.0,0.0,1.0,1.0,53.0,53.0,38.0,41.0,1.0,1.0,52.0,53.0,3.0,53.0,9.0
