,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,4329.0,3205.0,4329.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,4329.0,2071.0,4329.0,2.0,4329.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,4329.0,4329.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
Background,4329.0,0.0,3205.0,4329.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,4329.0,2071.0,4329.0,2.0,4329.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,4329.0,4329.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
Beta catenin,3205.0,3205.0,0.0,3205.0,260.0,459.0,2500.0,1228.0,5.0,3.0,182.0,76.0,183.0,1964.0,826.0,0.0,863.0,895.0,120.0,3205.0,1909.0,3205.0,2.0,3205.0,3199.0,1666.0,3198.0,24.0,1259.0,2908.0,635.0,11.0,8.0,3205.0,3205.0,1328.0,2971.0,2421.0,64.0,3152.0,3205.0,1146.0,3205.0,1647.0
Ca,4329.0,4329.0,3205.0,0.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,4329.0,2071.0,4329.0,2.0,4329.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,4329.0,4329.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
CD11b,467.0,467.0,260.0,467.0,0.0,376.0,295.0,463.0,1.0,4.0,75.0,30.0,149.0,464.0,441.0,0.0,166.0,440.0,64.0,467.0,142.0,467.0,1.0,467.0,467.0,466.0,467.0,31.0,317.0,251.0,37.0,8.0,12.0,467.0,467.0,68.0,298.0,252.0,31.0,463.0,467.0,360.0,467.0,453.0
CD11c,800.0,800.0,459.0,800.0,376.0,0.0,495.0,777.0,3.0,2.0,143.0,38.0,176.0,789.0,687.0,0.0,243.0,689.0,103.0,800.0,244.0,800.0,1.0,800.0,799.0,795.0,800.0,30.0,440.0,468.0,75.0,11.0,7.0,800.0,800.0,141.0,528.0,424.0,45.0,793.0,800.0,611.0,800.0,767.0
CD138,3031.0,3031.0,2500.0,3031.0,295.0,495.0,0.0,1283.0,3.0,7.0,160.0,51.0,189.0,1907.0,862.0,0.0,897.0,955.0,106.0,3031.0,1855.0,3031.0,2.0,3031.0,3024.0,1669.0,3029.0,27.0,1255.0,2655.0,582.0,16.0,16.0,3031.0,3031.0,1217.0,2750.0,2279.0,61.0,2976.0,3031.0,1106.0,3031.0,1620.0
CD16,2007.0,2007.0,1228.0,2007.0,463.0,777.0,1283.0,0.0,5.0,7.0,266.0,57.0,260.0,1949.0,1266.0,0.0,538.0,1400.0,184.0,2007.0,752.0,2007.0,1.0,2007.0,2002.0,1927.0,2007.0,35.0,787.0,1372.0,218.0,13.0,17.0,2007.0,2007.0,460.0,1518.0,1133.0,81.0,1963.0,2007.0,1254.0,2007.0,1766.0
CD20,9.0,9.0,5.0,9.0,1.0,3.0,3.0,5.0,0.0,1.0,3.0,1.0,2.0,9.0,4.0,0.0,1.0,4.0,4.0,9.0,3.0,9.0,0.0,9.0,9.0,9.0,9.0,1.0,2.0,6.0,3.0,1.0,1.0,9.0,9.0,4.0,6.0,4.0,1.0,9.0,9.0,4.0,9.0,8.0
CD209,7.0,7.0,3.0,7.0,4.0,2.0,7.0,7.0,1.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,3.0,7.0,1.0,7.0,4.0,7.0,0.0,7.0,7.0,7.0,7.0,1.0,6.0,4.0,3.0,1.0,1.0,7.0,7.0,3.0,5.0,7.0,1.0,7.0,7.0,5.0,7.0,7.0
CD3,343.0,343.0,182.0,343.0,75.0,143.0,160.0,266.0,3.0,1.0,0.0,12.0,163.0,342.0,320.0,0.0,62.0,201.0,141.0,343.0,102.0,343.0,2.0,343.0,343.0,314.0,343.0,9.0,131.0,205.0,20.0,21.0,2.0,343.0,343.0,39.0,230.0,163.0,88.0,332.0,343.0,232.0,343.0,306.0
CD31,87.0,87.0,76.0,87.0,30.0,38.0,51.0,57.0,1.0,1.0,12.0,0.0,13.0,79.0,51.0,0.0,13.0,47.0,11.0,87.0,17.0,87.0,1.0,87.0,87.0,69.0,87.0,8.0,32.0,36.0,4.0,2.0,2.0,87.0,87.0,4.0,42.0,32.0,6.0,84.0,87.0,79.0,87.0,87.0
CD4,317.0,317.0,183.0,317.0,149.0,176.0,189.0,260.0,2.0,2.0,163.0,13.0,0.0,317.0,280.0,0.0,77.0,225.0,53.0,317.0,113.0,317.0,1.0,317.0,317.0,308.0,317.0,24.0,169.0,175.0,15.0,15.0,1.0,317.0,317.0,47.0,202.0,161.0,63.0,310.0,317.0,218.0,317.0,291.0
CD45,2868.0,2868.0,1964.0,2868.0,464.0,789.0,1907.0,1949.0,9.0,7.0,342.0,79.0,317.0,0.0,1383.0,0.0,721.0,1495.0,225.0,2868.0,1226.0,2868.0,2.0,2868.0,2860.0,2388.0,2867.0,37.0,1076.0,2157.0,388.0,21.0,17.0,2868.0,2868.0,871.0,2315.0,1761.0,97.0,2808.0,2868.0,1494.0,2868.0,2205.0
CD45RO,1412.0,1412.0,826.0,1412.0,441.0,687.0,862.0,1266.0,4.0,6.0,320.0,51.0,280.0,1383.0,0.0,0.0,383.0,1064.0,191.0,1412.0,454.0,1412.0,2.0,1412.0,1412.0,1342.0,1412.0,34.0,644.0,882.0,119.0,21.0,14.0,1412.0,1412.0,272.0,998.0,747.0,97.0,1390.0,1412.0,962.0,1412.0,1288.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,1026.0,1026.0,863.0,1026.0,166.0,243.0,897.0,538.0,1.0,3.0,62.0,13.0,77.0,721.0,383.0,0.0,0.0,445.0,65.0,1026.0,665.0,1026.0,0.0,1026.0,1024.0,660.0,1026.0,18.0,451.0,893.0,196.0,12.0,11.0,1026.0,1026.0,434.0,918.0,825.0,31.0,1009.0,1026.0,445.0,1026.0,627.0
CD68,1534.0,1534.0,895.0,1534.0,440.0,689.0,955.0,1400.0,4.0,7.0,201.0,47.0,225.0,1495.0,1064.0,0.0,445.0,0.0,150.0,1534.0,529.0,1534.0,1.0,1534.0,1528.0,1496.0,1534.0,31.0,697.0,994.0,160.0,12.0,19.0,1534.0,1534.0,315.0,1115.0,830.0,62.0,1515.0,1534.0,1022.0,1534.0,1449.0
CD8,228.0,228.0,120.0,228.0,64.0,103.0,106.0,184.0,4.0,1.0,141.0,11.0,53.0,225.0,191.0,0.0,65.0,150.0,0.0,228.0,69.0,228.0,0.0,228.0,228.0,206.0,228.0,9.0,109.0,137.0,17.0,17.0,1.0,228.0,228.0,26.0,155.0,116.0,38.0,219.0,228.0,146.0,228.0,201.0
dsDNA,4329.0,4329.0,3205.0,4329.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,0.0,2071.0,4329.0,2.0,4329.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,4329.0,4329.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
EGFR,2071.0,2071.0,1909.0,2071.0,142.0,244.0,1855.0,752.0,3.0,4.0,102.0,17.0,113.0,1226.0,454.0,0.0,665.0,529.0,69.0,2071.0,0.0,2071.0,1.0,2071.0,2068.0,1023.0,2070.0,17.0,872.0,1990.0,399.0,9.0,8.0,2071.0,2071.0,935.0,2020.0,1780.0,42.0,2042.0,2071.0,610.0,2071.0,966.0
Fe,4329.0,4329.0,3205.0,4329.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,4329.0,2071.0,0.0,2.0,4329.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,4329.0,4329.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
FoxP3,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
H3K27me3,4329.0,4329.0,3205.0,4329.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,4329.0,2071.0,4329.0,2.0,0.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,4329.0,4329.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
H3K9ac,4314.0,4314.0,3199.0,4314.0,467.0,799.0,3024.0,2002.0,9.0,7.0,343.0,87.0,317.0,2860.0,1412.0,0.0,1024.0,1528.0,228.0,4314.0,2068.0,4314.0,2.0,4314.0,0.0,2518.0,4291.0,40.0,1638.0,3543.0,763.0,21.0,20.0,4314.0,4314.0,1583.0,3725.0,2855.0,103.0,4216.0,4314.0,1714.0,4314.0,2484.0
HLA-DR,2525.0,2525.0,1666.0,2525.0,466.0,795.0,1669.0,1927.0,9.0,7.0,314.0,69.0,308.0,2388.0,1342.0,0.0,660.0,1496.0,206.0,2525.0,1023.0,2525.0,2.0,2525.0,2518.0,0.0,2525.0,37.0,924.0,1826.0,316.0,21.0,20.0,2525.0,2525.0,688.0,1982.0,1497.0,93.0,2469.0,2525.0,1432.0,2525.0,2097.0
HLA_Class_1,4305.0,4305.0,3198.0,4305.0,467.0,800.0,3029.0,2007.0,9.0,7.0,343.0,87.0,317.0,2867.0,1412.0,0.0,1026.0,1534.0,228.0,4305.0,2070.0,4305.0,2.0,4305.0,4291.0,2525.0,0.0,40.0,1630.0,3533.0,752.0,21.0,20.0,4305.0,4305.0,1564.0,3713.0,2852.0,103.0,4203.0,4305.0,1719.0,4305.0,2493.0
IDO,40.0,40.0,24.0,40.0,31.0,30.0,27.0,35.0,1.0,1.0,9.0,8.0,24.0,37.0,34.0,0.0,18.0,31.0,9.0,40.0,17.0,40.0,1.0,40.0,40.0,37.0,40.0,0.0,35.0,26.0,5.0,2.0,1.0,40.0,40.0,8.0,29.0,24.0,4.0,40.0,40.0,27.0,40.0,37.0
Keratin17,1639.0,1639.0,1259.0,1639.0,317.0,440.0,1255.0,787.0,2.0,6.0,131.0,32.0,169.0,1076.0,644.0,0.0,451.0,697.0,109.0,1639.0,872.0,1639.0,1.0,1639.0,1638.0,924.0,1630.0,35.0,0.0,1364.0,395.0,11.0,11.0,1639.0,1639.0,776.0,1412.0,1150.0,39.0,1631.0,1639.0,643.0,1639.0,921.0
Keratin6,3551.0,3551.0,2908.0,3551.0,251.0,468.0,2655.0,1372.0,6.0,4.0,205.0,36.0,175.0,2157.0,882.0,0.0,893.0,994.0,137.0,3551.0,1990.0,3551.0,1.0,3551.0,3543.0,1826.0,3533.0,26.0,1364.0,0.0,746.0,16.0,11.0,3551.0,3551.0,1557.0,3511.0,2685.0,67.0,3487.0,3551.0,1125.0,3551.0,1761.0
Ki67,764.0,764.0,635.0,764.0,37.0,75.0,582.0,218.0,3.0,3.0,20.0,4.0,15.0,388.0,119.0,0.0,196.0,160.0,17.0,764.0,399.0,764.0,0.0,764.0,763.0,316.0,752.0,5.0,395.0,746.0,0.0,3.0,6.0,764.0,764.0,548.0,749.0,579.0,12.0,764.0,764.0,155.0,764.0,287.0
Lag3,21.0,21.0,11.0,21.0,8.0,11.0,16.0,13.0,1.0,1.0,21.0,2.0,15.0,21.0,21.0,0.0,12.0,12.0,17.0,21.0,9.0,21.0,0.0,21.0,21.0,21.0,21.0,2.0,11.0,16.0,3.0,0.0,1.0,21.0,21.0,4.0,13.0,12.0,18.0,20.0,21.0,16.0,21.0,20.0
MPO,20.0,20.0,8.0,20.0,12.0,7.0,16.0,17.0,1.0,1.0,2.0,2.0,1.0,17.0,14.0,0.0,11.0,19.0,1.0,20.0,8.0,20.0,0.0,20.0,20.0,20.0,20.0,1.0,11.0,11.0,6.0,1.0,0.0,20.0,20.0,2.0,14.0,7.0,1.0,20.0,20.0,15.0,20.0,19.0
Na,4329.0,4329.0,3205.0,4329.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,4329.0,2071.0,4329.0,2.0,4329.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,0.0,4329.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
P,4329.0,4329.0,3205.0,4329.0,467.0,800.0,3031.0,2007.0,9.0,7.0,343.0,87.0,317.0,2868.0,1412.0,0.0,1026.0,1534.0,228.0,4329.0,2071.0,4329.0,2.0,4329.0,4314.0,2525.0,4305.0,40.0,1639.0,3551.0,764.0,21.0,20.0,4329.0,0.0,1583.0,3736.0,2858.0,103.0,4226.0,4329.0,1719.0,4329.0,2494.0
p53,1583.0,1583.0,1328.0,1583.0,68.0,141.0,1217.0,460.0,4.0,3.0,39.0,4.0,47.0,871.0,272.0,0.0,434.0,315.0,26.0,1583.0,935.0,1583.0,0.0,1583.0,1583.0,688.0,1564.0,8.0,776.0,1557.0,548.0,4.0,2.0,1583.0,1583.0,0.0,1571.0,1256.0,15.0,1579.0,1583.0,347.0,1583.0,638.0
Pan-Keratin,3736.0,3736.0,2971.0,3736.0,298.0,528.0,2750.0,1518.0,6.0,5.0,230.0,42.0,202.0,2315.0,998.0,0.0,918.0,1115.0,155.0,3736.0,2020.0,3736.0,1.0,3736.0,3725.0,1982.0,3713.0,29.0,1412.0,3511.0,749.0,13.0,14.0,3736.0,3736.0,1571.0,0.0,2741.0,73.0,3660.0,3736.0,1241.0,3736.0,1921.0
PD-L1,2858.0,2858.0,2421.0,2858.0,252.0,424.0,2279.0,1133.0,4.0,7.0,163.0,32.0,161.0,1761.0,747.0,0.0,825.0,830.0,116.0,2858.0,1780.0,2858.0,1.0,2858.0,2855.0,1497.0,2852.0,24.0,1150.0,2685.0,579.0,12.0,7.0,2858.0,2858.0,1256.0,2741.0,0.0,54.0,2826.0,2858.0,903.0,2858.0,1402.0
