,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,2855.0,948.0,2855.0,88.0,220.0,633.0,878.0,44.0,2.0,201.0,56.0,78.0,1884.0,1456.0,0.0,375.0,908.0,741.0,2855.0,1537.0,2855.0,0.0,2735.0,2358.0,1107.0,2846.0,29.0,62.0,1006.0,0.0,4.0,450.0,2855.0,2855.0,15.0,1380.0,3.0,16.0,1500.0,2855.0,112.0,2855.0,90.0
Background,2855.0,0.0,948.0,2855.0,88.0,220.0,633.0,878.0,44.0,2.0,201.0,56.0,78.0,1884.0,1456.0,0.0,375.0,908.0,741.0,2855.0,1537.0,2855.0,0.0,2735.0,2358.0,1107.0,2846.0,29.0,62.0,1006.0,0.0,4.0,450.0,2855.0,2855.0,15.0,1380.0,3.0,16.0,1500.0,2855.0,112.0,2855.0,90.0
Beta catenin,948.0,948.0,0.0,948.0,3.0,27.0,381.0,81.0,1.0,1.0,23.0,4.0,12.0,270.0,192.0,0.0,29.0,81.0,153.0,948.0,946.0,948.0,0.0,934.0,880.0,114.0,946.0,8.0,25.0,754.0,0.0,2.0,123.0,948.0,948.0,15.0,932.0,1.0,7.0,837.0,948.0,4.0,948.0,5.0
Ca,2855.0,2855.0,948.0,0.0,88.0,220.0,633.0,878.0,44.0,2.0,201.0,56.0,78.0,1884.0,1456.0,0.0,375.0,908.0,741.0,2855.0,1537.0,2855.0,0.0,2735.0,2358.0,1107.0,2846.0,29.0,62.0,1006.0,0.0,4.0,450.0,2855.0,2855.0,15.0,1380.0,3.0,16.0,1500.0,2855.0,112.0,2855.0,90.0
CD11b,88.0,88.0,3.0,88.0,0.0,17.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,86.0,88.0,0.0,88.0,16.0,1.0,88.0,50.0,88.0,0.0,88.0,52.0,2.0,88.0,1.0,11.0,53.0,0.0,1.0,88.0,88.0,88.0,1.0,87.0,1.0,1.0,58.0,88.0,5.0,88.0,1.0
CD11c,220.0,220.0,27.0,220.0,17.0,0.0,57.0,148.0,3.0,1.0,29.0,3.0,12.0,197.0,191.0,0.0,81.0,175.0,89.0,220.0,104.0,220.0,0.0,217.0,195.0,169.0,220.0,7.0,7.0,41.0,0.0,1.0,75.0,220.0,220.0,2.0,97.0,3.0,3.0,129.0,220.0,9.0,220.0,12.0
CD138,633.0,633.0,381.0,633.0,71.0,57.0,0.0,84.0,2.0,1.0,24.0,4.0,11.0,306.0,299.0,0.0,173.0,120.0,92.0,633.0,555.0,633.0,0.0,621.0,537.0,111.0,630.0,4.0,39.0,373.0,0.0,2.0,234.0,633.0,633.0,12.0,570.0,1.0,5.0,472.0,633.0,12.0,633.0,9.0
CD16,878.0,878.0,81.0,878.0,1.0,148.0,84.0,0.0,18.0,1.0,126.0,37.0,58.0,756.0,625.0,0.0,94.0,644.0,352.0,878.0,317.0,878.0,0.0,843.0,789.0,745.0,878.0,21.0,3.0,90.0,0.0,3.0,54.0,878.0,878.0,1.0,148.0,3.0,13.0,392.0,878.0,41.0,878.0,59.0
CD20,44.0,44.0,1.0,44.0,1.0,3.0,2.0,18.0,0.0,1.0,4.0,1.0,1.0,42.0,33.0,0.0,4.0,21.0,20.0,44.0,10.0,44.0,0.0,41.0,34.0,31.0,44.0,3.0,1.0,2.0,0.0,2.0,3.0,44.0,44.0,1.0,3.0,1.0,2.0,7.0,44.0,2.0,44.0,2.0
CD209,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
CD3,201.0,201.0,23.0,201.0,1.0,29.0,24.0,126.0,4.0,1.0,0.0,8.0,57.0,189.0,191.0,0.0,9.0,120.0,134.0,201.0,85.0,201.0,0.0,198.0,187.0,148.0,201.0,3.0,2.0,26.0,0.0,2.0,10.0,201.0,201.0,2.0,43.0,2.0,11.0,104.0,201.0,8.0,201.0,9.0
CD31,56.0,56.0,4.0,56.0,1.0,3.0,4.0,37.0,1.0,1.0,8.0,0.0,4.0,46.0,32.0,0.0,6.0,34.0,15.0,56.0,10.0,56.0,0.0,56.0,54.0,42.0,56.0,3.0,1.0,2.0,0.0,1.0,2.0,56.0,56.0,1.0,2.0,1.0,1.0,26.0,56.0,5.0,56.0,9.0
CD4,78.0,78.0,12.0,78.0,1.0,12.0,11.0,58.0,1.0,1.0,57.0,4.0,0.0,72.0,78.0,0.0,3.0,51.0,37.0,78.0,35.0,78.0,0.0,77.0,73.0,64.0,78.0,4.0,1.0,6.0,0.0,1.0,2.0,78.0,78.0,2.0,16.0,2.0,9.0,46.0,78.0,5.0,78.0,4.0
CD45,1884.0,1884.0,270.0,1884.0,86.0,197.0,306.0,756.0,42.0,1.0,189.0,46.0,72.0,0.0,1311.0,0.0,331.0,784.0,686.0,1884.0,705.0,1884.0,0.0,1799.0,1515.0,948.0,1880.0,23.0,37.0,388.0,0.0,4.0,334.0,1884.0,1884.0,4.0,582.0,3.0,16.0,787.0,1884.0,90.0,1884.0,68.0
CD45RO,1456.0,1456.0,192.0,1456.0,88.0,191.0,299.0,625.0,33.0,1.0,191.0,32.0,78.0,1311.0,0.0,0.0,347.0,649.0,577.0,1456.0,599.0,1456.0,0.0,1398.0,1185.0,774.0,1454.0,17.0,31.0,285.0,0.0,4.0,354.0,1456.0,1456.0,3.0,502.0,3.0,15.0,628.0,1456.0,63.0,1456.0,52.0
CD56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,375.0,375.0,29.0,375.0,88.0,81.0,173.0,94.0,4.0,1.0,9.0,6.0,3.0,331.0,347.0,0.0,0.0,152.0,63.0,375.0,200.0,375.0,0.0,366.0,270.0,121.0,373.0,6.0,25.0,122.0,0.0,1.0,271.0,375.0,375.0,1.0,253.0,1.0,1.0,197.0,375.0,14.0,375.0,17.0
CD68,908.0,908.0,81.0,908.0,16.0,175.0,120.0,644.0,21.0,1.0,120.0,34.0,51.0,784.0,649.0,0.0,152.0,0.0,344.0,908.0,351.0,908.0,0.0,878.0,792.0,758.0,908.0,18.0,7.0,126.0,0.0,3.0,111.0,908.0,908.0,1.0,212.0,3.0,10.0,436.0,908.0,46.0,908.0,61.0
CD8,741.0,741.0,153.0,741.0,1.0,89.0,92.0,352.0,20.0,1.0,134.0,15.0,37.0,686.0,577.0,0.0,63.0,344.0,0.0,741.0,298.0,741.0,0.0,714.0,649.0,432.0,741.0,11.0,4.0,151.0,0.0,4.0,48.0,741.0,741.0,3.0,205.0,3.0,11.0,329.0,741.0,31.0,741.0,18.0
dsDNA,2855.0,2855.0,948.0,2855.0,88.0,220.0,633.0,878.0,44.0,2.0,201.0,56.0,78.0,1884.0,1456.0,0.0,375.0,908.0,741.0,0.0,1537.0,2855.0,0.0,2735.0,2358.0,1107.0,2846.0,29.0,62.0,1006.0,0.0,4.0,450.0,2855.0,2855.0,15.0,1380.0,3.0,16.0,1500.0,2855.0,112.0,2855.0,90.0
EGFR,1537.0,1537.0,946.0,1537.0,50.0,104.0,555.0,317.0,10.0,1.0,85.0,10.0,35.0,705.0,599.0,0.0,200.0,351.0,298.0,1537.0,0.0,1537.0,0.0,1504.0,1330.0,383.0,1534.0,19.0,59.0,954.0,0.0,3.0,314.0,1537.0,1537.0,15.0,1285.0,2.0,12.0,1140.0,1537.0,17.0,1537.0,29.0
Fe,2855.0,2855.0,948.0,2855.0,88.0,220.0,633.0,878.0,44.0,2.0,201.0,56.0,78.0,1884.0,1456.0,0.0,375.0,908.0,741.0,2855.0,1537.0,0.0,0.0,2735.0,2358.0,1107.0,2846.0,29.0,62.0,1006.0,0.0,4.0,450.0,2855.0,2855.0,15.0,1380.0,3.0,16.0,1500.0,2855.0,112.0,2855.0,90.0
FoxP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3K27me3,2735.0,2735.0,934.0,2735.0,88.0,217.0,621.0,843.0,41.0,2.0,198.0,56.0,77.0,1799.0,1398.0,0.0,366.0,878.0,714.0,2735.0,1504.0,2735.0,0.0,0.0,2328.0,1058.0,2728.0,28.0,62.0,1002.0,0.0,4.0,429.0,2735.0,2735.0,15.0,1358.0,3.0,15.0,1487.0,2735.0,105.0,2735.0,90.0
H3K9ac,2358.0,2358.0,880.0,2358.0,52.0,195.0,537.0,789.0,34.0,2.0,187.0,54.0,73.0,1515.0,1185.0,0.0,270.0,792.0,649.0,2358.0,1330.0,2358.0,0.0,2328.0,0.0,970.0,2351.0,28.0,40.0,888.0,0.0,4.0,319.0,2358.0,2358.0,15.0,1182.0,3.0,15.0,1354.0,2358.0,88.0,2358.0,86.0
HLA-DR,1107.0,1107.0,114.0,1107.0,2.0,169.0,111.0,745.0,31.0,1.0,148.0,42.0,64.0,948.0,774.0,0.0,121.0,758.0,432.0,1107.0,383.0,1107.0,0.0,1058.0,970.0,0.0,1107.0,23.0,6.0,132.0,0.0,3.0,64.0,1107.0,1107.0,2.0,206.0,3.0,12.0,473.0,1107.0,58.0,1107.0,65.0
HLA_Class_1,2846.0,2846.0,946.0,2846.0,88.0,220.0,630.0,878.0,44.0,2.0,201.0,56.0,78.0,1880.0,1454.0,0.0,373.0,908.0,741.0,2846.0,1534.0,2846.0,0.0,2728.0,2351.0,1107.0,0.0,29.0,62.0,1005.0,0.0,4.0,446.0,2846.0,2846.0,15.0,1376.0,3.0,16.0,1498.0,2846.0,112.0,2846.0,90.0
