,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,4817.0,3755.0,4818.0,306.0,1246.0,1487.0,1915.0,42.0,19.0,1405.0,55.0,600.0,2831.0,1815.0,12.0,776.0,1198.0,1578.0,4818.0,220.0,4818.0,17.0,4818.0,4815.0,2368.0,4816.0,265.0,2646.0,3142.0,680.0,11.0,36.0,4818.0,4818.0,226.0,2839.0,792.0,219.0,4707.0,4818.0,3000.0,4817.0,4520.0
Background,4817.0,0.0,3754.0,4817.0,306.0,1245.0,1487.0,1914.0,42.0,19.0,1405.0,55.0,600.0,2830.0,1815.0,12.0,776.0,1198.0,1578.0,4817.0,220.0,4817.0,17.0,4817.0,4814.0,2367.0,4815.0,265.0,2645.0,3141.0,680.0,11.0,36.0,4817.0,4817.0,226.0,2839.0,792.0,219.0,4706.0,4817.0,2999.0,4816.0,4519.0
Beta catenin,3755.0,3754.0,0.0,3755.0,165.0,692.0,1364.0,1224.0,20.0,10.0,721.0,43.0,302.0,1831.0,1156.0,6.0,550.0,677.0,836.0,3755.0,211.0,3755.0,12.0,3755.0,3753.0,1451.0,3755.0,133.0,2642.0,3048.0,650.0,5.0,27.0,3755.0,3755.0,223.0,2829.0,758.0,131.0,3708.0,3755.0,2868.0,3755.0,3523.0
Ca,4818.0,4817.0,3755.0,0.0,306.0,1246.0,1487.0,1915.0,42.0,19.0,1405.0,55.0,600.0,2831.0,1815.0,12.0,776.0,1198.0,1578.0,4818.0,220.0,4818.0,17.0,4818.0,4815.0,2368.0,4816.0,265.0,2646.0,3142.0,680.0,11.0,36.0,4818.0,4818.0,226.0,2839.0,792.0,219.0,4707.0,4818.0,3000.0,4817.0,4520.0
CD11b,306.0,306.0,165.0,306.0,0.0,273.0,46.0,279.0,21.0,9.0,196.0,14.0,210.0,305.0,285.0,5.0,158.0,240.0,206.0,306.0,14.0,306.0,4.0,306.0,306.0,304.0,306.0,81.0,32.0,99.0,15.0,5.0,19.0,306.0,306.0,2.0,41.0,38.0,48.0,303.0,306.0,104.0,306.0,304.0
CD11c,1246.0,1245.0,692.0,1246.0,273.0,0.0,224.0,940.0,37.0,10.0,723.0,25.0,494.0,1195.0,974.0,9.0,391.0,690.0,788.0,1246.0,65.0,1246.0,8.0,1246.0,1246.0,1181.0,1246.0,225.0,247.0,427.0,96.0,6.0,15.0,1246.0,1246.0,15.0,278.0,135.0,126.0,1238.0,1246.0,493.0,1246.0,1221.0
CD138,1487.0,1487.0,1364.0,1487.0,46.0,224.0,0.0,503.0,3.0,2.0,227.0,8.0,67.0,684.0,450.0,4.0,186.0,281.0,256.0,1487.0,110.0,1487.0,5.0,1487.0,1487.0,549.0,1487.0,7.0,1167.0,1253.0,278.0,3.0,8.0,1487.0,1487.0,104.0,1201.0,368.0,37.0,1465.0,1487.0,1198.0,1486.0,1425.0
CD16,1915.0,1914.0,1224.0,1915.0,279.0,940.0,503.0,0.0,31.0,17.0,895.0,29.0,492.0,1710.0,1212.0,10.0,520.0,989.0,956.0,1915.0,119.0,1915.0,16.0,1915.0,1915.0,1602.0,1915.0,182.0,646.0,879.0,223.0,11.0,28.0,1915.0,1915.0,86.0,688.0,260.0,151.0,1884.0,1915.0,972.0,1915.0,1862.0
CD20,42.0,42.0,20.0,42.0,21.0,37.0,3.0,31.0,0.0,5.0,40.0,1.0,26.0,41.0,35.0,2.0,17.0,26.0,40.0,42.0,1.0,42.0,2.0,42.0,42.0,41.0,42.0,10.0,4.0,11.0,3.0,1.0,1.0,42.0,42.0,1.0,5.0,2.0,9.0,42.0,42.0,11.0,42.0,42.0
CD209,19.0,19.0,10.0,19.0,9.0,10.0,2.0,17.0,5.0,0.0,13.0,1.0,12.0,18.0,13.0,2.0,13.0,19.0,13.0,19.0,3.0,19.0,1.0,19.0,19.0,19.0,19.0,2.0,3.0,5.0,1.0,1.0,4.0,19.0,19.0,1.0,3.0,1.0,6.0,19.0,19.0,6.0,19.0,18.0
