,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,7715.0,3122.0,7715.0,2182.0,3607.0,17.0,142.0,5964.0,255.0,5968.0,336.0,4851.0,7557.0,7265.0,20.0,663.0,1685.0,3836.0,7715.0,58.0,7715.0,0.0,7699.0,7564.0,7457.0,7714.0,182.0,535.0,657.0,43.0,11.0,32.0,7715.0,7715.0,55.0,736.0,233.0,585.0,4952.0,7715.0,513.0,7715.0,5888.0
Background,7715.0,0.0,3122.0,7715.0,2182.0,3607.0,17.0,142.0,5964.0,255.0,5968.0,336.0,4851.0,7557.0,7265.0,20.0,663.0,1685.0,3836.0,7715.0,58.0,7715.0,0.0,7699.0,7564.0,7457.0,7714.0,182.0,535.0,657.0,43.0,11.0,32.0,7715.0,7715.0,55.0,736.0,233.0,585.0,4952.0,7715.0,513.0,7715.0,5888.0
Beta catenin,3122.0,3122.0,0.0,3122.0,1138.0,1375.0,17.0,68.0,2240.0,59.0,2060.0,257.0,1599.0,2972.0,2738.0,6.0,306.0,591.0,1278.0,3122.0,52.0,3122.0,0.0,3121.0,3067.0,2939.0,3122.0,55.0,516.0,614.0,30.0,2.0,7.0,3122.0,3122.0,47.0,682.0,102.0,236.0,2107.0,3122.0,258.0,3122.0,2541.0
Ca,7715.0,7715.0,3122.0,0.0,2182.0,3607.0,17.0,142.0,5964.0,255.0,5968.0,336.0,4851.0,7557.0,7265.0,20.0,663.0,1685.0,3836.0,7715.0,58.0,7715.0,0.0,7699.0,7564.0,7457.0,7714.0,182.0,535.0,657.0,43.0,11.0,32.0,7715.0,7715.0,55.0,736.0,233.0,585.0,4952.0,7715.0,513.0,7715.0,5888.0
CD11b,2182.0,2182.0,1138.0,2182.0,0.0,707.0,1.0,9.0,2112.0,36.0,1516.0,34.0,1021.0,2182.0,2179.0,8.0,84.0,337.0,831.0,2182.0,8.0,2182.0,0.0,2182.0,2175.0,2182.0,2182.0,53.0,19.0,26.0,18.0,1.0,1.0,2182.0,2182.0,49.0,26.0,61.0,243.0,2060.0,2182.0,31.0,2182.0,1536.0
CD11c,3607.0,3607.0,1375.0,3607.0,707.0,0.0,7.0,128.0,2722.0,155.0,3195.0,183.0,2930.0,3601.0,3526.0,20.0,409.0,1287.0,2237.0,3607.0,23.0,3607.0,0.0,3601.0,3552.0,3600.0,3607.0,134.0,150.0,213.0,26.0,8.0,22.0,3607.0,3607.0,20.0,298.0,192.0,313.0,1971.0,3607.0,251.0,3607.0,3035.0
CD138,17.0,17.0,17.0,17.0,1.0,7.0,0.0,1.0,6.0,1.0,6.0,11.0,8.0,15.0,11.0,1.0,6.0,2.0,6.0,17.0,1.0,17.0,0.0,17.0,17.0,15.0,17.0,1.0,8.0,8.0,1.0,1.0,2.0,17.0,17.0,1.0,8.0,1.0,1.0,5.0,17.0,10.0,17.0,16.0
CD16,142.0,142.0,68.0,142.0,9.0,128.0,1.0,0.0,81.0,17.0,132.0,7.0,131.0,142.0,139.0,2.0,22.0,90.0,99.0,142.0,1.0,142.0,0.0,142.0,138.0,142.0,142.0,5.0,11.0,18.0,3.0,2.0,4.0,142.0,142.0,1.0,23.0,16.0,11.0,58.0,142.0,8.0,142.0,129.0
CD20,5964.0,5964.0,2240.0,5964.0,2112.0,2722.0,6.0,81.0,0.0,187.0,4861.0,228.0,3829.0,5963.0,5917.0,19.0,495.0,1286.0,3014.0,5964.0,44.0,5964.0,0.0,5960.0,5916.0,5943.0,5964.0,111.0,89.0,133.0,30.0,9.0,22.0,5964.0,5964.0,51.0,191.0,182.0,540.0,4402.0,5964.0,286.0,5964.0,4612.0
CD209,255.0,255.0,59.0,255.0,36.0,155.0,1.0,17.0,187.0,0.0,226.0,11.0,229.0,255.0,251.0,3.0,38.0,194.0,155.0,255.0,4.0,255.0,0.0,251.0,241.0,255.0,255.0,13.0,1.0,9.0,1.0,1.0,3.0,255.0,255.0,1.0,1.0,52.0,13.0,97.0,255.0,17.0,255.0,202.0
