,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,8206.0,4510.0,8211.0,819.0,3158.0,519.0,896.0,789.0,1656.0,6660.0,1640.0,6339.0,7277.0,6431.0,535.0,961.0,3579.0,6220.0,8211.0,1180.0,8211.0,72.0,8211.0,8206.0,5997.0,8211.0,1006.0,280.0,6170.0,855.0,48.0,510.0,8211.0,8211.0,1928.0,1916.0,507.0,229.0,8152.0,8211.0,1575.0,8210.0,6317.0
Background,8206.0,0.0,4508.0,8206.0,819.0,3156.0,519.0,894.0,788.0,1653.0,6655.0,1640.0,6335.0,7272.0,6427.0,535.0,961.0,3576.0,6216.0,8206.0,1180.0,8206.0,72.0,8206.0,8201.0,5993.0,8206.0,1006.0,280.0,6168.0,855.0,48.0,510.0,8206.0,8206.0,1927.0,1916.0,507.0,229.0,8147.0,8206.0,1573.0,8205.0,6313.0
Beta catenin,4510.0,4508.0,0.0,4510.0,626.0,1788.0,509.0,664.0,298.0,844.0,3154.0,1293.0,2902.0,3647.0,3156.0,201.0,711.0,1830.0,2935.0,4510.0,1163.0,4510.0,38.0,4510.0,4505.0,3083.0,4510.0,689.0,250.0,3696.0,724.0,28.0,288.0,4510.0,4510.0,1744.0,1810.0,426.0,114.0,4467.0,4510.0,1231.0,4510.0,3093.0
Ca,8211.0,8206.0,4510.0,0.0,819.0,3158.0,519.0,896.0,789.0,1656.0,6660.0,1640.0,6339.0,7277.0,6431.0,535.0,961.0,3579.0,6220.0,8211.0,1180.0,8211.0,72.0,8211.0,8206.0,5997.0,8211.0,1006.0,280.0,6170.0,855.0,48.0,510.0,8211.0,8211.0,1928.0,1916.0,507.0,229.0,8152.0,8211.0,1575.0,8210.0,6317.0
CD11b,819.0,819.0,626.0,819.0,0.0,652.0,27.0,174.0,72.0,237.0,798.0,275.0,798.0,819.0,801.0,102.0,278.0,565.0,791.0,819.0,74.0,819.0,14.0,819.0,819.0,810.0,819.0,357.0,18.0,653.0,51.0,11.0,190.0,819.0,819.0,45.0,69.0,121.0,43.0,819.0,819.0,240.0,819.0,793.0
CD11c,3158.0,3156.0,1788.0,3158.0,652.0,0.0,110.0,503.0,305.0,917.0,2976.0,763.0,2979.0,3151.0,2943.0,368.0,547.0,2095.0,2879.0,3158.0,260.0,3158.0,42.0,3158.0,3158.0,3063.0,3158.0,725.0,58.0,2270.0,177.0,23.0,343.0,3158.0,3158.0,309.0,374.0,235.0,101.0,3149.0,3158.0,808.0,3157.0,2897.0
CD138,519.0,519.0,509.0,519.0,27.0,110.0,0.0,105.0,16.0,29.0,214.0,131.0,154.0,324.0,261.0,4.0,79.0,111.0,181.0,519.0,338.0,519.0,4.0,519.0,519.0,220.0,519.0,23.0,72.0,500.0,171.0,3.0,16.0,519.0,519.0,396.0,433.0,104.0,11.0,514.0,519.0,110.0,519.0,213.0
CD16,896.0,894.0,664.0,896.0,174.0,503.0,105.0,0.0,68.0,293.0,673.0,260.0,649.0,802.0,748.0,97.0,226.0,568.0,643.0,896.0,245.0,896.0,13.0,896.0,894.0,695.0,896.0,131.0,68.0,769.0,171.0,4.0,88.0,896.0,896.0,310.0,306.0,135.0,34.0,894.0,896.0,245.0,896.0,670.0
CD20,789.0,788.0,298.0,789.0,72.0,305.0,16.0,68.0,0.0,165.0,763.0,123.0,734.0,789.0,769.0,45.0,81.0,322.0,636.0,789.0,28.0,789.0,8.0,789.0,789.0,729.0,789.0,93.0,15.0,460.0,40.0,6.0,31.0,789.0,789.0,34.0,57.0,50.0,42.0,787.0,789.0,166.0,789.0,712.0
CD209,1656.0,1653.0,844.0,1656.0,237.0,917.0,29.0,293.0,165.0,0.0,1619.0,453.0,1611.0,1655.0,1551.0,101.0,360.0,1362.0,1582.0,1656.0,135.0,1656.0,20.0,1656.0,1656.0,1506.0,1656.0,230.0,29.0,1305.0,72.0,12.0,165.0,1656.0,1656.0,105.0,142.0,135.0,55.0,1654.0,1656.0,521.0,1656.0,1551.0
