,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,6314.0,5282.0,6314.0,199.0,2982.0,1653.0,2011.0,2030.0,298.0,2732.0,417.0,1965.0,4819.0,3437.0,28.0,1895.0,2691.0,1924.0,6314.0,288.0,6314.0,24.0,6314.0,6274.0,4444.0,6284.0,102.0,40.0,2289.0,183.0,15.0,68.0,6314.0,6314.0,14.0,2569.0,284.0,177.0,6235.0,6314.0,3512.0,6312.0,4605.0
Background,6314.0,0.0,5282.0,6314.0,199.0,2982.0,1653.0,2011.0,2030.0,298.0,2732.0,417.0,1965.0,4819.0,3437.0,28.0,1895.0,2691.0,1924.0,6314.0,288.0,6314.0,24.0,6314.0,6274.0,4444.0,6284.0,102.0,40.0,2289.0,183.0,15.0,68.0,6314.0,6314.0,14.0,2569.0,284.0,177.0,6235.0,6314.0,3512.0,6312.0,4605.0
Beta catenin,5282.0,5282.0,0.0,5282.0,168.0,2387.0,1644.0,1740.0,1424.0,280.0,1916.0,399.0,1398.0,3802.0,2561.0,18.0,1723.0,2104.0,1330.0,5282.0,287.0,5282.0,20.0,5282.0,5243.0,3458.0,5252.0,59.0,40.0,2236.0,145.0,9.0,52.0,5282.0,5282.0,11.0,2531.0,268.0,106.0,5219.0,5282.0,3225.0,5280.0,3664.0
Ca,6314.0,6314.0,5282.0,0.0,199.0,2982.0,1653.0,2011.0,2030.0,298.0,2732.0,417.0,1965.0,4819.0,3437.0,28.0,1895.0,2691.0,1924.0,6314.0,288.0,6314.0,24.0,6314.0,6274.0,4444.0,6284.0,102.0,40.0,2289.0,183.0,15.0,68.0,6314.0,6314.0,14.0,2569.0,284.0,177.0,6235.0,6314.0,3512.0,6312.0,4605.0
CD11b,199.0,199.0,168.0,199.0,0.0,154.0,25.0,125.0,93.0,59.0,119.0,11.0,123.0,179.0,154.0,4.0,99.0,148.0,88.0,199.0,12.0,199.0,1.0,199.0,199.0,166.0,199.0,31.0,1.0,62.0,8.0,6.0,21.0,199.0,199.0,2.0,60.0,15.0,31.0,199.0,199.0,110.0,199.0,173.0
CD11c,2982.0,2982.0,2387.0,2982.0,154.0,0.0,360.0,1706.0,1459.0,154.0,1858.0,254.0,1557.0,2973.0,2439.0,24.0,1133.0,2067.0,1327.0,2982.0,190.0,2982.0,20.0,2982.0,2981.0,2943.0,2982.0,80.0,11.0,588.0,73.0,13.0,42.0,2982.0,2982.0,8.0,656.0,115.0,156.0,2966.0,2982.0,1958.0,2982.0,2814.0
CD138,1653.0,1653.0,1644.0,1653.0,25.0,360.0,0.0,259.0,196.0,66.0,238.0,64.0,162.0,713.0,397.0,1.0,597.0,240.0,173.0,1653.0,120.0,1653.0,3.0,1653.0,1630.0,615.0,1635.0,4.0,35.0,1459.0,78.0,2.0,8.0,1653.0,1653.0,8.0,1573.0,180.0,11.0,1649.0,1653.0,672.0,1652.0,608.0
CD16,2011.0,2011.0,1740.0,2011.0,125.0,1706.0,259.0,0.0,776.0,150.0,1125.0,187.0,933.0,1988.0,1548.0,11.0,901.0,1497.0,773.0,2011.0,149.0,2011.0,9.0,2011.0,2006.0,1952.0,2011.0,48.0,11.0,416.0,40.0,8.0,44.0,2011.0,2011.0,6.0,499.0,73.0,56.0,2000.0,2011.0,1507.0,2011.0,1879.0
CD20,2030.0,2030.0,1424.0,2030.0,93.0,1459.0,196.0,776.0,0.0,92.0,1443.0,123.0,1126.0,2022.0,1736.0,18.0,595.0,1163.0,1082.0,2030.0,92.0,2030.0,16.0,2030.0,2028.0,1979.0,2030.0,76.0,6.0,340.0,63.0,13.0,28.0,2030.0,2030.0,5.0,367.0,84.0,155.0,2019.0,2030.0,1109.0,2030.0,1879.0
CD209,298.0,298.0,280.0,298.0,59.0,154.0,66.0,150.0,92.0,0.0,123.0,94.0,95.0,249.0,163.0,1.0,122.0,161.0,88.0,298.0,22.0,298.0,3.0,298.0,296.0,211.0,298.0,6.0,3.0,124.0,12.0,1.0,6.0,298.0,298.0,1.0,131.0,9.0,2.0,295.0,298.0,187.0,298.0,251.0
CD3,2732.0,2732.0,1916.0,2732.0,119.0,1858.0,238.0,1125.0,1443.0,123.0,0.0,200.0,1779.0,2732.0,2545.0,23.0,728.0,1583.0,1738.0,2732.0,111.0,2732.0,24.0,2732.0,2731.0,2603.0,2732.0,87.0,8.0,404.0,71.0,15.0,40.0,2732.0,2732.0,6.0,444.0,80.0,173.0,2720.0,2732.0,1511.0,2732.0,2585.0
CD31,417.0,417.0,399.0,417.0,11.0,254.0,64.0,187.0,123.0,94.0,200.0,0.0,147.0,380.0,263.0,1.0,138.0,210.0,145.0,417.0,28.0,417.0,5.0,417.0,416.0,339.0,417.0,7.0,3.0,81.0,8.0,1.0,7.0,417.0,417.0,1.0,78.0,10.0,5.0,416.0,417.0,280.0,417.0,415.0
CD4,1965.0,1965.0,1398.0,1965.0,123.0,1557.0,162.0,933.0,1126.0,95.0,1779.0,147.0,0.0,1965.0,1917.0,20.0,582.0,1266.0,1145.0,1965.0,80.0,1965.0,20.0,1965.0,1964.0,1933.0,1965.0,84.0,5.0,296.0,64.0,14.0,30.0,1965.0,1965.0,5.0,301.0,70.0,164.0,1958.0,1965.0,1102.0,1965.0,1897.0
CD45,4819.0,4819.0,3802.0,4819.0,179.0,2973.0,713.0,1988.0,2022.0,249.0,2732.0,380.0,1965.0,0.0,3400.0,25.0,1560.0,2663.0,1922.0,4819.0,243.0,4819.0,24.0,4819.0,4809.0,4369.0,4819.0,99.0,23.0,1067.0,102.0,15.0,68.0,4819.0,4819.0,11.0,1237.0,143.0,174.0,4763.0,4819.0,3029.0,4818.0,4262.0
CD45RO,3437.0,3437.0,2561.0,3437.0,154.0,2439.0,397.0,1548.0,1736.0,163.0,2545.0,263.0,1917.0,3400.0,0.0,24.0,1124.0,2072.0,1748.0,3437.0,168.0,3437.0,24.0,3437.0,3434.0,3257.0,3437.0,96.0,12.0,621.0,86.0,15.0,61.0,3437.0,3437.0,12.0,693.0,110.0,173.0,3418.0,3437.0,2046.0,3437.0,3212.0
CD56,28.0,28.0,18.0,28.0,4.0,24.0,1.0,11.0,18.0,1.0,23.0,1.0,20.0,25.0,24.0,0.0,4.0,13.0,21.0,28.0,1.0,28.0,1.0,28.0,28.0,25.0,28.0,3.0,1.0,4.0,4.0,1.0,1.0,28.0,28.0,2.0,3.0,2.0,2.0,27.0,28.0,16.0,28.0,26.0
CD63,1895.0,1895.0,1723.0,1895.0,99.0,1133.0,597.0,901.0,595.0,122.0,728.0,138.0,582.0,1560.0,1124.0,4.0,0.0,1066.0,487.0,1895.0,183.0,1895.0,7.0,1895.0,1882.0,1450.0,1894.0,24.0,16.0,801.0,45.0,4.0,35.0,1895.0,1895.0,8.0,891.0,129.0,46.0,1887.0,1895.0,1275.0,1895.0,1525.0
CD68,2691.0,2691.0,2104.0,2691.0,148.0,2067.0,240.0,1497.0,1163.0,161.0,1583.0,210.0,1266.0,2663.0,2072.0,13.0,1066.0,0.0,1106.0,2691.0,124.0,2691.0,12.0,2691.0,2690.0,2636.0,2691.0,62.0,12.0,423.0,57.0,9.0,57.0,2691.0,2691.0,3.0,505.0,93.0,97.0,2679.0,2691.0,1786.0,2691.0,2572.0
CD8,1924.0,1924.0,1330.0,1924.0,88.0,1327.0,173.0,773.0,1082.0,88.0,1738.0,145.0,1145.0,1922.0,1748.0,21.0,487.0,1106.0,0.0,1924.0,67.0,1924.0,17.0,1924.0,1923.0,1823.0,1924.0,68.0,4.0,303.0,52.0,13.0,40.0,1924.0,1924.0,6.0,310.0,56.0,126.0,1921.0,1924.0,1046.0,1924.0,1818.0
dsDNA,6314.0,6314.0,5282.0,6314.0,199.0,2982.0,1653.0,2011.0,2030.0,298.0,2732.0,417.0,1965.0,4819.0,3437.0,28.0,1895.0,2691.0,1924.0,0.0,288.0,6314.0,24.0,6314.0,6274.0,4444.0,6284.0,102.0,40.0,2289.0,183.0,15.0,68.0,6314.0,6314.0,14.0,2569.0,284.0,177.0,6235.0,6314.0,3512.0,6312.0,4605.0
EGFR,288.0,288.0,287.0,288.0,12.0,190.0,120.0,149.0,92.0,22.0,111.0,28.0,80.0,243.0,168.0,1.0,183.0,124.0,67.0,288.0,0.0,288.0,2.0,288.0,287.0,228.0,288.0,1.0,4.0,171.0,6.0,3.0,6.0,288.0,288.0,5.0,192.0,39.0,13.0,286.0,288.0,246.0,288.0,243.0
Fe,6314.0,6314.0,5282.0,6314.0,199.0,2982.0,1653.0,2011.0,2030.0,298.0,2732.0,417.0,1965.0,4819.0,3437.0,28.0,1895.0,2691.0,1924.0,6314.0,288.0,0.0,24.0,6314.0,6274.0,4444.0,6284.0,102.0,40.0,2289.0,183.0,15.0,68.0,6314.0,6314.0,14.0,2569.0,284.0,177.0,6235.0,6314.0,3512.0,6312.0,4605.0
FoxP3,24.0,24.0,20.0,24.0,1.0,20.0,3.0,9.0,16.0,3.0,24.0,5.0,20.0,24.0,24.0,1.0,7.0,12.0,17.0,24.0,2.0,24.0,0.0,24.0,24.0,24.0,24.0,2.0,1.0,4.0,3.0,2.0,1.0,24.0,24.0,1.0,4.0,1.0,1.0,24.0,24.0,14.0,24.0,23.0
H3K27me3,6314.0,6314.0,5282.0,6314.0,199.0,2982.0,1653.0,2011.0,2030.0,298.0,2732.0,417.0,1965.0,4819.0,3437.0,28.0,1895.0,2691.0,1924.0,6314.0,288.0,6314.0,24.0,0.0,6274.0,4444.0,6284.0,102.0,40.0,2289.0,183.0,15.0,68.0,6314.0,6314.0,14.0,2569.0,284.0,177.0,6235.0,6314.0,3512.0,6312.0,4605.0
H3K9ac,6274.0,6274.0,5243.0,6274.0,199.0,2981.0,1630.0,2006.0,2028.0,296.0,2731.0,416.0,1964.0,4809.0,3434.0,28.0,1882.0,2690.0,1923.0,6274.0,287.0,6274.0,24.0,6274.0,0.0,4438.0,6246.0,100.0,38.0,2259.0,183.0,15.0,68.0,6274.0,6274.0,14.0,2534.0,280.0,177.0,6198.0,6274.0,3498.0,6272.0,4597.0
HLA-DR,4444.0,4444.0,3458.0,4444.0,166.0,2943.0,615.0,1952.0,1979.0,211.0,2603.0,339.0,1933.0,4369.0,3257.0,25.0,1450.0,2636.0,1823.0,4444.0,228.0,4444.0,24.0,4444.0,4438.0,0.0,4444.0,99.0,19.0,921.0,99.0,15.0,64.0,4444.0,4444.0,9.0,1063.0,136.0,173.0,4405.0,4444.0,2793.0,4443.0,4012.0
HLA_Class_1,6284.0,6284.0,5252.0,6284.0,199.0,2982.0,1635.0,2011.0,2030.0,298.0,2732.0,417.0,1965.0,4819.0,3437.0,28.0,1894.0,2691.0,1924.0,6284.0,288.0,6284.0,24.0,6284.0,6246.0,4444.0,0.0,102.0,40.0,2272.0,183.0,15.0,68.0,6284.0,6284.0,14.0,2540.0,283.0,177.0,6205.0,6284.0,3507.0,6282.0,4605.0
IDO,102.0,102.0,59.0,102.0,31.0,80.0,4.0,48.0,76.0,6.0,87.0,7.0,84.0,99.0,96.0,3.0,24.0,62.0,68.0,102.0,1.0,102.0,2.0,102.0,100.0,99.0,102.0,0.0,1.0,13.0,4.0,1.0,6.0,102.0,102.0,1.0,14.0,9.0,13.0,102.0,102.0,49.0,102.0,100.0
Keratin17,40.0,40.0,40.0,40.0,1.0,11.0,35.0,11.0,6.0,3.0,8.0,3.0,5.0,23.0,12.0,1.0,16.0,12.0,4.0,40.0,4.0,40.0,1.0,40.0,38.0,19.0,40.0,1.0,0.0,36.0,4.0,1.0,1.0,40.0,40.0,2.0,37.0,7.0,2.0,40.0,40.0,28.0,40.0,18.0
