,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,6277.0,2031.0,6279.0,216.0,1365.0,2402.0,2340.0,1373.0,141.0,3261.0,1444.0,1411.0,5705.0,4120.0,26.0,480.0,3168.0,2808.0,6279.0,191.0,6279.0,11.0,6279.0,6267.0,5052.0,6279.0,1194.0,1254.0,1399.0,280.0,50.0,111.0,6279.0,6279.0,34.0,1510.0,564.0,132.0,6248.0,6279.0,2263.0,6279.0,4980.0
Background,6277.0,0.0,2031.0,6277.0,216.0,1365.0,2402.0,2339.0,1373.0,141.0,3260.0,1444.0,1410.0,5703.0,4119.0,26.0,480.0,3166.0,2807.0,6277.0,191.0,6277.0,11.0,6277.0,6265.0,5051.0,6277.0,1194.0,1254.0,1399.0,280.0,50.0,111.0,6277.0,6277.0,34.0,1510.0,564.0,132.0,6246.0,6277.0,2263.0,6277.0,4980.0
Beta catenin,2031.0,2031.0,0.0,2031.0,73.0,414.0,1461.0,598.0,271.0,27.0,744.0,307.0,331.0,1477.0,1031.0,10.0,204.0,614.0,690.0,2031.0,190.0,2031.0,5.0,2031.0,2021.0,1484.0,2031.0,506.0,1190.0,1286.0,123.0,22.0,40.0,2031.0,2031.0,21.0,1414.0,157.0,49.0,2021.0,2031.0,1453.0,2031.0,1370.0
Ca,6279.0,6277.0,2031.0,0.0,216.0,1365.0,2402.0,2340.0,1373.0,141.0,3261.0,1444.0,1411.0,5705.0,4120.0,26.0,480.0,3168.0,2808.0,6279.0,191.0,6279.0,11.0,6279.0,6267.0,5052.0,6279.0,1194.0,1254.0,1399.0,280.0,50.0,111.0,6279.0,6279.0,34.0,1510.0,564.0,132.0,6248.0,6279.0,2263.0,6279.0,4980.0
CD11b,216.0,216.0,73.0,216.0,0.0,188.0,38.0,166.0,75.0,13.0,188.0,29.0,174.0,216.0,212.0,4.0,44.0,171.0,177.0,216.0,2.0,216.0,4.0,216.0,216.0,216.0,216.0,175.0,11.0,19.0,13.0,8.0,6.0,216.0,216.0,2.0,26.0,133.0,18.0,216.0,216.0,42.0,216.0,216.0
CD11c,1365.0,1365.0,414.0,1365.0,188.0,0.0,385.0,983.0,376.0,23.0,999.0,303.0,644.0,1364.0,1269.0,18.0,241.0,1009.0,908.0,1365.0,25.0,1365.0,7.0,1365.0,1365.0,1359.0,1365.0,669.0,178.0,232.0,64.0,28.0,48.0,1365.0,1365.0,13.0,262.0,355.0,65.0,1365.0,1365.0,445.0,1365.0,1304.0
CD138,2402.0,2402.0,1461.0,2402.0,38.0,385.0,0.0,858.0,375.0,56.0,871.0,418.0,293.0,1875.0,1219.0,11.0,201.0,954.0,754.0,2402.0,190.0,2402.0,2.0,2402.0,2392.0,1803.0,2402.0,360.0,1077.0,1167.0,134.0,13.0,45.0,2402.0,2402.0,20.0,1266.0,126.0,37.0,2388.0,2402.0,1403.0,2402.0,1621.0
CD16,2340.0,2339.0,598.0,2340.0,166.0,983.0,858.0,0.0,539.0,132.0,1365.0,595.0,703.0,2339.0,1862.0,13.0,361.0,1832.0,1193.0,2340.0,23.0,2340.0,6.0,2340.0,2340.0,2310.0,2340.0,588.0,266.0,327.0,88.0,27.0,67.0,2340.0,2340.0,11.0,383.0,354.0,79.0,2335.0,2340.0,806.0,2340.0,2094.0
CD20,1373.0,1373.0,271.0,1373.0,75.0,376.0,375.0,539.0,0.0,34.0,888.0,247.0,418.0,1371.0,1073.0,9.0,103.0,693.0,751.0,1373.0,3.0,1373.0,3.0,1373.0,1372.0,1284.0,1373.0,337.0,88.0,125.0,53.0,13.0,44.0,1373.0,1373.0,4.0,137.0,163.0,38.0,1373.0,1373.0,373.0,1373.0,1212.0
CD209,141.0,141.0,27.0,141.0,13.0,23.0,56.0,132.0,34.0,0.0,88.0,51.0,55.0,141.0,113.0,1.0,16.0,124.0,62.0,141.0,1.0,141.0,1.0,141.0,141.0,139.0,141.0,22.0,4.0,5.0,2.0,2.0,2.0,141.0,141.0,3.0,8.0,21.0,4.0,141.0,141.0,35.0,141.0,129.0
CD3,3261.0,3260.0,744.0,3261.0,188.0,999.0,871.0,1365.0,888.0,88.0,0.0,797.0,1362.0,3261.0,3071.0,22.0,303.0,1796.0,2305.0,3261.0,17.0,3261.0,11.0,3261.0,3260.0,2859.0,3261.0,913.0,279.0,358.0,154.0,48.0,45.0,3261.0,3261.0,17.0,411.0,444.0,127.0,3255.0,3261.0,966.0,3261.0,3030.0
CD31,1444.0,1444.0,307.0,1444.0,29.0,303.0,418.0,595.0,247.0,51.0,797.0,0.0,296.0,1428.0,1014.0,8.0,125.0,985.0,665.0,1444.0,6.0,1444.0,1.0,1444.0,1444.0,1166.0,1444.0,177.0,56.0,65.0,42.0,9.0,19.0,1444.0,1444.0,5.0,64.0,132.0,30.0,1441.0,1444.0,398.0,1444.0,1227.0
CD4,1411.0,1410.0,331.0,1411.0,174.0,644.0,293.0,703.0,418.0,55.0,1362.0,296.0,0.0,1411.0,1397.0,16.0,161.0,831.0,1040.0,1411.0,5.0,1411.0,7.0,1411.0,1410.0,1323.0,1411.0,610.0,96.0,138.0,76.0,23.0,21.0,1411.0,1411.0,7.0,159.0,355.0,86.0,1408.0,1411.0,370.0,1411.0,1367.0
CD45,5705.0,5703.0,1477.0,5705.0,216.0,1364.0,1875.0,2339.0,1371.0,141.0,3261.0,1428.0,1411.0,0.0,4104.0,26.0,474.0,3160.0,2807.0,5705.0,75.0,5705.0,11.0,5705.0,5700.0,4825.0,5705.0,1163.0,741.0,873.0,229.0,50.0,111.0,5705.0,5705.0,24.0,959.0,552.0,132.0,5683.0,5705.0,1841.0,5705.0,4831.0
CD45RO,4120.0,4119.0,1031.0,4120.0,212.0,1269.0,1219.0,1862.0,1073.0,113.0,3071.0,1014.0,1397.0,4104.0,0.0,24.0,410.0,2386.0,2529.0,4120.0,39.0,4120.0,11.0,4120.0,4119.0,3631.0,4120.0,1069.0,451.0,555.0,182.0,50.0,92.0,4120.0,4120.0,23.0,619.0,502.0,131.0,4113.0,4120.0,1307.0,4120.0,3746.0
CD56,26.0,26.0,10.0,26.0,4.0,18.0,11.0,13.0,9.0,1.0,22.0,8.0,16.0,26.0,24.0,0.0,5.0,15.0,18.0,26.0,1.0,26.0,1.0,26.0,26.0,25.0,26.0,14.0,4.0,6.0,4.0,1.0,1.0,26.0,26.0,1.0,5.0,6.0,1.0,26.0,26.0,10.0,26.0,26.0
CD63,480.0,480.0,204.0,480.0,44.0,241.0,201.0,361.0,103.0,16.0,303.0,125.0,161.0,474.0,410.0,5.0,0.0,407.0,275.0,480.0,11.0,480.0,2.0,480.0,480.0,453.0,480.0,155.0,87.0,105.0,27.0,8.0,50.0,480.0,480.0,4.0,110.0,92.0,11.0,480.0,480.0,245.0,480.0,462.0
CD68,3168.0,3166.0,614.0,3168.0,171.0,1009.0,954.0,1832.0,693.0,124.0,1796.0,985.0,831.0,3160.0,2386.0,15.0,407.0,0.0,1558.0,3168.0,23.0,3168.0,6.0,3168.0,3168.0,2899.0,3168.0,635.0,256.0,315.0,115.0,24.0,87.0,3168.0,3168.0,11.0,366.0,394.0,74.0,3165.0,3168.0,884.0,3168.0,2749.0
CD8,2808.0,2807.0,690.0,2808.0,177.0,908.0,754.0,1193.0,751.0,62.0,2305.0,665.0,1040.0,2807.0,2529.0,18.0,275.0,1558.0,0.0,2808.0,16.0,2808.0,11.0,2808.0,2807.0,2453.0,2808.0,845.0,273.0,356.0,135.0,48.0,33.0,2808.0,2808.0,15.0,399.0,415.0,96.0,2804.0,2808.0,856.0,2808.0,2601.0
dsDNA,6279.0,6277.0,2031.0,6279.0,216.0,1365.0,2402.0,2340.0,1373.0,141.0,3261.0,1444.0,1411.0,5705.0,4120.0,26.0,480.0,3168.0,2808.0,0.0,191.0,6279.0,11.0,6279.0,6267.0,5052.0,6279.0,1194.0,1254.0,1399.0,280.0,50.0,111.0,6279.0,6279.0,34.0,1510.0,564.0,132.0,6248.0,6279.0,2263.0,6279.0,4980.0
