,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5116.0,4903.0,5118.0,5.0,73.0,259.0,101.0,0.0,4.0,4.0,49.0,10.0,260.0,358.0,0.0,181.0,191.0,4.0,5118.0,662.0,5118.0,0.0,5115.0,4964.0,59.0,4162.0,0.0,22.0,1302.0,703.0,0.0,30.0,5118.0,5118.0,3975.0,1165.0,87.0,12.0,4176.0,5118.0,144.0,5117.0,3078.0
Background,5116.0,0.0,4902.0,5116.0,5.0,73.0,259.0,101.0,0.0,4.0,4.0,49.0,10.0,260.0,358.0,0.0,181.0,191.0,4.0,5116.0,662.0,5116.0,0.0,5113.0,4962.0,59.0,4161.0,0.0,22.0,1302.0,703.0,0.0,30.0,5116.0,5116.0,3973.0,1165.0,87.0,12.0,4176.0,5116.0,144.0,5115.0,3077.0
Beta catenin,4903.0,4902.0,0.0,4903.0,3.0,56.0,255.0,90.0,0.0,4.0,4.0,45.0,9.0,216.0,327.0,0.0,140.0,128.0,2.0,4903.0,660.0,4903.0,0.0,4900.0,4772.0,54.0,3990.0,0.0,22.0,1284.0,687.0,0.0,17.0,4903.0,4903.0,3842.0,1162.0,86.0,11.0,3993.0,4903.0,131.0,4902.0,2997.0
Ca,5118.0,5116.0,4903.0,0.0,5.0,73.0,259.0,101.0,0.0,4.0,4.0,49.0,10.0,260.0,358.0,0.0,181.0,191.0,4.0,5118.0,662.0,5118.0,0.0,5115.0,4964.0,59.0,4162.0,0.0,22.0,1302.0,703.0,0.0,30.0,5118.0,5118.0,3975.0,1165.0,87.0,12.0,4176.0,5118.0,144.0,5117.0,3078.0
CD11b,5.0,5.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,5.0,1.0,1.0,5.0,1.0,5.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0
CD11c,73.0,73.0,56.0,73.0,1.0,0.0,6.0,29.0,0.0,1.0,1.0,4.0,6.0,40.0,26.0,0.0,26.0,47.0,2.0,73.0,7.0,73.0,0.0,73.0,64.0,24.0,72.0,0.0,2.0,16.0,5.0,0.0,2.0,73.0,73.0,24.0,22.0,2.0,1.0,65.0,73.0,15.0,73.0,55.0
CD138,259.0,259.0,255.0,259.0,1.0,6.0,0.0,9.0,0.0,4.0,1.0,5.0,2.0,19.0,30.0,0.0,21.0,17.0,2.0,259.0,126.0,259.0,0.0,259.0,258.0,6.0,224.0,0.0,3.0,128.0,50.0,0.0,2.0,259.0,259.0,197.0,128.0,22.0,1.0,222.0,259.0,19.0,259.0,183.0
CD16,101.0,101.0,90.0,101.0,1.0,29.0,9.0,0.0,0.0,1.0,1.0,3.0,6.0,42.0,42.0,0.0,23.0,41.0,2.0,101.0,11.0,101.0,0.0,101.0,99.0,27.0,101.0,0.0,3.0,34.0,26.0,0.0,3.0,101.0,101.0,64.0,25.0,7.0,3.0,98.0,101.0,11.0,101.0,73.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,4.0,4.0,1.0,4.0,1.0,4.0,0.0,4.0,4.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0
CD3,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,4.0,3.0,0.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0
CD31,49.0,49.0,45.0,49.0,1.0,4.0,5.0,3.0,0.0,1.0,1.0,0.0,2.0,4.0,15.0,0.0,5.0,6.0,1.0,49.0,5.0,49.0,0.0,49.0,49.0,5.0,49.0,0.0,1.0,7.0,4.0,0.0,1.0,49.0,49.0,21.0,14.0,2.0,1.0,47.0,49.0,44.0,49.0,48.0
CD4,10.0,10.0,9.0,10.0,1.0,6.0,2.0,6.0,0.0,1.0,1.0,2.0,0.0,9.0,9.0,0.0,10.0,10.0,2.0,10.0,1.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,1.0,2.0,1.0,0.0,1.0,10.0,10.0,2.0,6.0,2.0,1.0,10.0,10.0,4.0,10.0,10.0
CD45,260.0,260.0,216.0,260.0,5.0,40.0,19.0,42.0,0.0,4.0,1.0,4.0,9.0,0.0,62.0,0.0,66.0,97.0,2.0,260.0,19.0,260.0,0.0,260.0,251.0,42.0,248.0,0.0,4.0,93.0,52.0,0.0,24.0,260.0,260.0,157.0,77.0,11.0,6.0,250.0,260.0,25.0,260.0,192.0
