,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,4331.0,3687.0,4331.0,52.0,786.0,501.0,1368.0,3.0,30.0,317.0,181.0,184.0,1741.0,1341.0,18.0,1671.0,902.0,116.0,4331.0,1494.0,4331.0,1.0,4328.0,4118.0,1415.0,4331.0,58.0,26.0,2894.0,237.0,6.0,50.0,4331.0,4331.0,70.0,3040.0,393.0,140.0,4186.0,4331.0,1232.0,4331.0,1174.0
Background,4331.0,0.0,3687.0,4331.0,52.0,786.0,501.0,1368.0,3.0,30.0,317.0,181.0,184.0,1741.0,1341.0,18.0,1671.0,902.0,116.0,4331.0,1494.0,4331.0,1.0,4328.0,4118.0,1415.0,4331.0,58.0,26.0,2894.0,237.0,6.0,50.0,4331.0,4331.0,70.0,3040.0,393.0,140.0,4186.0,4331.0,1232.0,4331.0,1174.0
Beta catenin,3687.0,3687.0,0.0,3687.0,19.0,529.0,426.0,911.0,3.0,14.0,210.0,142.0,113.0,1212.0,992.0,16.0,1505.0,553.0,90.0,3687.0,1439.0,3687.0,1.0,3687.0,3496.0,931.0,3687.0,32.0,22.0,2832.0,232.0,6.0,33.0,3687.0,3687.0,68.0,2977.0,393.0,99.0,3607.0,3687.0,768.0,3687.0,756.0
Ca,4331.0,4331.0,3687.0,0.0,52.0,786.0,501.0,1368.0,3.0,30.0,317.0,181.0,184.0,1741.0,1341.0,18.0,1671.0,902.0,116.0,4331.0,1494.0,4331.0,1.0,4328.0,4118.0,1415.0,4331.0,58.0,26.0,2894.0,237.0,6.0,50.0,4331.0,4331.0,70.0,3040.0,393.0,140.0,4186.0,4331.0,1232.0,4331.0,1174.0
CD11b,52.0,52.0,19.0,52.0,0.0,51.0,30.0,52.0,1.0,10.0,17.0,8.0,35.0,52.0,52.0,2.0,27.0,50.0,5.0,52.0,5.0,52.0,1.0,52.0,52.0,52.0,52.0,19.0,1.0,8.0,2.0,1.0,4.0,52.0,52.0,2.0,6.0,3.0,5.0,48.0,52.0,39.0,52.0,43.0
CD11c,786.0,786.0,529.0,786.0,51.0,0.0,169.0,634.0,3.0,25.0,116.0,72.0,112.0,658.0,513.0,14.0,348.0,452.0,44.0,786.0,253.0,786.0,1.0,785.0,777.0,621.0,786.0,45.0,8.0,340.0,34.0,3.0,20.0,786.0,786.0,16.0,347.0,48.0,48.0,764.0,786.0,442.0,786.0,485.0
CD138,501.0,501.0,426.0,501.0,30.0,169.0,0.0,253.0,2.0,21.0,73.0,44.0,78.0,299.0,332.0,8.0,322.0,189.0,27.0,501.0,236.0,501.0,1.0,501.0,488.0,262.0,501.0,35.0,6.0,325.0,25.0,2.0,5.0,501.0,501.0,19.0,331.0,65.0,33.0,493.0,501.0,203.0,501.0,210.0
CD16,1368.0,1368.0,911.0,1368.0,52.0,634.0,253.0,0.0,3.0,30.0,200.0,122.0,154.0,1237.0,824.0,17.0,548.0,812.0,63.0,1368.0,495.0,1368.0,1.0,1366.0,1346.0,1184.0,1368.0,53.0,9.0,520.0,40.0,4.0,40.0,1368.0,1368.0,25.0,551.0,44.0,88.0,1314.0,1368.0,813.0,1368.0,886.0
CD20,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0
CD209,30.0,30.0,14.0,30.0,10.0,25.0,21.0,30.0,2.0,0.0,12.0,8.0,21.0,30.0,29.0,1.0,16.0,30.0,3.0,30.0,3.0,30.0,1.0,30.0,30.0,30.0,30.0,13.0,1.0,4.0,1.0,2.0,2.0,30.0,30.0,1.0,4.0,2.0,7.0,28.0,30.0,25.0,30.0,27.0
