,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,6059.0,3845.0,6060.0,977.0,3439.0,1087.0,514.0,4388.0,857.0,3353.0,419.0,3119.0,5025.0,5237.0,316.0,1069.0,1877.0,2124.0,6060.0,879.0,6060.0,29.0,6057.0,6051.0,4803.0,6054.0,286.0,232.0,2029.0,215.0,23.0,236.0,6060.0,6060.0,584.0,1438.0,336.0,1141.0,6040.0,6060.0,1652.0,6060.0,4615.0
Background,6059.0,0.0,3845.0,6059.0,977.0,3439.0,1087.0,514.0,4387.0,857.0,3353.0,419.0,3119.0,5024.0,5236.0,316.0,1069.0,1877.0,2124.0,6059.0,879.0,6059.0,29.0,6056.0,6050.0,4802.0,6053.0,286.0,232.0,2029.0,215.0,23.0,236.0,6059.0,6059.0,584.0,1438.0,336.0,1141.0,6039.0,6059.0,1652.0,6059.0,4614.0
Beta catenin,3845.0,3845.0,0.0,3845.0,750.0,2059.0,1076.0,448.0,2303.0,533.0,1839.0,401.0,1793.0,2872.0,3183.0,247.0,996.0,1221.0,1217.0,3845.0,871.0,3845.0,28.0,3842.0,3838.0,2657.0,3845.0,252.0,223.0,1794.0,187.0,15.0,147.0,3845.0,3845.0,581.0,1396.0,308.0,610.0,3838.0,3845.0,1414.0,3845.0,2675.0
Ca,6060.0,6059.0,3845.0,0.0,977.0,3439.0,1087.0,514.0,4388.0,857.0,3353.0,419.0,3119.0,5025.0,5237.0,316.0,1069.0,1877.0,2124.0,6060.0,879.0,6060.0,29.0,6057.0,6051.0,4803.0,6054.0,286.0,232.0,2029.0,215.0,23.0,236.0,6060.0,6060.0,584.0,1438.0,336.0,1141.0,6040.0,6060.0,1652.0,6060.0,4615.0
CD11b,977.0,977.0,750.0,977.0,0.0,856.0,20.0,97.0,918.0,214.0,736.0,93.0,741.0,974.0,967.0,137.0,177.0,532.0,585.0,977.0,26.0,977.0,10.0,977.0,976.0,969.0,977.0,161.0,13.0,260.0,23.0,13.0,136.0,977.0,977.0,20.0,50.0,94.0,290.0,977.0,977.0,343.0,977.0,856.0
CD11c,3439.0,3439.0,2059.0,3439.0,856.0,0.0,123.0,305.0,3195.0,715.0,2592.0,289.0,2528.0,3431.0,3371.0,288.0,372.0,1664.0,1685.0,3439.0,119.0,3439.0,24.0,3439.0,3438.0,3417.0,3439.0,274.0,44.0,765.0,79.0,18.0,211.0,3439.0,3439.0,49.0,259.0,207.0,846.0,3436.0,3439.0,1232.0,3439.0,3196.0
CD138,1087.0,1087.0,1076.0,1087.0,20.0,123.0,0.0,152.0,72.0,21.0,61.0,55.0,80.0,319.0,680.0,19.0,585.0,128.0,39.0,1087.0,715.0,1087.0,7.0,1086.0,1084.0,171.0,1087.0,12.0,177.0,1035.0,116.0,1.0,6.0,1087.0,1087.0,502.0,1023.0,121.0,25.0,1086.0,1087.0,127.0,1087.0,196.0
CD16,514.0,514.0,448.0,514.0,97.0,305.0,152.0,0.0,229.0,101.0,256.0,53.0,277.0,434.0,489.0,63.0,155.0,268.0,148.0,514.0,119.0,514.0,5.0,514.0,512.0,392.0,514.0,42.0,56.0,276.0,45.0,2.0,29.0,514.0,514.0,121.0,198.0,49.0,88.0,514.0,514.0,209.0,514.0,381.0
CD20,4388.0,4387.0,2303.0,4388.0,918.0,3195.0,72.0,229.0,0.0,763.0,3162.0,328.0,2934.0,4382.0,4250.0,269.0,336.0,1587.0,2028.0,4388.0,103.0,4388.0,21.0,4388.0,4388.0,4370.0,4388.0,251.0,38.0,764.0,77.0,21.0,209.0,4388.0,4388.0,36.0,203.0,191.0,1090.0,4381.0,4388.0,1269.0,4388.0,3980.0
CD209,857.0,857.0,533.0,857.0,214.0,715.0,21.0,101.0,763.0,0.0,664.0,142.0,698.0,842.0,831.0,82.0,90.0,508.0,408.0,857.0,30.0,857.0,8.0,857.0,856.0,838.0,857.0,51.0,9.0,147.0,10.0,9.0,95.0,857.0,857.0,6.0,46.0,81.0,136.0,855.0,857.0,366.0,857.0,843.0
