,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5405.0,3915.0,5405.0,543.0,1711.0,1488.0,2805.0,42.0,319.0,2211.0,977.0,1359.0,3919.0,2757.0,11.0,1726.0,2443.0,1797.0,5405.0,2083.0,5405.0,61.0,5405.0,5173.0,3167.0,5370.0,890.0,4.0,2281.0,390.0,212.0,221.0,5405.0,5405.0,2.0,2175.0,1699.0,579.0,5218.0,5405.0,1743.0,5400.0,3363.0
Background,5405.0,0.0,3915.0,5405.0,543.0,1711.0,1488.0,2805.0,42.0,319.0,2211.0,977.0,1359.0,3919.0,2757.0,11.0,1726.0,2443.0,1797.0,5405.0,2083.0,5405.0,61.0,5405.0,5173.0,3167.0,5370.0,890.0,4.0,2281.0,390.0,212.0,221.0,5405.0,5405.0,2.0,2175.0,1699.0,579.0,5218.0,5405.0,1743.0,5400.0,3363.0
Beta catenin,3915.0,3915.0,0.0,3915.0,329.0,968.0,1072.0,1641.0,26.0,196.0,1454.0,629.0,811.0,2493.0,1691.0,11.0,1102.0,1290.0,1239.0,3915.0,2078.0,3915.0,37.0,3915.0,3832.0,1874.0,3900.0,641.0,4.0,2201.0,322.0,142.0,142.0,3915.0,3915.0,2.0,2066.0,1175.0,347.0,3858.0,3915.0,1341.0,3913.0,2060.0
Ca,5405.0,5405.0,3915.0,0.0,543.0,1711.0,1488.0,2805.0,42.0,319.0,2211.0,977.0,1359.0,3919.0,2757.0,11.0,1726.0,2443.0,1797.0,5405.0,2083.0,5405.0,61.0,5405.0,5173.0,3167.0,5370.0,890.0,4.0,2281.0,390.0,212.0,221.0,5405.0,5405.0,2.0,2175.0,1699.0,579.0,5218.0,5405.0,1743.0,5400.0,3363.0
CD11b,543.0,543.0,329.0,543.0,0.0,487.0,80.0,495.0,15.0,91.0,371.0,168.0,405.0,543.0,533.0,2.0,347.0,475.0,259.0,543.0,35.0,543.0,13.0,543.0,541.0,538.0,543.0,251.0,1.0,100.0,34.0,36.0,66.0,543.0,543.0,2.0,29.0,417.0,115.0,542.0,543.0,229.0,543.0,542.0
CD11c,1711.0,1711.0,968.0,1711.0,487.0,0.0,236.0,1562.0,36.0,120.0,1147.0,421.0,931.0,1708.0,1556.0,2.0,840.0,1381.0,870.0,1711.0,182.0,1711.0,43.0,1711.0,1690.0,1676.0,1711.0,638.0,1.0,282.0,111.0,125.0,122.0,1711.0,1711.0,2.0,164.0,1008.0,346.0,1685.0,1711.0,704.0,1711.0,1646.0
CD138,1488.0,1488.0,1072.0,1488.0,80.0,236.0,0.0,642.0,5.0,153.0,382.0,389.0,239.0,986.0,550.0,5.0,509.0,616.0,329.0,1488.0,596.0,1488.0,15.0,1488.0,1336.0,744.0,1464.0,118.0,2.0,619.0,88.0,30.0,24.0,1488.0,1488.0,1.0,692.0,285.0,89.0,1367.0,1488.0,456.0,1484.0,794.0
CD16,2805.0,2805.0,1641.0,2805.0,495.0,1562.0,642.0,0.0,39.0,311.0,1637.0,694.0,1227.0,2748.0,2230.0,3.0,1272.0,2167.0,1259.0,2805.0,317.0,2805.0,49.0,2805.0,2746.0,2670.0,2804.0,783.0,1.0,436.0,182.0,162.0,143.0,2805.0,2805.0,2.0,321.0,1248.0,479.0,2756.0,2805.0,1357.0,2805.0,2609.0
CD20,42.0,42.0,26.0,42.0,15.0,36.0,5.0,39.0,0.0,4.0,33.0,13.0,32.0,42.0,40.0,1.0,23.0,34.0,28.0,42.0,6.0,42.0,3.0,42.0,42.0,42.0,42.0,22.0,1.0,11.0,7.0,2.0,3.0,42.0,42.0,1.0,5.0,31.0,11.0,42.0,42.0,14.0,42.0,41.0
CD209,319.0,319.0,196.0,319.0,91.0,120.0,153.0,311.0,4.0,0.0,176.0,116.0,205.0,319.0,273.0,2.0,208.0,302.0,116.0,319.0,12.0,319.0,6.0,319.0,317.0,317.0,319.0,71.0,1.0,29.0,17.0,10.0,3.0,319.0,319.0,1.0,8.0,151.0,49.0,318.0,319.0,198.0,319.0,312.0
CD3,2211.0,2211.0,1454.0,2211.0,371.0,1147.0,382.0,1637.0,33.0,176.0,0.0,465.0,1150.0,2210.0,1982.0,1.0,808.0,1397.0,1483.0,2211.0,438.0,2211.0,59.0,2211.0,2208.0,1870.0,2211.0,684.0,1.0,551.0,192.0,209.0,106.0,2211.0,2211.0,2.0,412.0,1077.0,564.0,2205.0,2211.0,1013.0,2210.0,1988.0
CD31,977.0,977.0,629.0,977.0,168.0,421.0,389.0,694.0,13.0,116.0,465.0,0.0,340.0,952.0,662.0,1.0,528.0,708.0,320.0,977.0,23.0,977.0,16.0,977.0,977.0,841.0,977.0,167.0,1.0,99.0,54.0,42.0,99.0,977.0,977.0,1.0,18.0,301.0,122.0,972.0,977.0,541.0,976.0,938.0
CD4,1359.0,1359.0,811.0,1359.0,405.0,931.0,239.0,1227.0,32.0,205.0,1150.0,340.0,0.0,1359.0,1332.0,2.0,650.0,1073.0,716.0,1359.0,79.0,1359.0,45.0,1359.0,1357.0,1318.0,1359.0,522.0,1.0,166.0,113.0,97.0,55.0,1359.0,1359.0,2.0,60.0,876.0,468.0,1358.0,1359.0,679.0,1359.0,1335.0
CD45,3919.0,3919.0,2493.0,3919.0,543.0,1708.0,986.0,2748.0,42.0,319.0,2210.0,952.0,1359.0,0.0,2747.0,5.0,1540.0,2425.0,1788.0,3919.0,817.0,3919.0,61.0,3919.0,3791.0,3118.0,3918.0,880.0,2.0,987.0,252.0,212.0,217.0,3919.0,3919.0,2.0,869.0,1461.0,579.0,3807.0,3919.0,1678.0,3917.0,3276.0
CD45RO,2757.0,2757.0,1691.0,2757.0,533.0,1556.0,550.0,2230.0,40.0,273.0,1982.0,662.0,1332.0,2747.0,0.0,2.0,1212.0,1937.0,1478.0,2757.0,386.0,2757.0,61.0,2757.0,2730.0,2484.0,2757.0,823.0,1.0,521.0,207.0,195.0,182.0,2757.0,2757.0,2.0,369.0,1286.0,566.0,2729.0,2757.0,1313.0,2757.0,2570.0
CD56,11.0,11.0,11.0,11.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,0.0,3.0,2.0,2.0,11.0,8.0,11.0,1.0,11.0,11.0,4.0,11.0,2.0,1.0,8.0,1.0,1.0,1.0,11.0,11.0,1.0,8.0,5.0,1.0,11.0,11.0,3.0,11.0,4.0
