,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,2938.0,1683.0,2938.0,245.0,438.0,143.0,283.0,56.0,92.0,985.0,158.0,429.0,2112.0,1471.0,40.0,932.0,1087.0,903.0,2938.0,181.0,2938.0,4.0,2930.0,2665.0,1658.0,2931.0,23.0,355.0,340.0,6.0,6.0,159.0,2938.0,2938.0,64.0,414.0,118.0,31.0,1665.0,2938.0,990.0,2938.0,2568.0
Background,2938.0,0.0,1683.0,2938.0,245.0,438.0,143.0,283.0,56.0,92.0,985.0,158.0,429.0,2112.0,1471.0,40.0,932.0,1087.0,903.0,2938.0,181.0,2938.0,4.0,2930.0,2665.0,1658.0,2931.0,23.0,355.0,340.0,6.0,6.0,159.0,2938.0,2938.0,64.0,414.0,118.0,31.0,1665.0,2938.0,990.0,2938.0,2568.0
Beta catenin,1683.0,1683.0,0.0,1683.0,125.0,203.0,96.0,139.0,26.0,40.0,436.0,113.0,200.0,1093.0,754.0,31.0,676.0,534.0,411.0,1683.0,151.0,1683.0,4.0,1679.0,1554.0,852.0,1682.0,12.0,348.0,315.0,5.0,6.0,78.0,1683.0,1683.0,63.0,396.0,111.0,15.0,1136.0,1683.0,734.0,1683.0,1530.0
Ca,2938.0,2938.0,1683.0,0.0,245.0,438.0,143.0,283.0,56.0,92.0,985.0,158.0,429.0,2112.0,1471.0,40.0,932.0,1087.0,903.0,2938.0,181.0,2938.0,4.0,2930.0,2665.0,1658.0,2931.0,23.0,355.0,340.0,6.0,6.0,159.0,2938.0,2938.0,64.0,414.0,118.0,31.0,1665.0,2938.0,990.0,2938.0,2568.0
CD11b,245.0,245.0,125.0,245.0,0.0,134.0,22.0,96.0,11.0,23.0,130.0,16.0,84.0,241.0,238.0,2.0,110.0,191.0,118.0,245.0,22.0,245.0,1.0,245.0,236.0,235.0,245.0,10.0,17.0,22.0,1.0,1.0,78.0,245.0,245.0,5.0,19.0,9.0,9.0,166.0,245.0,73.0,245.0,222.0
CD11c,438.0,438.0,203.0,438.0,134.0,0.0,33.0,145.0,17.0,14.0,237.0,25.0,132.0,433.0,374.0,8.0,138.0,357.0,226.0,438.0,21.0,438.0,1.0,438.0,412.0,431.0,438.0,10.0,18.0,28.0,2.0,1.0,65.0,438.0,438.0,4.0,27.0,14.0,8.0,261.0,438.0,106.0,438.0,375.0
CD138,143.0,143.0,96.0,143.0,22.0,33.0,0.0,18.0,10.0,12.0,60.0,26.0,24.0,108.0,91.0,15.0,65.0,75.0,57.0,143.0,9.0,143.0,4.0,143.0,138.0,91.0,143.0,4.0,12.0,9.0,3.0,4.0,15.0,143.0,143.0,3.0,18.0,2.0,1.0,103.0,143.0,62.0,143.0,126.0
CD16,283.0,283.0,139.0,283.0,96.0,145.0,18.0,0.0,6.0,33.0,139.0,12.0,79.0,277.0,239.0,10.0,85.0,230.0,130.0,283.0,27.0,283.0,1.0,283.0,270.0,276.0,283.0,5.0,14.0,28.0,1.0,1.0,59.0,283.0,283.0,5.0,23.0,9.0,7.0,165.0,283.0,77.0,283.0,246.0
CD20,56.0,56.0,26.0,56.0,11.0,17.0,10.0,6.0,0.0,6.0,47.0,7.0,28.0,53.0,52.0,2.0,18.0,31.0,40.0,56.0,11.0,56.0,4.0,56.0,55.0,44.0,56.0,5.0,3.0,2.0,3.0,4.0,5.0,56.0,56.0,2.0,5.0,4.0,1.0,41.0,56.0,12.0,56.0,48.0
CD209,92.0,92.0,40.0,92.0,23.0,14.0,12.0,33.0,6.0,0.0,46.0,10.0,30.0,87.0,77.0,7.0,34.0,85.0,39.0,92.0,15.0,92.0,4.0,92.0,89.0,87.0,92.0,1.0,7.0,12.0,3.0,4.0,7.0,92.0,92.0,6.0,11.0,3.0,1.0,60.0,92.0,35.0,92.0,79.0
CD3,985.0,985.0,436.0,985.0,130.0,237.0,60.0,139.0,47.0,46.0,0.0,54.0,393.0,981.0,881.0,11.0,312.0,456.0,678.0,985.0,75.0,985.0,4.0,985.0,945.0,710.0,985.0,13.0,37.0,52.0,4.0,4.0,70.0,985.0,985.0,8.0,52.0,29.0,31.0,528.0,985.0,269.0,985.0,855.0
CD31,158.0,158.0,113.0,158.0,16.0,25.0,26.0,12.0,7.0,10.0,54.0,0.0,28.0,125.0,78.0,17.0,46.0,66.0,58.0,158.0,18.0,158.0,1.0,157.0,153.0,86.0,158.0,4.0,5.0,4.0,1.0,1.0,8.0,158.0,158.0,4.0,2.0,6.0,1.0,124.0,158.0,108.0,158.0,151.0
CD4,429.0,429.0,200.0,429.0,84.0,132.0,24.0,79.0,28.0,30.0,393.0,28.0,0.0,427.0,422.0,8.0,147.0,234.0,216.0,429.0,49.0,429.0,1.0,429.0,418.0,327.0,429.0,7.0,27.0,33.0,1.0,1.0,32.0,429.0,429.0,6.0,32.0,19.0,17.0,258.0,429.0,127.0,429.0,384.0
CD45,2112.0,2112.0,1093.0,2112.0,241.0,433.0,108.0,277.0,53.0,87.0,981.0,125.0,427.0,0.0,1406.0,33.0,690.0,1027.0,883.0,2112.0,146.0,2112.0,1.0,2111.0,1942.0,1534.0,2110.0,21.0,155.0,173.0,4.0,2.0,154.0,2112.0,2112.0,37.0,190.0,89.0,31.0,1183.0,2112.0,653.0,2112.0,1839.0
CD45RO,1471.0,1471.0,754.0,1471.0,238.0,374.0,91.0,239.0,52.0,77.0,881.0,78.0,422.0,1406.0,0.0,17.0,557.0,769.0,714.0,1471.0,133.0,1471.0,4.0,1471.0,1388.0,1117.0,1471.0,21.0,141.0,157.0,4.0,4.0,133.0,1471.0,1471.0,34.0,166.0,69.0,31.0,853.0,1471.0,431.0,1471.0,1262.0
CD56,40.0,40.0,31.0,40.0,2.0,8.0,15.0,10.0,2.0,7.0,11.0,17.0,8.0,33.0,17.0,0.0,11.0,14.0,13.0,40.0,9.0,40.0,1.0,40.0,37.0,19.0,40.0,2.0,6.0,7.0,1.0,1.0,2.0,40.0,40.0,4.0,6.0,2.0,1.0,29.0,40.0,25.0,40.0,32.0
CD63,932.0,932.0,676.0,932.0,110.0,138.0,65.0,85.0,18.0,34.0,312.0,46.0,147.0,690.0,557.0,11.0,0.0,397.0,295.0,932.0,116.0,932.0,1.0,932.0,872.0,540.0,932.0,10.0,186.0,177.0,3.0,1.0,75.0,932.0,932.0,34.0,199.0,69.0,13.0,636.0,932.0,323.0,932.0,818.0
