,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,3027.0,1943.0,3027.0,20.0,99.0,8.0,2286.0,20.0,838.0,538.0,240.0,258.0,2320.0,1570.0,28.0,175.0,1595.0,796.0,3027.0,2519.0,3027.0,0.0,2310.0,2909.0,1337.0,3027.0,56.0,9.0,1275.0,185.0,18.0,29.0,3027.0,3027.0,42.0,828.0,1924.0,53.0,746.0,3027.0,194.0,3027.0,2785.0
Background,3027.0,0.0,1943.0,3027.0,20.0,99.0,8.0,2286.0,20.0,838.0,538.0,240.0,258.0,2320.0,1570.0,28.0,175.0,1595.0,796.0,3027.0,2519.0,3027.0,0.0,2310.0,2909.0,1337.0,3027.0,56.0,9.0,1275.0,185.0,18.0,29.0,3027.0,3027.0,42.0,828.0,1924.0,53.0,746.0,3027.0,194.0,3027.0,2785.0
Beta catenin,1943.0,1943.0,0.0,1943.0,8.0,60.0,6.0,1380.0,8.0,439.0,280.0,213.0,116.0,1390.0,859.0,11.0,101.0,898.0,434.0,1943.0,1724.0,1943.0,0.0,1448.0,1875.0,729.0,1943.0,22.0,9.0,1015.0,166.0,7.0,13.0,1943.0,1943.0,39.0,671.0,1395.0,28.0,460.0,1943.0,159.0,1943.0,1804.0
Ca,3027.0,3027.0,1943.0,0.0,20.0,99.0,8.0,2286.0,20.0,838.0,538.0,240.0,258.0,2320.0,1570.0,28.0,175.0,1595.0,796.0,3027.0,2519.0,3027.0,0.0,2310.0,2909.0,1337.0,3027.0,56.0,9.0,1275.0,185.0,18.0,29.0,3027.0,3027.0,42.0,828.0,1924.0,53.0,746.0,3027.0,194.0,3027.0,2785.0
CD11b,20.0,20.0,8.0,20.0,0.0,4.0,1.0,18.0,4.0,15.0,7.0,5.0,11.0,20.0,18.0,3.0,8.0,15.0,8.0,20.0,13.0,20.0,0.0,20.0,20.0,15.0,20.0,10.0,1.0,8.0,1.0,1.0,4.0,20.0,20.0,3.0,3.0,16.0,3.0,9.0,20.0,4.0,20.0,18.0
CD11c,99.0,99.0,60.0,99.0,4.0,0.0,1.0,92.0,5.0,38.0,26.0,3.0,35.0,96.0,88.0,6.0,13.0,82.0,37.0,99.0,86.0,99.0,0.0,90.0,98.0,87.0,99.0,20.0,1.0,41.0,5.0,2.0,5.0,99.0,99.0,2.0,34.0,84.0,3.0,41.0,99.0,10.0,99.0,95.0
CD138,8.0,8.0,6.0,8.0,1.0,1.0,0.0,5.0,1.0,2.0,4.0,1.0,1.0,6.0,5.0,1.0,5.0,6.0,5.0,8.0,8.0,8.0,0.0,6.0,6.0,5.0,8.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,8.0,1.0,3.0,5.0,1.0,4.0,8.0,1.0,8.0,8.0
CD16,2286.0,2286.0,1380.0,2286.0,18.0,92.0,5.0,0.0,18.0,830.0,487.0,116.0,252.0,2069.0,1433.0,25.0,160.0,1515.0,711.0,2286.0,1967.0,2286.0,0.0,1790.0,2210.0,1305.0,2286.0,50.0,6.0,989.0,138.0,17.0,26.0,2286.0,2286.0,35.0,610.0,1575.0,48.0,624.0,2286.0,111.0,2286.0,2119.0
CD20,20.0,20.0,8.0,20.0,4.0,5.0,1.0,18.0,0.0,11.0,7.0,1.0,8.0,20.0,18.0,3.0,3.0,16.0,7.0,20.0,16.0,20.0,0.0,19.0,20.0,18.0,20.0,3.0,1.0,5.0,1.0,1.0,1.0,20.0,20.0,1.0,2.0,13.0,1.0,11.0,20.0,2.0,20.0,18.0
CD209,838.0,838.0,439.0,838.0,15.0,38.0,2.0,830.0,11.0,0.0,219.0,25.0,147.0,834.0,675.0,8.0,78.0,766.0,312.0,838.0,709.0,838.0,0.0,726.0,826.0,677.0,838.0,27.0,1.0,321.0,40.0,6.0,8.0,838.0,838.0,12.0,197.0,608.0,26.0,292.0,838.0,29.0,838.0,804.0
