,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,3130.0,2360.0,3135.0,9.0,138.0,742.0,790.0,38.0,0.0,175.0,3.0,21.0,1100.0,272.0,0.0,99.0,613.0,173.0,3135.0,548.0,3135.0,0.0,3125.0,2973.0,742.0,2632.0,7.0,48.0,1207.0,79.0,0.0,28.0,3135.0,3135.0,0.0,1004.0,494.0,10.0,1952.0,3135.0,172.0,3117.0,1290.0
Background,3130.0,0.0,2356.0,3130.0,9.0,138.0,741.0,789.0,38.0,0.0,175.0,3.0,21.0,1099.0,272.0,0.0,99.0,612.0,172.0,3130.0,545.0,3130.0,0.0,3120.0,2970.0,741.0,2630.0,7.0,48.0,1205.0,79.0,0.0,28.0,3130.0,3130.0,0.0,1002.0,492.0,10.0,1952.0,3130.0,172.0,3114.0,1290.0
Beta catenin,2360.0,2356.0,0.0,2360.0,5.0,67.0,709.0,371.0,9.0,0.0,36.0,2.0,3.0,523.0,97.0,0.0,78.0,308.0,55.0,2360.0,540.0,2360.0,0.0,2356.0,2242.0,318.0,1873.0,2.0,41.0,1147.0,74.0,0.0,10.0,2360.0,2360.0,0.0,950.0,488.0,6.0,1457.0,2360.0,123.0,2344.0,697.0
Ca,3135.0,3130.0,2360.0,0.0,9.0,138.0,742.0,790.0,38.0,0.0,175.0,3.0,21.0,1100.0,272.0,0.0,99.0,613.0,173.0,3135.0,548.0,3135.0,0.0,3125.0,2973.0,742.0,2632.0,7.0,48.0,1207.0,79.0,0.0,28.0,3135.0,3135.0,0.0,1004.0,494.0,10.0,1952.0,3135.0,172.0,3117.0,1290.0
CD11b,9.0,9.0,5.0,9.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,9.0,2.0,0.0,1.0,4.0,1.0,9.0,2.0,9.0,0.0,9.0,8.0,3.0,9.0,1.0,1.0,3.0,1.0,0.0,8.0,9.0,9.0,0.0,2.0,3.0,1.0,7.0,9.0,1.0,9.0,8.0
CD11c,138.0,138.0,67.0,138.0,2.0,0.0,21.0,131.0,8.0,0.0,17.0,1.0,6.0,137.0,67.0,0.0,14.0,98.0,17.0,138.0,11.0,138.0,0.0,138.0,137.0,120.0,138.0,2.0,3.0,28.0,2.0,0.0,2.0,138.0,138.0,0.0,23.0,8.0,1.0,109.0,138.0,18.0,138.0,111.0
CD138,742.0,741.0,709.0,742.0,2.0,21.0,0.0,121.0,2.0,0.0,10.0,1.0,1.0,172.0,29.0,0.0,35.0,99.0,13.0,742.0,288.0,742.0,0.0,742.0,703.0,84.0,595.0,1.0,11.0,418.0,26.0,0.0,2.0,742.0,742.0,0.0,388.0,209.0,2.0,513.0,742.0,40.0,741.0,193.0
CD16,790.0,789.0,371.0,790.0,4.0,131.0,121.0,0.0,24.0,0.0,99.0,1.0,17.0,710.0,174.0,0.0,36.0,475.0,82.0,790.0,70.0,790.0,0.0,788.0,761.0,569.0,789.0,5.0,14.0,172.0,12.0,0.0,10.0,790.0,790.0,0.0,150.0,57.0,2.0,557.0,790.0,50.0,790.0,558.0
CD20,38.0,38.0,9.0,38.0,1.0,8.0,2.0,24.0,0.0,0.0,7.0,1.0,3.0,37.0,13.0,0.0,3.0,12.0,3.0,38.0,1.0,38.0,0.0,38.0,36.0,32.0,38.0,1.0,1.0,5.0,1.0,0.0,1.0,38.0,38.0,0.0,8.0,1.0,1.0,24.0,38.0,1.0,38.0,21.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
