,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,4488.0,3812.0,4489.0,181.0,679.0,2849.0,915.0,21.0,8.0,256.0,431.0,205.0,1321.0,1179.0,195.0,195.0,1029.0,176.0,4489.0,816.0,4489.0,7.0,4483.0,4458.0,1101.0,4484.0,13.0,265.0,3720.0,306.0,10.0,24.0,4489.0,4489.0,72.0,2927.0,264.0,40.0,4253.0,4489.0,944.0,4489.0,1199.0
Background,4488.0,0.0,3812.0,4488.0,181.0,679.0,2849.0,915.0,21.0,8.0,256.0,431.0,205.0,1321.0,1179.0,195.0,195.0,1029.0,176.0,4488.0,816.0,4488.0,7.0,4482.0,4457.0,1101.0,4483.0,13.0,265.0,3719.0,306.0,10.0,24.0,4488.0,4488.0,72.0,2927.0,264.0,40.0,4252.0,4488.0,944.0,4488.0,1199.0
Beta catenin,3812.0,3812.0,0.0,3812.0,96.0,450.0,2458.0,586.0,17.0,4.0,128.0,330.0,114.0,897.0,914.0,176.0,137.0,672.0,87.0,3812.0,805.0,3812.0,5.0,3810.0,3793.0,744.0,3811.0,10.0,262.0,3429.0,286.0,2.0,11.0,3812.0,3812.0,68.0,2845.0,257.0,19.0,3658.0,3812.0,713.0,3812.0,816.0
Ca,4489.0,4488.0,3812.0,0.0,181.0,679.0,2849.0,915.0,21.0,8.0,256.0,431.0,205.0,1321.0,1179.0,195.0,195.0,1029.0,176.0,4489.0,816.0,4489.0,7.0,4483.0,4458.0,1101.0,4484.0,13.0,265.0,3720.0,306.0,10.0,24.0,4489.0,4489.0,72.0,2927.0,264.0,40.0,4253.0,4489.0,944.0,4489.0,1199.0
CD11b,181.0,181.0,96.0,181.0,0.0,165.0,137.0,170.0,11.0,4.0,68.0,48.0,91.0,181.0,169.0,23.0,66.0,178.0,54.0,181.0,14.0,181.0,1.0,181.0,180.0,181.0,181.0,9.0,7.0,47.0,3.0,5.0,7.0,181.0,181.0,3.0,15.0,9.0,12.0,181.0,181.0,103.0,181.0,165.0
CD11c,679.0,679.0,450.0,679.0,165.0,0.0,527.0,509.0,13.0,5.0,130.0,119.0,148.0,565.0,408.0,46.0,116.0,502.0,93.0,679.0,84.0,679.0,4.0,678.0,675.0,500.0,679.0,10.0,25.0,351.0,30.0,6.0,12.0,679.0,679.0,14.0,220.0,30.0,20.0,645.0,679.0,305.0,679.0,464.0
CD138,2849.0,2849.0,2458.0,2849.0,137.0,527.0,0.0,669.0,19.0,5.0,171.0,322.0,149.0,972.0,795.0,143.0,145.0,756.0,128.0,2849.0,614.0,2849.0,7.0,2846.0,2831.0,771.0,2844.0,8.0,174.0,2290.0,188.0,7.0,18.0,2849.0,2849.0,43.0,1857.0,190.0,26.0,2721.0,2849.0,720.0,2849.0,887.0
CD16,915.0,915.0,586.0,915.0,170.0,509.0,669.0,0.0,20.0,6.0,184.0,184.0,182.0,798.0,539.0,48.0,151.0,704.0,121.0,915.0,93.0,915.0,6.0,913.0,908.0,694.0,914.0,9.0,27.0,437.0,50.0,8.0,19.0,915.0,915.0,17.0,259.0,32.0,34.0,871.0,915.0,443.0,915.0,673.0
CD20,21.0,21.0,17.0,21.0,11.0,13.0,19.0,20.0,0.0,1.0,13.0,7.0,12.0,21.0,20.0,4.0,7.0,17.0,11.0,21.0,1.0,21.0,1.0,21.0,21.0,21.0,21.0,3.0,1.0,7.0,2.0,1.0,1.0,21.0,21.0,1.0,1.0,5.0,4.0,21.0,21.0,16.0,21.0,21.0
CD209,8.0,8.0,4.0,8.0,4.0,5.0,5.0,6.0,1.0,0.0,4.0,2.0,3.0,6.0,5.0,1.0,1.0,6.0,1.0,8.0,1.0,8.0,1.0,8.0,8.0,6.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,8.0,1.0,3.0,1.0,1.0,8.0,8.0,5.0,8.0,6.0
