,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,2657.0,2459.0,2657.0,34.0,380.0,1728.0,637.0,0.0,2.0,122.0,23.0,135.0,1155.0,576.0,6.0,356.0,283.0,27.0,2654.0,1390.0,2657.0,7.0,2646.0,2528.0,671.0,2647.0,1.0,1368.0,1433.0,140.0,4.0,36.0,2657.0,2657.0,188.0,1467.0,57.0,60.0,1790.0,2657.0,1533.0,2657.0,2023.0
Background,2657.0,0.0,2459.0,2657.0,34.0,380.0,1728.0,637.0,0.0,2.0,122.0,23.0,135.0,1155.0,576.0,6.0,356.0,283.0,27.0,2654.0,1390.0,2657.0,7.0,2646.0,2528.0,671.0,2647.0,1.0,1368.0,1433.0,140.0,4.0,36.0,2657.0,2657.0,188.0,1467.0,57.0,60.0,1790.0,2657.0,1533.0,2657.0,2023.0
Beta catenin,2459.0,2459.0,0.0,2459.0,27.0,338.0,1593.0,605.0,0.0,2.0,108.0,23.0,126.0,1073.0,546.0,6.0,340.0,255.0,22.0,2457.0,1388.0,2459.0,6.0,2452.0,2401.0,632.0,2457.0,1.0,1333.0,1412.0,140.0,4.0,21.0,2459.0,2459.0,188.0,1353.0,57.0,58.0,1740.0,2459.0,1445.0,2459.0,1925.0
Ca,2657.0,2657.0,2459.0,0.0,34.0,380.0,1728.0,637.0,0.0,2.0,122.0,23.0,135.0,1155.0,576.0,6.0,356.0,283.0,27.0,2654.0,1390.0,2657.0,7.0,2646.0,2528.0,671.0,2647.0,1.0,1368.0,1433.0,140.0,4.0,36.0,2657.0,2657.0,188.0,1467.0,57.0,60.0,1790.0,2657.0,1533.0,2657.0,2023.0
CD11b,34.0,34.0,27.0,34.0,0.0,14.0,25.0,9.0,0.0,1.0,4.0,1.0,14.0,32.0,26.0,2.0,15.0,13.0,3.0,34.0,12.0,34.0,1.0,34.0,30.0,17.0,34.0,1.0,12.0,9.0,1.0,1.0,17.0,34.0,34.0,2.0,19.0,4.0,1.0,18.0,34.0,25.0,34.0,22.0
CD11c,380.0,380.0,338.0,380.0,14.0,0.0,308.0,255.0,0.0,1.0,51.0,3.0,69.0,362.0,209.0,2.0,91.0,167.0,8.0,379.0,154.0,380.0,4.0,379.0,369.0,279.0,380.0,1.0,118.0,143.0,19.0,1.0,5.0,380.0,380.0,18.0,128.0,6.0,19.0,296.0,380.0,268.0,380.0,352.0
CD138,1728.0,1728.0,1593.0,1728.0,25.0,308.0,0.0,436.0,0.0,2.0,101.0,12.0,111.0,797.0,418.0,4.0,293.0,219.0,20.0,1726.0,721.0,1728.0,7.0,1719.0,1622.0,486.0,1719.0,1.0,661.0,698.0,61.0,4.0,28.0,1728.0,1728.0,90.0,731.0,20.0,39.0,1189.0,1728.0,1278.0,1728.0,1410.0
CD16,637.0,637.0,605.0,637.0,9.0,255.0,436.0,0.0,0.0,1.0,52.0,3.0,61.0,499.0,313.0,1.0,128.0,203.0,8.0,636.0,352.0,637.0,3.0,637.0,635.0,317.0,637.0,1.0,290.0,345.0,66.0,2.0,5.0,637.0,637.0,123.0,286.0,15.0,31.0,525.0,637.0,414.0,637.0,558.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
CD3,122.0,122.0,108.0,122.0,4.0,51.0,101.0,52.0,0.0,1.0,0.0,1.0,71.0,117.0,111.0,1.0,31.0,45.0,21.0,122.0,39.0,122.0,7.0,122.0,122.0,78.0,122.0,1.0,21.0,32.0,3.0,4.0,3.0,122.0,122.0,5.0,17.0,3.0,30.0,92.0,122.0,91.0,122.0,120.0
CD31,23.0,23.0,23.0,23.0,1.0,3.0,12.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,23.0,3.0,23.0,1.0,23.0,23.0,4.0,23.0,1.0,3.0,5.0,1.0,1.0,1.0,23.0,23.0,1.0,1.0,1.0,1.0,16.0,23.0,23.0,23.0,23.0
CD4,135.0,135.0,126.0,135.0,14.0,69.0,111.0,61.0,0.0,1.0,71.0,1.0,0.0,135.0,116.0,4.0,34.0,60.0,3.0,135.0,55.0,135.0,5.0,135.0,134.0,110.0,135.0,1.0,30.0,43.0,7.0,4.0,2.0,135.0,135.0,7.0,30.0,4.0,22.0,105.0,135.0,101.0,135.0,130.0
