,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5109.0,5051.0,5111.0,193.0,1235.0,81.0,2914.0,21.0,156.0,1727.0,222.0,938.0,4226.0,3264.0,25.0,696.0,1454.0,1497.0,5111.0,2176.0,5111.0,146.0,5111.0,5100.0,4757.0,5111.0,260.0,653.0,3792.0,1304.0,299.0,569.0,5111.0,5111.0,110.0,3870.0,3584.0,426.0,4941.0,5111.0,401.0,5096.0,2559.0
Background,5109.0,0.0,5049.0,5109.0,193.0,1234.0,81.0,2914.0,21.0,156.0,1727.0,222.0,938.0,4224.0,3264.0,25.0,696.0,1454.0,1497.0,5109.0,2176.0,5109.0,146.0,5109.0,5098.0,4755.0,5109.0,260.0,653.0,3790.0,1304.0,299.0,569.0,5109.0,5109.0,110.0,3868.0,3583.0,426.0,4940.0,5109.0,401.0,5094.0,2559.0
Beta catenin,5051.0,5049.0,0.0,5051.0,187.0,1215.0,81.0,2882.0,21.0,153.0,1707.0,220.0,924.0,4186.0,3227.0,25.0,688.0,1427.0,1481.0,5051.0,2176.0,5051.0,145.0,5051.0,5040.0,4713.0,5051.0,254.0,652.0,3770.0,1299.0,294.0,560.0,5051.0,5051.0,110.0,3836.0,3558.0,426.0,4882.0,5051.0,399.0,5037.0,2529.0
Ca,5111.0,5109.0,5051.0,0.0,193.0,1235.0,81.0,2914.0,21.0,156.0,1727.0,222.0,938.0,4226.0,3264.0,25.0,696.0,1454.0,1497.0,5111.0,2176.0,5111.0,146.0,5111.0,5100.0,4757.0,5111.0,260.0,653.0,3792.0,1304.0,299.0,569.0,5111.0,5111.0,110.0,3870.0,3584.0,426.0,4941.0,5111.0,401.0,5096.0,2559.0
CD11b,193.0,193.0,187.0,193.0,0.0,170.0,12.0,178.0,6.0,22.0,82.0,29.0,96.0,193.0,190.0,5.0,113.0,163.0,110.0,193.0,93.0,193.0,6.0,193.0,193.0,192.0,193.0,79.0,29.0,167.0,24.0,18.0,101.0,193.0,193.0,3.0,136.0,155.0,24.0,193.0,193.0,47.0,193.0,180.0
CD11c,1235.0,1234.0,1215.0,1235.0,170.0,0.0,33.0,1135.0,10.0,87.0,512.0,100.0,430.0,1224.0,1163.0,12.0,396.0,796.0,496.0,1235.0,605.0,1235.0,41.0,1235.0,1234.0,1210.0,1235.0,181.0,175.0,972.0,217.0,78.0,314.0,1235.0,1235.0,38.0,901.0,1019.0,110.0,1224.0,1235.0,189.0,1235.0,1005.0
CD138,81.0,81.0,81.0,81.0,12.0,33.0,0.0,69.0,1.0,6.0,41.0,21.0,30.0,80.0,68.0,6.0,29.0,37.0,33.0,81.0,42.0,81.0,4.0,81.0,81.0,79.0,81.0,6.0,9.0,57.0,22.0,9.0,23.0,81.0,81.0,6.0,58.0,53.0,6.0,81.0,81.0,27.0,81.0,58.0
CD16,2914.0,2914.0,2882.0,2914.0,178.0,1135.0,69.0,0.0,20.0,149.0,1093.0,173.0,750.0,2839.0,2447.0,21.0,608.0,1366.0,962.0,2914.0,1296.0,2914.0,101.0,2914.0,2909.0,2814.0,2914.0,218.0,351.0,2123.0,675.0,194.0,429.0,2914.0,2914.0,63.0,2213.0,2229.0,249.0,2851.0,2914.0,307.0,2909.0,1905.0
CD20,21.0,21.0,21.0,21.0,6.0,10.0,1.0,20.0,0.0,3.0,10.0,3.0,8.0,21.0,19.0,5.0,3.0,11.0,13.0,21.0,15.0,21.0,2.0,21.0,21.0,21.0,21.0,5.0,4.0,18.0,3.0,3.0,2.0,21.0,21.0,2.0,17.0,19.0,4.0,21.0,21.0,4.0,21.0,15.0
CD209,156.0,156.0,153.0,156.0,22.0,87.0,6.0,149.0,3.0,0.0,61.0,24.0,71.0,155.0,151.0,3.0,62.0,120.0,48.0,156.0,72.0,156.0,9.0,156.0,156.0,155.0,156.0,18.0,18.0,127.0,27.0,13.0,15.0,156.0,156.0,7.0,114.0,135.0,17.0,156.0,156.0,34.0,156.0,129.0
