,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,5422.0,5069.0,5422.0,253.0,116.0,949.0,957.0,8.0,87.0,96.0,60.0,121.0,1872.0,1252.0,43.0,458.0,583.0,53.0,5422.0,4179.0,5422.0,3.0,5406.0,5411.0,365.0,5416.0,16.0,2835.0,5101.0,1182.0,5.0,336.0,5422.0,5422.0,559.0,1450.0,346.0,11.0,5319.0,5422.0,555.0,5419.0,3827.0
Background,5422.0,0.0,5069.0,5422.0,253.0,116.0,949.0,957.0,8.0,87.0,96.0,60.0,121.0,1872.0,1252.0,43.0,458.0,583.0,53.0,5422.0,4179.0,5422.0,3.0,5406.0,5411.0,365.0,5416.0,16.0,2835.0,5101.0,1182.0,5.0,336.0,5422.0,5422.0,559.0,1450.0,346.0,11.0,5319.0,5422.0,555.0,5419.0,3827.0
Beta catenin,5069.0,5069.0,0.0,5069.0,213.0,74.0,937.0,806.0,8.0,72.0,62.0,60.0,89.0,1636.0,1076.0,35.0,385.0,466.0,38.0,5069.0,4149.0,5069.0,2.0,5059.0,5065.0,264.0,5069.0,11.0,2768.0,4887.0,1152.0,5.0,279.0,5069.0,5069.0,544.0,1444.0,341.0,6.0,5006.0,5069.0,444.0,5066.0,3627.0
Ca,5422.0,5422.0,5069.0,0.0,253.0,116.0,949.0,957.0,8.0,87.0,96.0,60.0,121.0,1872.0,1252.0,43.0,458.0,583.0,53.0,5422.0,4179.0,5422.0,3.0,5406.0,5411.0,365.0,5416.0,16.0,2835.0,5101.0,1182.0,5.0,336.0,5422.0,5422.0,559.0,1450.0,346.0,11.0,5319.0,5422.0,555.0,5419.0,3827.0
CD11b,253.0,253.0,213.0,253.0,0.0,13.0,49.0,51.0,1.0,6.0,10.0,4.0,12.0,253.0,240.0,3.0,214.0,30.0,11.0,253.0,134.0,253.0,1.0,252.0,253.0,18.0,253.0,4.0,99.0,231.0,26.0,4.0,241.0,253.0,253.0,15.0,42.0,12.0,1.0,239.0,253.0,18.0,253.0,196.0
CD11c,116.0,116.0,74.0,116.0,13.0,0.0,16.0,109.0,2.0,3.0,19.0,1.0,30.0,116.0,112.0,4.0,38.0,85.0,6.0,116.0,43.0,116.0,1.0,116.0,114.0,86.0,116.0,7.0,36.0,80.0,13.0,1.0,22.0,116.0,116.0,7.0,16.0,2.0,4.0,115.0,116.0,49.0,116.0,105.0
CD138,949.0,949.0,937.0,949.0,49.0,16.0,0.0,235.0,6.0,33.0,18.0,4.0,29.0,399.0,282.0,8.0,119.0,135.0,8.0,949.0,858.0,949.0,1.0,948.0,948.0,68.0,949.0,8.0,437.0,920.0,301.0,1.0,67.0,949.0,949.0,122.0,258.0,88.0,2.0,942.0,949.0,57.0,949.0,743.0
CD16,957.0,957.0,806.0,957.0,51.0,109.0,235.0,0.0,8.0,77.0,46.0,11.0,105.0,891.0,695.0,24.0,239.0,468.0,24.0,957.0,578.0,957.0,3.0,953.0,953.0,297.0,957.0,16.0,429.0,796.0,160.0,2.0,85.0,957.0,957.0,79.0,189.0,57.0,10.0,947.0,957.0,274.0,957.0,786.0
CD20,8.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,0.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,3.0,1.0,8.0,7.0,8.0,0.0,8.0,8.0,3.0,8.0,2.0,4.0,7.0,1.0,1.0,1.0,8.0,8.0,1.0,3.0,4.0,1.0,8.0,8.0,3.0,8.0,5.0
CD209,87.0,87.0,72.0,87.0,6.0,3.0,33.0,77.0,1.0,0.0,6.0,3.0,18.0,86.0,77.0,3.0,32.0,68.0,4.0,87.0,43.0,87.0,0.0,87.0,87.0,42.0,87.0,7.0,30.0,66.0,18.0,1.0,7.0,87.0,87.0,6.0,15.0,10.0,4.0,85.0,87.0,46.0,87.0,74.0
CD3,96.0,96.0,62.0,96.0,10.0,19.0,18.0,46.0,2.0,6.0,0.0,4.0,47.0,96.0,82.0,6.0,18.0,32.0,32.0,96.0,47.0,96.0,3.0,96.0,96.0,30.0,96.0,3.0,26.0,60.0,16.0,5.0,18.0,96.0,96.0,7.0,20.0,2.0,10.0,93.0,96.0,30.0,96.0,79.0
CD31,60.0,60.0,60.0,60.0,4.0,1.0,4.0,11.0,1.0,3.0,4.0,0.0,3.0,32.0,17.0,2.0,5.0,9.0,4.0,60.0,15.0,60.0,0.0,60.0,60.0,8.0,60.0,1.0,18.0,35.0,5.0,1.0,5.0,60.0,60.0,2.0,7.0,1.0,1.0,58.0,60.0,45.0,60.0,56.0
CD4,121.0,121.0,89.0,121.0,12.0,30.0,29.0,105.0,2.0,18.0,47.0,3.0,0.0,121.0,120.0,6.0,50.0,92.0,8.0,121.0,58.0,121.0,3.0,121.0,121.0,73.0,121.0,11.0,30.0,78.0,19.0,2.0,12.0,121.0,121.0,8.0,14.0,3.0,6.0,121.0,121.0,55.0,121.0,110.0
CD45,1872.0,1872.0,1636.0,1872.0,253.0,116.0,399.0,891.0,5.0,86.0,96.0,32.0,121.0,0.0,1155.0,43.0,456.0,567.0,53.0,1872.0,1201.0,1872.0,3.0,1865.0,1865.0,358.0,1872.0,16.0,872.0,1644.0,326.0,5.0,330.0,1872.0,1872.0,159.0,383.0,78.0,11.0,1827.0,1872.0,373.0,1871.0,1434.0
CD45RO,1252.0,1252.0,1076.0,1252.0,240.0,112.0,282.0,695.0,5.0,77.0,82.0,17.0,120.0,1155.0,0.0,40.0,422.0,488.0,38.0,1252.0,774.0,1252.0,3.0,1250.0,1249.0,326.0,1252.0,16.0,559.0,1087.0,231.0,5.0,294.0,1252.0,1252.0,127.0,250.0,51.0,10.0,1228.0,1252.0,272.0,1252.0,1009.0
CD56,43.0,43.0,35.0,43.0,3.0,4.0,8.0,24.0,1.0,3.0,6.0,2.0,6.0,43.0,40.0,0.0,8.0,14.0,2.0,43.0,30.0,43.0,1.0,43.0,43.0,9.0,43.0,2.0,18.0,35.0,10.0,1.0,3.0,43.0,43.0,4.0,6.0,4.0,1.0,43.0,43.0,13.0,43.0,34.0
CD63,458.0,458.0,385.0,458.0,214.0,38.0,119.0,239.0,2.0,32.0,18.0,5.0,50.0,456.0,422.0,8.0,0.0,238.0,17.0,458.0,247.0,458.0,2.0,458.0,456.0,149.0,458.0,14.0,171.0,396.0,56.0,3.0,247.0,458.0,458.0,24.0,79.0,19.0,2.0,442.0,458.0,97.0,458.0,398.0
CD68,583.0,583.0,466.0,583.0,30.0,85.0,135.0,468.0,3.0,68.0,32.0,9.0,92.0,567.0,488.0,14.0,238.0,0.0,14.0,583.0,299.0,583.0,2.0,582.0,580.0,283.0,583.0,15.0,243.0,463.0,92.0,1.0,57.0,583.0,583.0,39.0,99.0,20.0,9.0,577.0,583.0,194.0,583.0,505.0
CD8,53.0,53.0,38.0,53.0,11.0,6.0,8.0,24.0,1.0,4.0,32.0,4.0,8.0,53.0,38.0,2.0,17.0,14.0,0.0,53.0,28.0,53.0,1.0,53.0,53.0,12.0,53.0,5.0,24.0,40.0,9.0,4.0,15.0,53.0,53.0,4.0,14.0,1.0,3.0,50.0,53.0,18.0,53.0,40.0
dsDNA,5422.0,5422.0,5069.0,5422.0,253.0,116.0,949.0,957.0,8.0,87.0,96.0,60.0,121.0,1872.0,1252.0,43.0,458.0,583.0,53.0,0.0,4179.0,5422.0,3.0,5406.0,5411.0,365.0,5416.0,16.0,2835.0,5101.0,1182.0,5.0,336.0,5422.0,5422.0,559.0,1450.0,346.0,11.0,5319.0,5422.0,555.0,5419.0,3827.0
EGFR,4179.0,4179.0,4149.0,4179.0,134.0,43.0,858.0,578.0,7.0,43.0,47.0,15.0,58.0,1201.0,774.0,30.0,247.0,299.0,28.0,4179.0,0.0,4179.0,2.0,4173.0,4177.0,154.0,4179.0,2.0,2407.0,4166.0,1068.0,5.0,182.0,4179.0,4179.0,511.0,1355.0,332.0,3.0,4157.0,4179.0,187.0,4178.0,3106.0
Fe,5422.0,5422.0,5069.0,5422.0,253.0,116.0,949.0,957.0,8.0,87.0,96.0,60.0,121.0,1872.0,1252.0,43.0,458.0,583.0,53.0,5422.0,4179.0,0.0,3.0,5406.0,5411.0,365.0,5416.0,16.0,2835.0,5101.0,1182.0,5.0,336.0,5422.0,5422.0,559.0,1450.0,346.0,11.0,5319.0,5422.0,555.0,5419.0,3827.0
FoxP3,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0
H3K27me3,5406.0,5406.0,5059.0,5406.0,252.0,116.0,948.0,953.0,8.0,87.0,96.0,60.0,121.0,1865.0,1250.0,43.0,458.0,582.0,53.0,5406.0,4173.0,5406.0,3.0,0.0,5401.0,365.0,5401.0,16.0,2831.0,5089.0,1182.0,5.0,334.0,5406.0,5406.0,559.0,1450.0,345.0,11.0,5306.0,5406.0,553.0,5403.0,3822.0
H3K9ac,5411.0,5411.0,5065.0,5411.0,253.0,114.0,948.0,953.0,8.0,87.0,96.0,60.0,121.0,1865.0,1249.0,43.0,456.0,580.0,53.0,5411.0,4177.0,5411.0,3.0,5401.0,0.0,363.0,5406.0,16.0,2833.0,5095.0,1181.0,5.0,334.0,5411.0,5411.0,559.0,1449.0,346.0,11.0,5312.0,5411.0,552.0,5408.0,3824.0
HLA-DR,365.0,365.0,264.0,365.0,18.0,86.0,68.0,297.0,3.0,42.0,30.0,8.0,73.0,358.0,326.0,9.0,149.0,283.0,12.0,365.0,154.0,365.0,2.0,365.0,363.0,0.0,364.0,12.0,133.0,266.0,51.0,1.0,41.0,365.0,365.0,25.0,47.0,7.0,9.0,360.0,365.0,150.0,365.0,337.0
HLA_Class_1,5416.0,5416.0,5069.0,5416.0,253.0,116.0,949.0,957.0,8.0,87.0,96.0,60.0,121.0,1872.0,1252.0,43.0,458.0,583.0,53.0,5416.0,4179.0,5416.0,3.0,5401.0,5406.0,364.0,0.0,16.0,2835.0,5098.0,1182.0,5.0,336.0,5416.0,5416.0,559.0,1450.0,346.0,11.0,5316.0,5416.0,553.0,5413.0,3826.0
IDO,16.0,16.0,11.0,16.0,4.0,7.0,8.0,16.0,2.0,7.0,3.0,1.0,11.0,16.0,16.0,2.0,14.0,15.0,5.0,16.0,2.0,16.0,1.0,16.0,16.0,12.0,16.0,0.0,5.0,10.0,2.0,1.0,3.0,16.0,16.0,1.0,2.0,1.0,1.0,16.0,16.0,12.0,16.0,16.0
Keratin17,2835.0,2835.0,2768.0,2835.0,99.0,36.0,437.0,429.0,4.0,30.0,26.0,18.0,30.0,872.0,559.0,18.0,171.0,243.0,24.0,2835.0,2407.0,2835.0,0.0,2831.0,2833.0,133.0,2835.0,5.0,0.0,2835.0,708.0,4.0,133.0,2835.0,2835.0,341.0,991.0,176.0,2.0,2803.0,2835.0,154.0,2835.0,2118.0
Keratin6,5101.0,5101.0,4887.0,5101.0,231.0,80.0,920.0,796.0,7.0,66.0,60.0,35.0,78.0,1644.0,1087.0,35.0,396.0,463.0,40.0,5101.0,4166.0,5101.0,3.0,5089.0,5095.0,266.0,5098.0,10.0,2835.0,0.0,1178.0,5.0,301.0,5101.0,5101.0,556.0,1446.0,342.0,3.0,5023.0,5101.0,339.0,5098.0,3586.0
Ki67,1182.0,1182.0,1152.0,1182.0,26.0,13.0,301.0,160.0,1.0,18.0,16.0,5.0,19.0,326.0,231.0,10.0,56.0,92.0,9.0,1182.0,1068.0,1182.0,0.0,1182.0,1181.0,51.0,1182.0,2.0,708.0,1178.0,0.0,3.0,34.0,1182.0,1182.0,234.0,389.0,100.0,1.0,1176.0,1182.0,71.0,1182.0,871.0
Lag3,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,3.0,0.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0
