,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,3414.0,3374.0,3414.0,191.0,412.0,1432.0,502.0,0.0,0.0,35.0,251.0,105.0,1354.0,466.0,9.0,439.0,689.0,78.0,3414.0,2539.0,3414.0,0.0,3413.0,3389.0,779.0,3409.0,25.0,1509.0,2833.0,719.0,2.0,32.0,3414.0,3414.0,1563.0,2586.0,2742.0,8.0,3191.0,3414.0,1190.0,3414.0,1400.0
Background,3414.0,0.0,3374.0,3414.0,191.0,412.0,1432.0,502.0,0.0,0.0,35.0,251.0,105.0,1354.0,466.0,9.0,439.0,689.0,78.0,3414.0,2539.0,3414.0,0.0,3413.0,3389.0,779.0,3409.0,25.0,1509.0,2833.0,719.0,2.0,32.0,3414.0,3414.0,1563.0,2586.0,2742.0,8.0,3191.0,3414.0,1190.0,3414.0,1400.0
Beta catenin,3374.0,3374.0,0.0,3374.0,183.0,402.0,1428.0,480.0,0.0,0.0,34.0,246.0,99.0,1328.0,445.0,9.0,436.0,668.0,72.0,3374.0,2539.0,3374.0,0.0,3373.0,3349.0,756.0,3369.0,23.0,1506.0,2827.0,719.0,2.0,32.0,3374.0,3374.0,1562.0,2585.0,2736.0,8.0,3158.0,3374.0,1168.0,3374.0,1364.0
Ca,3414.0,3414.0,3374.0,0.0,191.0,412.0,1432.0,502.0,0.0,0.0,35.0,251.0,105.0,1354.0,466.0,9.0,439.0,689.0,78.0,3414.0,2539.0,3414.0,0.0,3413.0,3389.0,779.0,3409.0,25.0,1509.0,2833.0,719.0,2.0,32.0,3414.0,3414.0,1563.0,2586.0,2742.0,8.0,3191.0,3414.0,1190.0,3414.0,1400.0
CD11b,191.0,191.0,183.0,191.0,0.0,148.0,90.0,156.0,0.0,0.0,6.0,49.0,58.0,190.0,161.0,2.0,86.0,171.0,45.0,191.0,109.0,191.0,0.0,191.0,191.0,176.0,191.0,8.0,30.0,105.0,32.0,1.0,17.0,191.0,191.0,27.0,80.0,101.0,1.0,187.0,191.0,146.0,191.0,180.0
CD11c,412.0,412.0,402.0,412.0,148.0,0.0,186.0,305.0,0.0,0.0,10.0,76.0,68.0,394.0,262.0,2.0,136.0,341.0,47.0,412.0,242.0,412.0,0.0,412.0,412.0,361.0,412.0,8.0,98.0,259.0,55.0,1.0,9.0,412.0,412.0,78.0,222.0,234.0,1.0,396.0,412.0,285.0,412.0,363.0
CD138,1432.0,1432.0,1428.0,1432.0,90.0,186.0,0.0,241.0,0.0,0.0,22.0,113.0,74.0,635.0,231.0,4.0,229.0,325.0,37.0,1432.0,1161.0,1432.0,0.0,1431.0,1421.0,326.0,1432.0,12.0,823.0,1213.0,376.0,2.0,13.0,1432.0,1432.0,714.0,1186.0,1140.0,3.0,1362.0,1432.0,586.0,1432.0,648.0
CD16,502.0,502.0,480.0,502.0,156.0,305.0,241.0,0.0,0.0,0.0,10.0,88.0,89.0,480.0,295.0,3.0,152.0,420.0,61.0,502.0,253.0,502.0,0.0,502.0,502.0,423.0,502.0,10.0,130.0,292.0,61.0,1.0,11.0,502.0,502.0,94.0,267.0,251.0,1.0,483.0,502.0,380.0,502.0,459.0
CD20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3,35.0,35.0,34.0,35.0,6.0,10.0,22.0,10.0,0.0,0.0,0.0,4.0,5.0,27.0,18.0,1.0,4.0,20.0,10.0,35.0,26.0,35.0,0.0,35.0,35.0,18.0,35.0,1.0,17.0,28.0,8.0,1.0,2.0,35.0,35.0,15.0,27.0,24.0,2.0,34.0,35.0,21.0,35.0,28.0
CD31,251.0,251.0,246.0,251.0,49.0,76.0,113.0,88.0,0.0,0.0,4.0,0.0,23.0,157.0,83.0,6.0,60.0,105.0,22.0,251.0,112.0,251.0,0.0,251.0,251.0,120.0,251.0,5.0,54.0,112.0,24.0,2.0,12.0,251.0,251.0,23.0,107.0,96.0,1.0,239.0,251.0,221.0,251.0,246.0
CD4,105.0,105.0,99.0,105.0,58.0,68.0,74.0,89.0,0.0,0.0,5.0,23.0,0.0,102.0,94.0,2.0,47.0,97.0,27.0,105.0,46.0,105.0,0.0,105.0,105.0,100.0,105.0,7.0,27.0,51.0,18.0,1.0,4.0,105.0,105.0,17.0,45.0,58.0,1.0,102.0,105.0,84.0,105.0,100.0
CD45,1354.0,1354.0,1328.0,1354.0,190.0,394.0,635.0,480.0,0.0,0.0,27.0,157.0,102.0,0.0,420.0,4.0,268.0,635.0,77.0,1354.0,924.0,1354.0,0.0,1354.0,1352.0,665.0,1353.0,16.0,591.0,1028.0,297.0,1.0,25.0,1354.0,1354.0,566.0,935.0,956.0,7.0,1315.0,1354.0,690.0,1354.0,861.0
CD45RO,466.0,466.0,445.0,466.0,161.0,262.0,231.0,295.0,0.0,0.0,18.0,83.0,94.0,420.0,0.0,2.0,161.0,367.0,68.0,466.0,277.0,466.0,0.0,466.0,466.0,354.0,466.0,10.0,155.0,309.0,98.0,1.0,18.0,466.0,466.0,123.0,264.0,275.0,3.0,453.0,466.0,322.0,466.0,391.0
CD56,9.0,9.0,9.0,9.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,6.0,2.0,4.0,2.0,0.0,3.0,4.0,1.0,9.0,4.0,9.0,0.0,9.0,9.0,3.0,9.0,2.0,3.0,4.0,2.0,1.0,1.0,9.0,9.0,3.0,4.0,3.0,1.0,9.0,9.0,7.0,9.0,8.0
CD63,439.0,439.0,436.0,439.0,86.0,136.0,229.0,152.0,0.0,0.0,4.0,60.0,47.0,268.0,161.0,3.0,0.0,204.0,42.0,439.0,324.0,439.0,0.0,439.0,434.0,206.0,439.0,6.0,152.0,331.0,62.0,2.0,17.0,439.0,439.0,145.0,280.0,343.0,1.0,420.0,439.0,218.0,439.0,266.0
CD68,689.0,689.0,668.0,689.0,171.0,341.0,325.0,420.0,0.0,0.0,20.0,105.0,97.0,635.0,367.0,4.0,204.0,0.0,74.0,689.0,402.0,689.0,0.0,689.0,689.0,544.0,689.0,9.0,211.0,454.0,108.0,1.0,10.0,689.0,689.0,166.0,406.0,387.0,2.0,668.0,689.0,462.0,689.0,606.0
CD8,78.0,78.0,72.0,78.0,45.0,47.0,37.0,61.0,0.0,0.0,10.0,22.0,27.0,77.0,68.0,1.0,42.0,74.0,0.0,78.0,41.0,78.0,0.0,78.0,78.0,63.0,78.0,5.0,21.0,43.0,11.0,1.0,5.0,78.0,78.0,12.0,38.0,38.0,1.0,78.0,78.0,64.0,78.0,77.0
dsDNA,3414.0,3414.0,3374.0,3414.0,191.0,412.0,1432.0,502.0,0.0,0.0,35.0,251.0,105.0,1354.0,466.0,9.0,439.0,689.0,78.0,0.0,2539.0,3414.0,0.0,3413.0,3389.0,779.0,3409.0,25.0,1509.0,2833.0,719.0,2.0,32.0,3414.0,3414.0,1563.0,2586.0,2742.0,8.0,3191.0,3414.0,1190.0,3414.0,1400.0
