,Au,Background,Beta catenin,Ca,CD11b,CD11c,CD138,CD16,CD20,CD209,CD3,CD31,CD4,CD45,CD45RO,CD56,CD63,CD68,CD8,dsDNA,EGFR,Fe,FoxP3,H3K27me3,H3K9ac,HLA-DR,HLA_Class_1,IDO,Keratin17,Keratin6,Ki67,Lag3,MPO,Na,P,p53,Pan-Keratin,PD-L1,PD1,phospho-S6,Si,SMA,Ta,Vimentin
Au,0.0,4284.0,2468.0,4284.0,450.0,918.0,1601.0,604.0,2031.0,1853.0,1373.0,1296.0,1079.0,3438.0,2845.0,103.0,366.0,1408.0,966.0,4284.0,253.0,4284.0,21.0,4283.0,4282.0,2938.0,4222.0,368.0,562.0,817.0,372.0,49.0,185.0,4284.0,4284.0,352.0,1326.0,689.0,274.0,4239.0,4284.0,2105.0,4284.0,3701.0
Background,4284.0,0.0,2468.0,4284.0,450.0,918.0,1601.0,604.0,2031.0,1853.0,1373.0,1296.0,1079.0,3438.0,2845.0,103.0,366.0,1408.0,966.0,4284.0,253.0,4284.0,21.0,4283.0,4282.0,2938.0,4222.0,368.0,562.0,817.0,372.0,49.0,185.0,4284.0,4284.0,352.0,1326.0,689.0,274.0,4239.0,4284.0,2105.0,4284.0,3701.0
Beta catenin,2468.0,2468.0,0.0,2468.0,206.0,468.0,1069.0,353.0,871.0,865.0,620.0,868.0,480.0,1766.0,1558.0,46.0,244.0,637.0,462.0,2468.0,253.0,2468.0,14.0,2467.0,2467.0,1516.0,2411.0,264.0,509.0,744.0,292.0,23.0,141.0,2468.0,2468.0,333.0,1065.0,525.0,116.0,2451.0,2468.0,1447.0,2468.0,2030.0
Ca,4284.0,4284.0,2468.0,0.0,450.0,918.0,1601.0,604.0,2031.0,1853.0,1373.0,1296.0,1079.0,3438.0,2845.0,103.0,366.0,1408.0,966.0,4284.0,253.0,4284.0,21.0,4283.0,4282.0,2938.0,4222.0,368.0,562.0,817.0,372.0,49.0,185.0,4284.0,4284.0,352.0,1326.0,689.0,274.0,4239.0,4284.0,2105.0,4284.0,3701.0
CD11b,450.0,450.0,206.0,450.0,0.0,347.0,76.0,79.0,397.0,421.0,159.0,236.0,295.0,450.0,372.0,38.0,102.0,336.0,117.0,450.0,2.0,450.0,2.0,450.0,450.0,432.0,450.0,96.0,14.0,19.0,14.0,7.0,36.0,450.0,450.0,3.0,136.0,119.0,32.0,450.0,450.0,144.0,450.0,446.0
CD11c,918.0,918.0,468.0,918.0,347.0,0.0,266.0,237.0,680.0,607.0,464.0,355.0,549.0,913.0,840.0,72.0,143.0,556.0,322.0,918.0,12.0,918.0,10.0,918.0,918.0,881.0,918.0,233.0,62.0,72.0,49.0,19.0,44.0,918.0,918.0,20.0,243.0,218.0,122.0,916.0,918.0,382.0,918.0,896.0
CD138,1601.0,1601.0,1069.0,1601.0,76.0,266.0,0.0,235.0,615.0,586.0,506.0,615.0,345.0,1197.0,1086.0,37.0,164.0,579.0,356.0,1601.0,202.0,1601.0,10.0,1601.0,1601.0,1041.0,1573.0,165.0,317.0,504.0,208.0,17.0,82.0,1601.0,1601.0,220.0,675.0,374.0,100.0,1591.0,1601.0,735.0,1601.0,1271.0
CD16,604.0,604.0,353.0,604.0,79.0,237.0,235.0,0.0,243.0,435.0,284.0,215.0,295.0,594.0,492.0,48.0,105.0,390.0,207.0,604.0,11.0,604.0,7.0,603.0,604.0,546.0,604.0,90.0,37.0,51.0,27.0,6.0,18.0,604.0,604.0,11.0,105.0,112.0,72.0,603.0,604.0,379.0,604.0,590.0
CD20,2031.0,2031.0,871.0,2031.0,397.0,680.0,615.0,243.0,0.0,1272.0,866.0,665.0,750.0,2007.0,1631.0,73.0,198.0,914.0,581.0,2031.0,29.0,2031.0,8.0,2031.0,2030.0,1920.0,2030.0,200.0,122.0,158.0,116.0,28.0,80.0,2031.0,2031.0,53.0,437.0,320.0,220.0,2028.0,2031.0,758.0,2031.0,1876.0
CD209,1853.0,1853.0,865.0,1853.0,421.0,607.0,586.0,435.0,1272.0,0.0,721.0,718.0,731.0,1804.0,1386.0,69.0,198.0,1031.0,517.0,1853.0,14.0,1853.0,13.0,1852.0,1852.0,1595.0,1853.0,178.0,96.0,96.0,86.0,29.0,59.0,1853.0,1853.0,22.0,328.0,280.0,130.0,1846.0,1853.0,840.0,1853.0,1795.0
